S No,Vehicle Category,State,Year,Fuel,Value
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/LPG,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/LPG,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/LPG,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/LPG,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/LPG,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/LPG,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/LPG,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/LPG,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/LPG,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PETROL/LPG,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PETROL/LPG,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PETROL/LPG,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PETROL/LPG,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/METHANOL,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/METHANOL,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/METHANOL,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/METHANOL,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/METHANOL,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/METHANOL,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/METHANOL,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/METHANOL,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/METHANOL,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PETROL/METHANOL,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PETROL/METHANOL,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PETROL/METHANOL,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PETROL/METHANOL,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PLUG-IN HYBRID EV,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PURE EV,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PURE EV,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PURE EV,10
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PURE EV,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PURE EV,34
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PURE EV,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PURE EV,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PURE EV,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PURE EV,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PURE EV,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PURE EV,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PURE EV,1
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PURE EV,33
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,SOLAR,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,SOLAR,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,SOLAR,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,SOLAR,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,SOLAR,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,SOLAR,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,SOLAR,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,SOLAR,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,SOLAR,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,SOLAR,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,SOLAR,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,SOLAR,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,SOLAR,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,STRONG HYBRID EV,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,STRONG HYBRID EV,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,STRONG HYBRID EV,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,STRONG HYBRID EV,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,STRONG HYBRID EV,125
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,STRONG HYBRID EV,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,STRONG HYBRID EV,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,STRONG HYBRID EV,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,STRONG HYBRID EV,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,STRONG HYBRID EV,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,STRONG HYBRID EV,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,STRONG HYBRID EV,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,STRONG HYBRID EV,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,BIO-CNG/BIO-GAS,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,BIO-CNG/BIO-GAS,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,BIO-CNG/BIO-GAS,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,BIO-CNG/BIO-GAS,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,BIO-CNG/BIO-GAS,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,BIO-CNG/BIO-GAS,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,BIO-CNG/BIO-GAS,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,BIO-CNG/BIO-GAS,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,BIO-CNG/BIO-GAS,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,BIO-CNG/BIO-GAS,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,BIO-CNG/BIO-GAS,0
12,THREE WHEELER(T),Assam(33),2025,BIO-CNG/BIO-GAS,0
13,TWO WHEELER(NT),Assam(33),2025,BIO-CNG/BIO-GAS,0
14,TWO WHEELER(T),Assam(33),2025,BIO-CNG/BIO-GAS,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,BIO-DIESEL(B100),0
2,HEAVY GOODS VEHICLE,Assam(33),2025,BIO-DIESEL(B100),0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,BIO-DIESEL(B100),0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,BIO-DIESEL(B100),0
5,LIGHT GOODS VEHICLE,Assam(33),2025,BIO-DIESEL(B100),0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,BIO-DIESEL(B100),0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,BIO-DIESEL(B100),0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,BIO-DIESEL(B100),0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,BIO-DIESEL(B100),0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,BIO-DIESEL(B100),0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,BIO-DIESEL(B100),0
12,THREE WHEELER(T),Assam(33),2025,BIO-DIESEL(B100),0
13,TWO WHEELER(NT),Assam(33),2025,BIO-DIESEL(B100),0
14,TWO WHEELER(T),Assam(33),2025,BIO-DIESEL(B100),0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,BIO-METHANE,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,BIO-METHANE,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,BIO-METHANE,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,BIO-METHANE,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,BIO-METHANE,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,BIO-METHANE,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,BIO-METHANE,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,BIO-METHANE,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,BIO-METHANE,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,BIO-METHANE,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,BIO-METHANE,0
12,THREE WHEELER(T),Assam(33),2025,BIO-METHANE,0
13,TWO WHEELER(NT),Assam(33),2025,BIO-METHANE,0
14,TWO WHEELER(T),Assam(33),2025,BIO-METHANE,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,CNG ONLY,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,CNG ONLY,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,CNG ONLY,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,CNG ONLY,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,CNG ONLY,29
6,LIGHT MOTOR VEHICLE,Assam(33),2025,CNG ONLY,1
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,CNG ONLY,127
8,MEDIUM GOODS VEHICLE,Assam(33),2025,CNG ONLY,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,CNG ONLY,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,CNG ONLY,1
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,CNG ONLY,0
12,THREE WHEELER(T),Assam(33),2025,CNG ONLY,525
13,TWO WHEELER(NT),Assam(33),2025,CNG ONLY,2
14,TWO WHEELER(T),Assam(33),2025,CNG ONLY,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,DIESEL,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,DIESEL,"3,924"
3,HEAVY MOTOR VEHICLE,Assam(33),2025,DIESEL,42
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,DIESEL,255
5,LIGHT GOODS VEHICLE,Assam(33),2025,DIESEL,"14,681"
6,LIGHT MOTOR VEHICLE,Assam(33),2025,DIESEL,"9,064"
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,DIESEL,"1,617"
8,MEDIUM GOODS VEHICLE,Assam(33),2025,DIESEL,358
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,DIESEL,31
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,DIESEL,411
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,DIESEL,785
12,THREE WHEELER(T),Assam(33),2025,DIESEL,"1,076"
13,TWO WHEELER(NT),Assam(33),2025,DIESEL,0
14,TWO WHEELER(T),Assam(33),2025,DIESEL,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,DIESEL/HYBRID,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,DIESEL/HYBRID,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,DIESEL/HYBRID,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,DIESEL/HYBRID,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,DIESEL/HYBRID,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,DIESEL/HYBRID,67
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,DIESEL/HYBRID,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,DIESEL/HYBRID,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,DIESEL/HYBRID,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,DIESEL/HYBRID,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,DIESEL/HYBRID,0
12,THREE WHEELER(T),Assam(33),2025,DIESEL/HYBRID,0
13,TWO WHEELER(NT),Assam(33),2025,DIESEL/HYBRID,0
14,TWO WHEELER(T),Assam(33),2025,DIESEL/HYBRID,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,DI-METHYL ETHER,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,DI-METHYL ETHER,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,DI-METHYL ETHER,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,DI-METHYL ETHER,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,DI-METHYL ETHER,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,DI-METHYL ETHER,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,DI-METHYL ETHER,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,DI-METHYL ETHER,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,DI-METHYL ETHER,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,DI-METHYL ETHER,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,DI-METHYL ETHER,0
12,THREE WHEELER(T),Assam(33),2025,DI-METHYL ETHER,0
13,TWO WHEELER(NT),Assam(33),2025,DI-METHYL ETHER,0
14,TWO WHEELER(T),Assam(33),2025,DI-METHYL ETHER,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,DUAL DIESEL/BIO CNG,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,DUAL DIESEL/BIO CNG,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,DUAL DIESEL/BIO CNG,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,DUAL DIESEL/BIO CNG,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,DUAL DIESEL/BIO CNG,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,DUAL DIESEL/BIO CNG,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,DUAL DIESEL/BIO CNG,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,DUAL DIESEL/BIO CNG,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,DUAL DIESEL/BIO CNG,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,DUAL DIESEL/BIO CNG,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,DUAL DIESEL/BIO CNG,0
12,THREE WHEELER(T),Assam(33),2025,DUAL DIESEL/BIO CNG,0
13,TWO WHEELER(NT),Assam(33),2025,DUAL DIESEL/BIO CNG,0
14,TWO WHEELER(T),Assam(33),2025,DUAL DIESEL/BIO CNG,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,DUAL DIESEL/CNG,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,DUAL DIESEL/CNG,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,DUAL DIESEL/CNG,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,DUAL DIESEL/CNG,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,DUAL DIESEL/CNG,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,DUAL DIESEL/CNG,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,DUAL DIESEL/CNG,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,DUAL DIESEL/CNG,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,DUAL DIESEL/CNG,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,DUAL DIESEL/CNG,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,DUAL DIESEL/CNG,0
12,THREE WHEELER(T),Assam(33),2025,DUAL DIESEL/CNG,0
13,TWO WHEELER(NT),Assam(33),2025,DUAL DIESEL/CNG,0
14,TWO WHEELER(T),Assam(33),2025,DUAL DIESEL/CNG,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,DUAL DIESEL/LNG,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,DUAL DIESEL/LNG,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,DUAL DIESEL/LNG,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,DUAL DIESEL/LNG,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,DUAL DIESEL/LNG,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,DUAL DIESEL/LNG,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,DUAL DIESEL/LNG,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,DUAL DIESEL/LNG,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,DUAL DIESEL/LNG,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,DUAL DIESEL/LNG,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,DUAL DIESEL/LNG,0
12,THREE WHEELER(T),Assam(33),2025,DUAL DIESEL/LNG,0
13,TWO WHEELER(NT),Assam(33),2025,DUAL DIESEL/LNG,0
14,TWO WHEELER(T),Assam(33),2025,DUAL DIESEL/LNG,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,ELECTRIC(BOV),0
2,HEAVY GOODS VEHICLE,Assam(33),2025,ELECTRIC(BOV),0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,ELECTRIC(BOV),0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,ELECTRIC(BOV),0
5,LIGHT GOODS VEHICLE,Assam(33),2025,ELECTRIC(BOV),75
6,LIGHT MOTOR VEHICLE,Assam(33),2025,ELECTRIC(BOV),180
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,ELECTRIC(BOV),7
8,MEDIUM GOODS VEHICLE,Assam(33),2025,ELECTRIC(BOV),0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,ELECTRIC(BOV),0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,ELECTRIC(BOV),28
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,ELECTRIC(BOV),0
12,THREE WHEELER(T),Assam(33),2025,ELECTRIC(BOV),"48,616"
13,TWO WHEELER(NT),Assam(33),2025,ELECTRIC(BOV),546
14,TWO WHEELER(T),Assam(33),2025,ELECTRIC(BOV),1
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,ETHANOL,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,ETHANOL,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,ETHANOL,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,ETHANOL,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,ETHANOL,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,ETHANOL,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,ETHANOL,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,ETHANOL,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,ETHANOL,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,ETHANOL,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,ETHANOL,0
12,THREE WHEELER(T),Assam(33),2025,ETHANOL,0
13,TWO WHEELER(NT),Assam(33),2025,ETHANOL,20
14,TWO WHEELER(T),Assam(33),2025,ETHANOL,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
2,HEAVY GOODS VEHICLE,Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
5,LIGHT GOODS VEHICLE,Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
12,THREE WHEELER(T),Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
13,TWO WHEELER(NT),Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
14,TWO WHEELER(T),Assam(33),2025,FLEX-FUEL(BIO-DIESEL),0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,FLEX-FUEL(ETHANOL),0
2,HEAVY GOODS VEHICLE,Assam(33),2025,FLEX-FUEL(ETHANOL),0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,FLEX-FUEL(ETHANOL),0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,FLEX-FUEL(ETHANOL),0
5,LIGHT GOODS VEHICLE,Assam(33),2025,FLEX-FUEL(ETHANOL),0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,FLEX-FUEL(ETHANOL),0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,FLEX-FUEL(ETHANOL),0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,FLEX-FUEL(ETHANOL),0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,FLEX-FUEL(ETHANOL),0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,FLEX-FUEL(ETHANOL),0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,FLEX-FUEL(ETHANOL),0
12,THREE WHEELER(T),Assam(33),2025,FLEX-FUEL(ETHANOL),0
13,TWO WHEELER(NT),Assam(33),2025,FLEX-FUEL(ETHANOL),0
14,TWO WHEELER(T),Assam(33),2025,FLEX-FUEL(ETHANOL),0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,FUEL CELL HYDROGEN,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,FUEL CELL HYDROGEN,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,FUEL CELL HYDROGEN,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,FUEL CELL HYDROGEN,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,FUEL CELL HYDROGEN,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,FUEL CELL HYDROGEN,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,FUEL CELL HYDROGEN,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,FUEL CELL HYDROGEN,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,FUEL CELL HYDROGEN,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,FUEL CELL HYDROGEN,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,FUEL CELL HYDROGEN,0
12,THREE WHEELER(T),Assam(33),2025,FUEL CELL HYDROGEN,0
13,TWO WHEELER(NT),Assam(33),2025,FUEL CELL HYDROGEN,0
14,TWO WHEELER(T),Assam(33),2025,FUEL CELL HYDROGEN,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,HCNG,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,HCNG,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,HCNG,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,HCNG,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,HCNG,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,HCNG,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,HCNG,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,HCNG,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,HCNG,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,HCNG,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,HCNG,0
12,THREE WHEELER(T),Assam(33),2025,HCNG,0
13,TWO WHEELER(NT),Assam(33),2025,HCNG,0
14,TWO WHEELER(T),Assam(33),2025,HCNG,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,HYDROGEN(ICE),0
2,HEAVY GOODS VEHICLE,Assam(33),2025,HYDROGEN(ICE),0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,HYDROGEN(ICE),0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,HYDROGEN(ICE),0
5,LIGHT GOODS VEHICLE,Assam(33),2025,HYDROGEN(ICE),0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,HYDROGEN(ICE),0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,HYDROGEN(ICE),0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,HYDROGEN(ICE),0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,HYDROGEN(ICE),0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,HYDROGEN(ICE),0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,HYDROGEN(ICE),0
12,THREE WHEELER(T),Assam(33),2025,HYDROGEN(ICE),0
13,TWO WHEELER(NT),Assam(33),2025,HYDROGEN(ICE),0
14,TWO WHEELER(T),Assam(33),2025,HYDROGEN(ICE),0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,LNG,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,LNG,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,LNG,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,LNG,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,LNG,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,LNG,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,LNG,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,LNG,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,LNG,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,LNG,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,LNG,0
12,THREE WHEELER(T),Assam(33),2025,LNG,0
