S No,Vehicle Category,State,Year,Fuel,Value
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,ELECTRIC(BOV),10
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,ELECTRIC(BOV),1
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,ELECTRIC(BOV),14
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,ETHANOL,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,ETHANOL,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,ETHANOL,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,ETHANOL,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,ETHANOL,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,ETHANOL,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,ETHANOL,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,ETHANOL,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,ETHANOL,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,ETHANOL,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,ETHANOL,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,ETHANOL,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,ETHANOL,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,HCNG,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,HCNG,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,HCNG,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,HCNG,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,HCNG,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,HCNG,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,HCNG,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,HCNG,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,HCNG,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,HCNG,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,HCNG,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,HCNG,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,HCNG,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,LNG,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,LNG,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,LNG,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,LNG,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,LNG,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,LNG,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,LNG,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,LNG,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,LNG,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,LNG,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,LNG,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,LNG,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,LNG,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,LPG ONLY,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,LPG ONLY,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,LPG ONLY,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,LPG ONLY,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,LPG ONLY,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,LPG ONLY,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,LPG ONLY,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,LPG ONLY,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,LPG ONLY,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,LPG ONLY,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,LPG ONLY,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,LPG ONLY,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,LPG ONLY,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,METHANOL,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,METHANOL,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,METHANOL,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,METHANOL,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,METHANOL,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,METHANOL,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,METHANOL,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,METHANOL,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,METHANOL,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,METHANOL,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,METHANOL,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,METHANOL,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,METHANOL,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,NOT APPLICABLE,11
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,NOT APPLICABLE,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,NOT APPLICABLE,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,NOT APPLICABLE,98
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,NOT APPLICABLE,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,NOT APPLICABLE,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,NOT APPLICABLE,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,NOT APPLICABLE,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,NOT APPLICABLE,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,NOT APPLICABLE,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,NOT APPLICABLE,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,NOT APPLICABLE,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,NOT APPLICABLE,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL,169
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL,"7,064"
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL,47
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PETROL,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PETROL,1
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PETROL,59
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PETROL,"10,071"
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/CNG,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/CNG,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/CNG,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/CNG,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/CNG,11
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/CNG,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/CNG,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/CNG,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/CNG,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PETROL/CNG,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PETROL/CNG,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PETROL/CNG,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PETROL/CNG,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/CNG,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/CNG,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/CNG,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/CNG,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/CNG,1
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/CNG,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/CNG,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/CNG,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/CNG,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PETROL(E20)/CNG,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PETROL(E20)/CNG,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PETROL(E20)/CNG,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PETROL(E20)/CNG,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,276
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,12
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PETROL(E20)/HYBRID/CNG,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PETROL(E20)/LPG,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/ETHANOL,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/ETHANOL,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/ETHANOL,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/ETHANOL,56
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/ETHANOL,"3,305"
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/ETHANOL,12
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/ETHANOL,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/ETHANOL,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/ETHANOL,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PETROL/ETHANOL,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PETROL/ETHANOL,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PETROL/ETHANOL,37
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PETROL/ETHANOL,"7,039"
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID,"1,251"
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID,27
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PETROL/HYBRID,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PETROL/HYBRID,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PETROL/HYBRID,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PETROL/HYBRID,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,PETROL/HYBRID/CNG,0
