S No,Norms,State,Year,Vehicle Category,Value
2,BHARAT STAGE III/IV,Meghalaya(15),2026,3WN,0
3,BHARAT STAGE VI,Meghalaya(15),2026,3WN,1
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,3WN,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,3WN,0
6,CEV STAGE V,Meghalaya(15),2026,3WN,0
7,NOT AVAILABLE,Meghalaya(15),2026,3WN,0
1,BHARAT STAGE III,Meghalaya(15),2026,3WT,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,3WT,0
3,BHARAT STAGE VI,Meghalaya(15),2026,3WT,96
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,3WT,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,3WT,0
6,CEV STAGE V,Meghalaya(15),2026,3WT,0
7,NOT AVAILABLE,Meghalaya(15),2026,3WT,74
1,BHARAT STAGE III,Meghalaya(15),2026,4WIC,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,4WIC,0
3,BHARAT STAGE VI,Meghalaya(15),2026,4WIC,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,4WIC,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,4WIC,0
6,CEV STAGE V,Meghalaya(15),2026,4WIC,0
7,NOT AVAILABLE,Meghalaya(15),2026,4WIC,0
1,BHARAT STAGE III,Meghalaya(15),2026,HGV,10
2,BHARAT STAGE III/IV,Meghalaya(15),2026,HGV,0
3,BHARAT STAGE VI,Meghalaya(15),2026,HGV,94
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,HGV,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,HGV,0
6,CEV STAGE V,Meghalaya(15),2026,HGV,0
7,NOT AVAILABLE,Meghalaya(15),2026,HGV,0
1,BHARAT STAGE III,Meghalaya(15),2026,HMV,2
2,BHARAT STAGE III/IV,Meghalaya(15),2026,HMV,0
3,BHARAT STAGE VI,Meghalaya(15),2026,HMV,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,HMV,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,HMV,0
6,CEV STAGE V,Meghalaya(15),2026,HMV,2
7,NOT AVAILABLE,Meghalaya(15),2026,HMV,0
1,BHARAT STAGE III,Meghalaya(15),2026,HPV,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,HPV,0
3,BHARAT STAGE VI,Meghalaya(15),2026,HPV,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,HPV,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,HPV,0
6,CEV STAGE V,Meghalaya(15),2026,HPV,0
7,NOT AVAILABLE,Meghalaya(15),2026,HPV,0
1,BHARAT STAGE III,Meghalaya(15),2026,LGV,19
2,BHARAT STAGE III/IV,Meghalaya(15),2026,LGV,4
3,BHARAT STAGE VI,Meghalaya(15),2026,LGV,338
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,LGV,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,LGV,2
6,CEV STAGE V,Meghalaya(15),2026,LGV,0
7,NOT AVAILABLE,Meghalaya(15),2026,LGV,3
1,BHARAT STAGE III,Meghalaya(15),2026,LMV,9
2,BHARAT STAGE III/IV,Meghalaya(15),2026,LMV,1
3,BHARAT STAGE VI,Meghalaya(15),2026,LMV,"2,130"
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,LMV,1
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,LMV,9
6,CEV STAGE V,Meghalaya(15),2026,LMV,0
7,NOT AVAILABLE,Meghalaya(15),2026,LMV,16
1,BHARAT STAGE III,Meghalaya(15),2026,LPV,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,LPV,0
3,BHARAT STAGE VI,Meghalaya(15),2026,LPV,128
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,LPV,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,LPV,0
6,CEV STAGE V,Meghalaya(15),2026,LPV,0
7,NOT AVAILABLE,Meghalaya(15),2026,LPV,0
1,BHARAT STAGE III,Meghalaya(15),2026,MGV,1
2,BHARAT STAGE III/IV,Meghalaya(15),2026,MGV,0
3,BHARAT STAGE VI,Meghalaya(15),2026,MGV,3
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,MGV,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,MGV,0
6,CEV STAGE V,Meghalaya(15),2026,MGV,0
7,NOT AVAILABLE,Meghalaya(15),2026,MGV,0
1,BHARAT STAGE III,Meghalaya(15),2026,MMV,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,MMV,0
3,BHARAT STAGE VI,Meghalaya(15),2026,MMV,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,MMV,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,MMV,0
6,CEV STAGE V,Meghalaya(15),2026,MMV,2
7,NOT AVAILABLE,Meghalaya(15),2026,MMV,0
1,BHARAT STAGE III,Meghalaya(15),2026,MPV,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,MPV,0
3,BHARAT STAGE VI,Meghalaya(15),2026,MPV,4
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,MPV,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,MPV,0
6,CEV STAGE V,Meghalaya(15),2026,MPV,0
7,NOT AVAILABLE,Meghalaya(15),2026,MPV,0
1,BHARAT STAGE III,Meghalaya(15),2026,OTH,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,OTH,0
3,BHARAT STAGE VI,Meghalaya(15),2026,OTH,1
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,OTH,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,OTH,0
6,CEV STAGE V,Meghalaya(15),2026,OTH,81
7,NOT AVAILABLE,Meghalaya(15),2026,OTH,0
1,BHARAT STAGE III,Manipur(17),2026,2WIC,0
2,BHARAT STAGE IV,Manipur(17),2026,2WIC,0
3,BHARAT STAGE VI,Manipur(17),2026,2WIC,0
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,2WIC,0
5,CEV STAGE V,Manipur(17),2026,2WIC,0
6,NOT AVAILABLE,Manipur(17),2026,2WIC,0
1,BHARAT STAGE III,Manipur(17),2026,2WN,0
2,BHARAT STAGE IV,Manipur(17),2026,2WN,252
3,BHARAT STAGE VI,Manipur(17),2026,2WN,"4,572"
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,2WN,0
5,CEV STAGE V,Manipur(17),2026,2WN,0
6,NOT AVAILABLE,Manipur(17),2026,2WN,58
1,BHARAT STAGE III,Manipur(17),2026,2WT,0
2,BHARAT STAGE IV,Manipur(17),2026,2WT,0
3,BHARAT STAGE VI,Manipur(17),2026,2WT,0
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,2WT,0
5,CEV STAGE V,Manipur(17),2026,2WT,0
6,NOT AVAILABLE,Manipur(17),2026,2WT,0
1,BHARAT STAGE III,Manipur(17),2026,3WIC,0
2,BHARAT STAGE IV,Manipur(17),2026,3WIC,0
3,BHARAT STAGE VI,Manipur(17),2026,3WIC,0
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,3WIC,0
5,CEV STAGE V,Manipur(17),2026,3WIC,0
6,NOT AVAILABLE,Manipur(17),2026,3WIC,0
1,BHARAT STAGE III,Manipur(17),2026,3WN,0
2,BHARAT STAGE IV,Manipur(17),2026,3WN,0
3,BHARAT STAGE VI,Manipur(17),2026,3WN,0
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,3WN,0
5,CEV STAGE V,Manipur(17),2026,3WN,0
6,NOT AVAILABLE,Manipur(17),2026,3WN,0
1,BHARAT STAGE III,Manipur(17),2026,3WT,0
2,BHARAT STAGE IV,Manipur(17),2026,3WT,7
3,BHARAT STAGE VI,Manipur(17),2026,3WT,67
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,3WT,0
5,CEV STAGE V,Manipur(17),2026,3WT,0
6,NOT AVAILABLE,Manipur(17),2026,3WT,161
1,BHARAT STAGE III,Manipur(17),2026,4WIC,0
2,BHARAT STAGE IV,Manipur(17),2026,4WIC,0
3,BHARAT STAGE VI,Manipur(17),2026,4WIC,0
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,4WIC,0
5,CEV STAGE V,Manipur(17),2026,4WIC,0
6,NOT AVAILABLE,Manipur(17),2026,4WIC,0
1,BHARAT STAGE III,Manipur(17),2026,HGV,9
2,BHARAT STAGE IV,Manipur(17),2026,HGV,3
3,BHARAT STAGE VI,Manipur(17),2026,HGV,26
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,HGV,0
5,CEV STAGE V,Manipur(17),2026,HGV,0
6,NOT AVAILABLE,Manipur(17),2026,HGV,0
1,BHARAT STAGE III,Manipur(17),2026,HMV,0
2,BHARAT STAGE IV,Manipur(17),2026,HMV,0
3,BHARAT STAGE VI,Manipur(17),2026,HMV,0
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,HMV,0
5,CEV STAGE V,Manipur(17),2026,HMV,0
6,NOT AVAILABLE,Manipur(17),2026,HMV,0
1,BHARAT STAGE III,Manipur(17),2026,HPV,0
2,BHARAT STAGE IV,Manipur(17),2026,HPV,0
3,BHARAT STAGE VI,Manipur(17),2026,HPV,0
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,HPV,0
5,CEV STAGE V,Manipur(17),2026,HPV,0
6,NOT AVAILABLE,Manipur(17),2026,HPV,0
1,BHARAT STAGE III,Manipur(17),2026,LGV,3
2,BHARAT STAGE IV,Manipur(17),2026,LGV,3
3,BHARAT STAGE VI,Manipur(17),2026,LGV,107
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,LGV,0
5,CEV STAGE V,Manipur(17),2026,LGV,0
6,NOT AVAILABLE,Manipur(17),2026,LGV,0
1,BHARAT STAGE III,Manipur(17),2026,LMV,7
2,BHARAT STAGE IV,Manipur(17),2026,LMV,15
3,BHARAT STAGE VI,Manipur(17),2026,LMV,"1,122"
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,LMV,8
5,CEV STAGE V,Manipur(17),2026,LMV,0
6,NOT AVAILABLE,Manipur(17),2026,LMV,23
1,BHARAT STAGE III,Manipur(17),2026,LPV,0
2,BHARAT STAGE IV,Manipur(17),2026,LPV,0
3,BHARAT STAGE VI,Manipur(17),2026,LPV,3
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,LPV,0
5,CEV STAGE V,Manipur(17),2026,LPV,0
6,NOT AVAILABLE,Manipur(17),2026,LPV,0
1,BHARAT STAGE III,Manipur(17),2026,MGV,0
2,BHARAT STAGE IV,Manipur(17),2026,MGV,0
3,BHARAT STAGE VI,Manipur(17),2026,MGV,1
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,MGV,0
5,CEV STAGE V,Manipur(17),2026,MGV,0
6,NOT AVAILABLE,Manipur(17),2026,MGV,0
1,BHARAT STAGE III,Manipur(17),2026,MMV,0
2,BHARAT STAGE IV,Manipur(17),2026,MMV,0
3,BHARAT STAGE VI,Manipur(17),2026,MMV,0
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,MMV,1
5,CEV STAGE V,Manipur(17),2026,MMV,0
6,NOT AVAILABLE,Manipur(17),2026,MMV,0
1,BHARAT STAGE III,Manipur(17),2026,MPV,0
2,BHARAT STAGE IV,Manipur(17),2026,MPV,0
3,BHARAT STAGE VI,Manipur(17),2026,MPV,0
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,MPV,0
5,CEV STAGE V,Manipur(17),2026,MPV,0
6,NOT AVAILABLE,Manipur(17),2026,MPV,0
1,BHARAT STAGE III,Manipur(17),2026,OTH,0
2,BHARAT STAGE IV,Manipur(17),2026,OTH,0
3,BHARAT STAGE VI,Manipur(17),2026,OTH,1
4,BHARAT (TREM) STAGE III A,Manipur(17),2026,OTH,0
5,CEV STAGE V,Manipur(17),2026,OTH,9
6,NOT AVAILABLE,Manipur(17),2026,OTH,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,2WIC,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,2WIC,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,2WIC,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,2WIC,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,2WIC,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,2WIC,2
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,2WIC,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,2WIC,0
9,CEV STAGE V,Madhya Pradesh(53),2026,2WIC,0
10,EURO 1,Madhya Pradesh(53),2026,2WIC,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,2WIC,0
12,TREM STAGE IV,Madhya Pradesh(53),2026,2WIC,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,2WN,1
2,BHARAT STAGE II,Madhya Pradesh(53),2026,2WN,1
3,BHARAT STAGE III,Madhya Pradesh(53),2026,2WN,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,2WN,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,2WN,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,2WN,"1,72,585"
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,2WN,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,2WN,0
9,CEV STAGE V,Madhya Pradesh(53),2026,2WN,0
10,EURO 1,Madhya Pradesh(53),2026,2WN,4
11,NOT AVAILABLE,Madhya Pradesh(53),2026,2WN,"18,907"
12,TREM STAGE IV,Madhya Pradesh(53),2026,2WN,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,2WT,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,2WT,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,2WT,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,2WT,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,2WT,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,2WT,6
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,2WT,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,2WT,0
9,CEV STAGE V,Madhya Pradesh(53),2026,2WT,0
10,EURO 1,Madhya Pradesh(53),2026,2WT,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,2WT,0
12,TREM STAGE IV,Madhya Pradesh(53),2026,2WT,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,3WIC,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,3WIC,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,3WIC,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,3WIC,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,3WIC,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,3WIC,0
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,3WIC,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,3WIC,0
9,CEV STAGE V,Madhya Pradesh(53),2026,3WIC,0
10,EURO 1,Madhya Pradesh(53),2026,3WIC,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,3WIC,0
12,TREM STAGE IV,Madhya Pradesh(53),2026,3WIC,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,3WN,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,3WN,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,3WN,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,3WN,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,3WN,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,3WN,0
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,3WN,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,3WN,0
9,CEV STAGE V,Madhya Pradesh(53),2026,3WN,0
10,EURO 1,Madhya Pradesh(53),2026,3WN,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,3WN,1
12,TREM STAGE IV,Madhya Pradesh(53),2026,3WN,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,3WT,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,3WT,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,3WT,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,3WT,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,3WT,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,3WT,"3,505"
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,3WT,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,3WT,0
9,CEV STAGE V,Madhya Pradesh(53),2026,3WT,0
10,EURO 1,Madhya Pradesh(53),2026,3WT,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,3WT,"5,357"
12,TREM STAGE IV,Madhya Pradesh(53),2026,3WT,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,4WIC,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,4WIC,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,4WIC,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,4WIC,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,4WIC,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,4WIC,0
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,4WIC,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,4WIC,0
9,CEV STAGE V,Madhya Pradesh(53),2026,4WIC,0
10,EURO 1,Madhya Pradesh(53),2026,4WIC,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,4WIC,0
12,TREM STAGE IV,Madhya Pradesh(53),2026,4WIC,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,HGV,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,HGV,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,HGV,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,HGV,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,HGV,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,HGV,"1,705"
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,HGV,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,HGV,0
9,CEV STAGE V,Madhya Pradesh(53),2026,HGV,0
10,EURO 1,Madhya Pradesh(53),2026,HGV,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,HGV,0
12,TREM STAGE IV,Madhya Pradesh(53),2026,HGV,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,HMV,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,HMV,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,HMV,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,HMV,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,HMV,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,HMV,16
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,HMV,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,HMV,0
9,CEV STAGE V,Madhya Pradesh(53),2026,HMV,0
10,EURO 1,Madhya Pradesh(53),2026,HMV,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,HMV,0
12,TREM STAGE IV,Madhya Pradesh(53),2026,HMV,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,HPV,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,HPV,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,HPV,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,HPV,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,HPV,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,HPV,291
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,HPV,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,HPV,0
9,CEV STAGE V,Madhya Pradesh(53),2026,HPV,0
10,EURO 1,Madhya Pradesh(53),2026,HPV,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,HPV,0
12,TREM STAGE IV,Madhya Pradesh(53),2026,HPV,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,LGV,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,LGV,1
3,BHARAT STAGE III,Madhya Pradesh(53),2026,LGV,1
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,LGV,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,LGV,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,LGV,"4,743"
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,LGV,60
8,CEV STAGE IV,Madhya Pradesh(53),2026,LGV,0
9,CEV STAGE V,Madhya Pradesh(53),2026,LGV,0
10,EURO 1,Madhya Pradesh(53),2026,LGV,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,LGV,119
12,TREM STAGE IV,Madhya Pradesh(53),2026,LGV,8
1,BHARAT STAGE I,Madhya Pradesh(53),2026,LMV,2
2,BHARAT STAGE II,Madhya Pradesh(53),2026,LMV,3
3,BHARAT STAGE III,Madhya Pradesh(53),2026,LMV,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,LMV,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,LMV,12
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,LMV,"42,986"
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,LMV,"21,682"
8,CEV STAGE IV,Madhya Pradesh(53),2026,LMV,0
9,CEV STAGE V,Madhya Pradesh(53),2026,LMV,0
10,EURO 1,Madhya Pradesh(53),2026,LMV,9
11,NOT AVAILABLE,Madhya Pradesh(53),2026,LMV,911
12,TREM STAGE IV,Madhya Pradesh(53),2026,LMV,539
1,BHARAT STAGE I,Madhya Pradesh(53),2026,LPV,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,LPV,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,LPV,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,LPV,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,LPV,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,LPV,"2,318"
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,LPV,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,LPV,0
9,CEV STAGE V,Madhya Pradesh(53),2026,LPV,0
10,EURO 1,Madhya Pradesh(53),2026,LPV,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,LPV,6
12,TREM STAGE IV,Madhya Pradesh(53),2026,LPV,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,MGV,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,MGV,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,MGV,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,MGV,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,MGV,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,MGV,196
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,MGV,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,MGV,0
9,CEV STAGE V,Madhya Pradesh(53),2026,MGV,0
10,EURO 1,Madhya Pradesh(53),2026,MGV,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,MGV,0
12,TREM STAGE IV,Madhya Pradesh(53),2026,MGV,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,MMV,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,MMV,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,MMV,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,MMV,1
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,MMV,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,MMV,0
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,MMV,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,MMV,0
9,CEV STAGE V,Madhya Pradesh(53),2026,MMV,13
10,EURO 1,Madhya Pradesh(53),2026,MMV,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,MMV,1
12,TREM STAGE IV,Madhya Pradesh(53),2026,MMV,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,MPV,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,MPV,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,MPV,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,MPV,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,MPV,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,MPV,229
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,MPV,0
8,CEV STAGE IV,Madhya Pradesh(53),2026,MPV,0
9,CEV STAGE V,Madhya Pradesh(53),2026,MPV,0
10,EURO 1,Madhya Pradesh(53),2026,MPV,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,MPV,0
12,TREM STAGE IV,Madhya Pradesh(53),2026,MPV,0
1,BHARAT STAGE I,Madhya Pradesh(53),2026,OTH,0
2,BHARAT STAGE II,Madhya Pradesh(53),2026,OTH,0
3,BHARAT STAGE III,Madhya Pradesh(53),2026,OTH,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2026,OTH,0
5,BHARAT STAGE IV,Madhya Pradesh(53),2026,OTH,0
6,BHARAT STAGE VI,Madhya Pradesh(53),2026,OTH,19
7,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2026,OTH,1
8,CEV STAGE IV,Madhya Pradesh(53),2026,OTH,3
9,CEV STAGE V,Madhya Pradesh(53),2026,OTH,479
10,EURO 1,Madhya Pradesh(53),2026,OTH,0
11,NOT AVAILABLE,Madhya Pradesh(53),2026,OTH,0
12,TREM STAGE IV,Madhya Pradesh(53),2026,OTH,723
1,BHARAT STAGE III,Mizoram(12),2026,2WIC,0
2,BHARAT STAGE VI,Mizoram(12),2026,2WIC,0
3,BHARAT (TREM) STAGE III A,Mizoram(12),2026,2WIC,0
4,CEV STAGE V,Mizoram(12),2026,2WIC,0
5,NOT AVAILABLE,Mizoram(12),2026,2WIC,0
1,BHARAT STAGE III,Mizoram(12),2026,2WN,0
2,BHARAT STAGE VI,Mizoram(12),2026,2WN,"3,907"
3,BHARAT (TREM) STAGE III A,Mizoram(12),2026,2WN,0
4,CEV STAGE V,Mizoram(12),2026,2WN,0
5,NOT AVAILABLE,Mizoram(12),2026,2WN,158
1,BHARAT STAGE III,Mizoram(12),2026,2WT,0
2,BHARAT STAGE VI,Mizoram(12),2026,2WT,38
3,BHARAT (TREM) STAGE III A,Mizoram(12),2026,2WT,0
4,CEV STAGE V,Mizoram(12),2026,2WT,0
5,NOT AVAILABLE,Mizoram(12),2026,2WT,0
1,BHARAT STAGE III,Mizoram(12),2026,3WIC,0
2,BHARAT STAGE VI,Mizoram(12),2026,3WIC,0
3,BHARAT (TREM) STAGE III A,Mizoram(12),2026,3WIC,0
4,CEV STAGE V,Mizoram(12),2026,3WIC,0
5,NOT AVAILABLE,Mizoram(12),2026,3WIC,0
1,BHARAT STAGE III,Mizoram(12),2026,3WN,0
2,BHARAT STAGE VI,Mizoram(12),2026,3WN,0
3,BHARAT (TREM) STAGE III A,Mizoram(12),2026,3WN,0
4,CEV STAGE V,Mizoram(12),2026,3WN,0
5,NOT AVAILABLE,Mizoram(12),2026,3WN,0
1,BHARAT STAGE III,Mizoram(12),2026,3WT,0
2,BHARAT STAGE VI,Mizoram(12),2026,3WT,16
