S No,Norms,State,Year,Vehicle Category,Value
8,TREM STAGE IV,Kerala(87),2026,3WT,0
1,BHARAT STAGE IV,Kerala(87),2026,4WIC,0
2,BHARAT STAGE VI,Kerala(87),2026,4WIC,3
3,BHARAT (TREM) STAGE III,Kerala(87),2026,4WIC,0
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,4WIC,0
5,CEV STAGE IV,Kerala(87),2026,4WIC,0
6,CEV STAGE V,Kerala(87),2026,4WIC,0
7,NOT AVAILABLE,Kerala(87),2026,4WIC,1
8,TREM STAGE IV,Kerala(87),2026,4WIC,0
1,BHARAT STAGE IV,Kerala(87),2026,HGV,0
2,BHARAT STAGE VI,Kerala(87),2026,HGV,600
3,BHARAT (TREM) STAGE III,Kerala(87),2026,HGV,0
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,HGV,0
5,CEV STAGE IV,Kerala(87),2026,HGV,0
6,CEV STAGE V,Kerala(87),2026,HGV,0
7,NOT AVAILABLE,Kerala(87),2026,HGV,0
8,TREM STAGE IV,Kerala(87),2026,HGV,0
1,BHARAT STAGE IV,Kerala(87),2026,HMV,0
2,BHARAT STAGE VI,Kerala(87),2026,HMV,0
3,BHARAT (TREM) STAGE III,Kerala(87),2026,HMV,0
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,HMV,0
5,CEV STAGE IV,Kerala(87),2026,HMV,0
6,CEV STAGE V,Kerala(87),2026,HMV,2
7,NOT AVAILABLE,Kerala(87),2026,HMV,0
8,TREM STAGE IV,Kerala(87),2026,HMV,0
1,BHARAT STAGE IV,Kerala(87),2026,HPV,0
2,BHARAT STAGE VI,Kerala(87),2026,HPV,238
3,BHARAT (TREM) STAGE III,Kerala(87),2026,HPV,0
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,HPV,0
5,CEV STAGE IV,Kerala(87),2026,HPV,0
6,CEV STAGE V,Kerala(87),2026,HPV,0
7,NOT AVAILABLE,Kerala(87),2026,HPV,1
8,TREM STAGE IV,Kerala(87),2026,HPV,0
1,BHARAT STAGE IV,Kerala(87),2026,LGV,0
2,BHARAT STAGE VI,Kerala(87),2026,LGV,"3,781"
3,BHARAT (TREM) STAGE III,Kerala(87),2026,LGV,0
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,LGV,0
5,CEV STAGE IV,Kerala(87),2026,LGV,0
6,CEV STAGE V,Kerala(87),2026,LGV,0
7,NOT AVAILABLE,Kerala(87),2026,LGV,97
8,TREM STAGE IV,Kerala(87),2026,LGV,0
1,BHARAT STAGE IV,Kerala(87),2026,LMV,3
2,BHARAT STAGE VI,Kerala(87),2026,LMV,"32,424"
3,BHARAT (TREM) STAGE III,Kerala(87),2026,LMV,1
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,LMV,76
5,CEV STAGE IV,Kerala(87),2026,LMV,0
6,CEV STAGE V,Kerala(87),2026,LMV,0
7,NOT AVAILABLE,Kerala(87),2026,LMV,"2,612"
8,TREM STAGE IV,Kerala(87),2026,LMV,7
1,BHARAT STAGE IV,Kerala(87),2026,LPV,0
2,BHARAT STAGE VI,Kerala(87),2026,LPV,"2,351"
3,BHARAT (TREM) STAGE III,Kerala(87),2026,LPV,0
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,LPV,0
5,CEV STAGE IV,Kerala(87),2026,LPV,0
6,CEV STAGE V,Kerala(87),2026,LPV,0
7,NOT AVAILABLE,Kerala(87),2026,LPV,8
8,TREM STAGE IV,Kerala(87),2026,LPV,0
1,BHARAT STAGE IV,Kerala(87),2026,MGV,0
2,BHARAT STAGE VI,Kerala(87),2026,MGV,398
3,BHARAT (TREM) STAGE III,Kerala(87),2026,MGV,0
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,MGV,6
5,CEV STAGE IV,Kerala(87),2026,MGV,0
6,CEV STAGE V,Kerala(87),2026,MGV,0
7,NOT AVAILABLE,Kerala(87),2026,MGV,0
8,TREM STAGE IV,Kerala(87),2026,MGV,0
1,BHARAT STAGE IV,Kerala(87),2026,MMV,0
2,BHARAT STAGE VI,Kerala(87),2026,MMV,1
3,BHARAT (TREM) STAGE III,Kerala(87),2026,MMV,0
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,MMV,0
5,CEV STAGE IV,Kerala(87),2026,MMV,1
6,CEV STAGE V,Kerala(87),2026,MMV,8
7,NOT AVAILABLE,Kerala(87),2026,MMV,0
8,TREM STAGE IV,Kerala(87),2026,MMV,0
1,BHARAT STAGE IV,Kerala(87),2026,MPV,0
2,BHARAT STAGE VI,Kerala(87),2026,MPV,196
3,BHARAT (TREM) STAGE III,Kerala(87),2026,MPV,0
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,MPV,0
5,CEV STAGE IV,Kerala(87),2026,MPV,0
6,CEV STAGE V,Kerala(87),2026,MPV,0
7,NOT AVAILABLE,Kerala(87),2026,MPV,0
8,TREM STAGE IV,Kerala(87),2026,MPV,0
1,BHARAT STAGE IV,Kerala(87),2026,OTH,0
2,BHARAT STAGE VI,Kerala(87),2026,OTH,8
3,BHARAT (TREM) STAGE III,Kerala(87),2026,OTH,0
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,OTH,0
5,CEV STAGE IV,Kerala(87),2026,OTH,0
6,CEV STAGE V,Kerala(87),2026,OTH,93
7,NOT AVAILABLE,Kerala(87),2026,OTH,0
8,TREM STAGE IV,Kerala(87),2026,OTH,1
1,BHARAT STAGE VI,Ladakh(3),2026,2WIC,0
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,2WIC,0
3,CEV STAGE V,Ladakh(3),2026,2WIC,0
4,NOT AVAILABLE,Ladakh(3),2026,2WIC,0
1,BHARAT STAGE VI,Ladakh(3),2026,2WN,38
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,2WN,0
3,CEV STAGE V,Ladakh(3),2026,2WN,0
4,NOT AVAILABLE,Ladakh(3),2026,2WN,0
1,BHARAT STAGE VI,Ladakh(3),2026,2WT,0
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,2WT,0
3,CEV STAGE V,Ladakh(3),2026,2WT,0
4,NOT AVAILABLE,Ladakh(3),2026,2WT,0
1,BHARAT STAGE VI,Ladakh(3),2026,3WIC,0
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,3WIC,0
3,CEV STAGE V,Ladakh(3),2026,3WIC,0
4,NOT AVAILABLE,Ladakh(3),2026,3WIC,0
1,BHARAT STAGE VI,Ladakh(3),2026,3WN,0
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,3WN,0
3,CEV STAGE V,Ladakh(3),2026,3WN,0
4,NOT AVAILABLE,Ladakh(3),2026,3WN,0
1,BHARAT STAGE VI,Ladakh(3),2026,3WT,0
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,3WT,0
3,CEV STAGE V,Ladakh(3),2026,3WT,0
4,NOT AVAILABLE,Ladakh(3),2026,3WT,0
1,BHARAT STAGE VI,Ladakh(3),2026,4WIC,0
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,4WIC,0
3,CEV STAGE V,Ladakh(3),2026,4WIC,0
4,NOT AVAILABLE,Ladakh(3),2026,4WIC,0
1,BHARAT STAGE VI,Ladakh(3),2026,HGV,5
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,HGV,0
3,CEV STAGE V,Ladakh(3),2026,HGV,0
4,NOT AVAILABLE,Ladakh(3),2026,HGV,0
1,BHARAT STAGE VI,Ladakh(3),2026,HMV,0
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,HMV,0
3,CEV STAGE V,Ladakh(3),2026,HMV,1
4,NOT AVAILABLE,Ladakh(3),2026,HMV,0
1,BHARAT STAGE VI,Ladakh(3),2026,HPV,0
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,HPV,0
3,CEV STAGE V,Ladakh(3),2026,HPV,0
4,NOT AVAILABLE,Ladakh(3),2026,HPV,0
1,BHARAT STAGE VI,Ladakh(3),2026,LGV,54
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,LGV,0
3,CEV STAGE V,Ladakh(3),2026,LGV,0
4,NOT AVAILABLE,Ladakh(3),2026,LGV,0
1,BHARAT STAGE VI,Ladakh(3),2026,LMV,286
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,LMV,7
3,CEV STAGE V,Ladakh(3),2026,LMV,0
4,NOT AVAILABLE,Ladakh(3),2026,LMV,1
1,BHARAT STAGE VI,Ladakh(3),2026,LPV,5
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,LPV,0
3,CEV STAGE V,Ladakh(3),2026,LPV,0
4,NOT AVAILABLE,Ladakh(3),2026,LPV,0
1,BHARAT STAGE VI,Ladakh(3),2026,MGV,6
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,MGV,0
3,CEV STAGE V,Ladakh(3),2026,MGV,0
4,NOT AVAILABLE,Ladakh(3),2026,MGV,0
1,BHARAT STAGE VI,Ladakh(3),2026,MMV,0
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,MMV,0
3,CEV STAGE V,Ladakh(3),2026,MMV,0
4,NOT AVAILABLE,Ladakh(3),2026,MMV,0
1,BHARAT STAGE VI,Ladakh(3),2026,MPV,0
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,MPV,0
3,CEV STAGE V,Ladakh(3),2026,MPV,0
4,NOT AVAILABLE,Ladakh(3),2026,MPV,0
1,BHARAT STAGE VI,Ladakh(3),2026,OTH,0
2,BHARAT (TREM) STAGE III A,Ladakh(3),2026,OTH,0
3,CEV STAGE V,Ladakh(3),2026,OTH,0
4,NOT AVAILABLE,Ladakh(3),2026,OTH,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,2WIC,0
2,CEV STAGE V,Lakshadweep(9),2026,2WIC,0
3,NOT AVAILABLE,Lakshadweep(9),2026,2WIC,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,2WN,185
2,CEV STAGE V,Lakshadweep(9),2026,2WN,0
3,NOT AVAILABLE,Lakshadweep(9),2026,2WN,12
1,BHARAT STAGE VI,Lakshadweep(9),2026,2WT,0
2,CEV STAGE V,Lakshadweep(9),2026,2WT,0
3,NOT AVAILABLE,Lakshadweep(9),2026,2WT,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,3WIC,0
2,CEV STAGE V,Lakshadweep(9),2026,3WIC,0
3,NOT AVAILABLE,Lakshadweep(9),2026,3WIC,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,3WN,0
2,CEV STAGE V,Lakshadweep(9),2026,3WN,0
3,NOT AVAILABLE,Lakshadweep(9),2026,3WN,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,3WT,3
2,CEV STAGE V,Lakshadweep(9),2026,3WT,0
3,NOT AVAILABLE,Lakshadweep(9),2026,3WT,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,4WIC,0
2,CEV STAGE V,Lakshadweep(9),2026,4WIC,0
3,NOT AVAILABLE,Lakshadweep(9),2026,4WIC,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,HGV,0
2,CEV STAGE V,Lakshadweep(9),2026,HGV,0
3,NOT AVAILABLE,Lakshadweep(9),2026,HGV,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,HMV,0
2,CEV STAGE V,Lakshadweep(9),2026,HMV,0
3,NOT AVAILABLE,Lakshadweep(9),2026,HMV,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,HPV,0
2,CEV STAGE V,Lakshadweep(9),2026,HPV,0
3,NOT AVAILABLE,Lakshadweep(9),2026,HPV,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,LGV,2
2,CEV STAGE V,Lakshadweep(9),2026,LGV,0
3,NOT AVAILABLE,Lakshadweep(9),2026,LGV,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,LMV,4
2,CEV STAGE V,Lakshadweep(9),2026,LMV,0
3,NOT AVAILABLE,Lakshadweep(9),2026,LMV,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,LPV,1
2,CEV STAGE V,Lakshadweep(9),2026,LPV,0
3,NOT AVAILABLE,Lakshadweep(9),2026,LPV,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,MGV,0
2,CEV STAGE V,Lakshadweep(9),2026,MGV,0
3,NOT AVAILABLE,Lakshadweep(9),2026,MGV,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,MMV,0
2,CEV STAGE V,Lakshadweep(9),2026,MMV,0
3,NOT AVAILABLE,Lakshadweep(9),2026,MMV,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,MPV,0
2,CEV STAGE V,Lakshadweep(9),2026,MPV,0
3,NOT AVAILABLE,Lakshadweep(9),2026,MPV,0
1,BHARAT STAGE VI,Lakshadweep(9),2026,OTH,1
2,CEV STAGE V,Lakshadweep(9),2026,OTH,1
3,NOT AVAILABLE,Lakshadweep(9),2026,OTH,0
1,BHARAT STAGE III,Maharashtra(59),2026,2WIC,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,2WIC,0
3,BHARAT STAGE IV,Maharashtra(59),2026,2WIC,0
4,BHARAT STAGE VI,Maharashtra(59),2026,2WIC,81
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,2WIC,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,2WIC,0
7,CEV STAGE IV,Maharashtra(59),2026,2WIC,0
8,CEV STAGE V,Maharashtra(59),2026,2WIC,0
9,EURO 6,Maharashtra(59),2026,2WIC,0
10,NOT AVAILABLE,Maharashtra(59),2026,2WIC,0
11,TREM STAGE IV,Maharashtra(59),2026,2WIC,0
12,TREM STAGE V,Maharashtra(59),2026,2WIC,0
1,BHARAT STAGE III,Maharashtra(59),2026,2WN,1
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,2WN,0
3,BHARAT STAGE IV,Maharashtra(59),2026,2WN,1
4,BHARAT STAGE VI,Maharashtra(59),2026,2WN,"3,49,923"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,2WN,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,2WN,0
7,CEV STAGE IV,Maharashtra(59),2026,2WN,0
8,CEV STAGE V,Maharashtra(59),2026,2WN,0
9,EURO 6,Maharashtra(59),2026,2WN,0
10,NOT AVAILABLE,Maharashtra(59),2026,2WN,"32,924"
11,TREM STAGE IV,Maharashtra(59),2026,2WN,0
12,TREM STAGE V,Maharashtra(59),2026,2WN,0
1,BHARAT STAGE III,Maharashtra(59),2026,2WT,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,2WT,0
3,BHARAT STAGE IV,Maharashtra(59),2026,2WT,0
4,BHARAT STAGE VI,Maharashtra(59),2026,2WT,11
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,2WT,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,2WT,0
7,CEV STAGE IV,Maharashtra(59),2026,2WT,0
8,CEV STAGE V,Maharashtra(59),2026,2WT,0
9,EURO 6,Maharashtra(59),2026,2WT,0
10,NOT AVAILABLE,Maharashtra(59),2026,2WT,1
11,TREM STAGE IV,Maharashtra(59),2026,2WT,0
12,TREM STAGE V,Maharashtra(59),2026,2WT,0
1,BHARAT STAGE III,Maharashtra(59),2026,3WIC,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,3WIC,0
3,BHARAT STAGE IV,Maharashtra(59),2026,3WIC,0
4,BHARAT STAGE VI,Maharashtra(59),2026,3WIC,0
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,3WIC,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,3WIC,0
7,CEV STAGE IV,Maharashtra(59),2026,3WIC,0
8,CEV STAGE V,Maharashtra(59),2026,3WIC,0
9,EURO 6,Maharashtra(59),2026,3WIC,0
10,NOT AVAILABLE,Maharashtra(59),2026,3WIC,1
11,TREM STAGE IV,Maharashtra(59),2026,3WIC,0
12,TREM STAGE V,Maharashtra(59),2026,3WIC,0
1,BHARAT STAGE III,Maharashtra(59),2026,3WN,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,3WN,0
3,BHARAT STAGE IV,Maharashtra(59),2026,3WN,0
4,BHARAT STAGE VI,Maharashtra(59),2026,3WN,0
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,3WN,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,3WN,0
7,CEV STAGE IV,Maharashtra(59),2026,3WN,0
8,CEV STAGE V,Maharashtra(59),2026,3WN,0
9,EURO 6,Maharashtra(59),2026,3WN,0
10,NOT AVAILABLE,Maharashtra(59),2026,3WN,2
11,TREM STAGE IV,Maharashtra(59),2026,3WN,0
12,TREM STAGE V,Maharashtra(59),2026,3WN,0
1,BHARAT STAGE III,Maharashtra(59),2026,3WT,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,3WT,0
3,BHARAT STAGE IV,Maharashtra(59),2026,3WT,1
4,BHARAT STAGE VI,Maharashtra(59),2026,3WT,"14,069"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,3WT,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,3WT,0
7,CEV STAGE IV,Maharashtra(59),2026,3WT,0
8,CEV STAGE V,Maharashtra(59),2026,3WT,0
9,EURO 6,Maharashtra(59),2026,3WT,0
10,NOT AVAILABLE,Maharashtra(59),2026,3WT,"2,205"
11,TREM STAGE IV,Maharashtra(59),2026,3WT,0
12,TREM STAGE V,Maharashtra(59),2026,3WT,0
1,BHARAT STAGE III,Maharashtra(59),2026,4WIC,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,4WIC,0
3,BHARAT STAGE IV,Maharashtra(59),2026,4WIC,0
4,BHARAT STAGE VI,Maharashtra(59),2026,4WIC,100
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,4WIC,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,4WIC,0
7,CEV STAGE IV,Maharashtra(59),2026,4WIC,0
8,CEV STAGE V,Maharashtra(59),2026,4WIC,0
9,EURO 6,Maharashtra(59),2026,4WIC,0
10,NOT AVAILABLE,Maharashtra(59),2026,4WIC,0
11,TREM STAGE IV,Maharashtra(59),2026,4WIC,0
12,TREM STAGE V,Maharashtra(59),2026,4WIC,0
1,BHARAT STAGE III,Maharashtra(59),2026,HGV,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,HGV,0
3,BHARAT STAGE IV,Maharashtra(59),2026,HGV,0
4,BHARAT STAGE VI,Maharashtra(59),2026,HGV,"9,022"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,HGV,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,HGV,0
7,CEV STAGE IV,Maharashtra(59),2026,HGV,0
8,CEV STAGE V,Maharashtra(59),2026,HGV,0
9,EURO 6,Maharashtra(59),2026,HGV,0
10,NOT AVAILABLE,Maharashtra(59),2026,HGV,172
11,TREM STAGE IV,Maharashtra(59),2026,HGV,0
12,TREM STAGE V,Maharashtra(59),2026,HGV,0
1,BHARAT STAGE III,Maharashtra(59),2026,HMV,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,HMV,0
3,BHARAT STAGE IV,Maharashtra(59),2026,HMV,0
4,BHARAT STAGE VI,Maharashtra(59),2026,HMV,130
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,HMV,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,HMV,0
7,CEV STAGE IV,Maharashtra(59),2026,HMV,0
8,CEV STAGE V,Maharashtra(59),2026,HMV,32
9,EURO 6,Maharashtra(59),2026,HMV,3
10,NOT AVAILABLE,Maharashtra(59),2026,HMV,4
11,TREM STAGE IV,Maharashtra(59),2026,HMV,0
12,TREM STAGE V,Maharashtra(59),2026,HMV,0
1,BHARAT STAGE III,Maharashtra(59),2026,HPV,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,HPV,0
3,BHARAT STAGE IV,Maharashtra(59),2026,HPV,0
4,BHARAT STAGE VI,Maharashtra(59),2026,HPV,230
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,HPV,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,HPV,0
7,CEV STAGE IV,Maharashtra(59),2026,HPV,0
8,CEV STAGE V,Maharashtra(59),2026,HPV,0
9,EURO 6,Maharashtra(59),2026,HPV,0
10,NOT AVAILABLE,Maharashtra(59),2026,HPV,88
11,TREM STAGE IV,Maharashtra(59),2026,HPV,0
12,TREM STAGE V,Maharashtra(59),2026,HPV,0
1,BHARAT STAGE III,Maharashtra(59),2026,LGV,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,LGV,0
3,BHARAT STAGE IV,Maharashtra(59),2026,LGV,1
4,BHARAT STAGE VI,Maharashtra(59),2026,LGV,"14,525"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,LGV,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,LGV,6
7,CEV STAGE IV,Maharashtra(59),2026,LGV,0
8,CEV STAGE V,Maharashtra(59),2026,LGV,0
9,EURO 6,Maharashtra(59),2026,LGV,0
10,NOT AVAILABLE,Maharashtra(59),2026,LGV,575
11,TREM STAGE IV,Maharashtra(59),2026,LGV,0
12,TREM STAGE V,Maharashtra(59),2026,LGV,0
1,BHARAT STAGE III,Maharashtra(59),2026,LMV,1
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,LMV,0
3,BHARAT STAGE IV,Maharashtra(59),2026,LMV,2
4,BHARAT STAGE VI,Maharashtra(59),2026,LMV,"82,035"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,LMV,1
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,LMV,"18,726"
7,CEV STAGE IV,Maharashtra(59),2026,LMV,0
8,CEV STAGE V,Maharashtra(59),2026,LMV,6
9,EURO 6,Maharashtra(59),2026,LMV,2
10,NOT AVAILABLE,Maharashtra(59),2026,LMV,"7,927"
11,TREM STAGE IV,Maharashtra(59),2026,LMV,475
12,TREM STAGE V,Maharashtra(59),2026,LMV,0
1,BHARAT STAGE III,Maharashtra(59),2026,LPV,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,LPV,0
3,BHARAT STAGE IV,Maharashtra(59),2026,LPV,2
4,BHARAT STAGE VI,Maharashtra(59),2026,LPV,"11,237"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,LPV,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,LPV,0
7,CEV STAGE IV,Maharashtra(59),2026,LPV,0
8,CEV STAGE V,Maharashtra(59),2026,LPV,0
9,EURO 6,Maharashtra(59),2026,LPV,0
10,NOT AVAILABLE,Maharashtra(59),2026,LPV,127
11,TREM STAGE IV,Maharashtra(59),2026,LPV,0
12,TREM STAGE V,Maharashtra(59),2026,LPV,0
1,BHARAT STAGE III,Maharashtra(59),2026,MGV,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,MGV,0
3,BHARAT STAGE IV,Maharashtra(59),2026,MGV,0
4,BHARAT STAGE VI,Maharashtra(59),2026,MGV,"2,341"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,MGV,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,MGV,0
7,CEV STAGE IV,Maharashtra(59),2026,MGV,0
8,CEV STAGE V,Maharashtra(59),2026,MGV,0
9,EURO 6,Maharashtra(59),2026,MGV,0
10,NOT AVAILABLE,Maharashtra(59),2026,MGV,0
11,TREM STAGE IV,Maharashtra(59),2026,MGV,0
12,TREM STAGE V,Maharashtra(59),2026,MGV,0
1,BHARAT STAGE III,Maharashtra(59),2026,MMV,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,MMV,0
3,BHARAT STAGE IV,Maharashtra(59),2026,MMV,0
4,BHARAT STAGE VI,Maharashtra(59),2026,MMV,15
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,MMV,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,MMV,4
7,CEV STAGE IV,Maharashtra(59),2026,MMV,0
8,CEV STAGE V,Maharashtra(59),2026,MMV,39
9,EURO 6,Maharashtra(59),2026,MMV,0
10,NOT AVAILABLE,Maharashtra(59),2026,MMV,238
11,TREM STAGE IV,Maharashtra(59),2026,MMV,0
12,TREM STAGE V,Maharashtra(59),2026,MMV,0
1,BHARAT STAGE III,Maharashtra(59),2026,MPV,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,MPV,0
3,BHARAT STAGE IV,Maharashtra(59),2026,MPV,0
4,BHARAT STAGE VI,Maharashtra(59),2026,MPV,479
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,MPV,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,MPV,0
7,CEV STAGE IV,Maharashtra(59),2026,MPV,0
8,CEV STAGE V,Maharashtra(59),2026,MPV,0
9,EURO 6,Maharashtra(59),2026,MPV,0
10,NOT AVAILABLE,Maharashtra(59),2026,MPV,0
11,TREM STAGE IV,Maharashtra(59),2026,MPV,0
12,TREM STAGE V,Maharashtra(59),2026,MPV,0
1,BHARAT STAGE III,Maharashtra(59),2026,OTH,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,OTH,2
3,BHARAT STAGE IV,Maharashtra(59),2026,OTH,0
4,BHARAT STAGE VI,Maharashtra(59),2026,OTH,16
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,OTH,1
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,OTH,1
7,CEV STAGE IV,Maharashtra(59),2026,OTH,2
8,CEV STAGE V,Maharashtra(59),2026,OTH,"1,443"
9,EURO 6,Maharashtra(59),2026,OTH,0
10,NOT AVAILABLE,Maharashtra(59),2026,OTH,0
11,TREM STAGE IV,Maharashtra(59),2026,OTH,503
12,TREM STAGE V,Maharashtra(59),2026,OTH,46
1,BHARAT STAGE III,Meghalaya(15),2026,2WIC,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,2WIC,0
3,BHARAT STAGE VI,Meghalaya(15),2026,2WIC,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,2WIC,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,2WIC,0
6,CEV STAGE V,Meghalaya(15),2026,2WIC,0
7,NOT AVAILABLE,Meghalaya(15),2026,2WIC,0
1,BHARAT STAGE III,Meghalaya(15),2026,2WN,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,2WN,0
3,BHARAT STAGE VI,Meghalaya(15),2026,2WN,"3,507"
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,2WN,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,2WN,0
6,CEV STAGE V,Meghalaya(15),2026,2WN,0
7,NOT AVAILABLE,Meghalaya(15),2026,2WN,19
1,BHARAT STAGE III,Meghalaya(15),2026,2WT,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,2WT,0
3,BHARAT STAGE VI,Meghalaya(15),2026,2WT,1
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,2WT,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,2WT,0
6,CEV STAGE V,Meghalaya(15),2026,2WT,0
7,NOT AVAILABLE,Meghalaya(15),2026,2WT,0
1,BHARAT STAGE III,Meghalaya(15),2026,3WIC,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,3WIC,0
3,BHARAT STAGE VI,Meghalaya(15),2026,3WIC,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,3WIC,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,3WIC,0
6,CEV STAGE V,Meghalaya(15),2026,3WIC,0
7,NOT AVAILABLE,Meghalaya(15),2026,3WIC,0
1,BHARAT STAGE III,Meghalaya(15),2026,3WN,0
