S No,Norms,State,Year,Vehicle Class,Value
6,EURO 4,UT of DNH and DD(3),2025,Construction Equipment Vehicle,0
7,EURO 6,UT of DNH and DD(3),2025,Construction Equipment Vehicle,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Construction Equipment Vehicle,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Construction Equipment Vehicle,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Omni Bus (Private Use),0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Omni Bus (Private Use),1
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Omni Bus (Private Use),0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Omni Bus (Private Use),0
5,CEV STAGE V,UT of DNH and DD(3),2025,Omni Bus (Private Use),0
6,EURO 4,UT of DNH and DD(3),2025,Omni Bus (Private Use),0
7,EURO 6,UT of DNH and DD(3),2025,Omni Bus (Private Use),0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Omni Bus (Private Use),0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Omni Bus (Private Use),0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Road Roller,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Road Roller,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Road Roller,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Road Roller,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Road Roller,0
6,EURO 4,UT of DNH and DD(3),2025,Road Roller,0
7,EURO 6,UT of DNH and DD(3),2025,Road Roller,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Road Roller,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Road Roller,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Excavator (NT),0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Excavator (NT),0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Excavator (NT),0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Excavator (NT),0
5,CEV STAGE V,UT of DNH and DD(3),2025,Excavator (NT),0
6,EURO 4,UT of DNH and DD(3),2025,Excavator (NT),0
7,EURO 6,UT of DNH and DD(3),2025,Excavator (NT),0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Excavator (NT),0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Excavator (NT),0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Bulldozer,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Bulldozer,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Bulldozer,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Bulldozer,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Bulldozer,0
6,EURO 4,UT of DNH and DD(3),2025,Bulldozer,0
7,EURO 6,UT of DNH and DD(3),2025,Bulldozer,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Bulldozer,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Bulldozer,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Harvester,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Harvester,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Harvester,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Harvester,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Harvester,0
6,EURO 4,UT of DNH and DD(3),2025,Harvester,0
7,EURO 6,UT of DNH and DD(3),2025,Harvester,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Harvester,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Harvester,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Trailer (Agricultural),0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Trailer (Agricultural),0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Trailer (Agricultural),0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Trailer (Agricultural),0
5,CEV STAGE V,UT of DNH and DD(3),2025,Trailer (Agricultural),0
6,EURO 4,UT of DNH and DD(3),2025,Trailer (Agricultural),0
7,EURO 6,UT of DNH and DD(3),2025,Trailer (Agricultural),0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Trailer (Agricultural),0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Trailer (Agricultural),0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Earth Moving Equipment,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Earth Moving Equipment,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Earth Moving Equipment,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Earth Moving Equipment,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Earth Moving Equipment,0
6,EURO 4,UT of DNH and DD(3),2025,Earth Moving Equipment,0
7,EURO 6,UT of DNH and DD(3),2025,Earth Moving Equipment,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Earth Moving Equipment,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Earth Moving Equipment,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Trailer For Personal Use,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Trailer For Personal Use,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Trailer For Personal Use,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Trailer For Personal Use,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Trailer For Personal Use,0
6,EURO 4,UT of DNH and DD(3),2025,Trailer For Personal Use,0
7,EURO 6,UT of DNH and DD(3),2025,Trailer For Personal Use,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Trailer For Personal Use,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Trailer For Personal Use,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Quadricycle (Private),0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Quadricycle (Private),0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Quadricycle (Private),0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Quadricycle (Private),0
5,CEV STAGE V,UT of DNH and DD(3),2025,Quadricycle (Private),0
6,EURO 4,UT of DNH and DD(3),2025,Quadricycle (Private),0
7,EURO 6,UT of DNH and DD(3),2025,Quadricycle (Private),0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Quadricycle (Private),0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Quadricycle (Private),0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Armoured/Specialised Vehicle,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Armoured/Specialised Vehicle,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Armoured/Specialised Vehicle,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Armoured/Specialised Vehicle,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Armoured/Specialised Vehicle,0
6,EURO 4,UT of DNH and DD(3),2025,Armoured/Specialised Vehicle,0
7,EURO 6,UT of DNH and DD(3),2025,Armoured/Specialised Vehicle,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Armoured/Specialised Vehicle,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Armoured/Specialised Vehicle,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Motor Caravan,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Motor Caravan,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Motor Caravan,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Motor Caravan,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Motor Caravan,0
6,EURO 4,UT of DNH and DD(3),2025,Motor Caravan,0
7,EURO 6,UT of DNH and DD(3),2025,Motor Caravan,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Motor Caravan,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Motor Caravan,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Motor Cycle/Scooter-SideCar(T),0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Motor Cycle/Scooter-SideCar(T),0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Motor Cycle/Scooter-SideCar(T),0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Motor Cycle/Scooter-SideCar(T),0
5,CEV STAGE V,UT of DNH and DD(3),2025,Motor Cycle/Scooter-SideCar(T),0
6,EURO 4,UT of DNH and DD(3),2025,Motor Cycle/Scooter-SideCar(T),0
7,EURO 6,UT of DNH and DD(3),2025,Motor Cycle/Scooter-SideCar(T),0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Motor Cycle/Scooter-SideCar(T),0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Motor Cycle/Scooter-SideCar(T),0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Motor Cycle/Scooter-With Trailer,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Motor Cycle/Scooter-With Trailer,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Motor Cycle/Scooter-With Trailer,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Motor Cycle/Scooter-With Trailer,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Motor Cycle/Scooter-With Trailer,0
6,EURO 4,UT of DNH and DD(3),2025,Motor Cycle/Scooter-With Trailer,0
7,EURO 6,UT of DNH and DD(3),2025,Motor Cycle/Scooter-With Trailer,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Motor Cycle/Scooter-With Trailer,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Motor Cycle/Scooter-With Trailer,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Motor Cycle/Scooter-Used For Hire,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Motor Cycle/Scooter-Used For Hire,43
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Motor Cycle/Scooter-Used For Hire,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Motor Cycle/Scooter-Used For Hire,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Motor Cycle/Scooter-Used For Hire,0
6,EURO 4,UT of DNH and DD(3),2025,Motor Cycle/Scooter-Used For Hire,0
7,EURO 6,UT of DNH and DD(3),2025,Motor Cycle/Scooter-Used For Hire,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Motor Cycle/Scooter-Used For Hire,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Motor Cycle/Scooter-Used For Hire,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,e-Rickshaw with Cart (G),0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,e-Rickshaw with Cart (G),0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,e-Rickshaw with Cart (G),0
4,CEV STAGE IV,UT of DNH and DD(3),2025,e-Rickshaw with Cart (G),0
5,CEV STAGE V,UT of DNH and DD(3),2025,e-Rickshaw with Cart (G),0
6,EURO 4,UT of DNH and DD(3),2025,e-Rickshaw with Cart (G),0
7,EURO 6,UT of DNH and DD(3),2025,e-Rickshaw with Cart (G),0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,e-Rickshaw with Cart (G),0
9,TREM STAGE IV,UT of DNH and DD(3),2025,e-Rickshaw with Cart (G),0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,e-Rickshaw(P),0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,e-Rickshaw(P),0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,e-Rickshaw(P),0
4,CEV STAGE IV,UT of DNH and DD(3),2025,e-Rickshaw(P),0
5,CEV STAGE V,UT of DNH and DD(3),2025,e-Rickshaw(P),0
6,EURO 4,UT of DNH and DD(3),2025,e-Rickshaw(P),0
7,EURO 6,UT of DNH and DD(3),2025,e-Rickshaw(P),0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,e-Rickshaw(P),2
9,TREM STAGE IV,UT of DNH and DD(3),2025,e-Rickshaw(P),0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Luxury Cab,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Luxury Cab,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Luxury Cab,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Luxury Cab,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Luxury Cab,0
6,EURO 4,UT of DNH and DD(3),2025,Luxury Cab,0
7,EURO 6,UT of DNH and DD(3),2025,Luxury Cab,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Luxury Cab,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Luxury Cab,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Three Wheeler (Passenger),0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Three Wheeler (Passenger),17
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Three Wheeler (Passenger),0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Three Wheeler (Passenger),0
5,CEV STAGE V,UT of DNH and DD(3),2025,Three Wheeler (Passenger),0
6,EURO 4,UT of DNH and DD(3),2025,Three Wheeler (Passenger),0
7,EURO 6,UT of DNH and DD(3),2025,Three Wheeler (Passenger),0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Three Wheeler (Passenger),17
9,TREM STAGE IV,UT of DNH and DD(3),2025,Three Wheeler (Passenger),0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Three Wheeler (Goods),0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Three Wheeler (Goods),61
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Three Wheeler (Goods),0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Three Wheeler (Goods),0
5,CEV STAGE V,UT of DNH and DD(3),2025,Three Wheeler (Goods),0
6,EURO 4,UT of DNH and DD(3),2025,Three Wheeler (Goods),0
7,EURO 6,UT of DNH and DD(3),2025,Three Wheeler (Goods),0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Three Wheeler (Goods),12
9,TREM STAGE IV,UT of DNH and DD(3),2025,Three Wheeler (Goods),0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Goods Carrier,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Goods Carrier,"2,719"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Goods Carrier,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Goods Carrier,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Goods Carrier,0
6,EURO 4,UT of DNH and DD(3),2025,Goods Carrier,0
7,EURO 6,UT of DNH and DD(3),2025,Goods Carrier,1
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Goods Carrier,6
9,TREM STAGE IV,UT of DNH and DD(3),2025,Goods Carrier,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Power Tiller (Commercial),0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Power Tiller (Commercial),0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Power Tiller (Commercial),0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Power Tiller (Commercial),0
5,CEV STAGE V,UT of DNH and DD(3),2025,Power Tiller (Commercial),0
6,EURO 4,UT of DNH and DD(3),2025,Power Tiller (Commercial),0
7,EURO 6,UT of DNH and DD(3),2025,Power Tiller (Commercial),0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Power Tiller (Commercial),0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Power Tiller (Commercial),0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Tractor (Commercial),0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Tractor (Commercial),0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Tractor (Commercial),56
4,CEV STAGE IV,UT of DNH and DD(3),2025,Tractor (Commercial),0
5,CEV STAGE V,UT of DNH and DD(3),2025,Tractor (Commercial),0
6,EURO 4,UT of DNH and DD(3),2025,Tractor (Commercial),0
7,EURO 6,UT of DNH and DD(3),2025,Tractor (Commercial),0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Tractor (Commercial),0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Tractor (Commercial),1
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Mobile Clinic,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Mobile Clinic,3
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Mobile Clinic,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Mobile Clinic,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Mobile Clinic,0
6,EURO 4,UT of DNH and DD(3),2025,Mobile Clinic,0
7,EURO 6,UT of DNH and DD(3),2025,Mobile Clinic,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Mobile Clinic,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Mobile Clinic,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,X-Ray Van,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,X-Ray Van,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,X-Ray Van,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,X-Ray Van,0
5,CEV STAGE V,UT of DNH and DD(3),2025,X-Ray Van,0
6,EURO 4,UT of DNH and DD(3),2025,X-Ray Van,0
7,EURO 6,UT of DNH and DD(3),2025,X-Ray Van,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,X-Ray Van,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,X-Ray Van,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Library Van,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Library Van,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Library Van,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Library Van,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Library Van,0
6,EURO 4,UT of DNH and DD(3),2025,Library Van,0
7,EURO 6,UT of DNH and DD(3),2025,Library Van,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Library Van,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Library Van,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Mobile Workshop,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Mobile Workshop,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Mobile Workshop,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Mobile Workshop,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Mobile Workshop,0
6,EURO 4,UT of DNH and DD(3),2025,Mobile Workshop,0
7,EURO 6,UT of DNH and DD(3),2025,Mobile Workshop,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Mobile Workshop,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Mobile Workshop,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Mobile Canteen,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Mobile Canteen,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Mobile Canteen,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Mobile Canteen,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Mobile Canteen,0
6,EURO 4,UT of DNH and DD(3),2025,Mobile Canteen,0
7,EURO 6,UT of DNH and DD(3),2025,Mobile Canteen,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Mobile Canteen,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Mobile Canteen,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Private Service Vehicle,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Private Service Vehicle,8
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Private Service Vehicle,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Private Service Vehicle,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Private Service Vehicle,0
6,EURO 4,UT of DNH and DD(3),2025,Private Service Vehicle,0
7,EURO 6,UT of DNH and DD(3),2025,Private Service Vehicle,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Private Service Vehicle,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Private Service Vehicle,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Maxi Cab,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Maxi Cab,55
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Maxi Cab,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Maxi Cab,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Maxi Cab,0
6,EURO 4,UT of DNH and DD(3),2025,Maxi Cab,0
7,EURO 6,UT of DNH and DD(3),2025,Maxi Cab,2
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Maxi Cab,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Maxi Cab,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Motor Cab,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Motor Cab,408
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Motor Cab,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Motor Cab,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Motor Cab,0
6,EURO 4,UT of DNH and DD(3),2025,Motor Cab,0
7,EURO 6,UT of DNH and DD(3),2025,Motor Cab,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Motor Cab,1
9,TREM STAGE IV,UT of DNH and DD(3),2025,Motor Cab,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Puller Tractor,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Puller Tractor,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Puller Tractor,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Puller Tractor,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Puller Tractor,0
6,EURO 4,UT of DNH and DD(3),2025,Puller Tractor,0
7,EURO 6,UT of DNH and DD(3),2025,Puller Tractor,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Puller Tractor,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Puller Tractor,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Bus,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Bus,"2,157"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Bus,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Bus,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Bus,0
6,EURO 4,UT of DNH and DD(3),2025,Bus,0
7,EURO 6,UT of DNH and DD(3),2025,Bus,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Bus,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Bus,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,School Bus,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,School Bus,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,School Bus,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,School Bus,0
5,CEV STAGE V,UT of DNH and DD(3),2025,School Bus,0
6,EURO 4,UT of DNH and DD(3),2025,School Bus,0
7,EURO 6,UT of DNH and DD(3),2025,School Bus,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,School Bus,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,School Bus,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Educational Institution Bus,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Educational Institution Bus,5
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Educational Institution Bus,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Educational Institution Bus,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Educational Institution Bus,0
6,EURO 4,UT of DNH and DD(3),2025,Educational Institution Bus,0
7,EURO 6,UT of DNH and DD(3),2025,Educational Institution Bus,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Educational Institution Bus,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Educational Institution Bus,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Ambulance,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Ambulance,17
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Ambulance,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Ambulance,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Ambulance,0
6,EURO 4,UT of DNH and DD(3),2025,Ambulance,0
7,EURO 6,UT of DNH and DD(3),2025,Ambulance,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Ambulance,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Ambulance,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Animal Ambulance,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Animal Ambulance,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Animal Ambulance,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Animal Ambulance,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Animal Ambulance,0
6,EURO 4,UT of DNH and DD(3),2025,Animal Ambulance,0
7,EURO 6,UT of DNH and DD(3),2025,Animal Ambulance,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Animal Ambulance,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Animal Ambulance,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Camper Van / Trailer,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Camper Van / Trailer,22
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Camper Van / Trailer,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Camper Van / Trailer,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Camper Van / Trailer,0
6,EURO 4,UT of DNH and DD(3),2025,Camper Van / Trailer,0
7,EURO 6,UT of DNH and DD(3),2025,Camper Van / Trailer,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Camper Van / Trailer,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Camper Van / Trailer,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Cash Van,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Cash Van,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Cash Van,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Cash Van,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Cash Van,0
6,EURO 4,UT of DNH and DD(3),2025,Cash Van,0
7,EURO 6,UT of DNH and DD(3),2025,Cash Van,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,Cash Van,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,Cash Van,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,Fire Tenders,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,Fire Tenders,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,Fire Tenders,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,Fire Tenders,0
5,CEV STAGE V,UT of DNH and DD(3),2025,Fire Tenders,0
6,EURO 4,UT of DNH and DD(3),2025,Fire Tenders,0
7,EURO 6,UT of DNH and DD(3),2025,Fire Tenders,0
