S No,Norms,State,Year,Vehicle Category,Value
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,HMV,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,HMV,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,HMV,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,HPV,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,HPV,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,HPV,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,HPV,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,HPV,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,HPV,"1,557"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,HPV,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,HPV,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,HPV,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,HPV,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,HPV,10
12,TREM STAGE IV,Arunachal Pradesh(29),2025,HPV,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,LGV,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,LGV,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,LGV,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,LGV,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,LGV,1
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,LGV,"1,801"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,LGV,671
8,CEV STAGE IV,Arunachal Pradesh(29),2025,LGV,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,LGV,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,LGV,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,LGV,100
12,TREM STAGE IV,Arunachal Pradesh(29),2025,LGV,18
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,LMV,1
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,LMV,2
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,LMV,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,LMV,1
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,LMV,15
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,LMV,"17,172"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,LMV,16
8,CEV STAGE IV,Arunachal Pradesh(29),2025,LMV,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,LMV,1
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,LMV,1
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,LMV,44
12,TREM STAGE IV,Arunachal Pradesh(29),2025,LMV,2
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,LPV,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,LPV,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,LPV,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,LPV,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,LPV,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,LPV,475
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,LPV,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,LPV,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,LPV,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,LPV,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,LPV,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,LPV,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,MGV,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,MGV,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,MGV,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,MGV,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,MGV,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,MGV,98
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,MGV,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,MGV,8
9,CEV STAGE V,Arunachal Pradesh(29),2025,MGV,28
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,MGV,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,MGV,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,MGV,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,MMV,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,MMV,1
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,MMV,1
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,MMV,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,MMV,2
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,MMV,6
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,MMV,1
8,CEV STAGE IV,Arunachal Pradesh(29),2025,MMV,3
9,CEV STAGE V,Arunachal Pradesh(29),2025,MMV,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,MMV,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,MMV,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,MMV,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,MPV,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,MPV,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,MPV,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,MPV,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,MPV,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,MPV,48
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,MPV,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,MPV,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,MPV,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,MPV,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,MPV,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,MPV,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,OTH,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,OTH,2
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,OTH,8
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,OTH,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,OTH,11
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,OTH,10
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,OTH,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,OTH,143
9,CEV STAGE V,Arunachal Pradesh(29),2025,OTH,233
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,OTH,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,OTH,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,OTH,0
1,BHARAT STAGE II,Assam(33),2025,2WIC,0
2,BHARAT STAGE III,Assam(33),2025,2WIC,0
3,BHARAT STAGE III (CEV),Assam(33),2025,2WIC,0
4,BHARAT STAGE III/IV,Assam(33),2025,2WIC,0
5,BHARAT STAGE IV,Assam(33),2025,2WIC,0
6,BHARAT STAGE VI,Assam(33),2025,2WIC,0
7,BHARAT (TREM) STAGE III A,Assam(33),2025,2WIC,0
8,CEV STAGE IV,Assam(33),2025,2WIC,0
9,CEV STAGE V,Assam(33),2025,2WIC,0
10,EURO 3,Assam(33),2025,2WIC,0
11,EURO 4,Assam(33),2025,2WIC,0
12,EURO 6,Assam(33),2025,2WIC,0
13,NOT AVAILABLE,Assam(33),2025,2WIC,0
14,TREM STAGE IV,Assam(33),2025,2WIC,0
1,BHARAT STAGE II,Assam(33),2025,2WN,0
2,BHARAT STAGE III,Assam(33),2025,2WN,1
3,BHARAT STAGE III (CEV),Assam(33),2025,2WN,0
4,BHARAT STAGE III/IV,Assam(33),2025,2WN,0
5,BHARAT STAGE IV,Assam(33),2025,2WN,4
6,BHARAT STAGE VI,Assam(33),2025,2WN,"4,04,261"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,2WN,0
8,CEV STAGE IV,Assam(33),2025,2WN,0
9,CEV STAGE V,Assam(33),2025,2WN,0
10,EURO 3,Assam(33),2025,2WN,0
11,EURO 4,Assam(33),2025,2WN,0
12,EURO 6,Assam(33),2025,2WN,0
13,NOT AVAILABLE,Assam(33),2025,2WN,"3,670"
14,TREM STAGE IV,Assam(33),2025,2WN,0
1,BHARAT STAGE II,Assam(33),2025,2WT,0
2,BHARAT STAGE III,Assam(33),2025,2WT,0
3,BHARAT STAGE III (CEV),Assam(33),2025,2WT,0
4,BHARAT STAGE III/IV,Assam(33),2025,2WT,0
5,BHARAT STAGE IV,Assam(33),2025,2WT,0
6,BHARAT STAGE VI,Assam(33),2025,2WT,41
7,BHARAT (TREM) STAGE III A,Assam(33),2025,2WT,0
8,CEV STAGE IV,Assam(33),2025,2WT,0
9,CEV STAGE V,Assam(33),2025,2WT,0
10,EURO 3,Assam(33),2025,2WT,0
11,EURO 4,Assam(33),2025,2WT,0
12,EURO 6,Assam(33),2025,2WT,0
13,NOT AVAILABLE,Assam(33),2025,2WT,1
14,TREM STAGE IV,Assam(33),2025,2WT,0
1,BHARAT STAGE II,Assam(33),2025,3WIC,0
2,BHARAT STAGE III,Assam(33),2025,3WIC,0
3,BHARAT STAGE III (CEV),Assam(33),2025,3WIC,0
4,BHARAT STAGE III/IV,Assam(33),2025,3WIC,0
5,BHARAT STAGE IV,Assam(33),2025,3WIC,0
6,BHARAT STAGE VI,Assam(33),2025,3WIC,0
7,BHARAT (TREM) STAGE III A,Assam(33),2025,3WIC,0
8,CEV STAGE IV,Assam(33),2025,3WIC,0
9,CEV STAGE V,Assam(33),2025,3WIC,0
10,EURO 3,Assam(33),2025,3WIC,0
11,EURO 4,Assam(33),2025,3WIC,0
12,EURO 6,Assam(33),2025,3WIC,0
13,NOT AVAILABLE,Assam(33),2025,3WIC,0
14,TREM STAGE IV,Assam(33),2025,3WIC,0
1,BHARAT STAGE II,Assam(33),2025,3WN,0
2,BHARAT STAGE III,Assam(33),2025,3WN,0
3,BHARAT STAGE III (CEV),Assam(33),2025,3WN,0
4,BHARAT STAGE III/IV,Assam(33),2025,3WN,0
5,BHARAT STAGE IV,Assam(33),2025,3WN,0
6,BHARAT STAGE VI,Assam(33),2025,3WN,0
7,BHARAT (TREM) STAGE III A,Assam(33),2025,3WN,0
8,CEV STAGE IV,Assam(33),2025,3WN,0
9,CEV STAGE V,Assam(33),2025,3WN,0
10,EURO 3,Assam(33),2025,3WN,0
11,EURO 4,Assam(33),2025,3WN,0
12,EURO 6,Assam(33),2025,3WN,0
13,NOT AVAILABLE,Assam(33),2025,3WN,0
14,TREM STAGE IV,Assam(33),2025,3WN,0
1,BHARAT STAGE II,Assam(33),2025,3WT,0
2,BHARAT STAGE III,Assam(33),2025,3WT,0
3,BHARAT STAGE III (CEV),Assam(33),2025,3WT,0
4,BHARAT STAGE III/IV,Assam(33),2025,3WT,0
5,BHARAT STAGE IV,Assam(33),2025,3WT,0
6,BHARAT STAGE VI,Assam(33),2025,3WT,"4,695"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,3WT,0
8,CEV STAGE IV,Assam(33),2025,3WT,0
9,CEV STAGE V,Assam(33),2025,3WT,0
10,EURO 3,Assam(33),2025,3WT,0
11,EURO 4,Assam(33),2025,3WT,0
12,EURO 6,Assam(33),2025,3WT,0
13,NOT AVAILABLE,Assam(33),2025,3WT,"80,849"
14,TREM STAGE IV,Assam(33),2025,3WT,0
1,BHARAT STAGE II,Assam(33),2025,4WIC,0
2,BHARAT STAGE III,Assam(33),2025,4WIC,0
3,BHARAT STAGE III (CEV),Assam(33),2025,4WIC,0
4,BHARAT STAGE III/IV,Assam(33),2025,4WIC,0
5,BHARAT STAGE IV,Assam(33),2025,4WIC,0
6,BHARAT STAGE VI,Assam(33),2025,4WIC,1
7,BHARAT (TREM) STAGE III A,Assam(33),2025,4WIC,0
8,CEV STAGE IV,Assam(33),2025,4WIC,0
9,CEV STAGE V,Assam(33),2025,4WIC,0
10,EURO 3,Assam(33),2025,4WIC,0
11,EURO 4,Assam(33),2025,4WIC,0
12,EURO 6,Assam(33),2025,4WIC,0
13,NOT AVAILABLE,Assam(33),2025,4WIC,0
14,TREM STAGE IV,Assam(33),2025,4WIC,0
1,BHARAT STAGE II,Assam(33),2025,HGV,0
2,BHARAT STAGE III,Assam(33),2025,HGV,5
3,BHARAT STAGE III (CEV),Assam(33),2025,HGV,0
4,BHARAT STAGE III/IV,Assam(33),2025,HGV,2
5,BHARAT STAGE IV,Assam(33),2025,HGV,2
6,BHARAT STAGE VI,Assam(33),2025,HGV,"3,913"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,HGV,0
8,CEV STAGE IV,Assam(33),2025,HGV,0
9,CEV STAGE V,Assam(33),2025,HGV,0
10,EURO 3,Assam(33),2025,HGV,0
11,EURO 4,Assam(33),2025,HGV,0
12,EURO 6,Assam(33),2025,HGV,0
13,NOT AVAILABLE,Assam(33),2025,HGV,3
14,TREM STAGE IV,Assam(33),2025,HGV,0
1,BHARAT STAGE II,Assam(33),2025,HMV,0
2,BHARAT STAGE III,Assam(33),2025,HMV,2
3,BHARAT STAGE III (CEV),Assam(33),2025,HMV,0
4,BHARAT STAGE III/IV,Assam(33),2025,HMV,0
5,BHARAT STAGE IV,Assam(33),2025,HMV,2
6,BHARAT STAGE VI,Assam(33),2025,HMV,27
7,BHARAT (TREM) STAGE III A,Assam(33),2025,HMV,0
8,CEV STAGE IV,Assam(33),2025,HMV,5
9,CEV STAGE V,Assam(33),2025,HMV,1
10,EURO 3,Assam(33),2025,HMV,0
11,EURO 4,Assam(33),2025,HMV,0
12,EURO 6,Assam(33),2025,HMV,5
13,NOT AVAILABLE,Assam(33),2025,HMV,0
14,TREM STAGE IV,Assam(33),2025,HMV,0
1,BHARAT STAGE II,Assam(33),2025,HPV,0
2,BHARAT STAGE III,Assam(33),2025,HPV,0
3,BHARAT STAGE III (CEV),Assam(33),2025,HPV,0
4,BHARAT STAGE III/IV,Assam(33),2025,HPV,0
5,BHARAT STAGE IV,Assam(33),2025,HPV,0
6,BHARAT STAGE VI,Assam(33),2025,HPV,255
7,BHARAT (TREM) STAGE III A,Assam(33),2025,HPV,0
8,CEV STAGE IV,Assam(33),2025,HPV,0
9,CEV STAGE V,Assam(33),2025,HPV,0
10,EURO 3,Assam(33),2025,HPV,0
11,EURO 4,Assam(33),2025,HPV,0
12,EURO 6,Assam(33),2025,HPV,0
13,NOT AVAILABLE,Assam(33),2025,HPV,60
14,TREM STAGE IV,Assam(33),2025,HPV,0
1,BHARAT STAGE II,Assam(33),2025,LGV,0
2,BHARAT STAGE III,Assam(33),2025,LGV,0
3,BHARAT STAGE III (CEV),Assam(33),2025,LGV,0
4,BHARAT STAGE III/IV,Assam(33),2025,LGV,0
5,BHARAT STAGE IV,Assam(33),2025,LGV,0
6,BHARAT STAGE VI,Assam(33),2025,LGV,"11,754"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,LGV,"7,346"
8,CEV STAGE IV,Assam(33),2025,LGV,0
9,CEV STAGE V,Assam(33),2025,LGV,0
10,EURO 3,Assam(33),2025,LGV,0
11,EURO 4,Assam(33),2025,LGV,0
12,EURO 6,Assam(33),2025,LGV,0
13,NOT AVAILABLE,Assam(33),2025,LGV,309
14,TREM STAGE IV,Assam(33),2025,LGV,66
1,BHARAT STAGE II,Assam(33),2025,LMV,1
2,BHARAT STAGE III,Assam(33),2025,LMV,20
3,BHARAT STAGE III (CEV),Assam(33),2025,LMV,0
4,BHARAT STAGE III/IV,Assam(33),2025,LMV,6
5,BHARAT STAGE IV,Assam(33),2025,LMV,12
6,BHARAT STAGE VI,Assam(33),2025,LMV,"71,448"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,LMV,399
8,CEV STAGE IV,Assam(33),2025,LMV,4
9,CEV STAGE V,Assam(33),2025,LMV,0
10,EURO 3,Assam(33),2025,LMV,4
11,EURO 4,Assam(33),2025,LMV,1
12,EURO 6,Assam(33),2025,LMV,0
13,NOT AVAILABLE,Assam(33),2025,LMV,489
14,TREM STAGE IV,Assam(33),2025,LMV,4
1,BHARAT STAGE II,Assam(33),2025,LPV,0
2,BHARAT STAGE III,Assam(33),2025,LPV,0
3,BHARAT STAGE III (CEV),Assam(33),2025,LPV,0
4,BHARAT STAGE III/IV,Assam(33),2025,LPV,0
5,BHARAT STAGE IV,Assam(33),2025,LPV,0
6,BHARAT STAGE VI,Assam(33),2025,LPV,"4,250"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,LPV,0
8,CEV STAGE IV,Assam(33),2025,LPV,0
9,CEV STAGE V,Assam(33),2025,LPV,0
10,EURO 3,Assam(33),2025,LPV,0
11,EURO 4,Assam(33),2025,LPV,0
12,EURO 6,Assam(33),2025,LPV,0
13,NOT AVAILABLE,Assam(33),2025,LPV,11
14,TREM STAGE IV,Assam(33),2025,LPV,0
1,BHARAT STAGE II,Assam(33),2025,MGV,0
2,BHARAT STAGE III,Assam(33),2025,MGV,0
3,BHARAT STAGE III (CEV),Assam(33),2025,MGV,0
4,BHARAT STAGE III/IV,Assam(33),2025,MGV,0
5,BHARAT STAGE IV,Assam(33),2025,MGV,0
6,BHARAT STAGE VI,Assam(33),2025,MGV,357
7,BHARAT (TREM) STAGE III A,Assam(33),2025,MGV,0
8,CEV STAGE IV,Assam(33),2025,MGV,1
9,CEV STAGE V,Assam(33),2025,MGV,0
10,EURO 3,Assam(33),2025,MGV,0
11,EURO 4,Assam(33),2025,MGV,0
12,EURO 6,Assam(33),2025,MGV,0
13,NOT AVAILABLE,Assam(33),2025,MGV,0
14,TREM STAGE IV,Assam(33),2025,MGV,0
1,BHARAT STAGE II,Assam(33),2025,MMV,0
2,BHARAT STAGE III,Assam(33),2025,MMV,0
3,BHARAT STAGE III (CEV),Assam(33),2025,MMV,6
4,BHARAT STAGE III/IV,Assam(33),2025,MMV,1
5,BHARAT STAGE IV,Assam(33),2025,MMV,1
6,BHARAT STAGE VI,Assam(33),2025,MMV,0
7,BHARAT (TREM) STAGE III A,Assam(33),2025,MMV,1
8,CEV STAGE IV,Assam(33),2025,MMV,15
9,CEV STAGE V,Assam(33),2025,MMV,6
10,EURO 3,Assam(33),2025,MMV,0
11,EURO 4,Assam(33),2025,MMV,0
12,EURO 6,Assam(33),2025,MMV,0
13,NOT AVAILABLE,Assam(33),2025,MMV,0
14,TREM STAGE IV,Assam(33),2025,MMV,1
1,BHARAT STAGE II,Assam(33),2025,MPV,0
2,BHARAT STAGE III,Assam(33),2025,MPV,0
3,BHARAT STAGE III (CEV),Assam(33),2025,MPV,0
4,BHARAT STAGE III/IV,Assam(33),2025,MPV,0
5,BHARAT STAGE IV,Assam(33),2025,MPV,0
6,BHARAT STAGE VI,Assam(33),2025,MPV,412
7,BHARAT (TREM) STAGE III A,Assam(33),2025,MPV,0
8,CEV STAGE IV,Assam(33),2025,MPV,0
9,CEV STAGE V,Assam(33),2025,MPV,0
10,EURO 3,Assam(33),2025,MPV,0
11,EURO 4,Assam(33),2025,MPV,0
12,EURO 6,Assam(33),2025,MPV,0
13,NOT AVAILABLE,Assam(33),2025,MPV,28
14,TREM STAGE IV,Assam(33),2025,MPV,0
1,BHARAT STAGE II,Assam(33),2025,OTH,0
2,BHARAT STAGE III,Assam(33),2025,OTH,13
3,BHARAT STAGE III (CEV),Assam(33),2025,OTH,27
4,BHARAT STAGE III/IV,Assam(33),2025,OTH,0
5,BHARAT STAGE IV,Assam(33),2025,OTH,0
6,BHARAT STAGE VI,Assam(33),2025,OTH,19
7,BHARAT (TREM) STAGE III A,Assam(33),2025,OTH,0
8,CEV STAGE IV,Assam(33),2025,OTH,270
9,CEV STAGE V,Assam(33),2025,OTH,450
10,EURO 3,Assam(33),2025,OTH,0
11,EURO 4,Assam(33),2025,OTH,0
12,EURO 6,Assam(33),2025,OTH,0
13,NOT AVAILABLE,Assam(33),2025,OTH,0
14,TREM STAGE IV,Assam(33),2025,OTH,6
1,BHARAT STAGE III,Bihar(48),2025,2WIC,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,2WIC,0
3,BHARAT STAGE III/IV,Bihar(48),2025,2WIC,0
4,BHARAT STAGE IV,Bihar(48),2025,2WIC,0
5,BHARAT STAGE VI,Bihar(48),2025,2WIC,3
6,BHARAT (TREM) STAGE III,Bihar(48),2025,2WIC,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,2WIC,0
8,CEV STAGE IV,Bihar(48),2025,2WIC,0
9,CEV STAGE V,Bihar(48),2025,2WIC,0
10,NOT AVAILABLE,Bihar(48),2025,2WIC,0
11,TREM STAGE IV,Bihar(48),2025,2WIC,0
1,BHARAT STAGE III,Bihar(48),2025,2WN,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,2WN,0
3,BHARAT STAGE III/IV,Bihar(48),2025,2WN,0
4,BHARAT STAGE IV,Bihar(48),2025,2WN,0
5,BHARAT STAGE VI,Bihar(48),2025,2WN,"11,89,650"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,2WN,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,2WN,0
8,CEV STAGE IV,Bihar(48),2025,2WN,0
9,CEV STAGE V,Bihar(48),2025,2WN,0
10,NOT AVAILABLE,Bihar(48),2025,2WN,"28,084"
11,TREM STAGE IV,Bihar(48),2025,2WN,0
1,BHARAT STAGE III,Bihar(48),2025,2WT,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,2WT,0
3,BHARAT STAGE III/IV,Bihar(48),2025,2WT,0
4,BHARAT STAGE IV,Bihar(48),2025,2WT,0
5,BHARAT STAGE VI,Bihar(48),2025,2WT,178
6,BHARAT (TREM) STAGE III,Bihar(48),2025,2WT,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,2WT,0
8,CEV STAGE IV,Bihar(48),2025,2WT,0
9,CEV STAGE V,Bihar(48),2025,2WT,0
10,NOT AVAILABLE,Bihar(48),2025,2WT,0
11,TREM STAGE IV,Bihar(48),2025,2WT,0
1,BHARAT STAGE III,Bihar(48),2025,3WIC,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,3WIC,0
3,BHARAT STAGE III/IV,Bihar(48),2025,3WIC,0
4,BHARAT STAGE IV,Bihar(48),2025,3WIC,0
5,BHARAT STAGE VI,Bihar(48),2025,3WIC,0
6,BHARAT (TREM) STAGE III,Bihar(48),2025,3WIC,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,3WIC,0
8,CEV STAGE IV,Bihar(48),2025,3WIC,0
9,CEV STAGE V,Bihar(48),2025,3WIC,0
10,NOT AVAILABLE,Bihar(48),2025,3WIC,0
11,TREM STAGE IV,Bihar(48),2025,3WIC,0
1,BHARAT STAGE III,Bihar(48),2025,3WN,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,3WN,0
3,BHARAT STAGE III/IV,Bihar(48),2025,3WN,0
4,BHARAT STAGE IV,Bihar(48),2025,3WN,0
5,BHARAT STAGE VI,Bihar(48),2025,3WN,0
6,BHARAT (TREM) STAGE III,Bihar(48),2025,3WN,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,3WN,0
8,CEV STAGE IV,Bihar(48),2025,3WN,0
9,CEV STAGE V,Bihar(48),2025,3WN,0
10,NOT AVAILABLE,Bihar(48),2025,3WN,0
11,TREM STAGE IV,Bihar(48),2025,3WN,0
1,BHARAT STAGE III,Bihar(48),2025,3WT,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,3WT,0
3,BHARAT STAGE III/IV,Bihar(48),2025,3WT,0
4,BHARAT STAGE IV,Bihar(48),2025,3WT,0
5,BHARAT STAGE VI,Bihar(48),2025,3WT,"25,244"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,3WT,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,3WT,0
8,CEV STAGE IV,Bihar(48),2025,3WT,0
9,CEV STAGE V,Bihar(48),2025,3WT,0
10,NOT AVAILABLE,Bihar(48),2025,3WT,"94,392"
11,TREM STAGE IV,Bihar(48),2025,3WT,0
1,BHARAT STAGE III,Bihar(48),2025,4WIC,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,4WIC,0
3,BHARAT STAGE III/IV,Bihar(48),2025,4WIC,0
4,BHARAT STAGE IV,Bihar(48),2025,4WIC,0
5,BHARAT STAGE VI,Bihar(48),2025,4WIC,23
6,BHARAT (TREM) STAGE III,Bihar(48),2025,4WIC,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,4WIC,0
8,CEV STAGE IV,Bihar(48),2025,4WIC,0
9,CEV STAGE V,Bihar(48),2025,4WIC,0
10,NOT AVAILABLE,Bihar(48),2025,4WIC,0
11,TREM STAGE IV,Bihar(48),2025,4WIC,0
1,BHARAT STAGE III,Bihar(48),2025,HGV,1
2,BHARAT STAGE III (CEV),Bihar(48),2025,HGV,0
3,BHARAT STAGE III/IV,Bihar(48),2025,HGV,0
4,BHARAT STAGE IV,Bihar(48),2025,HGV,0
5,BHARAT STAGE VI,Bihar(48),2025,HGV,"12,880"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,HGV,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,HGV,0
8,CEV STAGE IV,Bihar(48),2025,HGV,0
9,CEV STAGE V,Bihar(48),2025,HGV,0
10,NOT AVAILABLE,Bihar(48),2025,HGV,25
11,TREM STAGE IV,Bihar(48),2025,HGV,0
1,BHARAT STAGE III,Bihar(48),2025,HMV,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,HMV,50
3,BHARAT STAGE III/IV,Bihar(48),2025,HMV,0
4,BHARAT STAGE IV,Bihar(48),2025,HMV,0
5,BHARAT STAGE VI,Bihar(48),2025,HMV,24
6,BHARAT (TREM) STAGE III,Bihar(48),2025,HMV,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,HMV,0
8,CEV STAGE IV,Bihar(48),2025,HMV,58
9,CEV STAGE V,Bihar(48),2025,HMV,203
10,NOT AVAILABLE,Bihar(48),2025,HMV,0
11,TREM STAGE IV,Bihar(48),2025,HMV,0
1,BHARAT STAGE III,Bihar(48),2025,HPV,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,HPV,0
3,BHARAT STAGE III/IV,Bihar(48),2025,HPV,0
4,BHARAT STAGE IV,Bihar(48),2025,HPV,0
5,BHARAT STAGE VI,Bihar(48),2025,HPV,606
6,BHARAT (TREM) STAGE III,Bihar(48),2025,HPV,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,HPV,0
8,CEV STAGE IV,Bihar(48),2025,HPV,0
9,CEV STAGE V,Bihar(48),2025,HPV,0
10,NOT AVAILABLE,Bihar(48),2025,HPV,0
11,TREM STAGE IV,Bihar(48),2025,HPV,0
1,BHARAT STAGE III,Bihar(48),2025,LGV,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,LGV,0
3,BHARAT STAGE III/IV,Bihar(48),2025,LGV,0
4,BHARAT STAGE IV,Bihar(48),2025,LGV,0
5,BHARAT STAGE VI,Bihar(48),2025,LGV,"13,102"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,LGV,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,LGV,"15,255"
8,CEV STAGE IV,Bihar(48),2025,LGV,0
9,CEV STAGE V,Bihar(48),2025,LGV,0
10,NOT AVAILABLE,Bihar(48),2025,LGV,"5,401"
