S No,Norms,State,Year,Vehicle Category,Value
11,TREM STAGE IV,Bihar(48),2025,LGV,88
1,BHARAT STAGE III,Bihar(48),2025,LMV,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,LMV,1
3,BHARAT STAGE III/IV,Bihar(48),2025,LMV,1
4,BHARAT STAGE IV,Bihar(48),2025,LMV,2
5,BHARAT STAGE VI,Bihar(48),2025,LMV,"87,211"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,LMV,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,LMV,"21,821"
8,CEV STAGE IV,Bihar(48),2025,LMV,3
9,CEV STAGE V,Bihar(48),2025,LMV,2
10,NOT AVAILABLE,Bihar(48),2025,LMV,"1,175"
11,TREM STAGE IV,Bihar(48),2025,LMV,291
1,BHARAT STAGE III,Bihar(48),2025,LPV,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,LPV,0
3,BHARAT STAGE III/IV,Bihar(48),2025,LPV,0
4,BHARAT STAGE IV,Bihar(48),2025,LPV,0
5,BHARAT STAGE VI,Bihar(48),2025,LPV,"7,247"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,LPV,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,LPV,0
8,CEV STAGE IV,Bihar(48),2025,LPV,0
9,CEV STAGE V,Bihar(48),2025,LPV,0
10,NOT AVAILABLE,Bihar(48),2025,LPV,5
11,TREM STAGE IV,Bihar(48),2025,LPV,0
1,BHARAT STAGE III,Bihar(48),2025,MGV,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,MGV,0
3,BHARAT STAGE III/IV,Bihar(48),2025,MGV,0
4,BHARAT STAGE IV,Bihar(48),2025,MGV,0
5,BHARAT STAGE VI,Bihar(48),2025,MGV,565
6,BHARAT (TREM) STAGE III,Bihar(48),2025,MGV,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,MGV,0
8,CEV STAGE IV,Bihar(48),2025,MGV,0
9,CEV STAGE V,Bihar(48),2025,MGV,0
10,NOT AVAILABLE,Bihar(48),2025,MGV,3
11,TREM STAGE IV,Bihar(48),2025,MGV,0
1,BHARAT STAGE III,Bihar(48),2025,MMV,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,MMV,63
3,BHARAT STAGE III/IV,Bihar(48),2025,MMV,0
4,BHARAT STAGE IV,Bihar(48),2025,MMV,0
5,BHARAT STAGE VI,Bihar(48),2025,MMV,2
6,BHARAT (TREM) STAGE III,Bihar(48),2025,MMV,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,MMV,23
8,CEV STAGE IV,Bihar(48),2025,MMV,151
9,CEV STAGE V,Bihar(48),2025,MMV,949
10,NOT AVAILABLE,Bihar(48),2025,MMV,0
11,TREM STAGE IV,Bihar(48),2025,MMV,0
1,BHARAT STAGE III,Bihar(48),2025,MPV,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,MPV,0
3,BHARAT STAGE III/IV,Bihar(48),2025,MPV,0
4,BHARAT STAGE IV,Bihar(48),2025,MPV,0
5,BHARAT STAGE VI,Bihar(48),2025,MPV,"1,367"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,MPV,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,MPV,0
8,CEV STAGE IV,Bihar(48),2025,MPV,0
9,CEV STAGE V,Bihar(48),2025,MPV,0
10,NOT AVAILABLE,Bihar(48),2025,MPV,0
11,TREM STAGE IV,Bihar(48),2025,MPV,0
1,BHARAT STAGE III,Bihar(48),2025,OTH,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,OTH,43
3,BHARAT STAGE III/IV,Bihar(48),2025,OTH,0
4,BHARAT STAGE IV,Bihar(48),2025,OTH,0
5,BHARAT STAGE VI,Bihar(48),2025,OTH,3
6,BHARAT (TREM) STAGE III,Bihar(48),2025,OTH,1
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,OTH,1
8,CEV STAGE IV,Bihar(48),2025,OTH,138
9,CEV STAGE V,Bihar(48),2025,OTH,84
10,NOT AVAILABLE,Bihar(48),2025,OTH,0
11,TREM STAGE IV,Bihar(48),2025,OTH,635
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,2WIC,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,2WIC,13
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,2WIC,0
4,CEV STAGE IV,Chhattisgarh(31),2025,2WIC,0
5,CEV STAGE V,Chhattisgarh(31),2025,2WIC,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,2WIC,0
7,TREM STAGE IV,Chhattisgarh(31),2025,2WIC,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,2WN,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,2WN,"5,25,619"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,2WN,0
4,CEV STAGE IV,Chhattisgarh(31),2025,2WN,0
5,CEV STAGE V,Chhattisgarh(31),2025,2WN,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,2WN,"30,975"
7,TREM STAGE IV,Chhattisgarh(31),2025,2WN,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,2WT,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,2WT,0
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,2WT,0
4,CEV STAGE IV,Chhattisgarh(31),2025,2WT,0
5,CEV STAGE V,Chhattisgarh(31),2025,2WT,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,2WT,0
7,TREM STAGE IV,Chhattisgarh(31),2025,2WT,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,3WIC,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,3WIC,0
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,3WIC,0
4,CEV STAGE IV,Chhattisgarh(31),2025,3WIC,0
5,CEV STAGE V,Chhattisgarh(31),2025,3WIC,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,3WIC,0
7,TREM STAGE IV,Chhattisgarh(31),2025,3WIC,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,3WN,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,3WN,0
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,3WN,0
4,CEV STAGE IV,Chhattisgarh(31),2025,3WN,0
5,CEV STAGE V,Chhattisgarh(31),2025,3WN,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,3WN,0
7,TREM STAGE IV,Chhattisgarh(31),2025,3WN,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,3WT,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,3WT,"1,933"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,3WT,0
4,CEV STAGE IV,Chhattisgarh(31),2025,3WT,0
5,CEV STAGE V,Chhattisgarh(31),2025,3WT,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,3WT,"13,939"
7,TREM STAGE IV,Chhattisgarh(31),2025,3WT,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,4WIC,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,4WIC,57
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,4WIC,0
4,CEV STAGE IV,Chhattisgarh(31),2025,4WIC,0
5,CEV STAGE V,Chhattisgarh(31),2025,4WIC,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,4WIC,0
7,TREM STAGE IV,Chhattisgarh(31),2025,4WIC,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,HGV,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,HGV,"11,011"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,HGV,0
4,CEV STAGE IV,Chhattisgarh(31),2025,HGV,0
5,CEV STAGE V,Chhattisgarh(31),2025,HGV,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,HGV,9
7,TREM STAGE IV,Chhattisgarh(31),2025,HGV,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,HMV,7
2,BHARAT STAGE VI,Chhattisgarh(31),2025,HMV,30
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,HMV,0
4,CEV STAGE IV,Chhattisgarh(31),2025,HMV,9
5,CEV STAGE V,Chhattisgarh(31),2025,HMV,1
6,NOT AVAILABLE,Chhattisgarh(31),2025,HMV,1
7,TREM STAGE IV,Chhattisgarh(31),2025,HMV,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,HPV,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,HPV,384
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,HPV,0
4,CEV STAGE IV,Chhattisgarh(31),2025,HPV,0
5,CEV STAGE V,Chhattisgarh(31),2025,HPV,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,HPV,0
7,TREM STAGE IV,Chhattisgarh(31),2025,HPV,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,LGV,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,LGV,"14,255"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,LGV,"1,774"
4,CEV STAGE IV,Chhattisgarh(31),2025,LGV,0
5,CEV STAGE V,Chhattisgarh(31),2025,LGV,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,LGV,329
7,TREM STAGE IV,Chhattisgarh(31),2025,LGV,82
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,LMV,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,LMV,"72,549"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,LMV,"43,197"
4,CEV STAGE IV,Chhattisgarh(31),2025,LMV,1
5,CEV STAGE V,Chhattisgarh(31),2025,LMV,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,LMV,"13,022"
7,TREM STAGE IV,Chhattisgarh(31),2025,LMV,"1,119"
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,LPV,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,LPV,"3,211"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,LPV,0
4,CEV STAGE IV,Chhattisgarh(31),2025,LPV,0
5,CEV STAGE V,Chhattisgarh(31),2025,LPV,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,LPV,29
7,TREM STAGE IV,Chhattisgarh(31),2025,LPV,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,MGV,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,MGV,226
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,MGV,0
4,CEV STAGE IV,Chhattisgarh(31),2025,MGV,0
5,CEV STAGE V,Chhattisgarh(31),2025,MGV,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,MGV,0
7,TREM STAGE IV,Chhattisgarh(31),2025,MGV,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,MMV,37
2,BHARAT STAGE VI,Chhattisgarh(31),2025,MMV,3
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,MMV,184
4,CEV STAGE IV,Chhattisgarh(31),2025,MMV,41
5,CEV STAGE V,Chhattisgarh(31),2025,MMV,21
6,NOT AVAILABLE,Chhattisgarh(31),2025,MMV,0
7,TREM STAGE IV,Chhattisgarh(31),2025,MMV,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,MPV,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,MPV,813
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,MPV,0
4,CEV STAGE IV,Chhattisgarh(31),2025,MPV,0
5,CEV STAGE V,Chhattisgarh(31),2025,MPV,0
6,NOT AVAILABLE,Chhattisgarh(31),2025,MPV,0
7,TREM STAGE IV,Chhattisgarh(31),2025,MPV,0
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,OTH,573
2,BHARAT STAGE VI,Chhattisgarh(31),2025,OTH,10
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,OTH,15
4,CEV STAGE IV,Chhattisgarh(31),2025,OTH,543
5,CEV STAGE V,Chhattisgarh(31),2025,OTH,"1,678"
6,NOT AVAILABLE,Chhattisgarh(31),2025,OTH,0
7,TREM STAGE IV,Chhattisgarh(31),2025,OTH,924
1,BHARAT STAGE II,Chandigarh(1),2025,2WIC,0
2,BHARAT STAGE III,Chandigarh(1),2025,2WIC,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,2WIC,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,2WIC,0
5,BHARAT STAGE IV,Chandigarh(1),2025,2WIC,0
6,BHARAT STAGE VI,Chandigarh(1),2025,2WIC,37
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,2WIC,0
8,CEV STAGE IV,Chandigarh(1),2025,2WIC,0
9,CEV STAGE V,Chandigarh(1),2025,2WIC,0
10,NOT AVAILABLE,Chandigarh(1),2025,2WIC,0
11,TREM STAGE IV,Chandigarh(1),2025,2WIC,0
1,BHARAT STAGE II,Chandigarh(1),2025,2WN,0
2,BHARAT STAGE III,Chandigarh(1),2025,2WN,1
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,2WN,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,2WN,0
5,BHARAT STAGE IV,Chandigarh(1),2025,2WN,0
6,BHARAT STAGE VI,Chandigarh(1),2025,2WN,"23,763"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,2WN,0
8,CEV STAGE IV,Chandigarh(1),2025,2WN,0
9,CEV STAGE V,Chandigarh(1),2025,2WN,0
10,NOT AVAILABLE,Chandigarh(1),2025,2WN,"1,542"
11,TREM STAGE IV,Chandigarh(1),2025,2WN,0
1,BHARAT STAGE II,Chandigarh(1),2025,2WT,0
2,BHARAT STAGE III,Chandigarh(1),2025,2WT,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,2WT,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,2WT,0
5,BHARAT STAGE IV,Chandigarh(1),2025,2WT,0
6,BHARAT STAGE VI,Chandigarh(1),2025,2WT,29
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,2WT,0
8,CEV STAGE IV,Chandigarh(1),2025,2WT,0
9,CEV STAGE V,Chandigarh(1),2025,2WT,0
10,NOT AVAILABLE,Chandigarh(1),2025,2WT,0
11,TREM STAGE IV,Chandigarh(1),2025,2WT,0
1,BHARAT STAGE II,Chandigarh(1),2025,3WIC,0
2,BHARAT STAGE III,Chandigarh(1),2025,3WIC,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,3WIC,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,3WIC,0
5,BHARAT STAGE IV,Chandigarh(1),2025,3WIC,0
6,BHARAT STAGE VI,Chandigarh(1),2025,3WIC,0
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,3WIC,0
8,CEV STAGE IV,Chandigarh(1),2025,3WIC,0
9,CEV STAGE V,Chandigarh(1),2025,3WIC,0
10,NOT AVAILABLE,Chandigarh(1),2025,3WIC,0
11,TREM STAGE IV,Chandigarh(1),2025,3WIC,0
1,BHARAT STAGE II,Chandigarh(1),2025,3WN,0
2,BHARAT STAGE III,Chandigarh(1),2025,3WN,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,3WN,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,3WN,0
5,BHARAT STAGE IV,Chandigarh(1),2025,3WN,0
6,BHARAT STAGE VI,Chandigarh(1),2025,3WN,0
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,3WN,0
8,CEV STAGE IV,Chandigarh(1),2025,3WN,0
9,CEV STAGE V,Chandigarh(1),2025,3WN,0
10,NOT AVAILABLE,Chandigarh(1),2025,3WN,0
11,TREM STAGE IV,Chandigarh(1),2025,3WN,0
1,BHARAT STAGE II,Chandigarh(1),2025,3WT,0
2,BHARAT STAGE III,Chandigarh(1),2025,3WT,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,3WT,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,3WT,0
5,BHARAT STAGE IV,Chandigarh(1),2025,3WT,0
6,BHARAT STAGE VI,Chandigarh(1),2025,3WT,206
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,3WT,0
8,CEV STAGE IV,Chandigarh(1),2025,3WT,0
9,CEV STAGE V,Chandigarh(1),2025,3WT,0
10,NOT AVAILABLE,Chandigarh(1),2025,3WT,"1,951"
11,TREM STAGE IV,Chandigarh(1),2025,3WT,0
1,BHARAT STAGE II,Chandigarh(1),2025,4WIC,0
2,BHARAT STAGE III,Chandigarh(1),2025,4WIC,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,4WIC,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,4WIC,0
5,BHARAT STAGE IV,Chandigarh(1),2025,4WIC,0
6,BHARAT STAGE VI,Chandigarh(1),2025,4WIC,147
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,4WIC,0
8,CEV STAGE IV,Chandigarh(1),2025,4WIC,0
9,CEV STAGE V,Chandigarh(1),2025,4WIC,0
10,NOT AVAILABLE,Chandigarh(1),2025,4WIC,3
11,TREM STAGE IV,Chandigarh(1),2025,4WIC,0
1,BHARAT STAGE II,Chandigarh(1),2025,HGV,0
2,BHARAT STAGE III,Chandigarh(1),2025,HGV,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,HGV,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,HGV,0
5,BHARAT STAGE IV,Chandigarh(1),2025,HGV,0
6,BHARAT STAGE VI,Chandigarh(1),2025,HGV,87
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,HGV,0
8,CEV STAGE IV,Chandigarh(1),2025,HGV,0
9,CEV STAGE V,Chandigarh(1),2025,HGV,0
10,NOT AVAILABLE,Chandigarh(1),2025,HGV,0
11,TREM STAGE IV,Chandigarh(1),2025,HGV,0
1,BHARAT STAGE II,Chandigarh(1),2025,HMV,0
2,BHARAT STAGE III,Chandigarh(1),2025,HMV,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,HMV,5
4,BHARAT STAGE III/IV,Chandigarh(1),2025,HMV,0
5,BHARAT STAGE IV,Chandigarh(1),2025,HMV,0
6,BHARAT STAGE VI,Chandigarh(1),2025,HMV,0
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,HMV,0
8,CEV STAGE IV,Chandigarh(1),2025,HMV,1
9,CEV STAGE V,Chandigarh(1),2025,HMV,1
10,NOT AVAILABLE,Chandigarh(1),2025,HMV,0
11,TREM STAGE IV,Chandigarh(1),2025,HMV,0
1,BHARAT STAGE II,Chandigarh(1),2025,HPV,0
2,BHARAT STAGE III,Chandigarh(1),2025,HPV,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,HPV,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,HPV,0
5,BHARAT STAGE IV,Chandigarh(1),2025,HPV,0
6,BHARAT STAGE VI,Chandigarh(1),2025,HPV,236
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,HPV,0
8,CEV STAGE IV,Chandigarh(1),2025,HPV,0
9,CEV STAGE V,Chandigarh(1),2025,HPV,0
10,NOT AVAILABLE,Chandigarh(1),2025,HPV,15
11,TREM STAGE IV,Chandigarh(1),2025,HPV,0
1,BHARAT STAGE II,Chandigarh(1),2025,LGV,0
2,BHARAT STAGE III,Chandigarh(1),2025,LGV,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,LGV,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,LGV,0
5,BHARAT STAGE IV,Chandigarh(1),2025,LGV,0
6,BHARAT STAGE VI,Chandigarh(1),2025,LGV,638
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,LGV,0
8,CEV STAGE IV,Chandigarh(1),2025,LGV,0
9,CEV STAGE V,Chandigarh(1),2025,LGV,0
10,NOT AVAILABLE,Chandigarh(1),2025,LGV,20
11,TREM STAGE IV,Chandigarh(1),2025,LGV,0
1,BHARAT STAGE II,Chandigarh(1),2025,LMV,1
2,BHARAT STAGE III,Chandigarh(1),2025,LMV,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,LMV,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,LMV,1
5,BHARAT STAGE IV,Chandigarh(1),2025,LMV,2
6,BHARAT STAGE VI,Chandigarh(1),2025,LMV,"19,798"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,LMV,11
8,CEV STAGE IV,Chandigarh(1),2025,LMV,0
9,CEV STAGE V,Chandigarh(1),2025,LMV,0
10,NOT AVAILABLE,Chandigarh(1),2025,LMV,"1,610"
11,TREM STAGE IV,Chandigarh(1),2025,LMV,7
1,BHARAT STAGE II,Chandigarh(1),2025,LPV,0
2,BHARAT STAGE III,Chandigarh(1),2025,LPV,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,LPV,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,LPV,0
5,BHARAT STAGE IV,Chandigarh(1),2025,LPV,0
6,BHARAT STAGE VI,Chandigarh(1),2025,LPV,597
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,LPV,0
8,CEV STAGE IV,Chandigarh(1),2025,LPV,0
9,CEV STAGE V,Chandigarh(1),2025,LPV,0
10,NOT AVAILABLE,Chandigarh(1),2025,LPV,39
11,TREM STAGE IV,Chandigarh(1),2025,LPV,0
1,BHARAT STAGE II,Chandigarh(1),2025,MGV,0
2,BHARAT STAGE III,Chandigarh(1),2025,MGV,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,MGV,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,MGV,0
5,BHARAT STAGE IV,Chandigarh(1),2025,MGV,0
6,BHARAT STAGE VI,Chandigarh(1),2025,MGV,81
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,MGV,0
8,CEV STAGE IV,Chandigarh(1),2025,MGV,0
9,CEV STAGE V,Chandigarh(1),2025,MGV,0
10,NOT AVAILABLE,Chandigarh(1),2025,MGV,0
11,TREM STAGE IV,Chandigarh(1),2025,MGV,0
1,BHARAT STAGE II,Chandigarh(1),2025,MMV,0
2,BHARAT STAGE III,Chandigarh(1),2025,MMV,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,MMV,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,MMV,0
5,BHARAT STAGE IV,Chandigarh(1),2025,MMV,0
6,BHARAT STAGE VI,Chandigarh(1),2025,MMV,0
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,MMV,0
8,CEV STAGE IV,Chandigarh(1),2025,MMV,0
9,CEV STAGE V,Chandigarh(1),2025,MMV,1
10,NOT AVAILABLE,Chandigarh(1),2025,MMV,0
11,TREM STAGE IV,Chandigarh(1),2025,MMV,0
1,BHARAT STAGE II,Chandigarh(1),2025,MPV,0
2,BHARAT STAGE III,Chandigarh(1),2025,MPV,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,MPV,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,MPV,0
5,BHARAT STAGE IV,Chandigarh(1),2025,MPV,0
6,BHARAT STAGE VI,Chandigarh(1),2025,MPV,94
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,MPV,0
8,CEV STAGE IV,Chandigarh(1),2025,MPV,0
9,CEV STAGE V,Chandigarh(1),2025,MPV,0
10,NOT AVAILABLE,Chandigarh(1),2025,MPV,0
11,TREM STAGE IV,Chandigarh(1),2025,MPV,0
1,BHARAT STAGE II,Chandigarh(1),2025,OTH,0
2,BHARAT STAGE III,Chandigarh(1),2025,OTH,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,OTH,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,OTH,0
5,BHARAT STAGE IV,Chandigarh(1),2025,OTH,0
6,BHARAT STAGE VI,Chandigarh(1),2025,OTH,8
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,OTH,0
8,CEV STAGE IV,Chandigarh(1),2025,OTH,0
9,CEV STAGE V,Chandigarh(1),2025,OTH,0
10,NOT AVAILABLE,Chandigarh(1),2025,OTH,0
11,TREM STAGE IV,Chandigarh(1),2025,OTH,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,2WIC,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,2WIC,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,2WIC,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,2WIC,0
5,CEV STAGE V,UT of DNH and DD(3),2025,2WIC,0
6,EURO 4,UT of DNH and DD(3),2025,2WIC,0
7,EURO 6,UT of DNH and DD(3),2025,2WIC,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,2WIC,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,2WIC,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,2WN,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,2WN,"14,049"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,2WN,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,2WN,0
5,CEV STAGE V,UT of DNH and DD(3),2025,2WN,0
6,EURO 4,UT of DNH and DD(3),2025,2WN,0
7,EURO 6,UT of DNH and DD(3),2025,2WN,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,2WN,173
9,TREM STAGE IV,UT of DNH and DD(3),2025,2WN,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,2WT,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,2WT,43
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,2WT,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,2WT,0
5,CEV STAGE V,UT of DNH and DD(3),2025,2WT,0
6,EURO 4,UT of DNH and DD(3),2025,2WT,0
7,EURO 6,UT of DNH and DD(3),2025,2WT,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,2WT,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,2WT,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,3WIC,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,3WIC,0
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,3WIC,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,3WIC,0
5,CEV STAGE V,UT of DNH and DD(3),2025,3WIC,0
6,EURO 4,UT of DNH and DD(3),2025,3WIC,0
7,EURO 6,UT of DNH and DD(3),2025,3WIC,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,3WIC,0
9,TREM STAGE IV,UT of DNH and DD(3),2025,3WIC,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,3WN,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,3WN,19
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,3WN,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,3WN,0
5,CEV STAGE V,UT of DNH and DD(3),2025,3WN,0
6,EURO 4,UT of DNH and DD(3),2025,3WN,0
7,EURO 6,UT of DNH and DD(3),2025,3WN,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,3WN,1
9,TREM STAGE IV,UT of DNH and DD(3),2025,3WN,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,3WT,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,3WT,78
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,3WT,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,3WT,0
5,CEV STAGE V,UT of DNH and DD(3),2025,3WT,0
6,EURO 4,UT of DNH and DD(3),2025,3WT,0
