S No,Vehicle Class,State,Year,Vehicle Category,Value
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,EURO 6B,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6B,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,EURO 6B,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,EURO 6B,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,EURO 6B,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,EURO 6B,0
28,HARVESTER,All Vahan4 Running States (35/36),2025,EURO 6B,0
29,HEARSES,All Vahan4 Running States (35/36),2025,EURO 6B,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,EURO 6B,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,EURO 6B,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,EURO 6B,0
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,EURO 6B,0
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,EURO 6B,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,EURO 6B,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,EURO 6B,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,EURO 6B,0
38,MOPED,All Vahan4 Running States (35/36),2025,EURO 6B,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,EURO 6B,0
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,EURO 6B,1
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,EURO 6B,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,EURO 6B,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,EURO 6B,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,EURO 6B,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,EURO 6B,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO 6B,0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,EURO 6B,0
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,EURO 6B,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6B,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,EURO 6B,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,EURO 6B,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,EURO 6B,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6B,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,EURO 6B,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,EURO 6B,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,EURO 6B,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,EURO 6B,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,EURO 6B,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,EURO 6B,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6B,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6B,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,EURO 6B,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6B,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,EURO 6B,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,EURO 6B,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,EURO 6B,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,EURO 6B,0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,EURO 6B,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,EURO 6C,0
3,AMBULANCE,All Vahan4 Running States (35/36),2025,EURO 6C,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,EURO 6C,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,EURO 6C,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,EURO 6C,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,EURO 6C,0
10,BUS,All Vahan4 Running States (35/36),2025,EURO 6C,0
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,EURO 6C,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO 6C,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,EURO 6C,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6C,0
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
17,DUMPER,All Vahan4 Running States (35/36),2025,EURO 6C,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,EURO 6C,0
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,EURO 6C,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,EURO 6C,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,EURO 6C,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6C,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,EURO 6C,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,EURO 6C,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,EURO 6C,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,EURO 6C,0
28,HARVESTER,All Vahan4 Running States (35/36),2025,EURO 6C,0
29,HEARSES,All Vahan4 Running States (35/36),2025,EURO 6C,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,EURO 6C,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,EURO 6C,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,EURO 6C,0
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,EURO 6C,0
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,EURO 6C,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,EURO 6C,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,EURO 6C,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,EURO 6C,0
38,MOPED,All Vahan4 Running States (35/36),2025,EURO 6C,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,EURO 6C,0
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,EURO 6C,0
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,EURO 6C,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,EURO 6C,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,EURO 6C,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,EURO 6C,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,EURO 6C,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO 6C,0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,EURO 6C,0
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,EURO 6C,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6C,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,EURO 6C,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,EURO 6C,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,EURO 6C,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6C,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,EURO 6C,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,EURO 6C,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,EURO 6C,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,EURO 6C,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,EURO 6C,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,EURO 6C,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6C,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6C,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,EURO 6C,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6C,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,EURO 6C,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,EURO 6C,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,EURO 6C,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,EURO 6C,0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,EURO 6C,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,EURO 6D,0
3,AMBULANCE,All Vahan4 Running States (35/36),2025,EURO 6D,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,EURO 6D,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,EURO 6D,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,EURO 6D,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,EURO 6D,0
10,BUS,All Vahan4 Running States (35/36),2025,EURO 6D,0
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,EURO 6D,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO 6D,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,EURO 6D,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6D,0
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
17,DUMPER,All Vahan4 Running States (35/36),2025,EURO 6D,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,EURO 6D,0
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,EURO 6D,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,EURO 6D,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,EURO 6D,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6D,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,EURO 6D,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,EURO 6D,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,EURO 6D,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,EURO 6D,0
28,HARVESTER,All Vahan4 Running States (35/36),2025,EURO 6D,0
29,HEARSES,All Vahan4 Running States (35/36),2025,EURO 6D,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,EURO 6D,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,EURO 6D,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,EURO 6D,0
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,EURO 6D,0
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,EURO 6D,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,EURO 6D,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,EURO 6D,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,EURO 6D,0
38,MOPED,All Vahan4 Running States (35/36),2025,EURO 6D,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,EURO 6D,0
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,EURO 6D,1
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,EURO 6D,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,EURO 6D,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,EURO 6D,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,EURO 6D,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,EURO 6D,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO 6D,0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,EURO 6D,0
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,EURO 6D,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6D,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,EURO 6D,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,EURO 6D,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,EURO 6D,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6D,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,EURO 6D,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,EURO 6D,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,EURO 6D,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,EURO 6D,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,EURO 6D,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,EURO 6D,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6D,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6D,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,EURO 6D,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6D,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,EURO 6D,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,EURO 6D,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,EURO 6D,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,EURO 6D,0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,EURO 6D,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,Not Applicable,0
3,AMBULANCE,All Vahan4 Running States (35/36),2025,Not Applicable,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,Not Applicable,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,Not Applicable,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,Not Applicable,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,Not Applicable,0
10,BUS,All Vahan4 Running States (35/36),2025,Not Applicable,0
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,Not Applicable,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,Not Applicable,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,Not Applicable,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,2
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,Not Applicable,0
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
17,DUMPER,All Vahan4 Running States (35/36),2025,Not Applicable,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,Not Applicable,0
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,Not Applicable,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,Not Applicable,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,Not Applicable,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,Not Applicable,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,Not Applicable,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,Not Applicable,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,Not Applicable,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,Not Applicable,1
28,HARVESTER,All Vahan4 Running States (35/36),2025,Not Applicable,0
29,HEARSES,All Vahan4 Running States (35/36),2025,Not Applicable,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,Not Applicable,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,Not Applicable,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,Not Applicable,0
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,Not Applicable,2
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,Not Applicable,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,Not Applicable,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,Not Applicable,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,Not Applicable,0
38,MOPED,All Vahan4 Running States (35/36),2025,Not Applicable,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,Not Applicable,0
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,Not Applicable,4
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,Not Applicable,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,Not Applicable,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,Not Applicable,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,Not Applicable,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,Not Applicable,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,Not Applicable,0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,Not Applicable,0
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,Not Applicable,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,Not Applicable,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,Not Applicable,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,Not Applicable,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,Not Applicable,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,Not Applicable,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,Not Applicable,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,Not Applicable,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,Not Applicable,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,Not Applicable,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,Not Applicable,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,Not Applicable,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,Not Applicable,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,Not Applicable,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,Not Applicable,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,Not Applicable,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,Not Applicable,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,Not Applicable,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,Not Applicable,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,Not Applicable,0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,Not Applicable,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,117
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,Not Available,59
3,AMBULANCE,All Vahan4 Running States (35/36),2025,Not Available,1
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,Not Available,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,151
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,Not Available,362
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,Not Available,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,Not Available,0
10,BUS,All Vahan4 Running States (35/36),2025,Not Available,"4,413"
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,Not Available,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,Not Available,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,Not Available,2
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,36
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,Not Available,143
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,7
17,DUMPER,All Vahan4 Running States (35/36),2025,Not Available,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,Not Available,1
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,Not Available,3
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,Not Available,"4,76,893"
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,Not Available,"83,363"
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,Not Available,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,Not Available,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,Not Available,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,Not Available,4
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,Not Available,"10,992"
28,HARVESTER,All Vahan4 Running States (35/36),2025,Not Available,2
29,HEARSES,All Vahan4 Running States (35/36),2025,Not Available,1
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,Not Available,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,Not Available,376
32,MAXI CAB,All Vahan4 Running States (35/36),2025,Not Available,45
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,Not Available,"12,35,518"
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,Not Available,313
