S No,Vehicle Class,State,Year,Vehicle Category,Value
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,EURO 3,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,EURO 3,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 3,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 3,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,EURO 3,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 3,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,EURO 3,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 3,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,EURO 3,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,EURO 3,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,EURO 3,0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 3,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,EURO 3,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 4,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,EURO 4,0
3,AMBULANCE,All Vahan4 Running States (35/36),2025,EURO 4,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,EURO 4,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 4,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 4,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,EURO 4,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,EURO 4,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,EURO 4,0
10,BUS,All Vahan4 Running States (35/36),2025,EURO 4,0
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,EURO 4,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO 4,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,EURO 4,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,EURO 4,0
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 4,0
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 4,0
17,DUMPER,All Vahan4 Running States (35/36),2025,EURO 4,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,EURO 4,0
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,EURO 4,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,EURO 4,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,EURO 4,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 4,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,EURO 4,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 4,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,EURO 4,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,EURO 4,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,EURO 4,0
28,HARVESTER,All Vahan4 Running States (35/36),2025,EURO 4,0
29,HEARSES,All Vahan4 Running States (35/36),2025,EURO 4,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,EURO 4,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,EURO 4,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,EURO 4,22
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,EURO 4,1
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,EURO 4,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,EURO 4,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,EURO 4,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,EURO 4,0
38,MOPED,All Vahan4 Running States (35/36),2025,EURO 4,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,EURO 4,1
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,EURO 4,40
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,EURO 4,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,EURO 4,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,EURO 4,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,EURO 4,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,EURO 4,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO 4,1
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,EURO 4,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,EURO 4,0
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,EURO 4,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 4,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,EURO 4,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,EURO 4,0
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,EURO 4,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,EURO 4,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 4,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,EURO 4,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,EURO 4,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,EURO 4,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,EURO 4,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,EURO 4,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,EURO 4,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 4,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 4,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,EURO 4,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 4,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,EURO 4,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 4,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,EURO 4,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,EURO 4,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,EURO 4,0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 4,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,EURO 4,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,EURO 6,0
3,AMBULANCE,All Vahan4 Running States (35/36),2025,EURO 6,1
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,EURO 6,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,EURO 6,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,EURO 6,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,EURO 6,0
10,BUS,All Vahan4 Running States (35/36),2025,EURO 6,0
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,EURO 6,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO 6,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,EURO 6,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6,27
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6,0
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6,398
17,DUMPER,All Vahan4 Running States (35/36),2025,EURO 6,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,EURO 6,0
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,EURO 6,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,EURO 6,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,EURO 6,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,EURO 6,4
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6,2
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,EURO 6,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,EURO 6,1
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,EURO 6,2
28,HARVESTER,All Vahan4 Running States (35/36),2025,EURO 6,0
29,HEARSES,All Vahan4 Running States (35/36),2025,EURO 6,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,EURO 6,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,EURO 6,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,EURO 6,3
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,EURO 6,0
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,EURO 6,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,EURO 6,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,EURO 6,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,EURO 6,0
38,MOPED,All Vahan4 Running States (35/36),2025,EURO 6,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,EURO 6,2
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,EURO 6,25
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,EURO 6,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,EURO 6,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,EURO 6,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,EURO 6,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,EURO 6,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO 6,0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,EURO 6,0
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,EURO 6,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,EURO 6,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6,0
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,EURO 6,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,EURO 6,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,EURO 6,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,EURO 6,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,EURO 6,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,EURO 6,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,EURO 6,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,EURO 6,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,EURO 6,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6,1
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,EURO 6,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,EURO 6,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,EURO 6,2
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,EURO 6,1
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,EURO 6,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,EURO 6A,0
3,AMBULANCE,All Vahan4 Running States (35/36),2025,EURO 6A,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,EURO 6A,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,EURO 6A,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,EURO 6A,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,EURO 6A,0
10,BUS,All Vahan4 Running States (35/36),2025,EURO 6A,0
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,EURO 6A,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO 6A,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,EURO 6A,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6A,0
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
17,DUMPER,All Vahan4 Running States (35/36),2025,EURO 6A,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,EURO 6A,0
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,EURO 6A,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,EURO 6A,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,EURO 6A,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6A,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,EURO 6A,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,EURO 6A,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,EURO 6A,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,EURO 6A,0
28,HARVESTER,All Vahan4 Running States (35/36),2025,EURO 6A,0
29,HEARSES,All Vahan4 Running States (35/36),2025,EURO 6A,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,EURO 6A,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,EURO 6A,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,EURO 6A,0
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,EURO 6A,0
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,EURO 6A,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,EURO 6A,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,EURO 6A,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,EURO 6A,0
38,MOPED,All Vahan4 Running States (35/36),2025,EURO 6A,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,EURO 6A,0
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,EURO 6A,0
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,EURO 6A,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,EURO 6A,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,EURO 6A,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,EURO 6A,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,EURO 6A,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO 6A,0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,EURO 6A,0
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,EURO 6A,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6A,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,EURO 6A,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,EURO 6A,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,EURO 6A,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6A,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,EURO 6A,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,EURO 6A,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,EURO 6A,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,EURO 6A,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,EURO 6A,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,EURO 6A,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6A,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6A,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,EURO 6A,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6A,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,EURO 6A,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,EURO 6A,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,EURO 6A,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,EURO 6A,0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,EURO 6A,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,EURO  6AD,0
3,AMBULANCE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,EURO  6AD,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,EURO  6AD,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,EURO  6AD,0
10,BUS,All Vahan4 Running States (35/36),2025,EURO  6AD,0
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,EURO  6AD,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO  6AD,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,EURO  6AD,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO  6AD,0
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
17,DUMPER,All Vahan4 Running States (35/36),2025,EURO  6AD,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,EURO  6AD,0
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,EURO  6AD,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,EURO  6AD,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,EURO  6AD,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO  6AD,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,EURO  6AD,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,EURO  6AD,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,EURO  6AD,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,EURO  6AD,0
28,HARVESTER,All Vahan4 Running States (35/36),2025,EURO  6AD,0
29,HEARSES,All Vahan4 Running States (35/36),2025,EURO  6AD,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,EURO  6AD,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,EURO  6AD,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,EURO  6AD,0
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,EURO  6AD,0
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,EURO  6AD,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,EURO  6AD,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,EURO  6AD,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,EURO  6AD,0
38,MOPED,All Vahan4 Running States (35/36),2025,EURO  6AD,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,EURO  6AD,0
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,EURO  6AD,0
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,EURO  6AD,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,EURO  6AD,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,EURO  6AD,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,EURO  6AD,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO  6AD,0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,EURO  6AD,0
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,EURO  6AD,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO  6AD,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,EURO  6AD,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,EURO  6AD,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,EURO  6AD,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO  6AD,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,EURO  6AD,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,EURO  6AD,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,EURO  6AD,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,EURO  6AD,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,EURO  6AD,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,EURO  6AD,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO  6AD,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO  6AD,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,EURO  6AD,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO  6AD,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,EURO  6AD,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,EURO  6AD,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,EURO  6AD,0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,EURO  6AD,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,EURO 6B,0
3,AMBULANCE,All Vahan4 Running States (35/36),2025,EURO 6B,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,EURO 6B,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,EURO 6B,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,EURO 6B,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,EURO 6B,0
10,BUS,All Vahan4 Running States (35/36),2025,EURO 6B,0
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,EURO 6B,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,EURO 6B,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,EURO 6B,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,EURO 6B,0
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
17,DUMPER,All Vahan4 Running States (35/36),2025,EURO 6B,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,EURO 6B,0
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,EURO 6B,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,EURO 6B,0
