S No,Fuel,State,Year,Vehicle Class,Value
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Snorked Ladders,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Snorked Ladders,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Snorked Ladders,0
25,PURE EV,All Vahan4 Running States (35/36),2025,Snorked Ladders,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Snorked Ladders,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
2,DIESEL,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,4
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
7,ETHANOL,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
9,LNG,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
11,METHANOL,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,352
13,PETROL,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
25,PURE EV,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,9
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Auxiliary Trailer,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
2,DIESEL,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,650
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
7,ETHANOL,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
9,LNG,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
11,METHANOL,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
13,PETROL,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
25,PURE EV,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Fire Fighting Vehicle,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Articulated Vehicle,1
2,DIESEL,All Vahan4 Running States (35/36),2025,Articulated Vehicle,"31,312"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Articulated Vehicle,9
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Articulated Vehicle,42
7,ETHANOL,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Articulated Vehicle,1
9,LNG,All Vahan4 Running States (35/36),2025,Articulated Vehicle,184
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
11,METHANOL,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Articulated Vehicle,2
13,PETROL,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
25,PURE EV,All Vahan4 Running States (35/36),2025,Articulated Vehicle,105
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Articulated Vehicle,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Hearses,3
2,DIESEL,All Vahan4 Running States (35/36),2025,Hearses,344
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Hearses,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Hearses,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Hearses,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Hearses,1
7,ETHANOL,All Vahan4 Running States (35/36),2025,Hearses,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Hearses,0
9,LNG,All Vahan4 Running States (35/36),2025,Hearses,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Hearses,0
11,METHANOL,All Vahan4 Running States (35/36),2025,Hearses,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Hearses,0
13,PETROL,All Vahan4 Running States (35/36),2025,Hearses,20
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Hearses,1
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Hearses,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Hearses,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Hearses,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Hearses,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Hearses,7
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Hearses,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Hearses,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Hearses,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Hearses,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Hearses,0
25,PURE EV,All Vahan4 Running States (35/36),2025,Hearses,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Hearses,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Omni Bus,577
2,DIESEL,All Vahan4 Running States (35/36),2025,Omni Bus,"4,820"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Omni Bus,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Omni Bus,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Omni Bus,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Omni Bus,1
7,ETHANOL,All Vahan4 Running States (35/36),2025,Omni Bus,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Omni Bus,0
9,LNG,All Vahan4 Running States (35/36),2025,Omni Bus,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Omni Bus,0
11,METHANOL,All Vahan4 Running States (35/36),2025,Omni Bus,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Omni Bus,0
13,PETROL,All Vahan4 Running States (35/36),2025,Omni Bus,212
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Omni Bus,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Omni Bus,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Omni Bus,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Omni Bus,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Omni Bus,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Omni Bus,188
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Omni Bus,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Omni Bus,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Omni Bus,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Omni Bus,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Omni Bus,0
25,PURE EV,All Vahan4 Running States (35/36),2025,Omni Bus,32
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Omni Bus,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Dumper,15
2,DIESEL,All Vahan4 Running States (35/36),2025,Dumper,"10,746"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Dumper,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Dumper,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Dumper,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Dumper,0
7,ETHANOL,All Vahan4 Running States (35/36),2025,Dumper,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Dumper,0
9,LNG,All Vahan4 Running States (35/36),2025,Dumper,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Dumper,0
11,METHANOL,All Vahan4 Running States (35/36),2025,Dumper,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Dumper,0
13,PETROL,All Vahan4 Running States (35/36),2025,Dumper,3
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Dumper,1
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Dumper,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Dumper,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Dumper,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Dumper,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Dumper,1
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Dumper,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Dumper,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Dumper,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Dumper,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Dumper,0
25,PURE EV,All Vahan4 Running States (35/36),2025,Dumper,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Dumper,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
2,DIESEL,All Vahan4 Running States (35/36),2025,Excavator (Commercial),74
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
7,ETHANOL,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
9,LNG,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
11,METHANOL,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
13,PETROL,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
25,PURE EV,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Excavator (Commercial),0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
2,DIESEL,All Vahan4 Running States (35/36),2025,Trailer (Commercial),5
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
7,ETHANOL,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
9,LNG,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
11,METHANOL,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Trailer (Commercial),"13,812"
13,PETROL,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
25,PURE EV,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Trailer (Commercial),0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
2,DIESEL,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),16
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
7,ETHANOL,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
9,LNG,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
11,METHANOL,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),"2,881"
13,PETROL,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
25,PURE EV,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Tractor-Trolley(Commercial),0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
2,DIESEL,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),1
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
7,ETHANOL,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
9,LNG,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
11,METHANOL,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),433
13,PETROL,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
25,PURE EV,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Semi-Trailer (Commercial),0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),1
2,DIESEL,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),"7,800"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),136
7,ETHANOL,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
9,LNG,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
11,METHANOL,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
13,PETROL,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
25,PURE EV,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),7
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle (Commercial),0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),40
2,DIESEL,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
7,ETHANOL,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
9,LNG,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),2
11,METHANOL,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
13,PETROL,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
25,PURE EV,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Quadricycle (Commercial),0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Modular Hydraulic Trailer,0
2,DIESEL,All Vahan4 Running States (35/36),2025,Modular Hydraulic Trailer,0
