S No,Fuel,State,Year,Vehicle Class,Value
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Cash Van,0
5,ETHANOL,Uttar Pradesh(77),2025,Cash Van,0
6,LNG,Uttar Pradesh(77),2025,Cash Van,0
7,LPG ONLY,Uttar Pradesh(77),2025,Cash Van,0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Cash Van,0
9,PETROL,Uttar Pradesh(77),2025,Cash Van,0
10,PETROL/CNG,Uttar Pradesh(77),2025,Cash Van,0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Cash Van,0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Cash Van,0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Cash Van,0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Cash Van,0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Cash Van,0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Cash Van,0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Cash Van,0
18,PETROL/LPG,Uttar Pradesh(77),2025,Cash Van,0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Cash Van,0
20,PURE EV,Uttar Pradesh(77),2025,Cash Van,0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Cash Van,0
1,CNG ONLY,Uttar Pradesh(77),2025,Fire Tenders,0
2,DIESEL,Uttar Pradesh(77),2025,Fire Tenders,75
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Fire Tenders,0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Fire Tenders,0
5,ETHANOL,Uttar Pradesh(77),2025,Fire Tenders,0
6,LNG,Uttar Pradesh(77),2025,Fire Tenders,0
7,LPG ONLY,Uttar Pradesh(77),2025,Fire Tenders,0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Fire Tenders,0
9,PETROL,Uttar Pradesh(77),2025,Fire Tenders,0
10,PETROL/CNG,Uttar Pradesh(77),2025,Fire Tenders,0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Fire Tenders,0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Fire Tenders,0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Fire Tenders,0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Fire Tenders,0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Fire Tenders,0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Fire Tenders,0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Fire Tenders,0
18,PETROL/LPG,Uttar Pradesh(77),2025,Fire Tenders,0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Fire Tenders,0
20,PURE EV,Uttar Pradesh(77),2025,Fire Tenders,0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Fire Tenders,0
1,CNG ONLY,Uttar Pradesh(77),2025,Snorked Ladders,0
2,DIESEL,Uttar Pradesh(77),2025,Snorked Ladders,0
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Snorked Ladders,0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Snorked Ladders,0
5,ETHANOL,Uttar Pradesh(77),2025,Snorked Ladders,0
6,LNG,Uttar Pradesh(77),2025,Snorked Ladders,0
7,LPG ONLY,Uttar Pradesh(77),2025,Snorked Ladders,0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Snorked Ladders,0
9,PETROL,Uttar Pradesh(77),2025,Snorked Ladders,0
10,PETROL/CNG,Uttar Pradesh(77),2025,Snorked Ladders,0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Snorked Ladders,0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Snorked Ladders,0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Snorked Ladders,0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Snorked Ladders,0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Snorked Ladders,0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Snorked Ladders,0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Snorked Ladders,0
18,PETROL/LPG,Uttar Pradesh(77),2025,Snorked Ladders,0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Snorked Ladders,0
20,PURE EV,Uttar Pradesh(77),2025,Snorked Ladders,0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Snorked Ladders,0
1,CNG ONLY,Uttar Pradesh(77),2025,Auxiliary Trailer,0
2,DIESEL,Uttar Pradesh(77),2025,Auxiliary Trailer,0
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Auxiliary Trailer,0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Auxiliary Trailer,0
5,ETHANOL,Uttar Pradesh(77),2025,Auxiliary Trailer,0
6,LNG,Uttar Pradesh(77),2025,Auxiliary Trailer,0
7,LPG ONLY,Uttar Pradesh(77),2025,Auxiliary Trailer,0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Auxiliary Trailer,0
9,PETROL,Uttar Pradesh(77),2025,Auxiliary Trailer,0
10,PETROL/CNG,Uttar Pradesh(77),2025,Auxiliary Trailer,0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Auxiliary Trailer,0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Auxiliary Trailer,0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Auxiliary Trailer,0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Auxiliary Trailer,0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Auxiliary Trailer,0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Auxiliary Trailer,0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Auxiliary Trailer,0
18,PETROL/LPG,Uttar Pradesh(77),2025,Auxiliary Trailer,0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Auxiliary Trailer,0
20,PURE EV,Uttar Pradesh(77),2025,Auxiliary Trailer,0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Auxiliary Trailer,0
1,CNG ONLY,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
2,DIESEL,Uttar Pradesh(77),2025,Fire Fighting Vehicle,4
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
5,ETHANOL,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
6,LNG,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
7,LPG ONLY,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
9,PETROL,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
10,PETROL/CNG,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
18,PETROL/LPG,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
20,PURE EV,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Fire Fighting Vehicle,0
1,CNG ONLY,Uttar Pradesh(77),2025,Articulated Vehicle,1
2,DIESEL,Uttar Pradesh(77),2025,Articulated Vehicle,703
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Articulated Vehicle,0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Articulated Vehicle,0
5,ETHANOL,Uttar Pradesh(77),2025,Articulated Vehicle,0
6,LNG,Uttar Pradesh(77),2025,Articulated Vehicle,0
7,LPG ONLY,Uttar Pradesh(77),2025,Articulated Vehicle,0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Articulated Vehicle,0
9,PETROL,Uttar Pradesh(77),2025,Articulated Vehicle,0
10,PETROL/CNG,Uttar Pradesh(77),2025,Articulated Vehicle,0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Articulated Vehicle,0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Articulated Vehicle,0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Articulated Vehicle,0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Articulated Vehicle,0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Articulated Vehicle,0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Articulated Vehicle,0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Articulated Vehicle,0
18,PETROL/LPG,Uttar Pradesh(77),2025,Articulated Vehicle,0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Articulated Vehicle,0
20,PURE EV,Uttar Pradesh(77),2025,Articulated Vehicle,0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Articulated Vehicle,0
1,CNG ONLY,Uttar Pradesh(77),2025,Hearses,1
2,DIESEL,Uttar Pradesh(77),2025,Hearses,92
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Hearses,0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Hearses,0
5,ETHANOL,Uttar Pradesh(77),2025,Hearses,0
6,LNG,Uttar Pradesh(77),2025,Hearses,0
7,LPG ONLY,Uttar Pradesh(77),2025,Hearses,0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Hearses,0
9,PETROL,Uttar Pradesh(77),2025,Hearses,1
10,PETROL/CNG,Uttar Pradesh(77),2025,Hearses,0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Hearses,0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Hearses,0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Hearses,0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Hearses,0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Hearses,1
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Hearses,0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Hearses,0
18,PETROL/LPG,Uttar Pradesh(77),2025,Hearses,0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Hearses,0
20,PURE EV,Uttar Pradesh(77),2025,Hearses,0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Hearses,0
1,CNG ONLY,Uttar Pradesh(77),2025,Omni Bus,115
2,DIESEL,Uttar Pradesh(77),2025,Omni Bus,78
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Omni Bus,0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Omni Bus,0
5,ETHANOL,Uttar Pradesh(77),2025,Omni Bus,0
6,LNG,Uttar Pradesh(77),2025,Omni Bus,0
7,LPG ONLY,Uttar Pradesh(77),2025,Omni Bus,0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Omni Bus,0
9,PETROL,Uttar Pradesh(77),2025,Omni Bus,9
10,PETROL/CNG,Uttar Pradesh(77),2025,Omni Bus,0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Omni Bus,0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Omni Bus,0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Omni Bus,0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Omni Bus,0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Omni Bus,29
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Omni Bus,0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Omni Bus,0
18,PETROL/LPG,Uttar Pradesh(77),2025,Omni Bus,0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Omni Bus,0
20,PURE EV,Uttar Pradesh(77),2025,Omni Bus,0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Omni Bus,0
1,CNG ONLY,Uttar Pradesh(77),2025,Dumper,0
2,DIESEL,Uttar Pradesh(77),2025,Dumper,44
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Dumper,0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Dumper,0
5,ETHANOL,Uttar Pradesh(77),2025,Dumper,0
6,LNG,Uttar Pradesh(77),2025,Dumper,0
7,LPG ONLY,Uttar Pradesh(77),2025,Dumper,0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Dumper,0
9,PETROL,Uttar Pradesh(77),2025,Dumper,0
10,PETROL/CNG,Uttar Pradesh(77),2025,Dumper,0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Dumper,0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Dumper,0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Dumper,0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Dumper,0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Dumper,0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Dumper,0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Dumper,0
18,PETROL/LPG,Uttar Pradesh(77),2025,Dumper,0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Dumper,0
20,PURE EV,Uttar Pradesh(77),2025,Dumper,0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Dumper,0
1,CNG ONLY,Uttar Pradesh(77),2025,Excavator (Commercial),0
2,DIESEL,Uttar Pradesh(77),2025,Excavator (Commercial),12
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Excavator (Commercial),0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Excavator (Commercial),0
5,ETHANOL,Uttar Pradesh(77),2025,Excavator (Commercial),0
6,LNG,Uttar Pradesh(77),2025,Excavator (Commercial),0
7,LPG ONLY,Uttar Pradesh(77),2025,Excavator (Commercial),0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Excavator (Commercial),0
9,PETROL,Uttar Pradesh(77),2025,Excavator (Commercial),0
10,PETROL/CNG,Uttar Pradesh(77),2025,Excavator (Commercial),0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Excavator (Commercial),0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Excavator (Commercial),0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Excavator (Commercial),0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Excavator (Commercial),0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Excavator (Commercial),0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Excavator (Commercial),0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Excavator (Commercial),0
18,PETROL/LPG,Uttar Pradesh(77),2025,Excavator (Commercial),0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Excavator (Commercial),0
20,PURE EV,Uttar Pradesh(77),2025,Excavator (Commercial),0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Excavator (Commercial),0
1,CNG ONLY,Uttar Pradesh(77),2025,Trailer (Commercial),0
2,DIESEL,Uttar Pradesh(77),2025,Trailer (Commercial),0
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Trailer (Commercial),0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Trailer (Commercial),0
5,ETHANOL,Uttar Pradesh(77),2025,Trailer (Commercial),0
6,LNG,Uttar Pradesh(77),2025,Trailer (Commercial),0
7,LPG ONLY,Uttar Pradesh(77),2025,Trailer (Commercial),0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Trailer (Commercial),11
9,PETROL,Uttar Pradesh(77),2025,Trailer (Commercial),0
10,PETROL/CNG,Uttar Pradesh(77),2025,Trailer (Commercial),0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Trailer (Commercial),0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Trailer (Commercial),0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Trailer (Commercial),0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Trailer (Commercial),0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Trailer (Commercial),0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Trailer (Commercial),0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Trailer (Commercial),0
18,PETROL/LPG,Uttar Pradesh(77),2025,Trailer (Commercial),0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Trailer (Commercial),0
20,PURE EV,Uttar Pradesh(77),2025,Trailer (Commercial),0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Trailer (Commercial),0
1,CNG ONLY,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
2,DIESEL,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
5,ETHANOL,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
6,LNG,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
7,LPG ONLY,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),2
9,PETROL,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
10,PETROL/CNG,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
18,PETROL/LPG,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
20,PURE EV,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Tractor-Trolley(Commercial),0
1,CNG ONLY,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
2,DIESEL,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
5,ETHANOL,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
6,LNG,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
7,LPG ONLY,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
9,PETROL,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
10,PETROL/CNG,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
18,PETROL/LPG,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
20,PURE EV,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Semi-Trailer (Commercial),0
1,CNG ONLY,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),1
2,DIESEL,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),"5,829"
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),135
5,ETHANOL,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
6,LNG,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
7,LPG ONLY,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
9,PETROL,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
10,PETROL/CNG,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
18,PETROL/LPG,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
20,PURE EV,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Construction Equipment Vehicle (Commercial),0
1,CNG ONLY,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
2,DIESEL,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Quadricycle (Commercial),0
5,ETHANOL,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
6,LNG,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
7,LPG ONLY,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
9,PETROL,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
10,PETROL/CNG,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
18,PETROL/LPG,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
20,PURE EV,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Quadricycle (Commercial),0
1,CNG ONLY,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
2,DIESEL,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
5,ETHANOL,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
6,LNG,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
7,LPG ONLY,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
9,PETROL,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
10,PETROL/CNG,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
15,PETROL/ETHANOL,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
16,PETROL/HYBRID,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
17,PETROL/HYBRID/CNG,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
18,PETROL/LPG,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
19,PLUG-IN HYBRID EV,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
20,PURE EV,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
21,STRONG HYBRID EV,Uttar Pradesh(77),2025,Modular Hydraulic Trailer,0
1,CNG ONLY,Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
2,DIESEL,Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
3,DIESEL/HYBRID,Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
4,ELECTRIC(BOV),Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
5,ETHANOL,Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
6,LNG,Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
7,LPG ONLY,Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
8,NOT APPLICABLE,Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
9,PETROL,Uttar Pradesh(77),2025,Vintage Motor Vehicle,2
10,PETROL/CNG,Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
11,PETROL(E20)/CNG,Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
12,PETROL(E20)/HYBRID,Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
13,PETROL(E20)/HYBRID/CNG,Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
14,PETROL(E20)/LPG,Uttar Pradesh(77),2025,Vintage Motor Vehicle,0
