S No,Vehicle Category,State,Year,Vehicle Class,Value
15,TWO WHEELER(NT),Maharashtra(59),2025,Ambulance,0
16,TWO WHEELER(T),Maharashtra(59),2025,Ambulance,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Animal Ambulance,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Animal Ambulance,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Animal Ambulance,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Animal Ambulance,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Animal Ambulance,5
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Animal Ambulance,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Animal Ambulance,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Animal Ambulance,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Animal Ambulance,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Animal Ambulance,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Animal Ambulance,1
12,THREE WHEELER(NT),Maharashtra(59),2025,Animal Ambulance,0
13,THREE WHEELER(T),Maharashtra(59),2025,Animal Ambulance,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Animal Ambulance,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Animal Ambulance,0
16,TWO WHEELER(T),Maharashtra(59),2025,Animal Ambulance,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Camper Van / Trailer,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Camper Van / Trailer,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Camper Van / Trailer,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Camper Van / Trailer,11
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Camper Van / Trailer,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Camper Van / Trailer,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Camper Van / Trailer,5
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Camper Van / Trailer,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Camper Van / Trailer,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Camper Van / Trailer,8
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Camper Van / Trailer,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Camper Van / Trailer,0
13,THREE WHEELER(T),Maharashtra(59),2025,Camper Van / Trailer,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Camper Van / Trailer,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Camper Van / Trailer,0
16,TWO WHEELER(T),Maharashtra(59),2025,Camper Van / Trailer,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Cash Van,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Cash Van,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Cash Van,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Cash Van,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Cash Van,64
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Cash Van,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Cash Van,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Cash Van,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Cash Van,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Cash Van,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Cash Van,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Cash Van,0
13,THREE WHEELER(T),Maharashtra(59),2025,Cash Van,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Cash Van,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Cash Van,0
16,TWO WHEELER(T),Maharashtra(59),2025,Cash Van,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Fire Tenders,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Fire Tenders,21
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Fire Tenders,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Fire Tenders,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Fire Tenders,1
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Fire Tenders,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Fire Tenders,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Fire Tenders,11
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Fire Tenders,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Fire Tenders,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Fire Tenders,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Fire Tenders,0
13,THREE WHEELER(T),Maharashtra(59),2025,Fire Tenders,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Fire Tenders,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Fire Tenders,0
16,TWO WHEELER(T),Maharashtra(59),2025,Fire Tenders,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Snorked Ladders,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Snorked Ladders,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Snorked Ladders,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Snorked Ladders,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Snorked Ladders,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Snorked Ladders,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Snorked Ladders,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Snorked Ladders,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Snorked Ladders,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Snorked Ladders,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Snorked Ladders,1
12,THREE WHEELER(NT),Maharashtra(59),2025,Snorked Ladders,0
13,THREE WHEELER(T),Maharashtra(59),2025,Snorked Ladders,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Snorked Ladders,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Snorked Ladders,0
16,TWO WHEELER(T),Maharashtra(59),2025,Snorked Ladders,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Auxiliary Trailer,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Auxiliary Trailer,351
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Auxiliary Trailer,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Auxiliary Trailer,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Auxiliary Trailer,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Auxiliary Trailer,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Auxiliary Trailer,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Auxiliary Trailer,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Auxiliary Trailer,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Auxiliary Trailer,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Auxiliary Trailer,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Auxiliary Trailer,0
13,THREE WHEELER(T),Maharashtra(59),2025,Auxiliary Trailer,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Auxiliary Trailer,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Auxiliary Trailer,0
16,TWO WHEELER(T),Maharashtra(59),2025,Auxiliary Trailer,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Fire Fighting Vehicle,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Fire Fighting Vehicle,53
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Fire Fighting Vehicle,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Fire Fighting Vehicle,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Fire Fighting Vehicle,87
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Fire Fighting Vehicle,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Fire Fighting Vehicle,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Fire Fighting Vehicle,4
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Fire Fighting Vehicle,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Fire Fighting Vehicle,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Fire Fighting Vehicle,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Fire Fighting Vehicle,0
13,THREE WHEELER(T),Maharashtra(59),2025,Fire Fighting Vehicle,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Fire Fighting Vehicle,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Fire Fighting Vehicle,0
16,TWO WHEELER(T),Maharashtra(59),2025,Fire Fighting Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Articulated Vehicle,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Articulated Vehicle,"1,856"
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Articulated Vehicle,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Articulated Vehicle,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Articulated Vehicle,2
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Articulated Vehicle,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Articulated Vehicle,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Articulated Vehicle,1
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Articulated Vehicle,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Articulated Vehicle,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Articulated Vehicle,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Articulated Vehicle,0
13,THREE WHEELER(T),Maharashtra(59),2025,Articulated Vehicle,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Articulated Vehicle,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Articulated Vehicle,0
16,TWO WHEELER(T),Maharashtra(59),2025,Articulated Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Hearses,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Hearses,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Hearses,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Hearses,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Hearses,110
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Hearses,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Hearses,2
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Hearses,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Hearses,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Hearses,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Hearses,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Hearses,0
13,THREE WHEELER(T),Maharashtra(59),2025,Hearses,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Hearses,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Hearses,0
16,TWO WHEELER(T),Maharashtra(59),2025,Hearses,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Omni Bus,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Omni Bus,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Omni Bus,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Omni Bus,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Omni Bus,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Omni Bus,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Omni Bus,4
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Omni Bus,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Omni Bus,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Omni Bus,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Omni Bus,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Omni Bus,0
13,THREE WHEELER(T),Maharashtra(59),2025,Omni Bus,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Omni Bus,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Omni Bus,0
16,TWO WHEELER(T),Maharashtra(59),2025,Omni Bus,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Dumper,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Dumper,797
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Dumper,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Dumper,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Dumper,20
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Dumper,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Dumper,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Dumper,319
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Dumper,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Dumper,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Dumper,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Dumper,0
13,THREE WHEELER(T),Maharashtra(59),2025,Dumper,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Dumper,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Dumper,0
16,TWO WHEELER(T),Maharashtra(59),2025,Dumper,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Excavator (Commercial),0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Excavator (Commercial),0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Excavator (Commercial),0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Excavator (Commercial),0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Excavator (Commercial),0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Excavator (Commercial),0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Excavator (Commercial),0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Excavator (Commercial),0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Excavator (Commercial),0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Excavator (Commercial),0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Excavator (Commercial),0
12,THREE WHEELER(NT),Maharashtra(59),2025,Excavator (Commercial),0
13,THREE WHEELER(T),Maharashtra(59),2025,Excavator (Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Excavator (Commercial),0
15,TWO WHEELER(NT),Maharashtra(59),2025,Excavator (Commercial),0
16,TWO WHEELER(T),Maharashtra(59),2025,Excavator (Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Trailer (Commercial),0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Trailer (Commercial),21
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Trailer (Commercial),0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Trailer (Commercial),0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Trailer (Commercial),163
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Trailer (Commercial),0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Trailer (Commercial),0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Trailer (Commercial),3
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Trailer (Commercial),0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Trailer (Commercial),0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Trailer (Commercial),0
12,THREE WHEELER(NT),Maharashtra(59),2025,Trailer (Commercial),0
13,THREE WHEELER(T),Maharashtra(59),2025,Trailer (Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Trailer (Commercial),0
15,TWO WHEELER(NT),Maharashtra(59),2025,Trailer (Commercial),0
16,TWO WHEELER(T),Maharashtra(59),2025,Trailer (Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Tractor-Trolley(Commercial),0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Tractor-Trolley(Commercial),0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Tractor-Trolley(Commercial),0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Tractor-Trolley(Commercial),0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Tractor-Trolley(Commercial),0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Tractor-Trolley(Commercial),0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Tractor-Trolley(Commercial),0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Tractor-Trolley(Commercial),0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Tractor-Trolley(Commercial),0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Tractor-Trolley(Commercial),0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Tractor-Trolley(Commercial),0
12,THREE WHEELER(NT),Maharashtra(59),2025,Tractor-Trolley(Commercial),0
13,THREE WHEELER(T),Maharashtra(59),2025,Tractor-Trolley(Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Tractor-Trolley(Commercial),0
15,TWO WHEELER(NT),Maharashtra(59),2025,Tractor-Trolley(Commercial),0
16,TWO WHEELER(T),Maharashtra(59),2025,Tractor-Trolley(Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Semi-Trailer (Commercial),0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Semi-Trailer (Commercial),396
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Semi-Trailer (Commercial),0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Semi-Trailer (Commercial),0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Semi-Trailer (Commercial),0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Semi-Trailer (Commercial),0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Semi-Trailer (Commercial),0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Semi-Trailer (Commercial),5
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Semi-Trailer (Commercial),0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Semi-Trailer (Commercial),0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Semi-Trailer (Commercial),0
12,THREE WHEELER(NT),Maharashtra(59),2025,Semi-Trailer (Commercial),0
13,THREE WHEELER(T),Maharashtra(59),2025,Semi-Trailer (Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Semi-Trailer (Commercial),0
15,TWO WHEELER(NT),Maharashtra(59),2025,Semi-Trailer (Commercial),0
16,TWO WHEELER(T),Maharashtra(59),2025,Semi-Trailer (Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),9
12,THREE WHEELER(NT),Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
13,THREE WHEELER(T),Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
15,TWO WHEELER(NT),Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
16,TWO WHEELER(T),Maharashtra(59),2025,Construction Equipment Vehicle (Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Quadricycle (Commercial),0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Quadricycle (Commercial),0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Quadricycle (Commercial),0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Quadricycle (Commercial),0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Quadricycle (Commercial),0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Quadricycle (Commercial),0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Quadricycle (Commercial),0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Quadricycle (Commercial),0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Quadricycle (Commercial),0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Quadricycle (Commercial),0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Quadricycle (Commercial),0
12,THREE WHEELER(NT),Maharashtra(59),2025,Quadricycle (Commercial),0
13,THREE WHEELER(T),Maharashtra(59),2025,Quadricycle (Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Quadricycle (Commercial),0
15,TWO WHEELER(NT),Maharashtra(59),2025,Quadricycle (Commercial),0
16,TWO WHEELER(T),Maharashtra(59),2025,Quadricycle (Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Modular Hydraulic Trailer,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Modular Hydraulic Trailer,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Modular Hydraulic Trailer,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Modular Hydraulic Trailer,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Modular Hydraulic Trailer,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Modular Hydraulic Trailer,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Modular Hydraulic Trailer,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Modular Hydraulic Trailer,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Modular Hydraulic Trailer,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Modular Hydraulic Trailer,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Modular Hydraulic Trailer,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Modular Hydraulic Trailer,0
13,THREE WHEELER(T),Maharashtra(59),2025,Modular Hydraulic Trailer,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Modular Hydraulic Trailer,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Modular Hydraulic Trailer,0
16,TWO WHEELER(T),Maharashtra(59),2025,Modular Hydraulic Trailer,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Vintage Motor Vehicle,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Vintage Motor Vehicle,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Vintage Motor Vehicle,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Vintage Motor Vehicle,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Vintage Motor Vehicle,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Vintage Motor Vehicle,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Vintage Motor Vehicle,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Vintage Motor Vehicle,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Vintage Motor Vehicle,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Vintage Motor Vehicle,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Vintage Motor Vehicle,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Vintage Motor Vehicle,0
13,THREE WHEELER(T),Maharashtra(59),2025,Vintage Motor Vehicle,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Vintage Motor Vehicle,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Vintage Motor Vehicle,0
16,TWO WHEELER(T),Maharashtra(59),2025,Vintage Motor Vehicle,0
1,HEAVY GOODS VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter,0
2,HEAVY MOTOR VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter,0
3,HEAVY PASSENGER VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter,0
4,LIGHT GOODS VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter,0
5,LIGHT MOTOR VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter,0
6,LIGHT PASSENGER VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter,0
7,MEDIUM GOODS VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter,0
8,MEDIUM MOTOR VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter,0
9,MEDIUM PASSENGER VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter,0
10,OTHER THAN MENTIONED ABOVE,Meghalaya(15),2025,M-Cycle/Scooter,0
11,THREE WHEELER(NT),Meghalaya(15),2025,M-Cycle/Scooter,0
12,THREE WHEELER(T),Meghalaya(15),2025,M-Cycle/Scooter,0
13,TWO WHEELER(NT),Meghalaya(15),2025,M-Cycle/Scooter,"24,468"
14,TWO WHEELER(T),Meghalaya(15),2025,M-Cycle/Scooter,0
1,HEAVY GOODS VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter-With Side Car,0
2,HEAVY MOTOR VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter-With Side Car,0
3,HEAVY PASSENGER VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter-With Side Car,0
4,LIGHT GOODS VEHICLE,Meghalaya(15),2025,M-Cycle/Scooter-With Side Car,0
