S No,Fuel,State,Year,Month Wise,Value
17,PETROL/HYBRID/CNG,Karnataka(68),2025,AUG,0
18,PETROL/LPG,Karnataka(68),2025,AUG,1
19,PLUG-IN HYBRID EV,Karnataka(68),2025,AUG,0
20,PURE EV,Karnataka(68),2025,AUG,"14,276"
21,STRONG HYBRID EV,Karnataka(68),2025,AUG,"1,195"
1,CNG ONLY,Karnataka(68),2025,SEP,"3,994"
2,DIESEL,Karnataka(68),2025,SEP,"14,730"
3,DIESEL/HYBRID,Karnataka(68),2025,SEP,100
4,DUAL DIESEL/LNG,Karnataka(68),2025,SEP,0
5,ELECTRIC(BOV),Karnataka(68),2025,SEP,"3,653"
6,ETHANOL,Karnataka(68),2025,SEP,2
7,LNG,Karnataka(68),2025,SEP,0
8,LPG ONLY,Karnataka(68),2025,SEP,454
9,NOT APPLICABLE,Karnataka(68),2025,SEP,"1,453"
10,PETROL,Karnataka(68),2025,SEP,"55,512"
11,PETROL/CNG,Karnataka(68),2025,SEP,"2,698"
12,PETROL(E20)/CNG,Karnataka(68),2025,SEP,16
13,PETROL(E20)/HYBRID,Karnataka(68),2025,SEP,13
14,PETROL(E20)/HYBRID/CNG,Karnataka(68),2025,SEP,0
15,PETROL/ETHANOL,Karnataka(68),2025,SEP,"40,316"
16,PETROL/HYBRID,Karnataka(68),2025,SEP,"1,308"
17,PETROL/HYBRID/CNG,Karnataka(68),2025,SEP,1
18,PETROL/LPG,Karnataka(68),2025,SEP,0
19,PLUG-IN HYBRID EV,Karnataka(68),2025,SEP,0
20,PURE EV,Karnataka(68),2025,SEP,"14,285"
21,STRONG HYBRID EV,Karnataka(68),2025,SEP,908
1,CNG ONLY,Karnataka(68),2025,OCT,"5,452"
2,DIESEL,Karnataka(68),2025,OCT,"20,287"
3,DIESEL/HYBRID,Karnataka(68),2025,OCT,145
4,DUAL DIESEL/LNG,Karnataka(68),2025,OCT,0
5,ELECTRIC(BOV),Karnataka(68),2025,OCT,"4,489"
6,ETHANOL,Karnataka(68),2025,OCT,0
7,LNG,Karnataka(68),2025,OCT,0
8,LPG ONLY,Karnataka(68),2025,OCT,617
9,NOT APPLICABLE,Karnataka(68),2025,OCT,"1,298"
10,PETROL,Karnataka(68),2025,OCT,"1,20,154"
11,PETROL/CNG,Karnataka(68),2025,OCT,"5,462"
12,PETROL(E20)/CNG,Karnataka(68),2025,OCT,143
13,PETROL(E20)/HYBRID,Karnataka(68),2025,OCT,228
14,PETROL(E20)/HYBRID/CNG,Karnataka(68),2025,OCT,0
15,PETROL/ETHANOL,Karnataka(68),2025,OCT,"77,484"
16,PETROL/HYBRID,Karnataka(68),2025,OCT,"1,864"
17,PETROL/HYBRID/CNG,Karnataka(68),2025,OCT,0
18,PETROL/LPG,Karnataka(68),2025,OCT,0
19,PLUG-IN HYBRID EV,Karnataka(68),2025,OCT,0
20,PURE EV,Karnataka(68),2025,OCT,"17,853"
21,STRONG HYBRID EV,Karnataka(68),2025,OCT,"1,166"
1,CNG ONLY,Karnataka(68),2025,NOV,"4,576"
2,DIESEL,Karnataka(68),2025,NOV,"19,096"
3,DIESEL/HYBRID,Karnataka(68),2025,NOV,79
4,DUAL DIESEL/LNG,Karnataka(68),2025,NOV,0
5,ELECTRIC(BOV),Karnataka(68),2025,NOV,"3,278"
6,ETHANOL,Karnataka(68),2025,NOV,0
7,LNG,Karnataka(68),2025,NOV,0
8,LPG ONLY,Karnataka(68),2025,NOV,660
9,NOT APPLICABLE,Karnataka(68),2025,NOV,"1,610"
10,PETROL,Karnataka(68),2025,NOV,"60,229"
11,PETROL/CNG,Karnataka(68),2025,NOV,"1,331"
12,PETROL(E20)/CNG,Karnataka(68),2025,NOV,"2,672"
13,PETROL(E20)/HYBRID,Karnataka(68),2025,NOV,"1,332"
14,PETROL(E20)/HYBRID/CNG,Karnataka(68),2025,NOV,0
15,PETROL/ETHANOL,Karnataka(68),2025,NOV,"70,750"
16,PETROL/HYBRID,Karnataka(68),2025,NOV,683
17,PETROL/HYBRID/CNG,Karnataka(68),2025,NOV,0
18,PETROL/LPG,Karnataka(68),2025,NOV,0
19,PLUG-IN HYBRID EV,Karnataka(68),2025,NOV,0
20,PURE EV,Karnataka(68),2025,NOV,"14,258"
21,STRONG HYBRID EV,Karnataka(68),2025,NOV,"1,001"
1,CNG ONLY,Karnataka(68),2025,DEC,"3,216"
2,DIESEL,Karnataka(68),2025,DEC,"16,508"
3,DIESEL/HYBRID,Karnataka(68),2025,DEC,82
4,DUAL DIESEL/LNG,Karnataka(68),2025,DEC,0
5,ELECTRIC(BOV),Karnataka(68),2025,DEC,"3,272"
6,ETHANOL,Karnataka(68),2025,DEC,0
7,LNG,Karnataka(68),2025,DEC,0
8,LPG ONLY,Karnataka(68),2025,DEC,432
9,NOT APPLICABLE,Karnataka(68),2025,DEC,"1,118"
10,PETROL,Karnataka(68),2025,DEC,"27,541"
11,PETROL/CNG,Karnataka(68),2025,DEC,677
12,PETROL(E20)/CNG,Karnataka(68),2025,DEC,"2,141"
13,PETROL(E20)/HYBRID,Karnataka(68),2025,DEC,"1,313"
14,PETROL(E20)/HYBRID/CNG,Karnataka(68),2025,DEC,0
15,PETROL/ETHANOL,Karnataka(68),2025,DEC,"62,125"
16,PETROL/HYBRID,Karnataka(68),2025,DEC,437
17,PETROL/HYBRID/CNG,Karnataka(68),2025,DEC,0
18,PETROL/LPG,Karnataka(68),2025,DEC,0
19,PLUG-IN HYBRID EV,Karnataka(68),2025,DEC,0
20,PURE EV,Karnataka(68),2025,DEC,"11,475"
21,STRONG HYBRID EV,Karnataka(68),2025,DEC,811
1,CNG ONLY,Kerala(87),2025,JAN,"1,114"
2,DIESEL,Kerala(87),2025,JAN,"5,740"
3,DIESEL/HYBRID,Kerala(87),2025,JAN,27
4,ELECTRIC(BOV),Kerala(87),2025,JAN,"2,617"
5,ETHANOL,Kerala(87),2025,JAN,9
6,LPG ONLY,Kerala(87),2025,JAN,5
7,METHANOL,Kerala(87),2025,JAN,0
8,NOT APPLICABLE,Kerala(87),2025,JAN,3
9,PETROL,Kerala(87),2025,JAN,"51,555"
10,PETROL/CNG,Kerala(87),2025,JAN,891
11,PETROL(E20)/CNG,Kerala(87),2025,JAN,0
12,PETROL(E20)/HYBRID,Kerala(87),2025,JAN,0
13,PETROL/ETHANOL,Kerala(87),2025,JAN,"4,108"
14,PETROL/HYBRID,Kerala(87),2025,JAN,"2,160"
15,PETROL/HYBRID/CNG,Kerala(87),2025,JAN,0
16,PETROL/LPG,Kerala(87),2025,JAN,0
17,PLUG-IN HYBRID EV,Kerala(87),2025,JAN,1
18,PURE EV,Kerala(87),2025,JAN,"5,496"
19,STRONG HYBRID EV,Kerala(87),2025,JAN,648
1,CNG ONLY,Kerala(87),2025,FEB,831
2,DIESEL,Kerala(87),2025,FEB,"4,543"
3,DIESEL/HYBRID,Kerala(87),2025,FEB,19
4,ELECTRIC(BOV),Kerala(87),2025,FEB,"1,891"
5,ETHANOL,Kerala(87),2025,FEB,6
6,LPG ONLY,Kerala(87),2025,FEB,0
7,METHANOL,Kerala(87),2025,FEB,0
8,NOT APPLICABLE,Kerala(87),2025,FEB,0
9,PETROL,Kerala(87),2025,FEB,"38,507"
10,PETROL/CNG,Kerala(87),2025,FEB,618
11,PETROL(E20)/CNG,Kerala(87),2025,FEB,1
12,PETROL(E20)/HYBRID,Kerala(87),2025,FEB,0
13,PETROL/ETHANOL,Kerala(87),2025,FEB,"3,488"
14,PETROL/HYBRID,Kerala(87),2025,FEB,"1,340"
15,PETROL/HYBRID/CNG,Kerala(87),2025,FEB,0
16,PETROL/LPG,Kerala(87),2025,FEB,0
17,PLUG-IN HYBRID EV,Kerala(87),2025,FEB,0
18,PURE EV,Kerala(87),2025,FEB,"4,678"
19,STRONG HYBRID EV,Kerala(87),2025,FEB,530
1,CNG ONLY,Kerala(87),2025,MAR,824
2,DIESEL,Kerala(87),2025,MAR,"4,993"
3,DIESEL/HYBRID,Kerala(87),2025,MAR,17
4,ELECTRIC(BOV),Kerala(87),2025,MAR,"2,121"
5,ETHANOL,Kerala(87),2025,MAR,9
6,LPG ONLY,Kerala(87),2025,MAR,3
7,METHANOL,Kerala(87),2025,MAR,0
8,NOT APPLICABLE,Kerala(87),2025,MAR,0
9,PETROL,Kerala(87),2025,MAR,"42,947"
10,PETROL/CNG,Kerala(87),2025,MAR,635
11,PETROL(E20)/CNG,Kerala(87),2025,MAR,0
12,PETROL(E20)/HYBRID,Kerala(87),2025,MAR,0
13,PETROL/ETHANOL,Kerala(87),2025,MAR,"5,544"
14,PETROL/HYBRID,Kerala(87),2025,MAR,"1,352"
15,PETROL/HYBRID/CNG,Kerala(87),2025,MAR,0
16,PETROL/LPG,Kerala(87),2025,MAR,0
17,PLUG-IN HYBRID EV,Kerala(87),2025,MAR,0
18,PURE EV,Kerala(87),2025,MAR,"7,906"
19,STRONG HYBRID EV,Kerala(87),2025,MAR,589
1,CNG ONLY,Kerala(87),2025,APR,697
2,DIESEL,Kerala(87),2025,APR,"5,100"
3,DIESEL/HYBRID,Kerala(87),2025,APR,31
4,ELECTRIC(BOV),Kerala(87),2025,APR,"1,717"
5,ETHANOL,Kerala(87),2025,APR,8
6,LPG ONLY,Kerala(87),2025,APR,0
7,METHANOL,Kerala(87),2025,APR,1
8,NOT APPLICABLE,Kerala(87),2025,APR,0
9,PETROL,Kerala(87),2025,APR,"38,740"
10,PETROL/CNG,Kerala(87),2025,APR,824
11,PETROL(E20)/CNG,Kerala(87),2025,APR,0
12,PETROL(E20)/HYBRID,Kerala(87),2025,APR,0
13,PETROL/ETHANOL,Kerala(87),2025,APR,"9,704"
14,PETROL/HYBRID,Kerala(87),2025,APR,"1,848"
15,PETROL/HYBRID/CNG,Kerala(87),2025,APR,0
16,PETROL/LPG,Kerala(87),2025,APR,0
17,PLUG-IN HYBRID EV,Kerala(87),2025,APR,0
18,PURE EV,Kerala(87),2025,APR,"5,983"
19,STRONG HYBRID EV,Kerala(87),2025,APR,722
1,CNG ONLY,Kerala(87),2025,MAY,775
2,DIESEL,Kerala(87),2025,MAY,"5,669"
3,DIESEL/HYBRID,Kerala(87),2025,MAY,27
4,ELECTRIC(BOV),Kerala(87),2025,MAY,"1,879"
5,ETHANOL,Kerala(87),2025,MAY,7
6,LPG ONLY,Kerala(87),2025,MAY,0
7,METHANOL,Kerala(87),2025,MAY,0
8,NOT APPLICABLE,Kerala(87),2025,MAY,0
9,PETROL,Kerala(87),2025,MAY,"37,352"
10,PETROL/CNG,Kerala(87),2025,MAY,802
11,PETROL(E20)/CNG,Kerala(87),2025,MAY,0
12,PETROL(E20)/HYBRID,Kerala(87),2025,MAY,0
13,PETROL/ETHANOL,Kerala(87),2025,MAY,"13,785"
14,PETROL/HYBRID,Kerala(87),2025,MAY,"1,604"
15,PETROL/HYBRID/CNG,Kerala(87),2025,MAY,1
16,PETROL/LPG,Kerala(87),2025,MAY,0
17,PLUG-IN HYBRID EV,Kerala(87),2025,MAY,0
18,PURE EV,Kerala(87),2025,MAY,"7,069"
19,STRONG HYBRID EV,Kerala(87),2025,MAY,772
1,CNG ONLY,Kerala(87),2025,JUN,760
2,DIESEL,Kerala(87),2025,JUN,"5,788"
3,DIESEL/HYBRID,Kerala(87),2025,JUN,27
4,ELECTRIC(BOV),Kerala(87),2025,JUN,"1,951"
5,ETHANOL,Kerala(87),2025,JUN,8
6,LPG ONLY,Kerala(87),2025,JUN,1
7,METHANOL,Kerala(87),2025,JUN,0
8,NOT APPLICABLE,Kerala(87),2025,JUN,0
9,PETROL,Kerala(87),2025,JUN,"33,557"
10,PETROL/CNG,Kerala(87),2025,JUN,814
11,PETROL(E20)/CNG,Kerala(87),2025,JUN,0
12,PETROL(E20)/HYBRID,Kerala(87),2025,JUN,0
13,PETROL/ETHANOL,Kerala(87),2025,JUN,"14,476"
14,PETROL/HYBRID,Kerala(87),2025,JUN,"1,551"
15,PETROL/HYBRID/CNG,Kerala(87),2025,JUN,0
16,PETROL/LPG,Kerala(87),2025,JUN,0
17,PLUG-IN HYBRID EV,Kerala(87),2025,JUN,0
18,PURE EV,Kerala(87),2025,JUN,"6,747"
19,STRONG HYBRID EV,Kerala(87),2025,JUN,770
1,CNG ONLY,Kerala(87),2025,JUL,775
2,DIESEL,Kerala(87),2025,JUL,"5,855"
3,DIESEL/HYBRID,Kerala(87),2025,JUL,49
4,ELECTRIC(BOV),Kerala(87),2025,JUL,"1,976"
5,ETHANOL,Kerala(87),2025,JUL,4
6,LPG ONLY,Kerala(87),2025,JUL,0
7,METHANOL,Kerala(87),2025,JUL,0
8,NOT APPLICABLE,Kerala(87),2025,JUL,0
9,PETROL,Kerala(87),2025,JUL,"34,190"
10,PETROL/CNG,Kerala(87),2025,JUL,869
11,PETROL(E20)/CNG,Kerala(87),2025,JUL,0
12,PETROL(E20)/HYBRID,Kerala(87),2025,JUL,0
13,PETROL/ETHANOL,Kerala(87),2025,JUL,"15,617"
14,PETROL/HYBRID,Kerala(87),2025,JUL,"1,502"
15,PETROL/HYBRID/CNG,Kerala(87),2025,JUL,0
16,PETROL/LPG,Kerala(87),2025,JUL,0
17,PLUG-IN HYBRID EV,Kerala(87),2025,JUL,0
18,PURE EV,Kerala(87),2025,JUL,"6,929"
19,STRONG HYBRID EV,Kerala(87),2025,JUL,777
1,CNG ONLY,Kerala(87),2025,AUG,929
2,DIESEL,Kerala(87),2025,AUG,"6,343"
3,DIESEL/HYBRID,Kerala(87),2025,AUG,43
4,ELECTRIC(BOV),Kerala(87),2025,AUG,"2,100"
5,ETHANOL,Kerala(87),2025,AUG,15
6,LPG ONLY,Kerala(87),2025,AUG,3
7,METHANOL,Kerala(87),2025,AUG,0
8,NOT APPLICABLE,Kerala(87),2025,AUG,0
9,PETROL,Kerala(87),2025,AUG,"43,256"
10,PETROL/CNG,Kerala(87),2025,AUG,"1,338"
11,PETROL(E20)/CNG,Kerala(87),2025,AUG,1
12,PETROL(E20)/HYBRID,Kerala(87),2025,AUG,0
13,PETROL/ETHANOL,Kerala(87),2025,AUG,"22,421"
14,PETROL/HYBRID,Kerala(87),2025,AUG,"1,673"
15,PETROL/HYBRID/CNG,Kerala(87),2025,AUG,0
16,PETROL/LPG,Kerala(87),2025,AUG,0
17,PLUG-IN HYBRID EV,Kerala(87),2025,AUG,0
18,PURE EV,Kerala(87),2025,AUG,"8,827"
19,STRONG HYBRID EV,Kerala(87),2025,AUG,814
1,CNG ONLY,Kerala(87),2025,SEP,711
2,DIESEL,Kerala(87),2025,SEP,"5,227"
3,DIESEL/HYBRID,Kerala(87),2025,SEP,50
4,ELECTRIC(BOV),Kerala(87),2025,SEP,"1,826"
5,ETHANOL,Kerala(87),2025,SEP,11
6,LPG ONLY,Kerala(87),2025,SEP,0
7,METHANOL,Kerala(87),2025,SEP,0
8,NOT APPLICABLE,Kerala(87),2025,SEP,0
9,PETROL,Kerala(87),2025,SEP,"35,516"
10,PETROL/CNG,Kerala(87),2025,SEP,877
11,PETROL(E20)/CNG,Kerala(87),2025,SEP,4
12,PETROL(E20)/HYBRID,Kerala(87),2025,SEP,0
13,PETROL/ETHANOL,Kerala(87),2025,SEP,"20,050"
14,PETROL/HYBRID,Kerala(87),2025,SEP,"1,615"
15,PETROL/HYBRID/CNG,Kerala(87),2025,SEP,0
16,PETROL/LPG,Kerala(87),2025,SEP,1
17,PLUG-IN HYBRID EV,Kerala(87),2025,SEP,0
18,PURE EV,Kerala(87),2025,SEP,"8,093"
19,STRONG HYBRID EV,Kerala(87),2025,SEP,805
1,CNG ONLY,Kerala(87),2025,OCT,949
2,DIESEL,Kerala(87),2025,OCT,"7,199"
3,DIESEL/HYBRID,Kerala(87),2025,OCT,71
4,ELECTRIC(BOV),Kerala(87),2025,OCT,"1,720"
5,ETHANOL,Kerala(87),2025,OCT,7
6,LPG ONLY,Kerala(87),2025,OCT,3
7,METHANOL,Kerala(87),2025,OCT,0
8,NOT APPLICABLE,Kerala(87),2025,OCT,0
9,PETROL,Kerala(87),2025,OCT,"50,578"
10,PETROL/CNG,Kerala(87),2025,OCT,"1,956"
11,PETROL(E20)/CNG,Kerala(87),2025,OCT,13
12,PETROL(E20)/HYBRID,Kerala(87),2025,OCT,39
13,PETROL/ETHANOL,Kerala(87),2025,OCT,"26,286"
14,PETROL/HYBRID,Kerala(87),2025,OCT,"1,831"
15,PETROL/HYBRID/CNG,Kerala(87),2025,OCT,0
16,PETROL/LPG,Kerala(87),2025,OCT,0
17,PLUG-IN HYBRID EV,Kerala(87),2025,OCT,0
18,PURE EV,Kerala(87),2025,OCT,"7,564"
19,STRONG HYBRID EV,Kerala(87),2025,OCT,806
1,CNG ONLY,Kerala(87),2025,NOV,930
2,DIESEL,Kerala(87),2025,NOV,"6,869"
3,DIESEL/HYBRID,Kerala(87),2025,NOV,47
4,ELECTRIC(BOV),Kerala(87),2025,NOV,"1,484"
5,ETHANOL,Kerala(87),2025,NOV,3
6,LPG ONLY,Kerala(87),2025,NOV,3
7,METHANOL,Kerala(87),2025,NOV,0
8,NOT APPLICABLE,Kerala(87),2025,NOV,0
9,PETROL,Kerala(87),2025,NOV,"26,251"
10,PETROL/CNG,Kerala(87),2025,NOV,798
11,PETROL(E20)/CNG,Kerala(87),2025,NOV,659
12,PETROL(E20)/HYBRID,Kerala(87),2025,NOV,558
13,PETROL/ETHANOL,Kerala(87),2025,NOV,"31,262"
14,PETROL/HYBRID,Kerala(87),2025,NOV,"1,226"
15,PETROL/HYBRID/CNG,Kerala(87),2025,NOV,0
16,PETROL/LPG,Kerala(87),2025,NOV,0
17,PLUG-IN HYBRID EV,Kerala(87),2025,NOV,0
18,PURE EV,Kerala(87),2025,NOV,"7,340"
19,STRONG HYBRID EV,Kerala(87),2025,NOV,800
1,CNG ONLY,Kerala(87),2025,DEC,791
2,DIESEL,Kerala(87),2025,DEC,"6,777"
3,DIESEL/HYBRID,Kerala(87),2025,DEC,42
4,ELECTRIC(BOV),Kerala(87),2025,DEC,"1,128"
5,ETHANOL,Kerala(87),2025,DEC,2
6,LPG ONLY,Kerala(87),2025,DEC,0
7,METHANOL,Kerala(87),2025,DEC,0
8,NOT APPLICABLE,Kerala(87),2025,DEC,0
9,PETROL,Kerala(87),2025,DEC,"18,141"
10,PETROL/CNG,Kerala(87),2025,DEC,150
11,PETROL(E20)/CNG,Kerala(87),2025,DEC,"1,273"
12,PETROL(E20)/HYBRID,Kerala(87),2025,DEC,"1,181"
13,PETROL/ETHANOL,Kerala(87),2025,DEC,"40,326"
14,PETROL/HYBRID,Kerala(87),2025,DEC,747
15,PETROL/HYBRID/CNG,Kerala(87),2025,DEC,0
16,PETROL/LPG,Kerala(87),2025,DEC,0
17,PLUG-IN HYBRID EV,Kerala(87),2025,DEC,0
18,PURE EV,Kerala(87),2025,DEC,"7,806"
19,STRONG HYBRID EV,Kerala(87),2025,DEC,703
1,DIESEL,Ladakh(3),2025,JAN,84
2,DIESEL/HYBRID,Ladakh(3),2025,JAN,0
3,FUEL CELL HYDROGEN,Ladakh(3),2025,JAN,0
4,PETROL,Ladakh(3),2025,JAN,152
5,PETROL/CNG,Ladakh(3),2025,JAN,0
6,PETROL(E20)/HYBRID,Ladakh(3),2025,JAN,0
7,PETROL/ETHANOL,Ladakh(3),2025,JAN,0
8,PETROL/HYBRID,Ladakh(3),2025,JAN,10
9,PURE EV,Ladakh(3),2025,JAN,0
10,STRONG HYBRID EV,Ladakh(3),2025,JAN,0
1,DIESEL,Ladakh(3),2025,FEB,71
2,DIESEL/HYBRID,Ladakh(3),2025,FEB,0
3,FUEL CELL HYDROGEN,Ladakh(3),2025,FEB,0
4,PETROL,Ladakh(3),2025,FEB,58
5,PETROL/CNG,Ladakh(3),2025,FEB,0
6,PETROL(E20)/HYBRID,Ladakh(3),2025,FEB,0
7,PETROL/ETHANOL,Ladakh(3),2025,FEB,0
8,PETROL/HYBRID,Ladakh(3),2025,FEB,9
9,PURE EV,Ladakh(3),2025,FEB,0
10,STRONG HYBRID EV,Ladakh(3),2025,FEB,0
1,DIESEL,Ladakh(3),2025,MAR,138
2,DIESEL/HYBRID,Ladakh(3),2025,MAR,0
3,FUEL CELL HYDROGEN,Ladakh(3),2025,MAR,1
4,PETROL,Ladakh(3),2025,MAR,57
5,PETROL/CNG,Ladakh(3),2025,MAR,0
6,PETROL(E20)/HYBRID,Ladakh(3),2025,MAR,0
7,PETROL/ETHANOL,Ladakh(3),2025,MAR,6
8,PETROL/HYBRID,Ladakh(3),2025,MAR,7
9,PURE EV,Ladakh(3),2025,MAR,0
10,STRONG HYBRID EV,Ladakh(3),2025,MAR,1
1,DIESEL,Ladakh(3),2025,APR,151
2,DIESEL/HYBRID,Ladakh(3),2025,APR,0
3,FUEL CELL HYDROGEN,Ladakh(3),2025,APR,0
4,PETROL,Ladakh(3),2025,APR,87
5,PETROL/CNG,Ladakh(3),2025,APR,0
6,PETROL(E20)/HYBRID,Ladakh(3),2025,APR,0
7,PETROL/ETHANOL,Ladakh(3),2025,APR,26
8,PETROL/HYBRID,Ladakh(3),2025,APR,30
9,PURE EV,Ladakh(3),2025,APR,0
10,STRONG HYBRID EV,Ladakh(3),2025,APR,0
1,DIESEL,Ladakh(3),2025,MAY,285
2,DIESEL/HYBRID,Ladakh(3),2025,MAY,0
3,FUEL CELL HYDROGEN,Ladakh(3),2025,MAY,3
4,PETROL,Ladakh(3),2025,MAY,182
5,PETROL/CNG,Ladakh(3),2025,MAY,0
6,PETROL(E20)/HYBRID,Ladakh(3),2025,MAY,0
7,PETROL/ETHANOL,Ladakh(3),2025,MAY,49
8,PETROL/HYBRID,Ladakh(3),2025,MAY,48
9,PURE EV,Ladakh(3),2025,MAY,0
10,STRONG HYBRID EV,Ladakh(3),2025,MAY,0
1,DIESEL,Ladakh(3),2025,JUN,294
2,DIESEL/HYBRID,Ladakh(3),2025,JUN,0
3,FUEL CELL HYDROGEN,Ladakh(3),2025,JUN,0
4,PETROL,Ladakh(3),2025,JUN,192
5,PETROL/CNG,Ladakh(3),2025,JUN,0
6,PETROL(E20)/HYBRID,Ladakh(3),2025,JUN,0
7,PETROL/ETHANOL,Ladakh(3),2025,JUN,80
8,PETROL/HYBRID,Ladakh(3),2025,JUN,29
9,PURE EV,Ladakh(3),2025,JUN,0
10,STRONG HYBRID EV,Ladakh(3),2025,JUN,0
1,DIESEL,Ladakh(3),2025,JUL,182
2,DIESEL/HYBRID,Ladakh(3),2025,JUL,0
3,FUEL CELL HYDROGEN,Ladakh(3),2025,JUL,0
4,PETROL,Ladakh(3),2025,JUL,200
5,PETROL/CNG,Ladakh(3),2025,JUL,0
6,PETROL(E20)/HYBRID,Ladakh(3),2025,JUL,0
7,PETROL/ETHANOL,Ladakh(3),2025,JUL,101
8,PETROL/HYBRID,Ladakh(3),2025,JUL,20
9,PURE EV,Ladakh(3),2025,JUL,0
10,STRONG HYBRID EV,Ladakh(3),2025,JUL,0
1,DIESEL,Ladakh(3),2025,AUG,105
2,DIESEL/HYBRID,Ladakh(3),2025,AUG,0
3,FUEL CELL HYDROGEN,Ladakh(3),2025,AUG,1
4,PETROL,Ladakh(3),2025,AUG,163
5,PETROL/CNG,Ladakh(3),2025,AUG,0
6,PETROL(E20)/HYBRID,Ladakh(3),2025,AUG,0
7,PETROL/ETHANOL,Ladakh(3),2025,AUG,75
8,PETROL/HYBRID,Ladakh(3),2025,AUG,14
9,PURE EV,Ladakh(3),2025,AUG,1
10,STRONG HYBRID EV,Ladakh(3),2025,AUG,0
1,DIESEL,Ladakh(3),2025,SEP,80
2,DIESEL/HYBRID,Ladakh(3),2025,SEP,1
3,FUEL CELL HYDROGEN,Ladakh(3),2025,SEP,0
4,PETROL,Ladakh(3),2025,SEP,96
5,PETROL/CNG,Ladakh(3),2025,SEP,0
6,PETROL(E20)/HYBRID,Ladakh(3),2025,SEP,0
7,PETROL/ETHANOL,Ladakh(3),2025,SEP,37
8,PETROL/HYBRID,Ladakh(3),2025,SEP,16
9,PURE EV,Ladakh(3),2025,SEP,1
10,STRONG HYBRID EV,Ladakh(3),2025,SEP,0
1,DIESEL,Ladakh(3),2025,OCT,107
2,DIESEL/HYBRID,Ladakh(3),2025,OCT,1
3,FUEL CELL HYDROGEN,Ladakh(3),2025,OCT,0
4,PETROL,Ladakh(3),2025,OCT,206
5,PETROL/CNG,Ladakh(3),2025,OCT,0
6,PETROL(E20)/HYBRID,Ladakh(3),2025,OCT,1
7,PETROL/ETHANOL,Ladakh(3),2025,OCT,97
8,PETROL/HYBRID,Ladakh(3),2025,OCT,29
9,PURE EV,Ladakh(3),2025,OCT,1
10,STRONG HYBRID EV,Ladakh(3),2025,OCT,2
1,DIESEL,Ladakh(3),2025,NOV,113
2,DIESEL/HYBRID,Ladakh(3),2025,NOV,0
3,FUEL CELL HYDROGEN,Ladakh(3),2025,NOV,0
4,PETROL,Ladakh(3),2025,NOV,62
5,PETROL/CNG,Ladakh(3),2025,NOV,0
6,PETROL(E20)/HYBRID,Ladakh(3),2025,NOV,14
7,PETROL/ETHANOL,Ladakh(3),2025,NOV,147
8,PETROL/HYBRID,Ladakh(3),2025,NOV,6
9,PURE EV,Ladakh(3),2025,NOV,0
10,STRONG HYBRID EV,Ladakh(3),2025,NOV,1
1,DIESEL,Ladakh(3),2025,DEC,86
2,DIESEL/HYBRID,Ladakh(3),2025,DEC,0
3,FUEL CELL HYDROGEN,Ladakh(3),2025,DEC,0
4,PETROL,Ladakh(3),2025,DEC,16
5,PETROL/CNG,Ladakh(3),2025,DEC,1
6,PETROL(E20)/HYBRID,Ladakh(3),2025,DEC,22
7,PETROL/ETHANOL,Ladakh(3),2025,DEC,238
8,PETROL/HYBRID,Ladakh(3),2025,DEC,3
9,PURE EV,Ladakh(3),2025,DEC,0
10,STRONG HYBRID EV,Ladakh(3),2025,DEC,1
1,DIESEL,Lakshadweep(9),2025,JAN,1
2,ELECTRIC(BOV),Lakshadweep(9),2025,JAN,0
3,LPG ONLY,Lakshadweep(9),2025,JAN,0
4,PETROL,Lakshadweep(9),2025,JAN,43
5,PETROL/CNG,Lakshadweep(9),2025,JAN,0
6,PETROL/ETHANOL,Lakshadweep(9),2025,JAN,3
7,PETROL/HYBRID,Lakshadweep(9),2025,JAN,0
8,PURE EV,Lakshadweep(9),2025,JAN,1
1,DIESEL,Lakshadweep(9),2025,FEB,7
2,ELECTRIC(BOV),Lakshadweep(9),2025,FEB,3
3,LPG ONLY,Lakshadweep(9),2025,FEB,0
4,PETROL,Lakshadweep(9),2025,FEB,119
5,PETROL/CNG,Lakshadweep(9),2025,FEB,0
6,PETROL/ETHANOL,Lakshadweep(9),2025,FEB,5
7,PETROL/HYBRID,Lakshadweep(9),2025,FEB,0
8,PURE EV,Lakshadweep(9),2025,FEB,0
1,DIESEL,Lakshadweep(9),2025,MAR,12
2,ELECTRIC(BOV),Lakshadweep(9),2025,MAR,3
3,LPG ONLY,Lakshadweep(9),2025,MAR,1
4,PETROL,Lakshadweep(9),2025,MAR,113
5,PETROL/CNG,Lakshadweep(9),2025,MAR,1
6,PETROL/ETHANOL,Lakshadweep(9),2025,MAR,4
7,PETROL/HYBRID,Lakshadweep(9),2025,MAR,1
8,PURE EV,Lakshadweep(9),2025,MAR,0
1,DIESEL,Lakshadweep(9),2025,APR,13
2,ELECTRIC(BOV),Lakshadweep(9),2025,APR,3
3,LPG ONLY,Lakshadweep(9),2025,APR,0
4,PETROL,Lakshadweep(9),2025,APR,103
5,PETROL/CNG,Lakshadweep(9),2025,APR,1
6,PETROL/ETHANOL,Lakshadweep(9),2025,APR,4
7,PETROL/HYBRID,Lakshadweep(9),2025,APR,0
8,PURE EV,Lakshadweep(9),2025,APR,2
1,DIESEL,Lakshadweep(9),2025,MAY,5
