S No,Norms,State,Year,Month Wise,Value
1,BHARAT STAGE III,Bihar(48),2025,JUL,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,JUL,5
3,BHARAT STAGE III/IV,Bihar(48),2025,JUL,0
4,BHARAT STAGE IV,Bihar(48),2025,JUL,1
5,BHARAT STAGE VI,Bihar(48),2025,JUL,"79,832"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,JUL,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,JUL,"3,973"
8,CEV STAGE IV,Bihar(48),2025,JUL,0
9,CEV STAGE V,Bihar(48),2025,JUL,98
10,NOT AVAILABLE,Bihar(48),2025,JUL,"11,764"
11,TREM STAGE IV,Bihar(48),2025,JUL,34
1,BHARAT STAGE III,Bihar(48),2025,AUG,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,AUG,1
3,BHARAT STAGE III/IV,Bihar(48),2025,AUG,0
4,BHARAT STAGE IV,Bihar(48),2025,AUG,1
5,BHARAT STAGE VI,Bihar(48),2025,AUG,"67,123"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,AUG,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,AUG,"1,949"
8,CEV STAGE IV,Bihar(48),2025,AUG,6
9,CEV STAGE V,Bihar(48),2025,AUG,96
10,NOT AVAILABLE,Bihar(48),2025,AUG,"11,389"
11,TREM STAGE IV,Bihar(48),2025,AUG,40
1,BHARAT STAGE III,Bihar(48),2025,SEP,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,SEP,3
3,BHARAT STAGE III/IV,Bihar(48),2025,SEP,0
4,BHARAT STAGE IV,Bihar(48),2025,SEP,0
5,BHARAT STAGE VI,Bihar(48),2025,SEP,"49,139"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,SEP,1
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,SEP,714
8,CEV STAGE IV,Bihar(48),2025,SEP,0
9,CEV STAGE V,Bihar(48),2025,SEP,65
10,NOT AVAILABLE,Bihar(48),2025,SEP,"7,242"
11,TREM STAGE IV,Bihar(48),2025,SEP,27
1,BHARAT STAGE III,Bihar(48),2025,OCT,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,OCT,0
3,BHARAT STAGE III/IV,Bihar(48),2025,OCT,0
4,BHARAT STAGE IV,Bihar(48),2025,OCT,0
5,BHARAT STAGE VI,Bihar(48),2025,OCT,"2,17,068"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,OCT,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,OCT,"4,289"
8,CEV STAGE IV,Bihar(48),2025,OCT,2
9,CEV STAGE V,Bihar(48),2025,OCT,209
10,NOT AVAILABLE,Bihar(48),2025,OCT,"16,100"
11,TREM STAGE IV,Bihar(48),2025,OCT,83
1,BHARAT STAGE III,Bihar(48),2025,NOV,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,NOV,0
3,BHARAT STAGE III/IV,Bihar(48),2025,NOV,0
4,BHARAT STAGE IV,Bihar(48),2025,NOV,0
5,BHARAT STAGE VI,Bihar(48),2025,NOV,"2,08,061"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,NOV,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,NOV,"5,511"
8,CEV STAGE IV,Bihar(48),2025,NOV,0
9,CEV STAGE V,Bihar(48),2025,NOV,213
10,NOT AVAILABLE,Bihar(48),2025,NOV,"13,212"
11,TREM STAGE IV,Bihar(48),2025,NOV,175
1,BHARAT STAGE III,Bihar(48),2025,DEC,0
2,BHARAT STAGE III (CEV),Bihar(48),2025,DEC,2
3,BHARAT STAGE III/IV,Bihar(48),2025,DEC,0
4,BHARAT STAGE IV,Bihar(48),2025,DEC,0
5,BHARAT STAGE VI,Bihar(48),2025,DEC,"76,614"
6,BHARAT (TREM) STAGE III,Bihar(48),2025,DEC,0
7,BHARAT (TREM) STAGE III A,Bihar(48),2025,DEC,"3,987"
8,CEV STAGE IV,Bihar(48),2025,DEC,5
9,CEV STAGE V,Bihar(48),2025,DEC,124
10,NOT AVAILABLE,Bihar(48),2025,DEC,"12,782"
11,TREM STAGE IV,Bihar(48),2025,DEC,121
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,JAN,211
2,BHARAT STAGE VI,Chhattisgarh(31),2025,JAN,"57,912"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,JAN,"4,510"
4,CEV STAGE IV,Chhattisgarh(31),2025,JAN,170
5,CEV STAGE V,Chhattisgarh(31),2025,JAN,58
6,NOT AVAILABLE,Chhattisgarh(31),2025,JAN,"5,334"
7,TREM STAGE IV,Chhattisgarh(31),2025,JAN,240
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,FEB,67
2,BHARAT STAGE VI,Chhattisgarh(31),2025,FEB,"50,642"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,FEB,"3,107"
4,CEV STAGE IV,Chhattisgarh(31),2025,FEB,98
5,CEV STAGE V,Chhattisgarh(31),2025,FEB,187
6,NOT AVAILABLE,Chhattisgarh(31),2025,FEB,"3,711"
7,TREM STAGE IV,Chhattisgarh(31),2025,FEB,149
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,MAR,74
2,BHARAT STAGE VI,Chhattisgarh(31),2025,MAR,"50,466"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,MAR,"3,587"
4,CEV STAGE IV,Chhattisgarh(31),2025,MAR,75
5,CEV STAGE V,Chhattisgarh(31),2025,MAR,103
6,NOT AVAILABLE,Chhattisgarh(31),2025,MAR,"5,306"
7,TREM STAGE IV,Chhattisgarh(31),2025,MAR,164
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,APR,83
2,BHARAT STAGE VI,Chhattisgarh(31),2025,APR,"48,246"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,APR,"2,517"
4,CEV STAGE IV,Chhattisgarh(31),2025,APR,54
5,CEV STAGE V,Chhattisgarh(31),2025,APR,89
6,NOT AVAILABLE,Chhattisgarh(31),2025,APR,"4,635"
7,TREM STAGE IV,Chhattisgarh(31),2025,APR,155
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,MAY,55
2,BHARAT STAGE VI,Chhattisgarh(31),2025,MAY,"43,286"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,MAY,"3,059"
4,CEV STAGE IV,Chhattisgarh(31),2025,MAY,72
5,CEV STAGE V,Chhattisgarh(31),2025,MAY,98
6,NOT AVAILABLE,Chhattisgarh(31),2025,MAY,"4,433"
7,TREM STAGE IV,Chhattisgarh(31),2025,MAY,174
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,JUN,97
2,BHARAT STAGE VI,Chhattisgarh(31),2025,JUN,"43,061"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,JUN,"4,315"
4,CEV STAGE IV,Chhattisgarh(31),2025,JUN,125
5,CEV STAGE V,Chhattisgarh(31),2025,JUN,90
6,NOT AVAILABLE,Chhattisgarh(31),2025,JUN,"4,850"
7,TREM STAGE IV,Chhattisgarh(31),2025,JUN,126
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,JUL,24
2,BHARAT STAGE VI,Chhattisgarh(31),2025,JUL,"39,191"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,JUL,"5,700"
4,CEV STAGE IV,Chhattisgarh(31),2025,JUL,0
5,CEV STAGE V,Chhattisgarh(31),2025,JUL,97
6,NOT AVAILABLE,Chhattisgarh(31),2025,JUL,"4,718"
7,TREM STAGE IV,Chhattisgarh(31),2025,JUL,130
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,AUG,6
2,BHARAT STAGE VI,Chhattisgarh(31),2025,AUG,"38,922"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,AUG,"3,877"
4,CEV STAGE IV,Chhattisgarh(31),2025,AUG,0
5,CEV STAGE V,Chhattisgarh(31),2025,AUG,109
6,NOT AVAILABLE,Chhattisgarh(31),2025,AUG,"4,253"
7,TREM STAGE IV,Chhattisgarh(31),2025,AUG,81
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,SEP,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,SEP,"40,834"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,SEP,"2,938"
4,CEV STAGE IV,Chhattisgarh(31),2025,SEP,0
5,CEV STAGE V,Chhattisgarh(31),2025,SEP,177
6,NOT AVAILABLE,Chhattisgarh(31),2025,SEP,"4,741"
7,TREM STAGE IV,Chhattisgarh(31),2025,SEP,114
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,OCT,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,OCT,"1,22,685"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,OCT,"2,822"
4,CEV STAGE IV,Chhattisgarh(31),2025,OCT,0
5,CEV STAGE V,Chhattisgarh(31),2025,OCT,244
6,NOT AVAILABLE,Chhattisgarh(31),2025,OCT,"6,887"
7,TREM STAGE IV,Chhattisgarh(31),2025,OCT,184
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,NOV,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,NOV,"58,952"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,NOV,"4,574"
4,CEV STAGE IV,Chhattisgarh(31),2025,NOV,0
5,CEV STAGE V,Chhattisgarh(31),2025,NOV,204
6,NOT AVAILABLE,Chhattisgarh(31),2025,NOV,"5,062"
7,TREM STAGE IV,Chhattisgarh(31),2025,NOV,354
1,BHARAT STAGE III (CEV),Chhattisgarh(31),2025,DEC,0
2,BHARAT STAGE VI,Chhattisgarh(31),2025,DEC,"35,917"
3,BHARAT (TREM) STAGE III A,Chhattisgarh(31),2025,DEC,"4,164"
4,CEV STAGE IV,Chhattisgarh(31),2025,DEC,0
5,CEV STAGE V,Chhattisgarh(31),2025,DEC,244
6,NOT AVAILABLE,Chhattisgarh(31),2025,DEC,"4,374"
7,TREM STAGE IV,Chhattisgarh(31),2025,DEC,254
1,BHARAT STAGE II,Chandigarh(1),2025,JAN,0
2,BHARAT STAGE III,Chandigarh(1),2025,JAN,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,JAN,2
4,BHARAT STAGE III/IV,Chandigarh(1),2025,JAN,0
5,BHARAT STAGE IV,Chandigarh(1),2025,JAN,1
6,BHARAT STAGE VI,Chandigarh(1),2025,JAN,"3,757"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,JAN,2
8,CEV STAGE IV,Chandigarh(1),2025,JAN,0
9,CEV STAGE V,Chandigarh(1),2025,JAN,0
10,NOT AVAILABLE,Chandigarh(1),2025,JAN,466
11,TREM STAGE IV,Chandigarh(1),2025,JAN,0
1,BHARAT STAGE II,Chandigarh(1),2025,FEB,0
2,BHARAT STAGE III,Chandigarh(1),2025,FEB,1
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,FEB,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,FEB,1
5,BHARAT STAGE IV,Chandigarh(1),2025,FEB,0
6,BHARAT STAGE VI,Chandigarh(1),2025,FEB,"2,812"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,FEB,3
8,CEV STAGE IV,Chandigarh(1),2025,FEB,0
9,CEV STAGE V,Chandigarh(1),2025,FEB,0
10,NOT AVAILABLE,Chandigarh(1),2025,FEB,347
11,TREM STAGE IV,Chandigarh(1),2025,FEB,0
1,BHARAT STAGE II,Chandigarh(1),2025,MAR,0
2,BHARAT STAGE III,Chandigarh(1),2025,MAR,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,MAR,2
4,BHARAT STAGE III/IV,Chandigarh(1),2025,MAR,0
5,BHARAT STAGE IV,Chandigarh(1),2025,MAR,0
6,BHARAT STAGE VI,Chandigarh(1),2025,MAR,"3,827"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,MAR,1
8,CEV STAGE IV,Chandigarh(1),2025,MAR,1
9,CEV STAGE V,Chandigarh(1),2025,MAR,0
10,NOT AVAILABLE,Chandigarh(1),2025,MAR,385
11,TREM STAGE IV,Chandigarh(1),2025,MAR,2
1,BHARAT STAGE II,Chandigarh(1),2025,APR,0
2,BHARAT STAGE III,Chandigarh(1),2025,APR,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,APR,1
4,BHARAT STAGE III/IV,Chandigarh(1),2025,APR,0
5,BHARAT STAGE IV,Chandigarh(1),2025,APR,0
6,BHARAT STAGE VI,Chandigarh(1),2025,APR,"3,533"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,APR,0
8,CEV STAGE IV,Chandigarh(1),2025,APR,0
9,CEV STAGE V,Chandigarh(1),2025,APR,0
10,NOT AVAILABLE,Chandigarh(1),2025,APR,346
11,TREM STAGE IV,Chandigarh(1),2025,APR,5
1,BHARAT STAGE II,Chandigarh(1),2025,MAY,0
2,BHARAT STAGE III,Chandigarh(1),2025,MAY,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,MAY,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,MAY,0
5,BHARAT STAGE IV,Chandigarh(1),2025,MAY,0
6,BHARAT STAGE VI,Chandigarh(1),2025,MAY,"3,119"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,MAY,0
8,CEV STAGE IV,Chandigarh(1),2025,MAY,0
9,CEV STAGE V,Chandigarh(1),2025,MAY,0
10,NOT AVAILABLE,Chandigarh(1),2025,MAY,368
11,TREM STAGE IV,Chandigarh(1),2025,MAY,0
1,BHARAT STAGE II,Chandigarh(1),2025,JUN,0
2,BHARAT STAGE III,Chandigarh(1),2025,JUN,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,JUN,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,JUN,0
5,BHARAT STAGE IV,Chandigarh(1),2025,JUN,0
6,BHARAT STAGE VI,Chandigarh(1),2025,JUN,"3,502"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,JUN,0
8,CEV STAGE IV,Chandigarh(1),2025,JUN,0
9,CEV STAGE V,Chandigarh(1),2025,JUN,0
10,NOT AVAILABLE,Chandigarh(1),2025,JUN,389
11,TREM STAGE IV,Chandigarh(1),2025,JUN,0
1,BHARAT STAGE II,Chandigarh(1),2025,JUL,1
2,BHARAT STAGE III,Chandigarh(1),2025,JUL,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,JUL,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,JUL,0
5,BHARAT STAGE IV,Chandigarh(1),2025,JUL,1
6,BHARAT STAGE VI,Chandigarh(1),2025,JUL,"3,864"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,JUL,0
8,CEV STAGE IV,Chandigarh(1),2025,JUL,0
9,CEV STAGE V,Chandigarh(1),2025,JUL,0
10,NOT AVAILABLE,Chandigarh(1),2025,JUL,471
11,TREM STAGE IV,Chandigarh(1),2025,JUL,0
1,BHARAT STAGE II,Chandigarh(1),2025,AUG,0
2,BHARAT STAGE III,Chandigarh(1),2025,AUG,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,AUG,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,AUG,0
5,BHARAT STAGE IV,Chandigarh(1),2025,AUG,0
6,BHARAT STAGE VI,Chandigarh(1),2025,AUG,"3,497"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,AUG,3
8,CEV STAGE IV,Chandigarh(1),2025,AUG,0
9,CEV STAGE V,Chandigarh(1),2025,AUG,1
10,NOT AVAILABLE,Chandigarh(1),2025,AUG,447
11,TREM STAGE IV,Chandigarh(1),2025,AUG,0
1,BHARAT STAGE II,Chandigarh(1),2025,SEP,0
2,BHARAT STAGE III,Chandigarh(1),2025,SEP,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,SEP,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,SEP,0
5,BHARAT STAGE IV,Chandigarh(1),2025,SEP,0
6,BHARAT STAGE VI,Chandigarh(1),2025,SEP,"3,833"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,SEP,0
8,CEV STAGE IV,Chandigarh(1),2025,SEP,0
9,CEV STAGE V,Chandigarh(1),2025,SEP,0
10,NOT AVAILABLE,Chandigarh(1),2025,SEP,477
11,TREM STAGE IV,Chandigarh(1),2025,SEP,0
1,BHARAT STAGE II,Chandigarh(1),2025,OCT,0
2,BHARAT STAGE III,Chandigarh(1),2025,OCT,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,OCT,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,OCT,0
5,BHARAT STAGE IV,Chandigarh(1),2025,OCT,0
6,BHARAT STAGE VI,Chandigarh(1),2025,OCT,"5,735"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,OCT,0
8,CEV STAGE IV,Chandigarh(1),2025,OCT,0
9,CEV STAGE V,Chandigarh(1),2025,OCT,1
10,NOT AVAILABLE,Chandigarh(1),2025,OCT,512
11,TREM STAGE IV,Chandigarh(1),2025,OCT,0
1,BHARAT STAGE II,Chandigarh(1),2025,NOV,0
2,BHARAT STAGE III,Chandigarh(1),2025,NOV,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,NOV,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,NOV,0
5,BHARAT STAGE IV,Chandigarh(1),2025,NOV,0
6,BHARAT STAGE VI,Chandigarh(1),2025,NOV,"4,576"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,NOV,2
8,CEV STAGE IV,Chandigarh(1),2025,NOV,0
9,CEV STAGE V,Chandigarh(1),2025,NOV,0
10,NOT AVAILABLE,Chandigarh(1),2025,NOV,490
11,TREM STAGE IV,Chandigarh(1),2025,NOV,0
1,BHARAT STAGE II,Chandigarh(1),2025,DEC,0
2,BHARAT STAGE III,Chandigarh(1),2025,DEC,0
3,BHARAT STAGE III (CEV),Chandigarh(1),2025,DEC,0
4,BHARAT STAGE III/IV,Chandigarh(1),2025,DEC,0
5,BHARAT STAGE IV,Chandigarh(1),2025,DEC,0
6,BHARAT STAGE VI,Chandigarh(1),2025,DEC,"3,666"
7,BHARAT (TREM) STAGE III A,Chandigarh(1),2025,DEC,0
8,CEV STAGE IV,Chandigarh(1),2025,DEC,0
9,CEV STAGE V,Chandigarh(1),2025,DEC,0
10,NOT AVAILABLE,Chandigarh(1),2025,DEC,482
11,TREM STAGE IV,Chandigarh(1),2025,DEC,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,JAN,8
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,JAN,"2,588"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,JAN,0
4,CEV STAGE IV,UT of DNH and DD(3),2025,JAN,7
5,CEV STAGE V,UT of DNH and DD(3),2025,JAN,0
6,EURO 4,UT of DNH and DD(3),2025,JAN,0
7,EURO 6,UT of DNH and DD(3),2025,JAN,3
8,NOT AVAILABLE,UT of DNH and DD(3),2025,JAN,41
9,TREM STAGE IV,UT of DNH and DD(3),2025,JAN,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,FEB,5
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,FEB,"1,867"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,FEB,3
4,CEV STAGE IV,UT of DNH and DD(3),2025,FEB,3
5,CEV STAGE V,UT of DNH and DD(3),2025,FEB,1
6,EURO 4,UT of DNH and DD(3),2025,FEB,0
7,EURO 6,UT of DNH and DD(3),2025,FEB,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,FEB,15
9,TREM STAGE IV,UT of DNH and DD(3),2025,FEB,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,MAR,9
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,MAR,"1,804"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,MAR,6
4,CEV STAGE IV,UT of DNH and DD(3),2025,MAR,2
5,CEV STAGE V,UT of DNH and DD(3),2025,MAR,0
6,EURO 4,UT of DNH and DD(3),2025,MAR,0
7,EURO 6,UT of DNH and DD(3),2025,MAR,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,MAR,32
9,TREM STAGE IV,UT of DNH and DD(3),2025,MAR,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,APR,4
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,APR,"2,438"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,APR,1
4,CEV STAGE IV,UT of DNH and DD(3),2025,APR,3
5,CEV STAGE V,UT of DNH and DD(3),2025,APR,1
6,EURO 4,UT of DNH and DD(3),2025,APR,2
7,EURO 6,UT of DNH and DD(3),2025,APR,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,APR,34
9,TREM STAGE IV,UT of DNH and DD(3),2025,APR,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,MAY,2
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,MAY,"1,718"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,MAY,13
4,CEV STAGE IV,UT of DNH and DD(3),2025,MAY,4
5,CEV STAGE V,UT of DNH and DD(3),2025,MAY,1
6,EURO 4,UT of DNH and DD(3),2025,MAY,0
7,EURO 6,UT of DNH and DD(3),2025,MAY,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,MAY,20
9,TREM STAGE IV,UT of DNH and DD(3),2025,MAY,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,JUN,10
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,JUN,"1,482"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,JUN,5
4,CEV STAGE IV,UT of DNH and DD(3),2025,JUN,1
5,CEV STAGE V,UT of DNH and DD(3),2025,JUN,6
6,EURO 4,UT of DNH and DD(3),2025,JUN,0
7,EURO 6,UT of DNH and DD(3),2025,JUN,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,JUN,22
9,TREM STAGE IV,UT of DNH and DD(3),2025,JUN,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,JUL,5
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,JUL,"1,993"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,JUL,5
4,CEV STAGE IV,UT of DNH and DD(3),2025,JUL,0
5,CEV STAGE V,UT of DNH and DD(3),2025,JUL,6
6,EURO 4,UT of DNH and DD(3),2025,JUL,0
7,EURO 6,UT of DNH and DD(3),2025,JUL,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,JUL,28
9,TREM STAGE IV,UT of DNH and DD(3),2025,JUL,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,AUG,1
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,AUG,"1,937"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,AUG,2
4,CEV STAGE IV,UT of DNH and DD(3),2025,AUG,0
5,CEV STAGE V,UT of DNH and DD(3),2025,AUG,7
6,EURO 4,UT of DNH and DD(3),2025,AUG,0
7,EURO 6,UT of DNH and DD(3),2025,AUG,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,AUG,19
9,TREM STAGE IV,UT of DNH and DD(3),2025,AUG,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,SEP,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,SEP,"1,757"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,SEP,3
4,CEV STAGE IV,UT of DNH and DD(3),2025,SEP,0
5,CEV STAGE V,UT of DNH and DD(3),2025,SEP,4
6,EURO 4,UT of DNH and DD(3),2025,SEP,0
7,EURO 6,UT of DNH and DD(3),2025,SEP,1
8,NOT AVAILABLE,UT of DNH and DD(3),2025,SEP,40
9,TREM STAGE IV,UT of DNH and DD(3),2025,SEP,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,OCT,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,OCT,"2,491"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,OCT,2
4,CEV STAGE IV,UT of DNH and DD(3),2025,OCT,0
5,CEV STAGE V,UT of DNH and DD(3),2025,OCT,2
6,EURO 4,UT of DNH and DD(3),2025,OCT,0
7,EURO 6,UT of DNH and DD(3),2025,OCT,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,OCT,31
9,TREM STAGE IV,UT of DNH and DD(3),2025,OCT,0
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,NOV,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,NOV,"3,706"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,NOV,3
4,CEV STAGE IV,UT of DNH and DD(3),2025,NOV,0
5,CEV STAGE V,UT of DNH and DD(3),2025,NOV,8
6,EURO 4,UT of DNH and DD(3),2025,NOV,0
7,EURO 6,UT of DNH and DD(3),2025,NOV,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,NOV,42
9,TREM STAGE IV,UT of DNH and DD(3),2025,NOV,1
1,BHARAT STAGE III (CEV),UT of DNH and DD(3),2025,DEC,0
2,BHARAT STAGE VI,UT of DNH and DD(3),2025,DEC,"2,841"
3,BHARAT (TREM) STAGE III A,UT of DNH and DD(3),2025,DEC,32
4,CEV STAGE IV,UT of DNH and DD(3),2025,DEC,0
5,CEV STAGE V,UT of DNH and DD(3),2025,DEC,4
6,EURO 4,UT of DNH and DD(3),2025,DEC,0
7,EURO 6,UT of DNH and DD(3),2025,DEC,0
8,NOT AVAILABLE,UT of DNH and DD(3),2025,DEC,36
9,TREM STAGE IV,UT of DNH and DD(3),2025,DEC,0
1,BHARAT STAGE III,Delhi(16),2025,JAN,0
2,BHARAT STAGE III (CEV),Delhi(16),2025,JAN,0
3,BHARAT STAGE IV,Delhi(16),2025,JAN,6
4,BHARAT STAGE VI,Delhi(16),2025,JAN,"66,467"
5,BHARAT (TREM) STAGE III A,Delhi(16),2025,JAN,0
6,CEV STAGE V,Delhi(16),2025,JAN,0
7,EURO 4,Delhi(16),2025,JAN,0
8,EURO 6,Delhi(16),2025,JAN,1
9,NOT AVAILABLE,Delhi(16),2025,JAN,"8,571"
10,TREM STAGE IV,Delhi(16),2025,JAN,0
1,BHARAT STAGE III,Delhi(16),2025,FEB,0
2,BHARAT STAGE III (CEV),Delhi(16),2025,FEB,0
3,BHARAT STAGE IV,Delhi(16),2025,FEB,6
4,BHARAT STAGE VI,Delhi(16),2025,FEB,"41,945"
5,BHARAT (TREM) STAGE III A,Delhi(16),2025,FEB,0
6,CEV STAGE V,Delhi(16),2025,FEB,0
7,EURO 4,Delhi(16),2025,FEB,0
8,EURO 6,Delhi(16),2025,FEB,1
9,NOT AVAILABLE,Delhi(16),2025,FEB,"8,223"
10,TREM STAGE IV,Delhi(16),2025,FEB,0
1,BHARAT STAGE III,Delhi(16),2025,MAR,0
2,BHARAT STAGE III (CEV),Delhi(16),2025,MAR,0
3,BHARAT STAGE IV,Delhi(16),2025,MAR,6
4,BHARAT STAGE VI,Delhi(16),2025,MAR,"49,165"
5,BHARAT (TREM) STAGE III A,Delhi(16),2025,MAR,2
6,CEV STAGE V,Delhi(16),2025,MAR,0
7,EURO 4,Delhi(16),2025,MAR,0
8,EURO 6,Delhi(16),2025,MAR,0
9,NOT AVAILABLE,Delhi(16),2025,MAR,"10,500"
10,TREM STAGE IV,Delhi(16),2025,MAR,0
1,BHARAT STAGE III,Delhi(16),2025,APR,0
2,BHARAT STAGE III (CEV),Delhi(16),2025,APR,0
