S No,Norms,State,Year,Month Wise,Value
3,BHARAT STAGE IV,Delhi(16),2025,APR,6
4,BHARAT STAGE VI,Delhi(16),2025,APR,"50,152"
5,BHARAT (TREM) STAGE III A,Delhi(16),2025,APR,2
6,CEV STAGE V,Delhi(16),2025,APR,0
7,EURO 4,Delhi(16),2025,APR,0
8,EURO 6,Delhi(16),2025,APR,0
9,NOT AVAILABLE,Delhi(16),2025,APR,"8,702"
10,TREM STAGE IV,Delhi(16),2025,APR,0
1,BHARAT STAGE III,Delhi(16),2025,MAY,1
2,BHARAT STAGE III (CEV),Delhi(16),2025,MAY,0
3,BHARAT STAGE IV,Delhi(16),2025,MAY,11
4,BHARAT STAGE VI,Delhi(16),2025,MAY,"59,277"
5,BHARAT (TREM) STAGE III A,Delhi(16),2025,MAY,8
6,CEV STAGE V,Delhi(16),2025,MAY,0
7,EURO 4,Delhi(16),2025,MAY,0
8,EURO 6,Delhi(16),2025,MAY,0
9,NOT AVAILABLE,Delhi(16),2025,MAY,"10,152"
10,TREM STAGE IV,Delhi(16),2025,MAY,0
1,BHARAT STAGE III,Delhi(16),2025,JUN,0
2,BHARAT STAGE III (CEV),Delhi(16),2025,JUN,10
3,BHARAT STAGE IV,Delhi(16),2025,JUN,7
4,BHARAT STAGE VI,Delhi(16),2025,JUN,"49,921"
5,BHARAT (TREM) STAGE III A,Delhi(16),2025,JUN,0
6,CEV STAGE V,Delhi(16),2025,JUN,0
7,EURO 4,Delhi(16),2025,JUN,0
8,EURO 6,Delhi(16),2025,JUN,0
9,NOT AVAILABLE,Delhi(16),2025,JUN,"8,439"
10,TREM STAGE IV,Delhi(16),2025,JUN,0
1,BHARAT STAGE III,Delhi(16),2025,JUL,0
2,BHARAT STAGE III (CEV),Delhi(16),2025,JUL,0
3,BHARAT STAGE IV,Delhi(16),2025,JUL,9
4,BHARAT STAGE VI,Delhi(16),2025,JUL,"57,576"
5,BHARAT (TREM) STAGE III A,Delhi(16),2025,JUL,2
6,CEV STAGE V,Delhi(16),2025,JUL,0
7,EURO 4,Delhi(16),2025,JUL,0
8,EURO 6,Delhi(16),2025,JUL,1
9,NOT AVAILABLE,Delhi(16),2025,JUL,"9,837"
10,TREM STAGE IV,Delhi(16),2025,JUL,0
1,BHARAT STAGE III,Delhi(16),2025,AUG,1
2,BHARAT STAGE III (CEV),Delhi(16),2025,AUG,0
3,BHARAT STAGE IV,Delhi(16),2025,AUG,5
4,BHARAT STAGE VI,Delhi(16),2025,AUG,"50,737"
5,BHARAT (TREM) STAGE III A,Delhi(16),2025,AUG,1
6,CEV STAGE V,Delhi(16),2025,AUG,0
7,EURO 4,Delhi(16),2025,AUG,0
8,EURO 6,Delhi(16),2025,AUG,1
9,NOT AVAILABLE,Delhi(16),2025,AUG,"10,887"
10,TREM STAGE IV,Delhi(16),2025,AUG,0
1,BHARAT STAGE III,Delhi(16),2025,SEP,2
2,BHARAT STAGE III (CEV),Delhi(16),2025,SEP,0
3,BHARAT STAGE IV,Delhi(16),2025,SEP,6
4,BHARAT STAGE VI,Delhi(16),2025,SEP,"49,550"
5,BHARAT (TREM) STAGE III A,Delhi(16),2025,SEP,0
6,CEV STAGE V,Delhi(16),2025,SEP,0
7,EURO 4,Delhi(16),2025,SEP,0
8,EURO 6,Delhi(16),2025,SEP,0
9,NOT AVAILABLE,Delhi(16),2025,SEP,"10,931"
10,TREM STAGE IV,Delhi(16),2025,SEP,0
1,BHARAT STAGE III,Delhi(16),2025,OCT,0
2,BHARAT STAGE III (CEV),Delhi(16),2025,OCT,0
3,BHARAT STAGE IV,Delhi(16),2025,OCT,5
4,BHARAT STAGE VI,Delhi(16),2025,OCT,"1,03,395"
5,BHARAT (TREM) STAGE III A,Delhi(16),2025,OCT,0
6,CEV STAGE V,Delhi(16),2025,OCT,17
7,EURO 4,Delhi(16),2025,OCT,0
8,EURO 6,Delhi(16),2025,OCT,0
9,NOT AVAILABLE,Delhi(16),2025,OCT,"11,368"
10,TREM STAGE IV,Delhi(16),2025,OCT,3
1,BHARAT STAGE III,Delhi(16),2025,NOV,0
2,BHARAT STAGE III (CEV),Delhi(16),2025,NOV,0
3,BHARAT STAGE IV,Delhi(16),2025,NOV,4
4,BHARAT STAGE VI,Delhi(16),2025,NOV,"80,016"
5,BHARAT (TREM) STAGE III A,Delhi(16),2025,NOV,0
6,CEV STAGE V,Delhi(16),2025,NOV,0
7,EURO 4,Delhi(16),2025,NOV,0
8,EURO 6,Delhi(16),2025,NOV,0
9,NOT AVAILABLE,Delhi(16),2025,NOV,"8,908"
10,TREM STAGE IV,Delhi(16),2025,NOV,0
1,BHARAT STAGE III,Delhi(16),2025,DEC,0
2,BHARAT STAGE III (CEV),Delhi(16),2025,DEC,0
3,BHARAT STAGE IV,Delhi(16),2025,DEC,5
4,BHARAT STAGE VI,Delhi(16),2025,DEC,"45,945"
5,BHARAT (TREM) STAGE III A,Delhi(16),2025,DEC,1
6,CEV STAGE V,Delhi(16),2025,DEC,1
7,EURO 4,Delhi(16),2025,DEC,1
8,EURO 6,Delhi(16),2025,DEC,0
9,NOT AVAILABLE,Delhi(16),2025,DEC,"7,230"
10,TREM STAGE IV,Delhi(16),2025,DEC,0
1,BHARAT STAGE III (CEV),Goa(13),2025,JAN,8
2,BHARAT STAGE VI,Goa(13),2025,JAN,"7,118"
3,BHARAT (TREM) STAGE III A,Goa(13),2025,JAN,4
4,CEV STAGE IV,Goa(13),2025,JAN,10
5,CEV STAGE V,Goa(13),2025,JAN,3
6,NOT AVAILABLE,Goa(13),2025,JAN,940
7,TREM STAGE IV,Goa(13),2025,JAN,0
1,BHARAT STAGE III (CEV),Goa(13),2025,FEB,1
2,BHARAT STAGE VI,Goa(13),2025,FEB,"5,576"
3,BHARAT (TREM) STAGE III A,Goa(13),2025,FEB,0
4,CEV STAGE IV,Goa(13),2025,FEB,13
5,CEV STAGE V,Goa(13),2025,FEB,8
6,NOT AVAILABLE,Goa(13),2025,FEB,599
7,TREM STAGE IV,Goa(13),2025,FEB,0
1,BHARAT STAGE III (CEV),Goa(13),2025,MAR,1
2,BHARAT STAGE VI,Goa(13),2025,MAR,"6,745"
3,BHARAT (TREM) STAGE III A,Goa(13),2025,MAR,1
4,CEV STAGE IV,Goa(13),2025,MAR,9
5,CEV STAGE V,Goa(13),2025,MAR,14
6,NOT AVAILABLE,Goa(13),2025,MAR,"1,020"
7,TREM STAGE IV,Goa(13),2025,MAR,0
1,BHARAT STAGE III (CEV),Goa(13),2025,APR,4
2,BHARAT STAGE VI,Goa(13),2025,APR,"5,506"
3,BHARAT (TREM) STAGE III A,Goa(13),2025,APR,1
4,CEV STAGE IV,Goa(13),2025,APR,9
5,CEV STAGE V,Goa(13),2025,APR,6
6,NOT AVAILABLE,Goa(13),2025,APR,613
7,TREM STAGE IV,Goa(13),2025,APR,0
1,BHARAT STAGE III (CEV),Goa(13),2025,MAY,4
2,BHARAT STAGE VI,Goa(13),2025,MAY,"4,287"
3,BHARAT (TREM) STAGE III A,Goa(13),2025,MAY,1
4,CEV STAGE IV,Goa(13),2025,MAY,7
5,CEV STAGE V,Goa(13),2025,MAY,8
6,NOT AVAILABLE,Goa(13),2025,MAY,618
7,TREM STAGE IV,Goa(13),2025,MAY,1
1,BHARAT STAGE III (CEV),Goa(13),2025,JUN,4
2,BHARAT STAGE VI,Goa(13),2025,JUN,"4,345"
3,BHARAT (TREM) STAGE III A,Goa(13),2025,JUN,1
4,CEV STAGE IV,Goa(13),2025,JUN,7
5,CEV STAGE V,Goa(13),2025,JUN,3
6,NOT AVAILABLE,Goa(13),2025,JUN,917
7,TREM STAGE IV,Goa(13),2025,JUN,1
1,BHARAT STAGE III (CEV),Goa(13),2025,JUL,1
2,BHARAT STAGE VI,Goa(13),2025,JUL,"4,845"
3,BHARAT (TREM) STAGE III A,Goa(13),2025,JUL,2
4,CEV STAGE IV,Goa(13),2025,JUL,0
5,CEV STAGE V,Goa(13),2025,JUL,4
6,NOT AVAILABLE,Goa(13),2025,JUL,630
7,TREM STAGE IV,Goa(13),2025,JUL,0
1,BHARAT STAGE III (CEV),Goa(13),2025,AUG,0
2,BHARAT STAGE VI,Goa(13),2025,AUG,"7,304"
3,BHARAT (TREM) STAGE III A,Goa(13),2025,AUG,3
4,CEV STAGE IV,Goa(13),2025,AUG,0
5,CEV STAGE V,Goa(13),2025,AUG,5
6,NOT AVAILABLE,Goa(13),2025,AUG,838
7,TREM STAGE IV,Goa(13),2025,AUG,0
1,BHARAT STAGE III (CEV),Goa(13),2025,SEP,0
2,BHARAT STAGE VI,Goa(13),2025,SEP,"6,410"
3,BHARAT (TREM) STAGE III A,Goa(13),2025,SEP,1
4,CEV STAGE IV,Goa(13),2025,SEP,0
5,CEV STAGE V,Goa(13),2025,SEP,14
6,NOT AVAILABLE,Goa(13),2025,SEP,863
7,TREM STAGE IV,Goa(13),2025,SEP,0
1,BHARAT STAGE III (CEV),Goa(13),2025,OCT,0
2,BHARAT STAGE VI,Goa(13),2025,OCT,"10,370"
3,BHARAT (TREM) STAGE III A,Goa(13),2025,OCT,1
4,CEV STAGE IV,Goa(13),2025,OCT,0
5,CEV STAGE V,Goa(13),2025,OCT,16
6,NOT AVAILABLE,Goa(13),2025,OCT,988
7,TREM STAGE IV,Goa(13),2025,OCT,0
1,BHARAT STAGE III (CEV),Goa(13),2025,NOV,0
2,BHARAT STAGE VI,Goa(13),2025,NOV,"7,371"
3,BHARAT (TREM) STAGE III A,Goa(13),2025,NOV,1
4,CEV STAGE IV,Goa(13),2025,NOV,0
5,CEV STAGE V,Goa(13),2025,NOV,11
6,NOT AVAILABLE,Goa(13),2025,NOV,700
7,TREM STAGE IV,Goa(13),2025,NOV,0
1,BHARAT STAGE III (CEV),Goa(13),2025,DEC,0
2,BHARAT STAGE VI,Goa(13),2025,DEC,"6,920"
3,BHARAT (TREM) STAGE III A,Goa(13),2025,DEC,2
4,CEV STAGE IV,Goa(13),2025,DEC,0
5,CEV STAGE V,Goa(13),2025,DEC,10
6,NOT AVAILABLE,Goa(13),2025,DEC,644
7,TREM STAGE IV,Goa(13),2025,DEC,0
1,BHARAT STAGE III,Gujarat(37),2025,JAN,0
2,BHARAT STAGE III (CEV),Gujarat(37),2025,JAN,559
3,BHARAT STAGE IV,Gujarat(37),2025,JAN,1
4,BHARAT STAGE VI,Gujarat(37),2025,JAN,"1,47,498"
5,BHARAT (TREM) STAGE III,Gujarat(37),2025,JAN,0
6,BHARAT (TREM) STAGE III A,Gujarat(37),2025,JAN,"10,897"
7,CEV STAGE IV,Gujarat(37),2025,JAN,571
8,CEV STAGE V,Gujarat(37),2025,JAN,22
9,EURO 4,Gujarat(37),2025,JAN,0
10,EURO 6,Gujarat(37),2025,JAN,4
11,EURO 6B,Gujarat(37),2025,JAN,0
12,NOT AVAILABLE,Gujarat(37),2025,JAN,"5,282"
13,TREM STAGE IV,Gujarat(37),2025,JAN,113
1,BHARAT STAGE III,Gujarat(37),2025,FEB,2
2,BHARAT STAGE III (CEV),Gujarat(37),2025,FEB,466
3,BHARAT STAGE IV,Gujarat(37),2025,FEB,3
4,BHARAT STAGE VI,Gujarat(37),2025,FEB,"1,19,062"
5,BHARAT (TREM) STAGE III,Gujarat(37),2025,FEB,1
6,BHARAT (TREM) STAGE III A,Gujarat(37),2025,FEB,"2,281"
7,CEV STAGE IV,Gujarat(37),2025,FEB,323
8,CEV STAGE V,Gujarat(37),2025,FEB,150
9,EURO 4,Gujarat(37),2025,FEB,0
10,EURO 6,Gujarat(37),2025,FEB,0
11,EURO 6B,Gujarat(37),2025,FEB,0
12,NOT AVAILABLE,Gujarat(37),2025,FEB,"4,250"
13,TREM STAGE IV,Gujarat(37),2025,FEB,81
1,BHARAT STAGE III,Gujarat(37),2025,MAR,0
2,BHARAT STAGE III (CEV),Gujarat(37),2025,MAR,426
3,BHARAT STAGE IV,Gujarat(37),2025,MAR,2
4,BHARAT STAGE VI,Gujarat(37),2025,MAR,"1,28,884"
5,BHARAT (TREM) STAGE III,Gujarat(37),2025,MAR,0
6,BHARAT (TREM) STAGE III A,Gujarat(37),2025,MAR,"1,950"
7,CEV STAGE IV,Gujarat(37),2025,MAR,287
8,CEV STAGE V,Gujarat(37),2025,MAR,265
9,EURO 4,Gujarat(37),2025,MAR,0
10,EURO 6,Gujarat(37),2025,MAR,0
11,EURO 6B,Gujarat(37),2025,MAR,0
12,NOT AVAILABLE,Gujarat(37),2025,MAR,"6,490"
13,TREM STAGE IV,Gujarat(37),2025,MAR,80
1,BHARAT STAGE III,Gujarat(37),2025,APR,1
2,BHARAT STAGE III (CEV),Gujarat(37),2025,APR,309
3,BHARAT STAGE IV,Gujarat(37),2025,APR,0
4,BHARAT STAGE VI,Gujarat(37),2025,APR,"1,31,814"
5,BHARAT (TREM) STAGE III,Gujarat(37),2025,APR,0
6,BHARAT (TREM) STAGE III A,Gujarat(37),2025,APR,"2,016"
7,CEV STAGE IV,Gujarat(37),2025,APR,192
8,CEV STAGE V,Gujarat(37),2025,APR,240
9,EURO 4,Gujarat(37),2025,APR,0
10,EURO 6,Gujarat(37),2025,APR,3
11,EURO 6B,Gujarat(37),2025,APR,1
12,NOT AVAILABLE,Gujarat(37),2025,APR,"5,547"
13,TREM STAGE IV,Gujarat(37),2025,APR,42
1,BHARAT STAGE III,Gujarat(37),2025,MAY,0
2,BHARAT STAGE III (CEV),Gujarat(37),2025,MAY,218
3,BHARAT STAGE IV,Gujarat(37),2025,MAY,0
4,BHARAT STAGE VI,Gujarat(37),2025,MAY,"1,25,271"
5,BHARAT (TREM) STAGE III,Gujarat(37),2025,MAY,1
6,BHARAT (TREM) STAGE III A,Gujarat(37),2025,MAY,"1,828"
7,CEV STAGE IV,Gujarat(37),2025,MAY,206
8,CEV STAGE V,Gujarat(37),2025,MAY,370
9,EURO 4,Gujarat(37),2025,MAY,1
10,EURO 6,Gujarat(37),2025,MAY,5
11,EURO 6B,Gujarat(37),2025,MAY,0
12,NOT AVAILABLE,Gujarat(37),2025,MAY,"6,137"
13,TREM STAGE IV,Gujarat(37),2025,MAY,40
1,BHARAT STAGE III,Gujarat(37),2025,JUN,3
2,BHARAT STAGE III (CEV),Gujarat(37),2025,JUN,428
3,BHARAT STAGE IV,Gujarat(37),2025,JUN,2
4,BHARAT STAGE VI,Gujarat(37),2025,JUN,"1,30,840"
5,BHARAT (TREM) STAGE III,Gujarat(37),2025,JUN,0
6,BHARAT (TREM) STAGE III A,Gujarat(37),2025,JUN,"1,809"
7,CEV STAGE IV,Gujarat(37),2025,JUN,374
8,CEV STAGE V,Gujarat(37),2025,JUN,390
9,EURO 4,Gujarat(37),2025,JUN,0
10,EURO 6,Gujarat(37),2025,JUN,1
11,EURO 6B,Gujarat(37),2025,JUN,0
12,NOT AVAILABLE,Gujarat(37),2025,JUN,"7,178"
13,TREM STAGE IV,Gujarat(37),2025,JUN,58
1,BHARAT STAGE III,Gujarat(37),2025,JUL,1
2,BHARAT STAGE III (CEV),Gujarat(37),2025,JUL,22
3,BHARAT STAGE IV,Gujarat(37),2025,JUL,2
4,BHARAT STAGE VI,Gujarat(37),2025,JUL,"1,35,966"
5,BHARAT (TREM) STAGE III,Gujarat(37),2025,JUL,0
6,BHARAT (TREM) STAGE III A,Gujarat(37),2025,JUL,"9,405"
7,CEV STAGE IV,Gujarat(37),2025,JUL,0
8,CEV STAGE V,Gujarat(37),2025,JUL,517
9,EURO 4,Gujarat(37),2025,JUL,0
10,EURO 6,Gujarat(37),2025,JUL,1
11,EURO 6B,Gujarat(37),2025,JUL,0
12,NOT AVAILABLE,Gujarat(37),2025,JUL,"6,362"
13,TREM STAGE IV,Gujarat(37),2025,JUL,77
1,BHARAT STAGE III,Gujarat(37),2025,AUG,0
2,BHARAT STAGE III (CEV),Gujarat(37),2025,AUG,1
3,BHARAT STAGE IV,Gujarat(37),2025,AUG,0
4,BHARAT STAGE VI,Gujarat(37),2025,AUG,"1,52,998"
5,BHARAT (TREM) STAGE III,Gujarat(37),2025,AUG,0
6,BHARAT (TREM) STAGE III A,Gujarat(37),2025,AUG,"21,775"
7,CEV STAGE IV,Gujarat(37),2025,AUG,0
8,CEV STAGE V,Gujarat(37),2025,AUG,485
9,EURO 4,Gujarat(37),2025,AUG,0
10,EURO 6,Gujarat(37),2025,AUG,1
11,EURO 6B,Gujarat(37),2025,AUG,0
12,NOT AVAILABLE,Gujarat(37),2025,AUG,"6,514"
13,TREM STAGE IV,Gujarat(37),2025,AUG,139
1,BHARAT STAGE III,Gujarat(37),2025,SEP,0
2,BHARAT STAGE III (CEV),Gujarat(37),2025,SEP,0
3,BHARAT STAGE IV,Gujarat(37),2025,SEP,0
4,BHARAT STAGE VI,Gujarat(37),2025,SEP,"1,54,686"
5,BHARAT (TREM) STAGE III,Gujarat(37),2025,SEP,0
6,BHARAT (TREM) STAGE III A,Gujarat(37),2025,SEP,"10,397"
7,CEV STAGE IV,Gujarat(37),2025,SEP,0
8,CEV STAGE V,Gujarat(37),2025,SEP,632
9,EURO 4,Gujarat(37),2025,SEP,0
10,EURO 6,Gujarat(37),2025,SEP,0
11,EURO 6B,Gujarat(37),2025,SEP,0
12,NOT AVAILABLE,Gujarat(37),2025,SEP,"7,969"
13,TREM STAGE IV,Gujarat(37),2025,SEP,268
1,BHARAT STAGE III,Gujarat(37),2025,OCT,0
2,BHARAT STAGE III (CEV),Gujarat(37),2025,OCT,0
3,BHARAT STAGE IV,Gujarat(37),2025,OCT,0
4,BHARAT STAGE VI,Gujarat(37),2025,OCT,"3,18,514"
5,BHARAT (TREM) STAGE III,Gujarat(37),2025,OCT,0
6,BHARAT (TREM) STAGE III A,Gujarat(37),2025,OCT,"5,826"
7,CEV STAGE IV,Gujarat(37),2025,OCT,0
8,CEV STAGE V,Gujarat(37),2025,OCT,701
9,EURO 4,Gujarat(37),2025,OCT,0
10,EURO 6,Gujarat(37),2025,OCT,1
11,EURO 6B,Gujarat(37),2025,OCT,0
12,NOT AVAILABLE,Gujarat(37),2025,OCT,"8,680"
13,TREM STAGE IV,Gujarat(37),2025,OCT,105
1,BHARAT STAGE III,Gujarat(37),2025,NOV,0
2,BHARAT STAGE III (CEV),Gujarat(37),2025,NOV,0
3,BHARAT STAGE IV,Gujarat(37),2025,NOV,0
4,BHARAT STAGE VI,Gujarat(37),2025,NOV,"2,18,625"
5,BHARAT (TREM) STAGE III,Gujarat(37),2025,NOV,0
6,BHARAT (TREM) STAGE III A,Gujarat(37),2025,NOV,"6,178"
7,CEV STAGE IV,Gujarat(37),2025,NOV,0
8,CEV STAGE V,Gujarat(37),2025,NOV,985
9,EURO 4,Gujarat(37),2025,NOV,0
10,EURO 6,Gujarat(37),2025,NOV,0
11,EURO 6B,Gujarat(37),2025,NOV,0
12,NOT AVAILABLE,Gujarat(37),2025,NOV,"7,385"
13,TREM STAGE IV,Gujarat(37),2025,NOV,74
1,BHARAT STAGE III,Gujarat(37),2025,DEC,0
2,BHARAT STAGE III (CEV),Gujarat(37),2025,DEC,0
3,BHARAT STAGE IV,Gujarat(37),2025,DEC,0
4,BHARAT STAGE VI,Gujarat(37),2025,DEC,"1,51,505"
5,BHARAT (TREM) STAGE III,Gujarat(37),2025,DEC,0
6,BHARAT (TREM) STAGE III A,Gujarat(37),2025,DEC,"10,411"
7,CEV STAGE IV,Gujarat(37),2025,DEC,0
8,CEV STAGE V,Gujarat(37),2025,DEC,"1,099"
9,EURO 4,Gujarat(37),2025,DEC,0
10,EURO 6,Gujarat(37),2025,DEC,0
11,EURO 6B,Gujarat(37),2025,DEC,0
12,NOT AVAILABLE,Gujarat(37),2025,DEC,"6,426"
13,TREM STAGE IV,Gujarat(37),2025,DEC,78
1,BHARAT STAGE I,Himachal Pradesh(96),2025,JAN,0
2,BHARAT STAGE II,Himachal Pradesh(96),2025,JAN,90
3,BHARAT STAGE III,Himachal Pradesh(96),2025,JAN,26
4,BHARAT STAGE III (CEV),Himachal Pradesh(96),2025,JAN,10
5,BHARAT STAGE III/IV,Himachal Pradesh(96),2025,JAN,1
6,BHARAT STAGE IV,Himachal Pradesh(96),2025,JAN,2
7,BHARAT STAGE VI,Himachal Pradesh(96),2025,JAN,"13,707"
8,BHARAT (TREM) STAGE III,Himachal Pradesh(96),2025,JAN,2
9,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2025,JAN,191
10,BHARAT (TREM) STAGE III B,Himachal Pradesh(96),2025,JAN,0
11,CEV STAGE IV,Himachal Pradesh(96),2025,JAN,38
12,CEV STAGE V,Himachal Pradesh(96),2025,JAN,2
13,EURO 3,Himachal Pradesh(96),2025,JAN,0
14,EURO 4,Himachal Pradesh(96),2025,JAN,0
15,NOT AVAILABLE,Himachal Pradesh(96),2025,JAN,187
16,TREM STAGE IV,Himachal Pradesh(96),2025,JAN,3
1,BHARAT STAGE I,Himachal Pradesh(96),2025,FEB,2
2,BHARAT STAGE II,Himachal Pradesh(96),2025,FEB,27
3,BHARAT STAGE III,Himachal Pradesh(96),2025,FEB,32
4,BHARAT STAGE III (CEV),Himachal Pradesh(96),2025,FEB,15
5,BHARAT STAGE III/IV,Himachal Pradesh(96),2025,FEB,6
6,BHARAT STAGE IV,Himachal Pradesh(96),2025,FEB,0
7,BHARAT STAGE VI,Himachal Pradesh(96),2025,FEB,"10,415"
8,BHARAT (TREM) STAGE III,Himachal Pradesh(96),2025,FEB,0
9,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2025,FEB,213
10,BHARAT (TREM) STAGE III B,Himachal Pradesh(96),2025,FEB,0
11,CEV STAGE IV,Himachal Pradesh(96),2025,FEB,19
12,CEV STAGE V,Himachal Pradesh(96),2025,FEB,7
13,EURO 3,Himachal Pradesh(96),2025,FEB,0
14,EURO 4,Himachal Pradesh(96),2025,FEB,0
15,NOT AVAILABLE,Himachal Pradesh(96),2025,FEB,187
16,TREM STAGE IV,Himachal Pradesh(96),2025,FEB,1
1,BHARAT STAGE I,Himachal Pradesh(96),2025,MAR,2
2,BHARAT STAGE II,Himachal Pradesh(96),2025,MAR,43
3,BHARAT STAGE III,Himachal Pradesh(96),2025,MAR,19
4,BHARAT STAGE III (CEV),Himachal Pradesh(96),2025,MAR,9
5,BHARAT STAGE III/IV,Himachal Pradesh(96),2025,MAR,10
6,BHARAT STAGE IV,Himachal Pradesh(96),2025,MAR,1
7,BHARAT STAGE VI,Himachal Pradesh(96),2025,MAR,"10,528"
8,BHARAT (TREM) STAGE III,Himachal Pradesh(96),2025,MAR,0
9,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2025,MAR,238
10,BHARAT (TREM) STAGE III B,Himachal Pradesh(96),2025,MAR,0
11,CEV STAGE IV,Himachal Pradesh(96),2025,MAR,22
12,CEV STAGE V,Himachal Pradesh(96),2025,MAR,15
13,EURO 3,Himachal Pradesh(96),2025,MAR,0
14,EURO 4,Himachal Pradesh(96),2025,MAR,0
15,NOT AVAILABLE,Himachal Pradesh(96),2025,MAR,180
16,TREM STAGE IV,Himachal Pradesh(96),2025,MAR,1
1,BHARAT STAGE I,Himachal Pradesh(96),2025,APR,0
2,BHARAT STAGE II,Himachal Pradesh(96),2025,APR,20
3,BHARAT STAGE III,Himachal Pradesh(96),2025,APR,11
4,BHARAT STAGE III (CEV),Himachal Pradesh(96),2025,APR,10
5,BHARAT STAGE III/IV,Himachal Pradesh(96),2025,APR,26
6,BHARAT STAGE IV,Himachal Pradesh(96),2025,APR,0
7,BHARAT STAGE VI,Himachal Pradesh(96),2025,APR,"11,639"
8,BHARAT (TREM) STAGE III,Himachal Pradesh(96),2025,APR,0
9,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2025,APR,215
10,BHARAT (TREM) STAGE III B,Himachal Pradesh(96),2025,APR,0
11,CEV STAGE IV,Himachal Pradesh(96),2025,APR,22
12,CEV STAGE V,Himachal Pradesh(96),2025,APR,23
13,EURO 3,Himachal Pradesh(96),2025,APR,0
14,EURO 4,Himachal Pradesh(96),2025,APR,0
15,NOT AVAILABLE,Himachal Pradesh(96),2025,APR,129
16,TREM STAGE IV,Himachal Pradesh(96),2025,APR,0
1,BHARAT STAGE I,Himachal Pradesh(96),2025,MAY,0
2,BHARAT STAGE II,Himachal Pradesh(96),2025,MAY,44
3,BHARAT STAGE III,Himachal Pradesh(96),2025,MAY,17
4,BHARAT STAGE III (CEV),Himachal Pradesh(96),2025,MAY,14
5,BHARAT STAGE III/IV,Himachal Pradesh(96),2025,MAY,24
6,BHARAT STAGE IV,Himachal Pradesh(96),2025,MAY,0
7,BHARAT STAGE VI,Himachal Pradesh(96),2025,MAY,"12,015"
8,BHARAT (TREM) STAGE III,Himachal Pradesh(96),2025,MAY,0
9,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2025,MAY,202
10,BHARAT (TREM) STAGE III B,Himachal Pradesh(96),2025,MAY,0
11,CEV STAGE IV,Himachal Pradesh(96),2025,MAY,26
12,CEV STAGE V,Himachal Pradesh(96),2025,MAY,22
13,EURO 3,Himachal Pradesh(96),2025,MAY,0
14,EURO 4,Himachal Pradesh(96),2025,MAY,0
15,NOT AVAILABLE,Himachal Pradesh(96),2025,MAY,144
16,TREM STAGE IV,Himachal Pradesh(96),2025,MAY,3
1,BHARAT STAGE I,Himachal Pradesh(96),2025,JUN,1
2,BHARAT STAGE II,Himachal Pradesh(96),2025,JUN,23
3,BHARAT STAGE III,Himachal Pradesh(96),2025,JUN,14
4,BHARAT STAGE III (CEV),Himachal Pradesh(96),2025,JUN,26
5,BHARAT STAGE III/IV,Himachal Pradesh(96),2025,JUN,28
6,BHARAT STAGE IV,Himachal Pradesh(96),2025,JUN,2
7,BHARAT STAGE VI,Himachal Pradesh(96),2025,JUN,"11,798"
8,BHARAT (TREM) STAGE III,Himachal Pradesh(96),2025,JUN,0
9,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2025,JUN,202
10,BHARAT (TREM) STAGE III B,Himachal Pradesh(96),2025,JUN,0
11,CEV STAGE IV,Himachal Pradesh(96),2025,JUN,15
12,CEV STAGE V,Himachal Pradesh(96),2025,JUN,22
13,EURO 3,Himachal Pradesh(96),2025,JUN,0
14,EURO 4,Himachal Pradesh(96),2025,JUN,1
15,NOT AVAILABLE,Himachal Pradesh(96),2025,JUN,184
16,TREM STAGE IV,Himachal Pradesh(96),2025,JUN,0
1,BHARAT STAGE I,Himachal Pradesh(96),2025,JUL,0
2,BHARAT STAGE II,Himachal Pradesh(96),2025,JUL,49
3,BHARAT STAGE III,Himachal Pradesh(96),2025,JUL,25
4,BHARAT STAGE III (CEV),Himachal Pradesh(96),2025,JUL,17
5,BHARAT STAGE III/IV,Himachal Pradesh(96),2025,JUL,60
6,BHARAT STAGE IV,Himachal Pradesh(96),2025,JUL,1
7,BHARAT STAGE VI,Himachal Pradesh(96),2025,JUL,"11,001"
8,BHARAT (TREM) STAGE III,Himachal Pradesh(96),2025,JUL,0
9,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2025,JUL,224
10,BHARAT (TREM) STAGE III B,Himachal Pradesh(96),2025,JUL,0
11,CEV STAGE IV,Himachal Pradesh(96),2025,JUL,2
12,CEV STAGE V,Himachal Pradesh(96),2025,JUL,16
13,EURO 3,Himachal Pradesh(96),2025,JUL,0
14,EURO 4,Himachal Pradesh(96),2025,JUL,0
15,NOT AVAILABLE,Himachal Pradesh(96),2025,JUL,141
16,TREM STAGE IV,Himachal Pradesh(96),2025,JUL,1
1,BHARAT STAGE I,Himachal Pradesh(96),2025,AUG,0
2,BHARAT STAGE II,Himachal Pradesh(96),2025,AUG,45
3,BHARAT STAGE III,Himachal Pradesh(96),2025,AUG,16
4,BHARAT STAGE III (CEV),Himachal Pradesh(96),2025,AUG,1
