S No,Norms,State,Year,Vehicle Class,Value
7,CEV STAGE IV,Nagaland(9),2026,Adapted Vehicle,0
8,CEV STAGE V,Nagaland(9),2026,Adapted Vehicle,0
9,EURO 2,Nagaland(9),2026,Adapted Vehicle,0
10,EURO 3,Nagaland(9),2026,Adapted Vehicle,0
11,NOT AVAILABLE,Nagaland(9),2026,Adapted Vehicle,0
1,BHARAT STAGE I,Nagaland(9),2026,Three Wheeler (Personal),0
2,BHARAT STAGE II,Nagaland(9),2026,Three Wheeler (Personal),0
3,BHARAT STAGE III,Nagaland(9),2026,Three Wheeler (Personal),0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Three Wheeler (Personal),0
5,BHARAT STAGE IV,Nagaland(9),2026,Three Wheeler (Personal),0
6,BHARAT STAGE VI,Nagaland(9),2026,Three Wheeler (Personal),0
7,CEV STAGE IV,Nagaland(9),2026,Three Wheeler (Personal),0
8,CEV STAGE V,Nagaland(9),2026,Three Wheeler (Personal),0
9,EURO 2,Nagaland(9),2026,Three Wheeler (Personal),0
10,EURO 3,Nagaland(9),2026,Three Wheeler (Personal),0
11,NOT AVAILABLE,Nagaland(9),2026,Three Wheeler (Personal),0
1,BHARAT STAGE I,Nagaland(9),2026,Motor Car,1
2,BHARAT STAGE II,Nagaland(9),2026,Motor Car,2
3,BHARAT STAGE III,Nagaland(9),2026,Motor Car,53
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Motor Car,0
5,BHARAT STAGE IV,Nagaland(9),2026,Motor Car,43
6,BHARAT STAGE VI,Nagaland(9),2026,Motor Car,"1,501"
7,CEV STAGE IV,Nagaland(9),2026,Motor Car,0
8,CEV STAGE V,Nagaland(9),2026,Motor Car,0
9,EURO 2,Nagaland(9),2026,Motor Car,3
10,EURO 3,Nagaland(9),2026,Motor Car,11
11,NOT AVAILABLE,Nagaland(9),2026,Motor Car,5
1,BHARAT STAGE I,Nagaland(9),2026,Fork Lift,0
2,BHARAT STAGE II,Nagaland(9),2026,Fork Lift,0
3,BHARAT STAGE III,Nagaland(9),2026,Fork Lift,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Fork Lift,0
5,BHARAT STAGE IV,Nagaland(9),2026,Fork Lift,0
6,BHARAT STAGE VI,Nagaland(9),2026,Fork Lift,0
7,CEV STAGE IV,Nagaland(9),2026,Fork Lift,0
8,CEV STAGE V,Nagaland(9),2026,Fork Lift,0
9,EURO 2,Nagaland(9),2026,Fork Lift,0
10,EURO 3,Nagaland(9),2026,Fork Lift,0
11,NOT AVAILABLE,Nagaland(9),2026,Fork Lift,0
1,BHARAT STAGE I,Nagaland(9),2026,Vehicle Fitted With Rig,0
2,BHARAT STAGE II,Nagaland(9),2026,Vehicle Fitted With Rig,0
3,BHARAT STAGE III,Nagaland(9),2026,Vehicle Fitted With Rig,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Vehicle Fitted With Rig,0
5,BHARAT STAGE IV,Nagaland(9),2026,Vehicle Fitted With Rig,0
6,BHARAT STAGE VI,Nagaland(9),2026,Vehicle Fitted With Rig,0
7,CEV STAGE IV,Nagaland(9),2026,Vehicle Fitted With Rig,0
8,CEV STAGE V,Nagaland(9),2026,Vehicle Fitted With Rig,0
9,EURO 2,Nagaland(9),2026,Vehicle Fitted With Rig,0
10,EURO 3,Nagaland(9),2026,Vehicle Fitted With Rig,0
11,NOT AVAILABLE,Nagaland(9),2026,Vehicle Fitted With Rig,0
1,BHARAT STAGE I,Nagaland(9),2026,Vehicle Fitted With Generator,0
2,BHARAT STAGE II,Nagaland(9),2026,Vehicle Fitted With Generator,0
3,BHARAT STAGE III,Nagaland(9),2026,Vehicle Fitted With Generator,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Vehicle Fitted With Generator,0
5,BHARAT STAGE IV,Nagaland(9),2026,Vehicle Fitted With Generator,0
6,BHARAT STAGE VI,Nagaland(9),2026,Vehicle Fitted With Generator,0
7,CEV STAGE IV,Nagaland(9),2026,Vehicle Fitted With Generator,0
8,CEV STAGE V,Nagaland(9),2026,Vehicle Fitted With Generator,0
9,EURO 2,Nagaland(9),2026,Vehicle Fitted With Generator,0
10,EURO 3,Nagaland(9),2026,Vehicle Fitted With Generator,0
11,NOT AVAILABLE,Nagaland(9),2026,Vehicle Fitted With Generator,0
1,BHARAT STAGE I,Nagaland(9),2026,Vehicle Fitted With Compressor,0
2,BHARAT STAGE II,Nagaland(9),2026,Vehicle Fitted With Compressor,0
3,BHARAT STAGE III,Nagaland(9),2026,Vehicle Fitted With Compressor,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Vehicle Fitted With Compressor,0
5,BHARAT STAGE IV,Nagaland(9),2026,Vehicle Fitted With Compressor,0
6,BHARAT STAGE VI,Nagaland(9),2026,Vehicle Fitted With Compressor,0
7,CEV STAGE IV,Nagaland(9),2026,Vehicle Fitted With Compressor,0
8,CEV STAGE V,Nagaland(9),2026,Vehicle Fitted With Compressor,0
9,EURO 2,Nagaland(9),2026,Vehicle Fitted With Compressor,0
10,EURO 3,Nagaland(9),2026,Vehicle Fitted With Compressor,0
11,NOT AVAILABLE,Nagaland(9),2026,Vehicle Fitted With Compressor,0
1,BHARAT STAGE I,Nagaland(9),2026,Crane Mounted Vehicle,0
2,BHARAT STAGE II,Nagaland(9),2026,Crane Mounted Vehicle,0
3,BHARAT STAGE III,Nagaland(9),2026,Crane Mounted Vehicle,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Crane Mounted Vehicle,0
5,BHARAT STAGE IV,Nagaland(9),2026,Crane Mounted Vehicle,0
6,BHARAT STAGE VI,Nagaland(9),2026,Crane Mounted Vehicle,0
7,CEV STAGE IV,Nagaland(9),2026,Crane Mounted Vehicle,0
8,CEV STAGE V,Nagaland(9),2026,Crane Mounted Vehicle,0
9,EURO 2,Nagaland(9),2026,Crane Mounted Vehicle,0
10,EURO 3,Nagaland(9),2026,Crane Mounted Vehicle,0
11,NOT AVAILABLE,Nagaland(9),2026,Crane Mounted Vehicle,0
1,BHARAT STAGE I,Nagaland(9),2026,Agricultural Tractor,0
2,BHARAT STAGE II,Nagaland(9),2026,Agricultural Tractor,0
3,BHARAT STAGE III,Nagaland(9),2026,Agricultural Tractor,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Agricultural Tractor,0
5,BHARAT STAGE IV,Nagaland(9),2026,Agricultural Tractor,0
6,BHARAT STAGE VI,Nagaland(9),2026,Agricultural Tractor,0
7,CEV STAGE IV,Nagaland(9),2026,Agricultural Tractor,0
8,CEV STAGE V,Nagaland(9),2026,Agricultural Tractor,0
9,EURO 2,Nagaland(9),2026,Agricultural Tractor,0
10,EURO 3,Nagaland(9),2026,Agricultural Tractor,0
11,NOT AVAILABLE,Nagaland(9),2026,Agricultural Tractor,0
1,BHARAT STAGE I,Nagaland(9),2026,Power Tiller,0
2,BHARAT STAGE II,Nagaland(9),2026,Power Tiller,0
3,BHARAT STAGE III,Nagaland(9),2026,Power Tiller,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Power Tiller,0
5,BHARAT STAGE IV,Nagaland(9),2026,Power Tiller,0
6,BHARAT STAGE VI,Nagaland(9),2026,Power Tiller,0
7,CEV STAGE IV,Nagaland(9),2026,Power Tiller,0
8,CEV STAGE V,Nagaland(9),2026,Power Tiller,0
9,EURO 2,Nagaland(9),2026,Power Tiller,0
10,EURO 3,Nagaland(9),2026,Power Tiller,0
11,NOT AVAILABLE,Nagaland(9),2026,Power Tiller,0
1,BHARAT STAGE I,Nagaland(9),2026,Private Service Vehicle (Individual Use),0
2,BHARAT STAGE II,Nagaland(9),2026,Private Service Vehicle (Individual Use),0
3,BHARAT STAGE III,Nagaland(9),2026,Private Service Vehicle (Individual Use),0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Private Service Vehicle (Individual Use),0
5,BHARAT STAGE IV,Nagaland(9),2026,Private Service Vehicle (Individual Use),0
6,BHARAT STAGE VI,Nagaland(9),2026,Private Service Vehicle (Individual Use),0
7,CEV STAGE IV,Nagaland(9),2026,Private Service Vehicle (Individual Use),0
8,CEV STAGE V,Nagaland(9),2026,Private Service Vehicle (Individual Use),0
9,EURO 2,Nagaland(9),2026,Private Service Vehicle (Individual Use),0
10,EURO 3,Nagaland(9),2026,Private Service Vehicle (Individual Use),0
11,NOT AVAILABLE,Nagaland(9),2026,Private Service Vehicle (Individual Use),0
1,BHARAT STAGE I,Nagaland(9),2026,Camper Van / Trailer (Private Use),0
2,BHARAT STAGE II,Nagaland(9),2026,Camper Van / Trailer (Private Use),0
3,BHARAT STAGE III,Nagaland(9),2026,Camper Van / Trailer (Private Use),0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Camper Van / Trailer (Private Use),0
5,BHARAT STAGE IV,Nagaland(9),2026,Camper Van / Trailer (Private Use),0
6,BHARAT STAGE VI,Nagaland(9),2026,Camper Van / Trailer (Private Use),0
7,CEV STAGE IV,Nagaland(9),2026,Camper Van / Trailer (Private Use),0
8,CEV STAGE V,Nagaland(9),2026,Camper Van / Trailer (Private Use),0
9,EURO 2,Nagaland(9),2026,Camper Van / Trailer (Private Use),0
10,EURO 3,Nagaland(9),2026,Camper Van / Trailer (Private Use),0
11,NOT AVAILABLE,Nagaland(9),2026,Camper Van / Trailer (Private Use),0
1,BHARAT STAGE I,Nagaland(9),2026,Tow Truck,0
2,BHARAT STAGE II,Nagaland(9),2026,Tow Truck,0
3,BHARAT STAGE III,Nagaland(9),2026,Tow Truck,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Tow Truck,0
5,BHARAT STAGE IV,Nagaland(9),2026,Tow Truck,0
6,BHARAT STAGE VI,Nagaland(9),2026,Tow Truck,0
7,CEV STAGE IV,Nagaland(9),2026,Tow Truck,0
8,CEV STAGE V,Nagaland(9),2026,Tow Truck,0
9,EURO 2,Nagaland(9),2026,Tow Truck,0
10,EURO 3,Nagaland(9),2026,Tow Truck,0
11,NOT AVAILABLE,Nagaland(9),2026,Tow Truck,0
1,BHARAT STAGE I,Nagaland(9),2026,Breakdown Van,0
2,BHARAT STAGE II,Nagaland(9),2026,Breakdown Van,0
3,BHARAT STAGE III,Nagaland(9),2026,Breakdown Van,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Breakdown Van,0
5,BHARAT STAGE IV,Nagaland(9),2026,Breakdown Van,0
6,BHARAT STAGE VI,Nagaland(9),2026,Breakdown Van,0
7,CEV STAGE IV,Nagaland(9),2026,Breakdown Van,0
8,CEV STAGE V,Nagaland(9),2026,Breakdown Van,0
9,EURO 2,Nagaland(9),2026,Breakdown Van,0
10,EURO 3,Nagaland(9),2026,Breakdown Van,0
11,NOT AVAILABLE,Nagaland(9),2026,Breakdown Van,0
1,BHARAT STAGE I,Nagaland(9),2026,Recovery Vehicle,0
2,BHARAT STAGE II,Nagaland(9),2026,Recovery Vehicle,0
3,BHARAT STAGE III,Nagaland(9),2026,Recovery Vehicle,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Recovery Vehicle,0
5,BHARAT STAGE IV,Nagaland(9),2026,Recovery Vehicle,0
6,BHARAT STAGE VI,Nagaland(9),2026,Recovery Vehicle,0
7,CEV STAGE IV,Nagaland(9),2026,Recovery Vehicle,0
8,CEV STAGE V,Nagaland(9),2026,Recovery Vehicle,0
9,EURO 2,Nagaland(9),2026,Recovery Vehicle,0
10,EURO 3,Nagaland(9),2026,Recovery Vehicle,0
11,NOT AVAILABLE,Nagaland(9),2026,Recovery Vehicle,0
1,BHARAT STAGE I,Nagaland(9),2026,Tower Wagon,0
2,BHARAT STAGE II,Nagaland(9),2026,Tower Wagon,0
3,BHARAT STAGE III,Nagaland(9),2026,Tower Wagon,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Tower Wagon,0
5,BHARAT STAGE IV,Nagaland(9),2026,Tower Wagon,0
6,BHARAT STAGE VI,Nagaland(9),2026,Tower Wagon,0
7,CEV STAGE IV,Nagaland(9),2026,Tower Wagon,0
8,CEV STAGE V,Nagaland(9),2026,Tower Wagon,0
9,EURO 2,Nagaland(9),2026,Tower Wagon,0
10,EURO 3,Nagaland(9),2026,Tower Wagon,0
11,NOT AVAILABLE,Nagaland(9),2026,Tower Wagon,0
1,BHARAT STAGE I,Nagaland(9),2026,Tree Trimming Vehicle,0
2,BHARAT STAGE II,Nagaland(9),2026,Tree Trimming Vehicle,0
3,BHARAT STAGE III,Nagaland(9),2026,Tree Trimming Vehicle,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Tree Trimming Vehicle,0
5,BHARAT STAGE IV,Nagaland(9),2026,Tree Trimming Vehicle,0
6,BHARAT STAGE VI,Nagaland(9),2026,Tree Trimming Vehicle,0
7,CEV STAGE IV,Nagaland(9),2026,Tree Trimming Vehicle,0
8,CEV STAGE V,Nagaland(9),2026,Tree Trimming Vehicle,0
9,EURO 2,Nagaland(9),2026,Tree Trimming Vehicle,0
10,EURO 3,Nagaland(9),2026,Tree Trimming Vehicle,0
11,NOT AVAILABLE,Nagaland(9),2026,Tree Trimming Vehicle,0
1,BHARAT STAGE I,Nagaland(9),2026,Construction Equipment Vehicle,0
2,BHARAT STAGE II,Nagaland(9),2026,Construction Equipment Vehicle,0
3,BHARAT STAGE III,Nagaland(9),2026,Construction Equipment Vehicle,3
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Construction Equipment Vehicle,2
5,BHARAT STAGE IV,Nagaland(9),2026,Construction Equipment Vehicle,0
6,BHARAT STAGE VI,Nagaland(9),2026,Construction Equipment Vehicle,3
7,CEV STAGE IV,Nagaland(9),2026,Construction Equipment Vehicle,5
8,CEV STAGE V,Nagaland(9),2026,Construction Equipment Vehicle,61
9,EURO 2,Nagaland(9),2026,Construction Equipment Vehicle,0
10,EURO 3,Nagaland(9),2026,Construction Equipment Vehicle,0
11,NOT AVAILABLE,Nagaland(9),2026,Construction Equipment Vehicle,0
1,BHARAT STAGE I,Nagaland(9),2026,Omni Bus (Private Use),0
2,BHARAT STAGE II,Nagaland(9),2026,Omni Bus (Private Use),0
3,BHARAT STAGE III,Nagaland(9),2026,Omni Bus (Private Use),0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Omni Bus (Private Use),0
5,BHARAT STAGE IV,Nagaland(9),2026,Omni Bus (Private Use),0
6,BHARAT STAGE VI,Nagaland(9),2026,Omni Bus (Private Use),0
7,CEV STAGE IV,Nagaland(9),2026,Omni Bus (Private Use),0
8,CEV STAGE V,Nagaland(9),2026,Omni Bus (Private Use),0
9,EURO 2,Nagaland(9),2026,Omni Bus (Private Use),0
10,EURO 3,Nagaland(9),2026,Omni Bus (Private Use),0
11,NOT AVAILABLE,Nagaland(9),2026,Omni Bus (Private Use),0
1,BHARAT STAGE I,Nagaland(9),2026,Road Roller,0
2,BHARAT STAGE II,Nagaland(9),2026,Road Roller,0
3,BHARAT STAGE III,Nagaland(9),2026,Road Roller,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Road Roller,0
5,BHARAT STAGE IV,Nagaland(9),2026,Road Roller,0
6,BHARAT STAGE VI,Nagaland(9),2026,Road Roller,0
7,CEV STAGE IV,Nagaland(9),2026,Road Roller,0
8,CEV STAGE V,Nagaland(9),2026,Road Roller,0
9,EURO 2,Nagaland(9),2026,Road Roller,0
10,EURO 3,Nagaland(9),2026,Road Roller,0
11,NOT AVAILABLE,Nagaland(9),2026,Road Roller,0
1,BHARAT STAGE I,Nagaland(9),2026,Excavator (NT),0
2,BHARAT STAGE II,Nagaland(9),2026,Excavator (NT),0
3,BHARAT STAGE III,Nagaland(9),2026,Excavator (NT),0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Excavator (NT),0
5,BHARAT STAGE IV,Nagaland(9),2026,Excavator (NT),0
6,BHARAT STAGE VI,Nagaland(9),2026,Excavator (NT),0
7,CEV STAGE IV,Nagaland(9),2026,Excavator (NT),0
8,CEV STAGE V,Nagaland(9),2026,Excavator (NT),0
9,EURO 2,Nagaland(9),2026,Excavator (NT),0
10,EURO 3,Nagaland(9),2026,Excavator (NT),0
11,NOT AVAILABLE,Nagaland(9),2026,Excavator (NT),0
1,BHARAT STAGE I,Nagaland(9),2026,Bulldozer,0
2,BHARAT STAGE II,Nagaland(9),2026,Bulldozer,0
3,BHARAT STAGE III,Nagaland(9),2026,Bulldozer,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Bulldozer,0
5,BHARAT STAGE IV,Nagaland(9),2026,Bulldozer,0
6,BHARAT STAGE VI,Nagaland(9),2026,Bulldozer,0
7,CEV STAGE IV,Nagaland(9),2026,Bulldozer,0
8,CEV STAGE V,Nagaland(9),2026,Bulldozer,0
9,EURO 2,Nagaland(9),2026,Bulldozer,0
10,EURO 3,Nagaland(9),2026,Bulldozer,0
11,NOT AVAILABLE,Nagaland(9),2026,Bulldozer,0
1,BHARAT STAGE I,Nagaland(9),2026,Harvester,0
2,BHARAT STAGE II,Nagaland(9),2026,Harvester,0
3,BHARAT STAGE III,Nagaland(9),2026,Harvester,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Harvester,0
5,BHARAT STAGE IV,Nagaland(9),2026,Harvester,0
6,BHARAT STAGE VI,Nagaland(9),2026,Harvester,0
7,CEV STAGE IV,Nagaland(9),2026,Harvester,0
8,CEV STAGE V,Nagaland(9),2026,Harvester,0
9,EURO 2,Nagaland(9),2026,Harvester,0
10,EURO 3,Nagaland(9),2026,Harvester,0
11,NOT AVAILABLE,Nagaland(9),2026,Harvester,0
1,BHARAT STAGE I,Nagaland(9),2026,Trailer (Agricultural),0
2,BHARAT STAGE II,Nagaland(9),2026,Trailer (Agricultural),0
3,BHARAT STAGE III,Nagaland(9),2026,Trailer (Agricultural),0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Trailer (Agricultural),0
5,BHARAT STAGE IV,Nagaland(9),2026,Trailer (Agricultural),0
6,BHARAT STAGE VI,Nagaland(9),2026,Trailer (Agricultural),0
7,CEV STAGE IV,Nagaland(9),2026,Trailer (Agricultural),0
8,CEV STAGE V,Nagaland(9),2026,Trailer (Agricultural),0
9,EURO 2,Nagaland(9),2026,Trailer (Agricultural),0
10,EURO 3,Nagaland(9),2026,Trailer (Agricultural),0
11,NOT AVAILABLE,Nagaland(9),2026,Trailer (Agricultural),0
1,BHARAT STAGE I,Nagaland(9),2026,Earth Moving Equipment,0
2,BHARAT STAGE II,Nagaland(9),2026,Earth Moving Equipment,0
3,BHARAT STAGE III,Nagaland(9),2026,Earth Moving Equipment,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Earth Moving Equipment,0
5,BHARAT STAGE IV,Nagaland(9),2026,Earth Moving Equipment,0
6,BHARAT STAGE VI,Nagaland(9),2026,Earth Moving Equipment,0
7,CEV STAGE IV,Nagaland(9),2026,Earth Moving Equipment,0
8,CEV STAGE V,Nagaland(9),2026,Earth Moving Equipment,0
9,EURO 2,Nagaland(9),2026,Earth Moving Equipment,0
10,EURO 3,Nagaland(9),2026,Earth Moving Equipment,0
11,NOT AVAILABLE,Nagaland(9),2026,Earth Moving Equipment,0
1,BHARAT STAGE I,Nagaland(9),2026,Trailer For Personal Use,0
2,BHARAT STAGE II,Nagaland(9),2026,Trailer For Personal Use,0
3,BHARAT STAGE III,Nagaland(9),2026,Trailer For Personal Use,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Trailer For Personal Use,0
5,BHARAT STAGE IV,Nagaland(9),2026,Trailer For Personal Use,0
6,BHARAT STAGE VI,Nagaland(9),2026,Trailer For Personal Use,0
7,CEV STAGE IV,Nagaland(9),2026,Trailer For Personal Use,0
8,CEV STAGE V,Nagaland(9),2026,Trailer For Personal Use,0
9,EURO 2,Nagaland(9),2026,Trailer For Personal Use,0
10,EURO 3,Nagaland(9),2026,Trailer For Personal Use,0
11,NOT AVAILABLE,Nagaland(9),2026,Trailer For Personal Use,0
1,BHARAT STAGE I,Nagaland(9),2026,Quadricycle (Private),0
2,BHARAT STAGE II,Nagaland(9),2026,Quadricycle (Private),0
3,BHARAT STAGE III,Nagaland(9),2026,Quadricycle (Private),0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Quadricycle (Private),0
5,BHARAT STAGE IV,Nagaland(9),2026,Quadricycle (Private),0
6,BHARAT STAGE VI,Nagaland(9),2026,Quadricycle (Private),0
7,CEV STAGE IV,Nagaland(9),2026,Quadricycle (Private),0
8,CEV STAGE V,Nagaland(9),2026,Quadricycle (Private),0
9,EURO 2,Nagaland(9),2026,Quadricycle (Private),0
10,EURO 3,Nagaland(9),2026,Quadricycle (Private),0
11,NOT AVAILABLE,Nagaland(9),2026,Quadricycle (Private),0
1,BHARAT STAGE I,Nagaland(9),2026,Armoured/Specialised Vehicle,0
2,BHARAT STAGE II,Nagaland(9),2026,Armoured/Specialised Vehicle,0
3,BHARAT STAGE III,Nagaland(9),2026,Armoured/Specialised Vehicle,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Armoured/Specialised Vehicle,0
5,BHARAT STAGE IV,Nagaland(9),2026,Armoured/Specialised Vehicle,0
6,BHARAT STAGE VI,Nagaland(9),2026,Armoured/Specialised Vehicle,0
7,CEV STAGE IV,Nagaland(9),2026,Armoured/Specialised Vehicle,0
8,CEV STAGE V,Nagaland(9),2026,Armoured/Specialised Vehicle,0
9,EURO 2,Nagaland(9),2026,Armoured/Specialised Vehicle,0
10,EURO 3,Nagaland(9),2026,Armoured/Specialised Vehicle,0
11,NOT AVAILABLE,Nagaland(9),2026,Armoured/Specialised Vehicle,0
1,BHARAT STAGE I,Nagaland(9),2026,Motor Caravan,0
2,BHARAT STAGE II,Nagaland(9),2026,Motor Caravan,0
3,BHARAT STAGE III,Nagaland(9),2026,Motor Caravan,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Motor Caravan,0
5,BHARAT STAGE IV,Nagaland(9),2026,Motor Caravan,0
6,BHARAT STAGE VI,Nagaland(9),2026,Motor Caravan,0
7,CEV STAGE IV,Nagaland(9),2026,Motor Caravan,0
8,CEV STAGE V,Nagaland(9),2026,Motor Caravan,0
9,EURO 2,Nagaland(9),2026,Motor Caravan,0
10,EURO 3,Nagaland(9),2026,Motor Caravan,0
11,NOT AVAILABLE,Nagaland(9),2026,Motor Caravan,0
1,BHARAT STAGE I,Nagaland(9),2026,Motor Cycle/Scooter-SideCar(T),0
2,BHARAT STAGE II,Nagaland(9),2026,Motor Cycle/Scooter-SideCar(T),0
3,BHARAT STAGE III,Nagaland(9),2026,Motor Cycle/Scooter-SideCar(T),0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Motor Cycle/Scooter-SideCar(T),0
5,BHARAT STAGE IV,Nagaland(9),2026,Motor Cycle/Scooter-SideCar(T),0
6,BHARAT STAGE VI,Nagaland(9),2026,Motor Cycle/Scooter-SideCar(T),0
7,CEV STAGE IV,Nagaland(9),2026,Motor Cycle/Scooter-SideCar(T),0
8,CEV STAGE V,Nagaland(9),2026,Motor Cycle/Scooter-SideCar(T),0
9,EURO 2,Nagaland(9),2026,Motor Cycle/Scooter-SideCar(T),0
10,EURO 3,Nagaland(9),2026,Motor Cycle/Scooter-SideCar(T),0
11,NOT AVAILABLE,Nagaland(9),2026,Motor Cycle/Scooter-SideCar(T),0
1,BHARAT STAGE I,Nagaland(9),2026,Motor Cycle/Scooter-With Trailer,0
2,BHARAT STAGE II,Nagaland(9),2026,Motor Cycle/Scooter-With Trailer,0
3,BHARAT STAGE III,Nagaland(9),2026,Motor Cycle/Scooter-With Trailer,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Motor Cycle/Scooter-With Trailer,0
5,BHARAT STAGE IV,Nagaland(9),2026,Motor Cycle/Scooter-With Trailer,0
6,BHARAT STAGE VI,Nagaland(9),2026,Motor Cycle/Scooter-With Trailer,0
7,CEV STAGE IV,Nagaland(9),2026,Motor Cycle/Scooter-With Trailer,0
8,CEV STAGE V,Nagaland(9),2026,Motor Cycle/Scooter-With Trailer,0
9,EURO 2,Nagaland(9),2026,Motor Cycle/Scooter-With Trailer,0
10,EURO 3,Nagaland(9),2026,Motor Cycle/Scooter-With Trailer,0
11,NOT AVAILABLE,Nagaland(9),2026,Motor Cycle/Scooter-With Trailer,0
1,BHARAT STAGE I,Nagaland(9),2026,Motor Cycle/Scooter-Used For Hire,0
2,BHARAT STAGE II,Nagaland(9),2026,Motor Cycle/Scooter-Used For Hire,0
3,BHARAT STAGE III,Nagaland(9),2026,Motor Cycle/Scooter-Used For Hire,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Motor Cycle/Scooter-Used For Hire,0
5,BHARAT STAGE IV,Nagaland(9),2026,Motor Cycle/Scooter-Used For Hire,0
6,BHARAT STAGE VI,Nagaland(9),2026,Motor Cycle/Scooter-Used For Hire,23
7,CEV STAGE IV,Nagaland(9),2026,Motor Cycle/Scooter-Used For Hire,0
8,CEV STAGE V,Nagaland(9),2026,Motor Cycle/Scooter-Used For Hire,0
9,EURO 2,Nagaland(9),2026,Motor Cycle/Scooter-Used For Hire,0
10,EURO 3,Nagaland(9),2026,Motor Cycle/Scooter-Used For Hire,0
11,NOT AVAILABLE,Nagaland(9),2026,Motor Cycle/Scooter-Used For Hire,0
1,BHARAT STAGE I,Nagaland(9),2026,e-Rickshaw with Cart (G),0
2,BHARAT STAGE II,Nagaland(9),2026,e-Rickshaw with Cart (G),0
3,BHARAT STAGE III,Nagaland(9),2026,e-Rickshaw with Cart (G),0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,e-Rickshaw with Cart (G),0
5,BHARAT STAGE IV,Nagaland(9),2026,e-Rickshaw with Cart (G),0
6,BHARAT STAGE VI,Nagaland(9),2026,e-Rickshaw with Cart (G),0
7,CEV STAGE IV,Nagaland(9),2026,e-Rickshaw with Cart (G),0
8,CEV STAGE V,Nagaland(9),2026,e-Rickshaw with Cart (G),0
9,EURO 2,Nagaland(9),2026,e-Rickshaw with Cart (G),0
10,EURO 3,Nagaland(9),2026,e-Rickshaw with Cart (G),0
11,NOT AVAILABLE,Nagaland(9),2026,e-Rickshaw with Cart (G),0
1,BHARAT STAGE I,Nagaland(9),2026,e-Rickshaw(P),0
2,BHARAT STAGE II,Nagaland(9),2026,e-Rickshaw(P),0
3,BHARAT STAGE III,Nagaland(9),2026,e-Rickshaw(P),0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,e-Rickshaw(P),0
5,BHARAT STAGE IV,Nagaland(9),2026,e-Rickshaw(P),0
6,BHARAT STAGE VI,Nagaland(9),2026,e-Rickshaw(P),0
7,CEV STAGE IV,Nagaland(9),2026,e-Rickshaw(P),0
8,CEV STAGE V,Nagaland(9),2026,e-Rickshaw(P),0
9,EURO 2,Nagaland(9),2026,e-Rickshaw(P),0
10,EURO 3,Nagaland(9),2026,e-Rickshaw(P),0
11,NOT AVAILABLE,Nagaland(9),2026,e-Rickshaw(P),0
1,BHARAT STAGE I,Nagaland(9),2026,Luxury Cab,0
2,BHARAT STAGE II,Nagaland(9),2026,Luxury Cab,0
3,BHARAT STAGE III,Nagaland(9),2026,Luxury Cab,0
4,BHARAT STAGE III (CEV),Nagaland(9),2026,Luxury Cab,0
5,BHARAT STAGE IV,Nagaland(9),2026,Luxury Cab,0
6,BHARAT STAGE VI,Nagaland(9),2026,Luxury Cab,0
7,CEV STAGE IV,Nagaland(9),2026,Luxury Cab,0
8,CEV STAGE V,Nagaland(9),2026,Luxury Cab,0
9,EURO 2,Nagaland(9),2026,Luxury Cab,0
10,EURO 3,Nagaland(9),2026,Luxury Cab,0
11,NOT AVAILABLE,Nagaland(9),2026,Luxury Cab,0
1,BHARAT STAGE I,Nagaland(9),2026,Three Wheeler (Passenger),0
