S No,Fuel,State,Year,Vehicle Category,Value
5,LPG ONLY,Jharkhand(25),2026,EURO 3,0
6,NOT APPLICABLE,Jharkhand(25),2026,EURO 3,0
7,PETROL,Jharkhand(25),2026,EURO 3,0
8,PETROL/CNG,Jharkhand(25),2026,EURO 3,0
9,PETROL(E20)/CNG,Jharkhand(25),2026,EURO 3,0
10,PETROL(E20)/HYBRID,Jharkhand(25),2026,EURO 3,0
11,PETROL/ETHANOL,Jharkhand(25),2026,EURO 3,0
12,PETROL/HYBRID,Jharkhand(25),2026,EURO 3,0
13,PURE EV,Jharkhand(25),2026,EURO 3,0
14,STRONG HYBRID EV,Jharkhand(25),2026,EURO 3,0
1,CNG ONLY,Jharkhand(25),2026,EURO 4,0
2,DIESEL,Jharkhand(25),2026,EURO 4,0
3,DIESEL/HYBRID,Jharkhand(25),2026,EURO 4,0
4,ELECTRIC(BOV),Jharkhand(25),2026,EURO 4,0
5,LPG ONLY,Jharkhand(25),2026,EURO 4,0
6,NOT APPLICABLE,Jharkhand(25),2026,EURO 4,0
7,PETROL,Jharkhand(25),2026,EURO 4,0
8,PETROL/CNG,Jharkhand(25),2026,EURO 4,0
9,PETROL(E20)/CNG,Jharkhand(25),2026,EURO 4,0
10,PETROL(E20)/HYBRID,Jharkhand(25),2026,EURO 4,0
11,PETROL/ETHANOL,Jharkhand(25),2026,EURO 4,0
12,PETROL/HYBRID,Jharkhand(25),2026,EURO 4,0
13,PURE EV,Jharkhand(25),2026,EURO 4,0
14,STRONG HYBRID EV,Jharkhand(25),2026,EURO 4,0
1,CNG ONLY,Jharkhand(25),2026,EURO 6,0
2,DIESEL,Jharkhand(25),2026,EURO 6,0
3,DIESEL/HYBRID,Jharkhand(25),2026,EURO 6,0
4,ELECTRIC(BOV),Jharkhand(25),2026,EURO 6,0
5,LPG ONLY,Jharkhand(25),2026,EURO 6,0
6,NOT APPLICABLE,Jharkhand(25),2026,EURO 6,0
7,PETROL,Jharkhand(25),2026,EURO 6,0
8,PETROL/CNG,Jharkhand(25),2026,EURO 6,0
9,PETROL(E20)/CNG,Jharkhand(25),2026,EURO 6,0
10,PETROL(E20)/HYBRID,Jharkhand(25),2026,EURO 6,0
11,PETROL/ETHANOL,Jharkhand(25),2026,EURO 6,0
12,PETROL/HYBRID,Jharkhand(25),2026,EURO 6,0
13,PURE EV,Jharkhand(25),2026,EURO 6,0
14,STRONG HYBRID EV,Jharkhand(25),2026,EURO 6,0
1,CNG ONLY,Jharkhand(25),2026,EURO 6A,0
2,DIESEL,Jharkhand(25),2026,EURO 6A,0
3,DIESEL/HYBRID,Jharkhand(25),2026,EURO 6A,0
4,ELECTRIC(BOV),Jharkhand(25),2026,EURO 6A,0
5,LPG ONLY,Jharkhand(25),2026,EURO 6A,0
6,NOT APPLICABLE,Jharkhand(25),2026,EURO 6A,0
7,PETROL,Jharkhand(25),2026,EURO 6A,0
8,PETROL/CNG,Jharkhand(25),2026,EURO 6A,0
9,PETROL(E20)/CNG,Jharkhand(25),2026,EURO 6A,0
10,PETROL(E20)/HYBRID,Jharkhand(25),2026,EURO 6A,0
11,PETROL/ETHANOL,Jharkhand(25),2026,EURO 6A,0
12,PETROL/HYBRID,Jharkhand(25),2026,EURO 6A,0
13,PURE EV,Jharkhand(25),2026,EURO 6A,0
14,STRONG HYBRID EV,Jharkhand(25),2026,EURO 6A,0
1,CNG ONLY,Jharkhand(25),2026,EURO  6AD,0
2,DIESEL,Jharkhand(25),2026,EURO  6AD,0
3,DIESEL/HYBRID,Jharkhand(25),2026,EURO  6AD,0
4,ELECTRIC(BOV),Jharkhand(25),2026,EURO  6AD,0
5,LPG ONLY,Jharkhand(25),2026,EURO  6AD,0
6,NOT APPLICABLE,Jharkhand(25),2026,EURO  6AD,0
7,PETROL,Jharkhand(25),2026,EURO  6AD,0
8,PETROL/CNG,Jharkhand(25),2026,EURO  6AD,0
9,PETROL(E20)/CNG,Jharkhand(25),2026,EURO  6AD,0
10,PETROL(E20)/HYBRID,Jharkhand(25),2026,EURO  6AD,0
11,PETROL/ETHANOL,Jharkhand(25),2026,EURO  6AD,0
12,PETROL/HYBRID,Jharkhand(25),2026,EURO  6AD,0
13,PURE EV,Jharkhand(25),2026,EURO  6AD,0
14,STRONG HYBRID EV,Jharkhand(25),2026,EURO  6AD,0
1,CNG ONLY,Jharkhand(25),2026,EURO 6B,0
2,DIESEL,Jharkhand(25),2026,EURO 6B,0
3,DIESEL/HYBRID,Jharkhand(25),2026,EURO 6B,0
4,ELECTRIC(BOV),Jharkhand(25),2026,EURO 6B,0
5,LPG ONLY,Jharkhand(25),2026,EURO 6B,0
6,NOT APPLICABLE,Jharkhand(25),2026,EURO 6B,0
7,PETROL,Jharkhand(25),2026,EURO 6B,0
8,PETROL/CNG,Jharkhand(25),2026,EURO 6B,0
9,PETROL(E20)/CNG,Jharkhand(25),2026,EURO 6B,0
10,PETROL(E20)/HYBRID,Jharkhand(25),2026,EURO 6B,0
11,PETROL/ETHANOL,Jharkhand(25),2026,EURO 6B,0
12,PETROL/HYBRID,Jharkhand(25),2026,EURO 6B,0
13,PURE EV,Jharkhand(25),2026,EURO 6B,0
14,STRONG HYBRID EV,Jharkhand(25),2026,EURO 6B,0
1,CNG ONLY,Jharkhand(25),2026,EURO 6C,0
2,DIESEL,Jharkhand(25),2026,EURO 6C,0
3,DIESEL/HYBRID,Jharkhand(25),2026,EURO 6C,0
4,ELECTRIC(BOV),Jharkhand(25),2026,EURO 6C,0
5,LPG ONLY,Jharkhand(25),2026,EURO 6C,0
6,NOT APPLICABLE,Jharkhand(25),2026,EURO 6C,0
7,PETROL,Jharkhand(25),2026,EURO 6C,0
8,PETROL/CNG,Jharkhand(25),2026,EURO 6C,0
9,PETROL(E20)/CNG,Jharkhand(25),2026,EURO 6C,0
10,PETROL(E20)/HYBRID,Jharkhand(25),2026,EURO 6C,0
11,PETROL/ETHANOL,Jharkhand(25),2026,EURO 6C,0
12,PETROL/HYBRID,Jharkhand(25),2026,EURO 6C,0
13,PURE EV,Jharkhand(25),2026,EURO 6C,0
14,STRONG HYBRID EV,Jharkhand(25),2026,EURO 6C,0
1,CNG ONLY,Jharkhand(25),2026,EURO 6D,0
2,DIESEL,Jharkhand(25),2026,EURO 6D,0
3,DIESEL/HYBRID,Jharkhand(25),2026,EURO 6D,0
4,ELECTRIC(BOV),Jharkhand(25),2026,EURO 6D,0
5,LPG ONLY,Jharkhand(25),2026,EURO 6D,0
6,NOT APPLICABLE,Jharkhand(25),2026,EURO 6D,0
7,PETROL,Jharkhand(25),2026,EURO 6D,0
8,PETROL/CNG,Jharkhand(25),2026,EURO 6D,0
9,PETROL(E20)/CNG,Jharkhand(25),2026,EURO 6D,0
10,PETROL(E20)/HYBRID,Jharkhand(25),2026,EURO 6D,0
11,PETROL/ETHANOL,Jharkhand(25),2026,EURO 6D,0
12,PETROL/HYBRID,Jharkhand(25),2026,EURO 6D,0
13,PURE EV,Jharkhand(25),2026,EURO 6D,0
14,STRONG HYBRID EV,Jharkhand(25),2026,EURO 6D,0
1,CNG ONLY,Jharkhand(25),2026,Not Applicable,0
2,DIESEL,Jharkhand(25),2026,Not Applicable,0
3,DIESEL/HYBRID,Jharkhand(25),2026,Not Applicable,0
4,ELECTRIC(BOV),Jharkhand(25),2026,Not Applicable,0
5,LPG ONLY,Jharkhand(25),2026,Not Applicable,0
6,NOT APPLICABLE,Jharkhand(25),2026,Not Applicable,0
7,PETROL,Jharkhand(25),2026,Not Applicable,0
8,PETROL/CNG,Jharkhand(25),2026,Not Applicable,0
9,PETROL(E20)/CNG,Jharkhand(25),2026,Not Applicable,0
10,PETROL(E20)/HYBRID,Jharkhand(25),2026,Not Applicable,0
11,PETROL/ETHANOL,Jharkhand(25),2026,Not Applicable,0
12,PETROL/HYBRID,Jharkhand(25),2026,Not Applicable,0
13,PURE EV,Jharkhand(25),2026,Not Applicable,0
14,STRONG HYBRID EV,Jharkhand(25),2026,Not Applicable,0
1,CNG ONLY,Jharkhand(25),2026,Not Available,0
2,DIESEL,Jharkhand(25),2026,Not Available,0
3,DIESEL/HYBRID,Jharkhand(25),2026,Not Available,0
4,ELECTRIC(BOV),Jharkhand(25),2026,Not Available,"1,976"
5,LPG ONLY,Jharkhand(25),2026,Not Available,0
6,NOT APPLICABLE,Jharkhand(25),2026,Not Available,56
7,PETROL,Jharkhand(25),2026,Not Available,0
8,PETROL/CNG,Jharkhand(25),2026,Not Available,0
9,PETROL(E20)/CNG,Jharkhand(25),2026,Not Available,0
10,PETROL(E20)/HYBRID,Jharkhand(25),2026,Not Available,0
11,PETROL/ETHANOL,Jharkhand(25),2026,Not Available,0
12,PETROL/HYBRID,Jharkhand(25),2026,Not Available,0
13,PURE EV,Jharkhand(25),2026,Not Available,"3,064"
14,STRONG HYBRID EV,Jharkhand(25),2026,Not Available,0
1,CNG ONLY,Jharkhand(25),2026,TREM STAGE IV,0
2,DIESEL,Jharkhand(25),2026,TREM STAGE IV,17
3,DIESEL/HYBRID,Jharkhand(25),2026,TREM STAGE IV,0
4,ELECTRIC(BOV),Jharkhand(25),2026,TREM STAGE IV,0
5,LPG ONLY,Jharkhand(25),2026,TREM STAGE IV,0
6,NOT APPLICABLE,Jharkhand(25),2026,TREM STAGE IV,0
7,PETROL,Jharkhand(25),2026,TREM STAGE IV,0
8,PETROL/CNG,Jharkhand(25),2026,TREM STAGE IV,0
9,PETROL(E20)/CNG,Jharkhand(25),2026,TREM STAGE IV,0
10,PETROL(E20)/HYBRID,Jharkhand(25),2026,TREM STAGE IV,0
11,PETROL/ETHANOL,Jharkhand(25),2026,TREM STAGE IV,0
12,PETROL/HYBRID,Jharkhand(25),2026,TREM STAGE IV,0
13,PURE EV,Jharkhand(25),2026,TREM STAGE IV,0
14,STRONG HYBRID EV,Jharkhand(25),2026,TREM STAGE IV,0
1,CNG ONLY,Jharkhand(25),2026,TREM STAGE V,0
2,DIESEL,Jharkhand(25),2026,TREM STAGE V,0
3,DIESEL/HYBRID,Jharkhand(25),2026,TREM STAGE V,0
4,ELECTRIC(BOV),Jharkhand(25),2026,TREM STAGE V,0
5,LPG ONLY,Jharkhand(25),2026,TREM STAGE V,0
6,NOT APPLICABLE,Jharkhand(25),2026,TREM STAGE V,0
7,PETROL,Jharkhand(25),2026,TREM STAGE V,0
8,PETROL/CNG,Jharkhand(25),2026,TREM STAGE V,0
9,PETROL(E20)/CNG,Jharkhand(25),2026,TREM STAGE V,0
10,PETROL(E20)/HYBRID,Jharkhand(25),2026,TREM STAGE V,0
11,PETROL/ETHANOL,Jharkhand(25),2026,TREM STAGE V,0
12,PETROL/HYBRID,Jharkhand(25),2026,TREM STAGE V,0
13,PURE EV,Jharkhand(25),2026,TREM STAGE V,0
14,STRONG HYBRID EV,Jharkhand(25),2026,TREM STAGE V,0
1,CNG ONLY,Jammu and Kashmir(21),2026,BS I,0
2,DIESEL,Jammu and Kashmir(21),2026,BS I,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,BS I,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,BS I,0
5,PETROL,Jammu and Kashmir(21),2026,BS I,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,BS I,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,BS I,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,BS I,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,BS I,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,BS I,0
11,PURE EV,Jammu and Kashmir(21),2026,BS I,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,BS I,0
1,CNG ONLY,Jammu and Kashmir(21),2026,BS II,0
2,DIESEL,Jammu and Kashmir(21),2026,BS II,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,BS II,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,BS II,0
5,PETROL,Jammu and Kashmir(21),2026,BS II,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,BS II,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,BS II,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,BS II,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,BS II,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,BS II,0
11,PURE EV,Jammu and Kashmir(21),2026,BS II,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,BS II,0
1,CNG ONLY,Jammu and Kashmir(21),2026,BS III,0
2,DIESEL,Jammu and Kashmir(21),2026,BS III,1
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,BS III,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,BS III,0
5,PETROL,Jammu and Kashmir(21),2026,BS III,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,BS III,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,BS III,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,BS III,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,BS III,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,BS III,0
11,PURE EV,Jammu and Kashmir(21),2026,BS III,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,BS III,0
1,CNG ONLY,Jammu and Kashmir(21),2026,BS III (CEV),0
2,DIESEL,Jammu and Kashmir(21),2026,BS III (CEV),0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,BS III (CEV),0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,BS III (CEV),0
5,PETROL,Jammu and Kashmir(21),2026,BS III (CEV),0
6,PETROL/CNG,Jammu and Kashmir(21),2026,BS III (CEV),0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,BS III (CEV),0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,BS III (CEV),0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,BS III (CEV),0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,BS III (CEV),0
11,PURE EV,Jammu and Kashmir(21),2026,BS III (CEV),0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,BS III (CEV),0
1,CNG ONLY,Jammu and Kashmir(21),2026,BS III/IV,0
2,DIESEL,Jammu and Kashmir(21),2026,BS III/IV,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,BS III/IV,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,BS III/IV,0
5,PETROL,Jammu and Kashmir(21),2026,BS III/IV,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,BS III/IV,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,BS III/IV,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,BS III/IV,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,BS III/IV,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,BS III/IV,0
11,PURE EV,Jammu and Kashmir(21),2026,BS III/IV,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,BS III/IV,0
1,CNG ONLY,Jammu and Kashmir(21),2026,BS IV,0
2,DIESEL,Jammu and Kashmir(21),2026,BS IV,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,BS IV,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,BS IV,0
5,PETROL,Jammu and Kashmir(21),2026,BS IV,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,BS IV,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,BS IV,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,BS IV,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,BS IV,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,BS IV,0
11,PURE EV,Jammu and Kashmir(21),2026,BS IV,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,BS IV,0
1,CNG ONLY,Jammu and Kashmir(21),2026,BS IV/VI,0
2,DIESEL,Jammu and Kashmir(21),2026,BS IV/VI,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,BS IV/VI,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,BS IV/VI,0
5,PETROL,Jammu and Kashmir(21),2026,BS IV/VI,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,BS IV/VI,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,BS IV/VI,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,BS IV/VI,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,BS IV/VI,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,BS IV/VI,0
11,PURE EV,Jammu and Kashmir(21),2026,BS IV/VI,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,BS IV/VI,0
1,CNG ONLY,Jammu and Kashmir(21),2026,BS VI,1
2,DIESEL,Jammu and Kashmir(21),2026,BS VI,"4,154"
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,BS VI,8
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,BS VI,0
5,PETROL,Jammu and Kashmir(21),2026,BS VI,"3,317"
6,PETROL/CNG,Jammu and Kashmir(21),2026,BS VI,2
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,BS VI,34
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,BS VI,604
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,BS VI,"17,093"
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,BS VI,97
11,PURE EV,Jammu and Kashmir(21),2026,BS VI,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,BS VI,32
1,CNG ONLY,Jammu and Kashmir(21),2026,B(T)S III,0
2,DIESEL,Jammu and Kashmir(21),2026,B(T)S III,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,B(T)S III,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,B(T)S III,0
5,PETROL,Jammu and Kashmir(21),2026,B(T)S III,4
6,PETROL/CNG,Jammu and Kashmir(21),2026,B(T)S III,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,B(T)S III,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,B(T)S III,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,B(T)S III,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,B(T)S III,0
11,PURE EV,Jammu and Kashmir(21),2026,B(T)S III,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,B(T)S III,0
1,CNG ONLY,Jammu and Kashmir(21),2026,B(T)S III A,0
2,DIESEL,Jammu and Kashmir(21),2026,B(T)S III A,577
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,B(T)S III A,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,B(T)S III A,0
5,PETROL,Jammu and Kashmir(21),2026,B(T)S III A,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,B(T)S III A,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,B(T)S III A,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,B(T)S III A,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,B(T)S III A,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,B(T)S III A,0
11,PURE EV,Jammu and Kashmir(21),2026,B(T)S III A,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,B(T)S III A,0
1,CNG ONLY,Jammu and Kashmir(21),2026,B(T)S III B,0
2,DIESEL,Jammu and Kashmir(21),2026,B(T)S III B,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,B(T)S III B,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,B(T)S III B,0
5,PETROL,Jammu and Kashmir(21),2026,B(T)S III B,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,B(T)S III B,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,B(T)S III B,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,B(T)S III B,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,B(T)S III B,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,B(T)S III B,0
11,PURE EV,Jammu and Kashmir(21),2026,B(T)S III B,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,B(T)S III B,0
1,CNG ONLY,Jammu and Kashmir(21),2026,CEV STAGE IV,0
2,DIESEL,Jammu and Kashmir(21),2026,CEV STAGE IV,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,CEV STAGE IV,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,CEV STAGE IV,0
5,PETROL,Jammu and Kashmir(21),2026,CEV STAGE IV,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,CEV STAGE IV,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,CEV STAGE IV,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,CEV STAGE IV,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,CEV STAGE IV,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,CEV STAGE IV,0
11,PURE EV,Jammu and Kashmir(21),2026,CEV STAGE IV,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,CEV STAGE IV,0
1,CNG ONLY,Jammu and Kashmir(21),2026,CEV STAGE V,0
2,DIESEL,Jammu and Kashmir(21),2026,CEV STAGE V,65
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,CEV STAGE V,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,CEV STAGE V,0
5,PETROL,Jammu and Kashmir(21),2026,CEV STAGE V,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,CEV STAGE V,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,CEV STAGE V,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,CEV STAGE V,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,CEV STAGE V,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,CEV STAGE V,0
11,PURE EV,Jammu and Kashmir(21),2026,CEV STAGE V,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,CEV STAGE V,0
1,CNG ONLY,Jammu and Kashmir(21),2026,EURO 1,0
2,DIESEL,Jammu and Kashmir(21),2026,EURO 1,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,EURO 1,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,EURO 1,0
5,PETROL,Jammu and Kashmir(21),2026,EURO 1,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,EURO 1,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,EURO 1,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,EURO 1,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,EURO 1,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,EURO 1,0
11,PURE EV,Jammu and Kashmir(21),2026,EURO 1,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,EURO 1,0
1,CNG ONLY,Jammu and Kashmir(21),2026,EURO 2,0
2,DIESEL,Jammu and Kashmir(21),2026,EURO 2,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,EURO 2,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,EURO 2,0
5,PETROL,Jammu and Kashmir(21),2026,EURO 2,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,EURO 2,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,EURO 2,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,EURO 2,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,EURO 2,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,EURO 2,0
11,PURE EV,Jammu and Kashmir(21),2026,EURO 2,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,EURO 2,0
1,CNG ONLY,Jammu and Kashmir(21),2026,EURO 3,0
2,DIESEL,Jammu and Kashmir(21),2026,EURO 3,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,EURO 3,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,EURO 3,0
5,PETROL,Jammu and Kashmir(21),2026,EURO 3,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,EURO 3,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,EURO 3,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,EURO 3,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,EURO 3,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,EURO 3,0
11,PURE EV,Jammu and Kashmir(21),2026,EURO 3,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,EURO 3,0
1,CNG ONLY,Jammu and Kashmir(21),2026,EURO 4,0
2,DIESEL,Jammu and Kashmir(21),2026,EURO 4,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,EURO 4,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,EURO 4,0
5,PETROL,Jammu and Kashmir(21),2026,EURO 4,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,EURO 4,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,EURO 4,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,EURO 4,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,EURO 4,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,EURO 4,0
11,PURE EV,Jammu and Kashmir(21),2026,EURO 4,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,EURO 4,0
1,CNG ONLY,Jammu and Kashmir(21),2026,EURO 6,0
2,DIESEL,Jammu and Kashmir(21),2026,EURO 6,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,EURO 6,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,EURO 6,0
5,PETROL,Jammu and Kashmir(21),2026,EURO 6,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,EURO 6,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,EURO 6,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,EURO 6,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,EURO 6,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,EURO 6,0
11,PURE EV,Jammu and Kashmir(21),2026,EURO 6,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,EURO 6,0
1,CNG ONLY,Jammu and Kashmir(21),2026,EURO 6A,0
2,DIESEL,Jammu and Kashmir(21),2026,EURO 6A,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,EURO 6A,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,EURO 6A,0
5,PETROL,Jammu and Kashmir(21),2026,EURO 6A,0
6,PETROL/CNG,Jammu and Kashmir(21),2026,EURO 6A,0
7,PETROL(E20)/CNG,Jammu and Kashmir(21),2026,EURO 6A,0
8,PETROL(E20)/HYBRID,Jammu and Kashmir(21),2026,EURO 6A,0
9,PETROL/ETHANOL,Jammu and Kashmir(21),2026,EURO 6A,0
10,PETROL/HYBRID,Jammu and Kashmir(21),2026,EURO 6A,0
11,PURE EV,Jammu and Kashmir(21),2026,EURO 6A,0
12,STRONG HYBRID EV,Jammu and Kashmir(21),2026,EURO 6A,0
1,CNG ONLY,Jammu and Kashmir(21),2026,EURO  6AD,0
2,DIESEL,Jammu and Kashmir(21),2026,EURO  6AD,0
3,DIESEL/HYBRID,Jammu and Kashmir(21),2026,EURO  6AD,0
4,ELECTRIC(BOV),Jammu and Kashmir(21),2026,EURO  6AD,0
