S No,Vehicle Class,State,Year,Fuel,Value
8,DUMPER,Arunachal Pradesh(29),2026,LPG ONLY,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,LPG ONLY,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,LPG ONLY,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,LPG ONLY,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,LPG ONLY,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,LPG ONLY,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,LPG ONLY,0
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,LPG ONLY,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,LPG ONLY,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,LPG ONLY,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,LPG ONLY,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,LPG ONLY,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,LPG ONLY,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,METHANOL,0
2,AMBULANCE,Arunachal Pradesh(29),2026,METHANOL,0
3,BUS,Arunachal Pradesh(29),2026,METHANOL,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,METHANOL,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,METHANOL,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,METHANOL,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,METHANOL,0
8,DUMPER,Arunachal Pradesh(29),2026,METHANOL,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,METHANOL,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,METHANOL,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,METHANOL,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,METHANOL,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,METHANOL,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,METHANOL,0
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,METHANOL,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,METHANOL,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,METHANOL,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,METHANOL,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,METHANOL,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,METHANOL,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
2,AMBULANCE,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
3,BUS,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,NOT APPLICABLE,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,NOT APPLICABLE,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
8,DUMPER,Arunachal Pradesh(29),2026,NOT APPLICABLE,1
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,NOT APPLICABLE,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,NOT APPLICABLE,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,NOT APPLICABLE,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,NOT APPLICABLE,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,NOT APPLICABLE,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,NOT APPLICABLE,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,NOT APPLICABLE,16
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,NOT APPLICABLE,2
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PETROL,0
2,AMBULANCE,Arunachal Pradesh(29),2026,PETROL,0
3,BUS,Arunachal Pradesh(29),2026,PETROL,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,PETROL,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,PETROL,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,PETROL,0
8,DUMPER,Arunachal Pradesh(29),2026,PETROL,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,PETROL,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,PETROL,6
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,PETROL,577
13,MOTOR CAB,Arunachal Pradesh(29),2026,PETROL,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,PETROL,196
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,PETROL,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,PETROL,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,PETROL,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,PETROL,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PETROL/CNG,0
2,AMBULANCE,Arunachal Pradesh(29),2026,PETROL/CNG,0
3,BUS,Arunachal Pradesh(29),2026,PETROL/CNG,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,PETROL/CNG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,PETROL/CNG,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/CNG,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,PETROL/CNG,0
8,DUMPER,Arunachal Pradesh(29),2026,PETROL/CNG,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/CNG,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,PETROL/CNG,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,PETROL/CNG,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,PETROL/CNG,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,PETROL/CNG,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,PETROL/CNG,3
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,PETROL/CNG,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,PETROL/CNG,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,PETROL/CNG,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/CNG,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/CNG,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/CNG,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
2,AMBULANCE,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
3,BUS,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
8,DUMPER,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
2,AMBULANCE,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
3,BUS,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
8,DUMPER,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,242
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
2,AMBULANCE,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
3,BUS,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
8,DUMPER,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
2,AMBULANCE,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
3,BUS,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
8,DUMPER,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
2,AMBULANCE,Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
3,BUS,Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
8,DUMPER,Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,PETROL/ETHANOL,19
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,PETROL/ETHANOL,"1,755"
13,MOTOR CAB,Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,PETROL/ETHANOL,"1,367"
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,PETROL/ETHANOL,14
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
2,AMBULANCE,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
3,BUS,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,PETROL/HYBRID,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/HYBRID,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
8,DUMPER,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/HYBRID,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,PETROL/HYBRID,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,PETROL/HYBRID,56
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,PETROL/HYBRID,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,PETROL/HYBRID,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,PETROL/HYBRID,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/HYBRID,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/HYBRID,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/HYBRID,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
2,AMBULANCE,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
3,BUS,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
8,DUMPER,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PETROL/LPG,0
2,AMBULANCE,Arunachal Pradesh(29),2026,PETROL/LPG,0
3,BUS,Arunachal Pradesh(29),2026,PETROL/LPG,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,PETROL/LPG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,PETROL/LPG,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/LPG,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,PETROL/LPG,0
8,DUMPER,Arunachal Pradesh(29),2026,PETROL/LPG,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/LPG,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,PETROL/LPG,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,PETROL/LPG,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,PETROL/LPG,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,PETROL/LPG,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,PETROL/LPG,0
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,PETROL/LPG,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,PETROL/LPG,1
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,PETROL/LPG,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/LPG,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/LPG,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/LPG,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
2,AMBULANCE,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
3,BUS,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,PETROL/METHANOL,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/METHANOL,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
8,DUMPER,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/METHANOL,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,PETROL/METHANOL,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,PETROL/METHANOL,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,PETROL/METHANOL,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,PETROL/METHANOL,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/METHANOL,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/METHANOL,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,PETROL/METHANOL,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
2,AMBULANCE,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
3,BUS,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
6,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
7,CRANE MOUNTED VEHICLE,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
8,DUMPER,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
9,EXCAVATOR (COMMERCIAL),Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
10,EXCAVATOR (NT),Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
11,GOODS CARRIER,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
12,M-CYCLE/SCOOTER,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
13,MOTOR CAB,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
14,MOTOR CAR,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
15,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
16,THREE WHEELER (GOODS),Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
17,THREE WHEELER (PASSENGER),Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
18,TRACTOR (COMMERCIAL),Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
19,TRACTOR-TROLLEY(COMMERCIAL),Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
20,TRAILER (COMMERCIAL),Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
1,AGRICULTURAL TRACTOR,Arunachal Pradesh(29),2026,PURE EV,0
