S No,Vehicle Category,State,Year,Norms,Value
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,CEV STAGE V,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,CEV STAGE V,28
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,CEV STAGE V,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,CEV STAGE V,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,CEV STAGE V,233
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,CEV STAGE V,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,CEV STAGE V,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,CEV STAGE V,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 1,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 1,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 1,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 1,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 1,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 1,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 1,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 1,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 1,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,EURO 1,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,EURO 1,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,EURO 1,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,EURO 1,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 2,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 2,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 2,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 2,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 2,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 2,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 2,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 2,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 2,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,EURO 2,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,EURO 2,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,EURO 2,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,EURO 2,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 3,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 3,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 3,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 3,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 3,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 3,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 3,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 3,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 3,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,EURO 3,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,EURO 3,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,EURO 3,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,EURO 3,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 4,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 4,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 4,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 4,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 4,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 4,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 4,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 4,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 4,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,EURO 4,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,EURO 4,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,EURO 4,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,EURO 4,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,EURO 6,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,EURO 6,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,EURO 6,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,EURO 6,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6A,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6A,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6A,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6A,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6A,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6A,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6A,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6A,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6A,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,EURO 6A,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,EURO 6A,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,EURO 6A,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,EURO 6A,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO  6AD,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO  6AD,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO  6AD,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO  6AD,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO  6AD,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO  6AD,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO  6AD,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO  6AD,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO  6AD,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,EURO  6AD,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,EURO  6AD,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,EURO  6AD,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,EURO  6AD,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6B,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6B,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6B,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6B,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6B,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6B,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6B,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6B,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6B,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,EURO 6B,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,EURO 6B,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,EURO 6B,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,EURO 6B,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6C,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6C,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6C,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6C,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6C,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6C,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6C,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6C,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6C,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,EURO 6C,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,EURO 6C,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,EURO 6C,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,EURO 6C,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6D,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6D,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6D,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6D,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6D,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6D,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,EURO 6D,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,EURO 6D,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,EURO 6D,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,EURO 6D,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,EURO 6D,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,EURO 6D,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,EURO 6D,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,Not Applicable,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,Not Applicable,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,Not Applicable,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,Not Applicable,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,Not Applicable,1
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,Not Applicable,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,Not Applicable,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,Not Applicable,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,Not Applicable,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,Not Applicable,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,Not Applicable,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,Not Applicable,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,Not Applicable,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,Not Available,12
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,Not Available,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,Not Available,10
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,Not Available,100
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,Not Available,44
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,Not Available,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,Not Available,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,Not Available,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,Not Available,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,Not Available,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,Not Available,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,Not Available,2
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,Not Available,47
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE IV,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE IV,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE IV,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE IV,18
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE IV,2
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE IV,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE IV,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE IV,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE IV,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,TREM STAGE IV,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,TREM STAGE IV,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,TREM STAGE IV,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,TREM STAGE IV,0
1,HEAVY GOODS VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE V,0
2,HEAVY MOTOR VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE V,0
3,HEAVY PASSENGER VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE V,0
4,LIGHT GOODS VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE V,0
5,LIGHT MOTOR VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE V,0
6,LIGHT PASSENGER VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE V,0
7,MEDIUM GOODS VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE V,0
8,MEDIUM MOTOR VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE V,0
9,MEDIUM PASSENGER VEHICLE,Arunachal Pradesh(29),2025,TREM STAGE V,0
10,OTHER THAN MENTIONED ABOVE,Arunachal Pradesh(29),2025,TREM STAGE V,0
11,THREE WHEELER(NT),Arunachal Pradesh(29),2025,TREM STAGE V,0
12,THREE WHEELER(T),Arunachal Pradesh(29),2025,TREM STAGE V,0
13,TWO WHEELER(NT),Arunachal Pradesh(29),2025,TREM STAGE V,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,BS I,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,BS I,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,BS I,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,BS I,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,BS I,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,BS I,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,BS I,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,BS I,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,BS I,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,BS I,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,BS I,0
12,THREE WHEELER(T),Assam(33),2025,BS I,0
13,TWO WHEELER(NT),Assam(33),2025,BS I,0
14,TWO WHEELER(T),Assam(33),2025,BS I,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,BS II,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,BS II,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,BS II,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,BS II,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,BS II,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,BS II,1
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,BS II,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,BS II,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,BS II,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,BS II,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,BS II,0
12,THREE WHEELER(T),Assam(33),2025,BS II,0
13,TWO WHEELER(NT),Assam(33),2025,BS II,0
14,TWO WHEELER(T),Assam(33),2025,BS II,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,BS III,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,BS III,5
3,HEAVY MOTOR VEHICLE,Assam(33),2025,BS III,2
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,BS III,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,BS III,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,BS III,20
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,BS III,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,BS III,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,BS III,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,BS III,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,BS III,13
12,THREE WHEELER(T),Assam(33),2025,BS III,0
13,TWO WHEELER(NT),Assam(33),2025,BS III,1
14,TWO WHEELER(T),Assam(33),2025,BS III,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,BS III (CEV),0
2,HEAVY GOODS VEHICLE,Assam(33),2025,BS III (CEV),0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,BS III (CEV),0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,BS III (CEV),0
5,LIGHT GOODS VEHICLE,Assam(33),2025,BS III (CEV),0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,BS III (CEV),0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,BS III (CEV),0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,BS III (CEV),0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,BS III (CEV),6
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,BS III (CEV),0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,BS III (CEV),27
12,THREE WHEELER(T),Assam(33),2025,BS III (CEV),0
13,TWO WHEELER(NT),Assam(33),2025,BS III (CEV),0
14,TWO WHEELER(T),Assam(33),2025,BS III (CEV),0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,BS III/IV,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,BS III/IV,2
3,HEAVY MOTOR VEHICLE,Assam(33),2025,BS III/IV,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,BS III/IV,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,BS III/IV,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,BS III/IV,6
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,BS III/IV,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,BS III/IV,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,BS III/IV,1
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,BS III/IV,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,BS III/IV,0
12,THREE WHEELER(T),Assam(33),2025,BS III/IV,0
13,TWO WHEELER(NT),Assam(33),2025,BS III/IV,0
14,TWO WHEELER(T),Assam(33),2025,BS III/IV,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,BS IV,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,BS IV,2
3,HEAVY MOTOR VEHICLE,Assam(33),2025,BS IV,2
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,BS IV,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,BS IV,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,BS IV,12
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,BS IV,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,BS IV,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,BS IV,1
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,BS IV,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,BS IV,0
12,THREE WHEELER(T),Assam(33),2025,BS IV,0
13,TWO WHEELER(NT),Assam(33),2025,BS IV,4
14,TWO WHEELER(T),Assam(33),2025,BS IV,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,BS IV/VI,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,BS IV/VI,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,BS IV/VI,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,BS IV/VI,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,BS IV/VI,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,BS IV/VI,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,BS IV/VI,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,BS IV/VI,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,BS IV/VI,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,BS IV/VI,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,BS IV/VI,0
12,THREE WHEELER(T),Assam(33),2025,BS IV/VI,0
13,TWO WHEELER(NT),Assam(33),2025,BS IV/VI,0
14,TWO WHEELER(T),Assam(33),2025,BS IV/VI,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,BS VI,1
2,HEAVY GOODS VEHICLE,Assam(33),2025,BS VI,"3,913"
3,HEAVY MOTOR VEHICLE,Assam(33),2025,BS VI,27
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,BS VI,255
5,LIGHT GOODS VEHICLE,Assam(33),2025,BS VI,"11,754"
6,LIGHT MOTOR VEHICLE,Assam(33),2025,BS VI,"71,448"
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,BS VI,"4,250"
8,MEDIUM GOODS VEHICLE,Assam(33),2025,BS VI,357
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,BS VI,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,BS VI,412
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,BS VI,19
12,THREE WHEELER(T),Assam(33),2025,BS VI,"4,695"
13,TWO WHEELER(NT),Assam(33),2025,BS VI,"4,04,261"
14,TWO WHEELER(T),Assam(33),2025,BS VI,41
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,B(T)S III,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,B(T)S III,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,B(T)S III,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,B(T)S III,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,B(T)S III,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,B(T)S III,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,B(T)S III,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,B(T)S III,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,B(T)S III,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,B(T)S III,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,B(T)S III,0
12,THREE WHEELER(T),Assam(33),2025,B(T)S III,0
13,TWO WHEELER(NT),Assam(33),2025,B(T)S III,0
14,TWO WHEELER(T),Assam(33),2025,B(T)S III,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,B(T)S III A,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,B(T)S III A,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,B(T)S III A,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,B(T)S III A,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,B(T)S III A,"7,346"
6,LIGHT MOTOR VEHICLE,Assam(33),2025,B(T)S III A,399
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,B(T)S III A,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,B(T)S III A,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,B(T)S III A,1
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,B(T)S III A,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,B(T)S III A,0
12,THREE WHEELER(T),Assam(33),2025,B(T)S III A,0
13,TWO WHEELER(NT),Assam(33),2025,B(T)S III A,0
14,TWO WHEELER(T),Assam(33),2025,B(T)S III A,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,B(T)S III B,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,B(T)S III B,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,B(T)S III B,0
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,B(T)S III B,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,B(T)S III B,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,B(T)S III B,0
7,LIGHT PASSENGER VEHICLE,Assam(33),2025,B(T)S III B,0
8,MEDIUM GOODS VEHICLE,Assam(33),2025,B(T)S III B,0
9,MEDIUM MOTOR VEHICLE,Assam(33),2025,B(T)S III B,0
10,MEDIUM PASSENGER VEHICLE,Assam(33),2025,B(T)S III B,0
11,OTHER THAN MENTIONED ABOVE,Assam(33),2025,B(T)S III B,0
12,THREE WHEELER(T),Assam(33),2025,B(T)S III B,0
13,TWO WHEELER(NT),Assam(33),2025,B(T)S III B,0
14,TWO WHEELER(T),Assam(33),2025,B(T)S III B,0
1,FOUR WHEELER (INVALID CARRIAGE),Assam(33),2025,CEV STAGE IV,0
2,HEAVY GOODS VEHICLE,Assam(33),2025,CEV STAGE IV,0
3,HEAVY MOTOR VEHICLE,Assam(33),2025,CEV STAGE IV,5
4,HEAVY PASSENGER VEHICLE,Assam(33),2025,CEV STAGE IV,0
5,LIGHT GOODS VEHICLE,Assam(33),2025,CEV STAGE IV,0
6,LIGHT MOTOR VEHICLE,Assam(33),2025,CEV STAGE IV,4
