S No,Vehicle Class,State,Year,Norms,Value
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,EURO 6B,0
15,EXCAVATOR (NT),Odisha(39),2026,EURO 6B,0
16,FIRE TENDERS,Odisha(39),2026,EURO 6B,0
17,FORK LIFT,Odisha(39),2026,EURO 6B,0
18,GOODS CARRIER,Odisha(39),2026,EURO 6B,0
19,HARVESTER,Odisha(39),2026,EURO 6B,0
20,HEARSES,Odisha(39),2026,EURO 6B,0
21,LUXURY CAB,Odisha(39),2026,EURO 6B,0
22,MAXI CAB,Odisha(39),2026,EURO 6B,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,EURO 6B,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,EURO 6B,0
25,MOBILE CLINIC,Odisha(39),2026,EURO 6B,0
26,MOPED,Odisha(39),2026,EURO 6B,0
27,MOTOR CAB,Odisha(39),2026,EURO 6B,0
28,MOTOR CAR,Odisha(39),2026,EURO 6B,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,EURO 6B,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,EURO 6B,0
31,OMNI BUS,Odisha(39),2026,EURO 6B,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,EURO 6B,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,EURO 6B,0
34,RECOVERY VEHICLE,Odisha(39),2026,EURO 6B,0
35,THREE WHEELER (GOODS),Odisha(39),2026,EURO 6B,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,EURO 6B,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,EURO 6B,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,EURO 6B,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,EURO 6B,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,EURO 6B,0
1,ADAPTED VEHICLE,Odisha(39),2026,EURO 6C,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,EURO 6C,0
3,AMBULANCE,Odisha(39),2026,EURO 6C,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,EURO 6C,0
5,ARTICULATED VEHICLE,Odisha(39),2026,EURO 6C,0
6,BUS,Odisha(39),2026,EURO 6C,0
7,CASH VAN,Odisha(39),2026,EURO 6C,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,EURO 6C,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,EURO 6C,0
10,DUMPER,Odisha(39),2026,EURO 6C,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,EURO 6C,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,EURO 6C,0
13,E-RICKSHAW(P),Odisha(39),2026,EURO 6C,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,EURO 6C,0
15,EXCAVATOR (NT),Odisha(39),2026,EURO 6C,0
16,FIRE TENDERS,Odisha(39),2026,EURO 6C,0
17,FORK LIFT,Odisha(39),2026,EURO 6C,0
18,GOODS CARRIER,Odisha(39),2026,EURO 6C,0
19,HARVESTER,Odisha(39),2026,EURO 6C,0
20,HEARSES,Odisha(39),2026,EURO 6C,0
21,LUXURY CAB,Odisha(39),2026,EURO 6C,0
22,MAXI CAB,Odisha(39),2026,EURO 6C,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,EURO 6C,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,EURO 6C,0
25,MOBILE CLINIC,Odisha(39),2026,EURO 6C,0
26,MOPED,Odisha(39),2026,EURO 6C,0
27,MOTOR CAB,Odisha(39),2026,EURO 6C,0
28,MOTOR CAR,Odisha(39),2026,EURO 6C,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,EURO 6C,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,EURO 6C,0
31,OMNI BUS,Odisha(39),2026,EURO 6C,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,EURO 6C,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,EURO 6C,0
34,RECOVERY VEHICLE,Odisha(39),2026,EURO 6C,0
35,THREE WHEELER (GOODS),Odisha(39),2026,EURO 6C,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,EURO 6C,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,EURO 6C,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,EURO 6C,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,EURO 6C,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,EURO 6C,0
1,ADAPTED VEHICLE,Odisha(39),2026,EURO 6D,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,EURO 6D,0
3,AMBULANCE,Odisha(39),2026,EURO 6D,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,EURO 6D,0
5,ARTICULATED VEHICLE,Odisha(39),2026,EURO 6D,0
6,BUS,Odisha(39),2026,EURO 6D,0
7,CASH VAN,Odisha(39),2026,EURO 6D,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,EURO 6D,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,EURO 6D,0
10,DUMPER,Odisha(39),2026,EURO 6D,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,EURO 6D,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,EURO 6D,0
13,E-RICKSHAW(P),Odisha(39),2026,EURO 6D,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,EURO 6D,0
15,EXCAVATOR (NT),Odisha(39),2026,EURO 6D,0
16,FIRE TENDERS,Odisha(39),2026,EURO 6D,0
17,FORK LIFT,Odisha(39),2026,EURO 6D,0
18,GOODS CARRIER,Odisha(39),2026,EURO 6D,0
19,HARVESTER,Odisha(39),2026,EURO 6D,0
20,HEARSES,Odisha(39),2026,EURO 6D,0
21,LUXURY CAB,Odisha(39),2026,EURO 6D,0
22,MAXI CAB,Odisha(39),2026,EURO 6D,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,EURO 6D,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,EURO 6D,0
25,MOBILE CLINIC,Odisha(39),2026,EURO 6D,0
26,MOPED,Odisha(39),2026,EURO 6D,0
27,MOTOR CAB,Odisha(39),2026,EURO 6D,0
28,MOTOR CAR,Odisha(39),2026,EURO 6D,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,EURO 6D,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,EURO 6D,0
31,OMNI BUS,Odisha(39),2026,EURO 6D,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,EURO 6D,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,EURO 6D,0
34,RECOVERY VEHICLE,Odisha(39),2026,EURO 6D,0
35,THREE WHEELER (GOODS),Odisha(39),2026,EURO 6D,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,EURO 6D,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,EURO 6D,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,EURO 6D,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,EURO 6D,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,EURO 6D,0
1,ADAPTED VEHICLE,Odisha(39),2026,Not Applicable,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,Not Applicable,0
3,AMBULANCE,Odisha(39),2026,Not Applicable,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,Not Applicable,0
5,ARTICULATED VEHICLE,Odisha(39),2026,Not Applicable,0
6,BUS,Odisha(39),2026,Not Applicable,0
7,CASH VAN,Odisha(39),2026,Not Applicable,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,Not Applicable,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,Not Applicable,0
10,DUMPER,Odisha(39),2026,Not Applicable,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,Not Applicable,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,Not Applicable,0
13,E-RICKSHAW(P),Odisha(39),2026,Not Applicable,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,Not Applicable,0
15,EXCAVATOR (NT),Odisha(39),2026,Not Applicable,0
16,FIRE TENDERS,Odisha(39),2026,Not Applicable,0
17,FORK LIFT,Odisha(39),2026,Not Applicable,0
18,GOODS CARRIER,Odisha(39),2026,Not Applicable,0
19,HARVESTER,Odisha(39),2026,Not Applicable,0
20,HEARSES,Odisha(39),2026,Not Applicable,0
21,LUXURY CAB,Odisha(39),2026,Not Applicable,0
22,MAXI CAB,Odisha(39),2026,Not Applicable,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,Not Applicable,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,Not Applicable,0
25,MOBILE CLINIC,Odisha(39),2026,Not Applicable,0
26,MOPED,Odisha(39),2026,Not Applicable,0
27,MOTOR CAB,Odisha(39),2026,Not Applicable,0
28,MOTOR CAR,Odisha(39),2026,Not Applicable,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,Not Applicable,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,Not Applicable,0
31,OMNI BUS,Odisha(39),2026,Not Applicable,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,Not Applicable,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,Not Applicable,0
34,RECOVERY VEHICLE,Odisha(39),2026,Not Applicable,0
35,THREE WHEELER (GOODS),Odisha(39),2026,Not Applicable,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,Not Applicable,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,Not Applicable,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,Not Applicable,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,Not Applicable,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,Not Applicable,0
1,ADAPTED VEHICLE,Odisha(39),2026,Not Available,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,Not Available,0
3,AMBULANCE,Odisha(39),2026,Not Available,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,Not Available,0
5,ARTICULATED VEHICLE,Odisha(39),2026,Not Available,1
6,BUS,Odisha(39),2026,Not Available,34
7,CASH VAN,Odisha(39),2026,Not Available,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,Not Available,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,Not Available,0
10,DUMPER,Odisha(39),2026,Not Available,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,Not Available,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,Not Available,0
13,E-RICKSHAW(P),Odisha(39),2026,Not Available,400
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,Not Available,117
15,EXCAVATOR (NT),Odisha(39),2026,Not Available,0
16,FIRE TENDERS,Odisha(39),2026,Not Available,0
17,FORK LIFT,Odisha(39),2026,Not Available,0
18,GOODS CARRIER,Odisha(39),2026,Not Available,134
19,HARVESTER,Odisha(39),2026,Not Available,0
20,HEARSES,Odisha(39),2026,Not Available,0
21,LUXURY CAB,Odisha(39),2026,Not Available,0
22,MAXI CAB,Odisha(39),2026,Not Available,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,Not Available,"12,275"
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,Not Available,3
25,MOBILE CLINIC,Odisha(39),2026,Not Available,0
26,MOPED,Odisha(39),2026,Not Available,335
27,MOTOR CAB,Odisha(39),2026,Not Available,7
28,MOTOR CAR,Odisha(39),2026,Not Available,761
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,Not Available,2
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,Not Available,186
31,OMNI BUS,Odisha(39),2026,Not Available,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,Not Available,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,Not Available,0
34,RECOVERY VEHICLE,Odisha(39),2026,Not Available,0
35,THREE WHEELER (GOODS),Odisha(39),2026,Not Available,160
36,THREE WHEELER (PASSENGER),Odisha(39),2026,Not Available,283
37,TRACTOR (COMMERCIAL),Odisha(39),2026,Not Available,1
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,Not Available,35
39,TRAILER (COMMERCIAL),Odisha(39),2026,Not Available,412
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,Not Available,0
1,ADAPTED VEHICLE,Odisha(39),2026,TREM STAGE IV,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,TREM STAGE IV,22
3,AMBULANCE,Odisha(39),2026,TREM STAGE IV,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,TREM STAGE IV,0
5,ARTICULATED VEHICLE,Odisha(39),2026,TREM STAGE IV,0
6,BUS,Odisha(39),2026,TREM STAGE IV,0
7,CASH VAN,Odisha(39),2026,TREM STAGE IV,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,TREM STAGE IV,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,TREM STAGE IV,0
10,DUMPER,Odisha(39),2026,TREM STAGE IV,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,TREM STAGE IV,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,TREM STAGE IV,0
13,E-RICKSHAW(P),Odisha(39),2026,TREM STAGE IV,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,TREM STAGE IV,0
15,EXCAVATOR (NT),Odisha(39),2026,TREM STAGE IV,0
16,FIRE TENDERS,Odisha(39),2026,TREM STAGE IV,0
17,FORK LIFT,Odisha(39),2026,TREM STAGE IV,0
18,GOODS CARRIER,Odisha(39),2026,TREM STAGE IV,0
19,HARVESTER,Odisha(39),2026,TREM STAGE IV,15
20,HEARSES,Odisha(39),2026,TREM STAGE IV,0
21,LUXURY CAB,Odisha(39),2026,TREM STAGE IV,0
22,MAXI CAB,Odisha(39),2026,TREM STAGE IV,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,TREM STAGE IV,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,TREM STAGE IV,0
25,MOBILE CLINIC,Odisha(39),2026,TREM STAGE IV,0
26,MOPED,Odisha(39),2026,TREM STAGE IV,0
27,MOTOR CAB,Odisha(39),2026,TREM STAGE IV,0
28,MOTOR CAR,Odisha(39),2026,TREM STAGE IV,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,TREM STAGE IV,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,TREM STAGE IV,0
31,OMNI BUS,Odisha(39),2026,TREM STAGE IV,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,TREM STAGE IV,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,TREM STAGE IV,0
34,RECOVERY VEHICLE,Odisha(39),2026,TREM STAGE IV,0
35,THREE WHEELER (GOODS),Odisha(39),2026,TREM STAGE IV,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,TREM STAGE IV,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,TREM STAGE IV,2
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,TREM STAGE IV,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,TREM STAGE IV,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,TREM STAGE IV,0
1,ADAPTED VEHICLE,Odisha(39),2026,TREM STAGE V,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,TREM STAGE V,0
3,AMBULANCE,Odisha(39),2026,TREM STAGE V,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,TREM STAGE V,0
5,ARTICULATED VEHICLE,Odisha(39),2026,TREM STAGE V,0
6,BUS,Odisha(39),2026,TREM STAGE V,0
7,CASH VAN,Odisha(39),2026,TREM STAGE V,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,TREM STAGE V,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,TREM STAGE V,0
10,DUMPER,Odisha(39),2026,TREM STAGE V,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,TREM STAGE V,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,TREM STAGE V,0
13,E-RICKSHAW(P),Odisha(39),2026,TREM STAGE V,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,TREM STAGE V,0
15,EXCAVATOR (NT),Odisha(39),2026,TREM STAGE V,0
16,FIRE TENDERS,Odisha(39),2026,TREM STAGE V,0
17,FORK LIFT,Odisha(39),2026,TREM STAGE V,0
18,GOODS CARRIER,Odisha(39),2026,TREM STAGE V,0
19,HARVESTER,Odisha(39),2026,TREM STAGE V,0
20,HEARSES,Odisha(39),2026,TREM STAGE V,0
21,LUXURY CAB,Odisha(39),2026,TREM STAGE V,0
22,MAXI CAB,Odisha(39),2026,TREM STAGE V,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,TREM STAGE V,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,TREM STAGE V,0
25,MOBILE CLINIC,Odisha(39),2026,TREM STAGE V,0
26,MOPED,Odisha(39),2026,TREM STAGE V,0
27,MOTOR CAB,Odisha(39),2026,TREM STAGE V,0
28,MOTOR CAR,Odisha(39),2026,TREM STAGE V,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,TREM STAGE V,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,TREM STAGE V,0
31,OMNI BUS,Odisha(39),2026,TREM STAGE V,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,TREM STAGE V,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,TREM STAGE V,0
34,RECOVERY VEHICLE,Odisha(39),2026,TREM STAGE V,0
35,THREE WHEELER (GOODS),Odisha(39),2026,TREM STAGE V,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,TREM STAGE V,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,TREM STAGE V,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,TREM STAGE V,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,TREM STAGE V,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,TREM STAGE V,0
1,AGRICULTURAL TRACTOR,Punjab(96),2026,BS I,0
2,AMBULANCE,Punjab(96),2026,BS I,0
3,ARTICULATED VEHICLE,Punjab(96),2026,BS I,0
4,BUS,Punjab(96),2026,BS I,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Punjab(96),2026,BS I,0
6,CRANE MOUNTED VEHICLE,Punjab(96),2026,BS I,0
7,EARTH MOVING EQUIPMENT,Punjab(96),2026,BS I,0
8,E-RICKSHAW(P),Punjab(96),2026,BS I,0
9,E-RICKSHAW WITH CART (G),Punjab(96),2026,BS I,0
10,FORK LIFT,Punjab(96),2026,BS I,0
11,GOODS CARRIER,Punjab(96),2026,BS I,0
12,HARVESTER,Punjab(96),2026,BS I,0
13,MAXI CAB,Punjab(96),2026,BS I,0
14,M-CYCLE/SCOOTER,Punjab(96),2026,BS I,0
15,M-CYCLE/SCOOTER-WITH SIDE CAR,Punjab(96),2026,BS I,0
16,MOPED,Punjab(96),2026,BS I,0
17,MOTOR CAB,Punjab(96),2026,BS I,0
18,MOTOR CAR,Punjab(96),2026,BS I,0
19,MOTOR CYCLE/SCOOTER-SIDECAR(T),Punjab(96),2026,BS I,0
20,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Punjab(96),2026,BS I,0
21,MOTORISED CYCLE (CC > 25CC),Punjab(96),2026,BS I,0
22,THREE WHEELER (GOODS),Punjab(96),2026,BS I,0
23,THREE WHEELER (PASSENGER),Punjab(96),2026,BS I,0
1,AGRICULTURAL TRACTOR,Punjab(96),2026,BS II,0
2,AMBULANCE,Punjab(96),2026,BS II,0
3,ARTICULATED VEHICLE,Punjab(96),2026,BS II,0
4,BUS,Punjab(96),2026,BS II,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Punjab(96),2026,BS II,0
6,CRANE MOUNTED VEHICLE,Punjab(96),2026,BS II,0
7,EARTH MOVING EQUIPMENT,Punjab(96),2026,BS II,0
8,E-RICKSHAW(P),Punjab(96),2026,BS II,0
9,E-RICKSHAW WITH CART (G),Punjab(96),2026,BS II,0
10,FORK LIFT,Punjab(96),2026,BS II,0
11,GOODS CARRIER,Punjab(96),2026,BS II,0
12,HARVESTER,Punjab(96),2026,BS II,0
13,MAXI CAB,Punjab(96),2026,BS II,0
14,M-CYCLE/SCOOTER,Punjab(96),2026,BS II,0
15,M-CYCLE/SCOOTER-WITH SIDE CAR,Punjab(96),2026,BS II,0
16,MOPED,Punjab(96),2026,BS II,0
17,MOTOR CAB,Punjab(96),2026,BS II,0
18,MOTOR CAR,Punjab(96),2026,BS II,0
19,MOTOR CYCLE/SCOOTER-SIDECAR(T),Punjab(96),2026,BS II,0
20,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Punjab(96),2026,BS II,0
21,MOTORISED CYCLE (CC > 25CC),Punjab(96),2026,BS II,0
22,THREE WHEELER (GOODS),Punjab(96),2026,BS II,0
23,THREE WHEELER (PASSENGER),Punjab(96),2026,BS II,0
1,AGRICULTURAL TRACTOR,Punjab(96),2026,BS III,0
2,AMBULANCE,Punjab(96),2026,BS III,0
3,ARTICULATED VEHICLE,Punjab(96),2026,BS III,0
4,BUS,Punjab(96),2026,BS III,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Punjab(96),2026,BS III,0
6,CRANE MOUNTED VEHICLE,Punjab(96),2026,BS III,0
7,EARTH MOVING EQUIPMENT,Punjab(96),2026,BS III,0
8,E-RICKSHAW(P),Punjab(96),2026,BS III,0
9,E-RICKSHAW WITH CART (G),Punjab(96),2026,BS III,0
10,FORK LIFT,Punjab(96),2026,BS III,0
11,GOODS CARRIER,Punjab(96),2026,BS III,0
12,HARVESTER,Punjab(96),2026,BS III,0
13,MAXI CAB,Punjab(96),2026,BS III,0
14,M-CYCLE/SCOOTER,Punjab(96),2026,BS III,0
15,M-CYCLE/SCOOTER-WITH SIDE CAR,Punjab(96),2026,BS III,0
16,MOPED,Punjab(96),2026,BS III,0
17,MOTOR CAB,Punjab(96),2026,BS III,0
18,MOTOR CAR,Punjab(96),2026,BS III,0
19,MOTOR CYCLE/SCOOTER-SIDECAR(T),Punjab(96),2026,BS III,0
20,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Punjab(96),2026,BS III,0
21,MOTORISED CYCLE (CC > 25CC),Punjab(96),2026,BS III,0
22,THREE WHEELER (GOODS),Punjab(96),2026,BS III,0
23,THREE WHEELER (PASSENGER),Punjab(96),2026,BS III,0
1,AGRICULTURAL TRACTOR,Punjab(96),2026,BS III (CEV),0
2,AMBULANCE,Punjab(96),2026,BS III (CEV),0
3,ARTICULATED VEHICLE,Punjab(96),2026,BS III (CEV),0
4,BUS,Punjab(96),2026,BS III (CEV),0
5,CONSTRUCTION EQUIPMENT VEHICLE,Punjab(96),2026,BS III (CEV),1
6,CRANE MOUNTED VEHICLE,Punjab(96),2026,BS III (CEV),0
7,EARTH MOVING EQUIPMENT,Punjab(96),2026,BS III (CEV),0
8,E-RICKSHAW(P),Punjab(96),2026,BS III (CEV),0
9,E-RICKSHAW WITH CART (G),Punjab(96),2026,BS III (CEV),0
10,FORK LIFT,Punjab(96),2026,BS III (CEV),0
11,GOODS CARRIER,Punjab(96),2026,BS III (CEV),0
12,HARVESTER,Punjab(96),2026,BS III (CEV),0
13,MAXI CAB,Punjab(96),2026,BS III (CEV),0
14,M-CYCLE/SCOOTER,Punjab(96),2026,BS III (CEV),0
15,M-CYCLE/SCOOTER-WITH SIDE CAR,Punjab(96),2026,BS III (CEV),0
16,MOPED,Punjab(96),2026,BS III (CEV),0
17,MOTOR CAB,Punjab(96),2026,BS III (CEV),0
18,MOTOR CAR,Punjab(96),2026,BS III (CEV),0
19,MOTOR CYCLE/SCOOTER-SIDECAR(T),Punjab(96),2026,BS III (CEV),0
20,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Punjab(96),2026,BS III (CEV),0
21,MOTORISED CYCLE (CC > 25CC),Punjab(96),2026,BS III (CEV),0
22,THREE WHEELER (GOODS),Punjab(96),2026,BS III (CEV),0
23,THREE WHEELER (PASSENGER),Punjab(96),2026,BS III (CEV),0
1,AGRICULTURAL TRACTOR,Punjab(96),2026,BS III/IV,0
2,AMBULANCE,Punjab(96),2026,BS III/IV,0
3,ARTICULATED VEHICLE,Punjab(96),2026,BS III/IV,0
4,BUS,Punjab(96),2026,BS III/IV,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Punjab(96),2026,BS III/IV,0
6,CRANE MOUNTED VEHICLE,Punjab(96),2026,BS III/IV,0
7,EARTH MOVING EQUIPMENT,Punjab(96),2026,BS III/IV,0
8,E-RICKSHAW(P),Punjab(96),2026,BS III/IV,0
9,E-RICKSHAW WITH CART (G),Punjab(96),2026,BS III/IV,0
10,FORK LIFT,Punjab(96),2026,BS III/IV,0
11,GOODS CARRIER,Punjab(96),2026,BS III/IV,0
12,HARVESTER,Punjab(96),2026,BS III/IV,0
13,MAXI CAB,Punjab(96),2026,BS III/IV,0
14,M-CYCLE/SCOOTER,Punjab(96),2026,BS III/IV,0
15,M-CYCLE/SCOOTER-WITH SIDE CAR,Punjab(96),2026,BS III/IV,0
16,MOPED,Punjab(96),2026,BS III/IV,0
17,MOTOR CAB,Punjab(96),2026,BS III/IV,0
18,MOTOR CAR,Punjab(96),2026,BS III/IV,0
19,MOTOR CYCLE/SCOOTER-SIDECAR(T),Punjab(96),2026,BS III/IV,0
20,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Punjab(96),2026,BS III/IV,0
21,MOTORISED CYCLE (CC > 25CC),Punjab(96),2026,BS III/IV,0
22,THREE WHEELER (GOODS),Punjab(96),2026,BS III/IV,0
23,THREE WHEELER (PASSENGER),Punjab(96),2026,BS III/IV,0
1,AGRICULTURAL TRACTOR,Punjab(96),2026,BS IV,0
2,AMBULANCE,Punjab(96),2026,BS IV,0
3,ARTICULATED VEHICLE,Punjab(96),2026,BS IV,0
4,BUS,Punjab(96),2026,BS IV,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Punjab(96),2026,BS IV,0
6,CRANE MOUNTED VEHICLE,Punjab(96),2026,BS IV,0
7,EARTH MOVING EQUIPMENT,Punjab(96),2026,BS IV,0
8,E-RICKSHAW(P),Punjab(96),2026,BS IV,0
9,E-RICKSHAW WITH CART (G),Punjab(96),2026,BS IV,0
10,FORK LIFT,Punjab(96),2026,BS IV,0
11,GOODS CARRIER,Punjab(96),2026,BS IV,0
12,HARVESTER,Punjab(96),2026,BS IV,0
13,MAXI CAB,Punjab(96),2026,BS IV,0
14,M-CYCLE/SCOOTER,Punjab(96),2026,BS IV,0
15,M-CYCLE/SCOOTER-WITH SIDE CAR,Punjab(96),2026,BS IV,0
16,MOPED,Punjab(96),2026,BS IV,0
17,MOTOR CAB,Punjab(96),2026,BS IV,0
18,MOTOR CAR,Punjab(96),2026,BS IV,0
19,MOTOR CYCLE/SCOOTER-SIDECAR(T),Punjab(96),2026,BS IV,0
20,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Punjab(96),2026,BS IV,0
21,MOTORISED CYCLE (CC > 25CC),Punjab(96),2026,BS IV,0
