S No,Fuel,State,Year,Norms,Value
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,B(T)S III,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,B(T)S III,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,B(T)S III,0
15,PETROL/ETHANOL,Rajasthan(60),2025,B(T)S III,0
16,PETROL/HYBRID,Rajasthan(60),2025,B(T)S III,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,B(T)S III,0
18,PETROL/LPG,Rajasthan(60),2025,B(T)S III,0
19,PURE EV,Rajasthan(60),2025,B(T)S III,0
20,STRONG HYBRID EV,Rajasthan(60),2025,B(T)S III,0
1,CNG ONLY,Rajasthan(60),2025,B(T)S III A,0
2,DIESEL,Rajasthan(60),2025,B(T)S III A,"1,21,097"
3,DIESEL/HYBRID,Rajasthan(60),2025,B(T)S III A,0
4,ELECTRIC(BOV),Rajasthan(60),2025,B(T)S III A,0
5,ETHANOL,Rajasthan(60),2025,B(T)S III A,0
6,LNG,Rajasthan(60),2025,B(T)S III A,0
7,LPG ONLY,Rajasthan(60),2025,B(T)S III A,0
8,NOT APPLICABLE,Rajasthan(60),2025,B(T)S III A,0
9,PETROL,Rajasthan(60),2025,B(T)S III A,0
10,PETROL/CNG,Rajasthan(60),2025,B(T)S III A,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,B(T)S III A,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,B(T)S III A,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,B(T)S III A,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,B(T)S III A,0
15,PETROL/ETHANOL,Rajasthan(60),2025,B(T)S III A,0
16,PETROL/HYBRID,Rajasthan(60),2025,B(T)S III A,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,B(T)S III A,0
18,PETROL/LPG,Rajasthan(60),2025,B(T)S III A,0
19,PURE EV,Rajasthan(60),2025,B(T)S III A,0
20,STRONG HYBRID EV,Rajasthan(60),2025,B(T)S III A,0
1,CNG ONLY,Rajasthan(60),2025,B(T)S III B,0
2,DIESEL,Rajasthan(60),2025,B(T)S III B,3
3,DIESEL/HYBRID,Rajasthan(60),2025,B(T)S III B,0
4,ELECTRIC(BOV),Rajasthan(60),2025,B(T)S III B,0
5,ETHANOL,Rajasthan(60),2025,B(T)S III B,0
6,LNG,Rajasthan(60),2025,B(T)S III B,0
7,LPG ONLY,Rajasthan(60),2025,B(T)S III B,0
8,NOT APPLICABLE,Rajasthan(60),2025,B(T)S III B,0
9,PETROL,Rajasthan(60),2025,B(T)S III B,0
10,PETROL/CNG,Rajasthan(60),2025,B(T)S III B,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,B(T)S III B,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,B(T)S III B,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,B(T)S III B,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,B(T)S III B,0
15,PETROL/ETHANOL,Rajasthan(60),2025,B(T)S III B,0
16,PETROL/HYBRID,Rajasthan(60),2025,B(T)S III B,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,B(T)S III B,0
18,PETROL/LPG,Rajasthan(60),2025,B(T)S III B,0
19,PURE EV,Rajasthan(60),2025,B(T)S III B,0
20,STRONG HYBRID EV,Rajasthan(60),2025,B(T)S III B,0
1,CNG ONLY,Rajasthan(60),2025,CEV STAGE IV,0
2,DIESEL,Rajasthan(60),2025,CEV STAGE IV,795
3,DIESEL/HYBRID,Rajasthan(60),2025,CEV STAGE IV,0
4,ELECTRIC(BOV),Rajasthan(60),2025,CEV STAGE IV,0
5,ETHANOL,Rajasthan(60),2025,CEV STAGE IV,0
6,LNG,Rajasthan(60),2025,CEV STAGE IV,0
7,LPG ONLY,Rajasthan(60),2025,CEV STAGE IV,0
8,NOT APPLICABLE,Rajasthan(60),2025,CEV STAGE IV,0
9,PETROL,Rajasthan(60),2025,CEV STAGE IV,0
10,PETROL/CNG,Rajasthan(60),2025,CEV STAGE IV,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,CEV STAGE IV,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,CEV STAGE IV,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,CEV STAGE IV,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,CEV STAGE IV,0
15,PETROL/ETHANOL,Rajasthan(60),2025,CEV STAGE IV,0
16,PETROL/HYBRID,Rajasthan(60),2025,CEV STAGE IV,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,CEV STAGE IV,0
18,PETROL/LPG,Rajasthan(60),2025,CEV STAGE IV,0
19,PURE EV,Rajasthan(60),2025,CEV STAGE IV,0
20,STRONG HYBRID EV,Rajasthan(60),2025,CEV STAGE IV,0
1,CNG ONLY,Rajasthan(60),2025,CEV STAGE V,0
2,DIESEL,Rajasthan(60),2025,CEV STAGE V,"4,027"
3,DIESEL/HYBRID,Rajasthan(60),2025,CEV STAGE V,0
4,ELECTRIC(BOV),Rajasthan(60),2025,CEV STAGE V,0
5,ETHANOL,Rajasthan(60),2025,CEV STAGE V,0
6,LNG,Rajasthan(60),2025,CEV STAGE V,0
7,LPG ONLY,Rajasthan(60),2025,CEV STAGE V,0
8,NOT APPLICABLE,Rajasthan(60),2025,CEV STAGE V,0
9,PETROL,Rajasthan(60),2025,CEV STAGE V,0
10,PETROL/CNG,Rajasthan(60),2025,CEV STAGE V,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,CEV STAGE V,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,CEV STAGE V,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,CEV STAGE V,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,CEV STAGE V,0
15,PETROL/ETHANOL,Rajasthan(60),2025,CEV STAGE V,0
16,PETROL/HYBRID,Rajasthan(60),2025,CEV STAGE V,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,CEV STAGE V,0
18,PETROL/LPG,Rajasthan(60),2025,CEV STAGE V,0
19,PURE EV,Rajasthan(60),2025,CEV STAGE V,0
20,STRONG HYBRID EV,Rajasthan(60),2025,CEV STAGE V,0
1,CNG ONLY,Rajasthan(60),2025,EURO 1,0
2,DIESEL,Rajasthan(60),2025,EURO 1,0
3,DIESEL/HYBRID,Rajasthan(60),2025,EURO 1,0
4,ELECTRIC(BOV),Rajasthan(60),2025,EURO 1,0
5,ETHANOL,Rajasthan(60),2025,EURO 1,0
6,LNG,Rajasthan(60),2025,EURO 1,0
7,LPG ONLY,Rajasthan(60),2025,EURO 1,0
8,NOT APPLICABLE,Rajasthan(60),2025,EURO 1,0
9,PETROL,Rajasthan(60),2025,EURO 1,0
10,PETROL/CNG,Rajasthan(60),2025,EURO 1,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,EURO 1,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,EURO 1,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,EURO 1,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,EURO 1,0
15,PETROL/ETHANOL,Rajasthan(60),2025,EURO 1,0
16,PETROL/HYBRID,Rajasthan(60),2025,EURO 1,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,EURO 1,0
18,PETROL/LPG,Rajasthan(60),2025,EURO 1,0
19,PURE EV,Rajasthan(60),2025,EURO 1,0
20,STRONG HYBRID EV,Rajasthan(60),2025,EURO 1,0
1,CNG ONLY,Rajasthan(60),2025,EURO 2,0
2,DIESEL,Rajasthan(60),2025,EURO 2,0
3,DIESEL/HYBRID,Rajasthan(60),2025,EURO 2,0
4,ELECTRIC(BOV),Rajasthan(60),2025,EURO 2,0
5,ETHANOL,Rajasthan(60),2025,EURO 2,0
6,LNG,Rajasthan(60),2025,EURO 2,0
7,LPG ONLY,Rajasthan(60),2025,EURO 2,0
8,NOT APPLICABLE,Rajasthan(60),2025,EURO 2,0
9,PETROL,Rajasthan(60),2025,EURO 2,0
10,PETROL/CNG,Rajasthan(60),2025,EURO 2,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,EURO 2,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,EURO 2,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,EURO 2,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,EURO 2,0
15,PETROL/ETHANOL,Rajasthan(60),2025,EURO 2,0
16,PETROL/HYBRID,Rajasthan(60),2025,EURO 2,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,EURO 2,0
18,PETROL/LPG,Rajasthan(60),2025,EURO 2,0
19,PURE EV,Rajasthan(60),2025,EURO 2,0
20,STRONG HYBRID EV,Rajasthan(60),2025,EURO 2,0
1,CNG ONLY,Rajasthan(60),2025,EURO 3,0
2,DIESEL,Rajasthan(60),2025,EURO 3,0
3,DIESEL/HYBRID,Rajasthan(60),2025,EURO 3,0
4,ELECTRIC(BOV),Rajasthan(60),2025,EURO 3,0
5,ETHANOL,Rajasthan(60),2025,EURO 3,0
6,LNG,Rajasthan(60),2025,EURO 3,0
7,LPG ONLY,Rajasthan(60),2025,EURO 3,0
8,NOT APPLICABLE,Rajasthan(60),2025,EURO 3,0
9,PETROL,Rajasthan(60),2025,EURO 3,0
10,PETROL/CNG,Rajasthan(60),2025,EURO 3,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,EURO 3,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,EURO 3,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,EURO 3,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,EURO 3,0
15,PETROL/ETHANOL,Rajasthan(60),2025,EURO 3,0
16,PETROL/HYBRID,Rajasthan(60),2025,EURO 3,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,EURO 3,0
18,PETROL/LPG,Rajasthan(60),2025,EURO 3,0
19,PURE EV,Rajasthan(60),2025,EURO 3,0
20,STRONG HYBRID EV,Rajasthan(60),2025,EURO 3,0
1,CNG ONLY,Rajasthan(60),2025,EURO 4,0
2,DIESEL,Rajasthan(60),2025,EURO 4,0
3,DIESEL/HYBRID,Rajasthan(60),2025,EURO 4,0
4,ELECTRIC(BOV),Rajasthan(60),2025,EURO 4,0
5,ETHANOL,Rajasthan(60),2025,EURO 4,0
6,LNG,Rajasthan(60),2025,EURO 4,0
7,LPG ONLY,Rajasthan(60),2025,EURO 4,0
8,NOT APPLICABLE,Rajasthan(60),2025,EURO 4,0
9,PETROL,Rajasthan(60),2025,EURO 4,0
10,PETROL/CNG,Rajasthan(60),2025,EURO 4,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,EURO 4,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,EURO 4,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,EURO 4,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,EURO 4,0
15,PETROL/ETHANOL,Rajasthan(60),2025,EURO 4,0
16,PETROL/HYBRID,Rajasthan(60),2025,EURO 4,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,EURO 4,0
18,PETROL/LPG,Rajasthan(60),2025,EURO 4,0
19,PURE EV,Rajasthan(60),2025,EURO 4,0
20,STRONG HYBRID EV,Rajasthan(60),2025,EURO 4,0
1,CNG ONLY,Rajasthan(60),2025,EURO 6,0
2,DIESEL,Rajasthan(60),2025,EURO 6,11
3,DIESEL/HYBRID,Rajasthan(60),2025,EURO 6,0
4,ELECTRIC(BOV),Rajasthan(60),2025,EURO 6,1
5,ETHANOL,Rajasthan(60),2025,EURO 6,0
6,LNG,Rajasthan(60),2025,EURO 6,0
7,LPG ONLY,Rajasthan(60),2025,EURO 6,0
8,NOT APPLICABLE,Rajasthan(60),2025,EURO 6,1
9,PETROL,Rajasthan(60),2025,EURO 6,1
10,PETROL/CNG,Rajasthan(60),2025,EURO 6,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,EURO 6,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,EURO 6,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,EURO 6,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,EURO 6,0
15,PETROL/ETHANOL,Rajasthan(60),2025,EURO 6,0
16,PETROL/HYBRID,Rajasthan(60),2025,EURO 6,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,EURO 6,0
18,PETROL/LPG,Rajasthan(60),2025,EURO 6,0
19,PURE EV,Rajasthan(60),2025,EURO 6,0
20,STRONG HYBRID EV,Rajasthan(60),2025,EURO 6,0
1,CNG ONLY,Rajasthan(60),2025,EURO 6A,0
2,DIESEL,Rajasthan(60),2025,EURO 6A,0
3,DIESEL/HYBRID,Rajasthan(60),2025,EURO 6A,0
4,ELECTRIC(BOV),Rajasthan(60),2025,EURO 6A,0
5,ETHANOL,Rajasthan(60),2025,EURO 6A,0
6,LNG,Rajasthan(60),2025,EURO 6A,0
7,LPG ONLY,Rajasthan(60),2025,EURO 6A,0
8,NOT APPLICABLE,Rajasthan(60),2025,EURO 6A,0
9,PETROL,Rajasthan(60),2025,EURO 6A,0
10,PETROL/CNG,Rajasthan(60),2025,EURO 6A,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,EURO 6A,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,EURO 6A,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,EURO 6A,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,EURO 6A,0
15,PETROL/ETHANOL,Rajasthan(60),2025,EURO 6A,0
16,PETROL/HYBRID,Rajasthan(60),2025,EURO 6A,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,EURO 6A,0
18,PETROL/LPG,Rajasthan(60),2025,EURO 6A,0
19,PURE EV,Rajasthan(60),2025,EURO 6A,0
20,STRONG HYBRID EV,Rajasthan(60),2025,EURO 6A,0
1,CNG ONLY,Rajasthan(60),2025,EURO  6AD,0
2,DIESEL,Rajasthan(60),2025,EURO  6AD,0
3,DIESEL/HYBRID,Rajasthan(60),2025,EURO  6AD,0
4,ELECTRIC(BOV),Rajasthan(60),2025,EURO  6AD,0
5,ETHANOL,Rajasthan(60),2025,EURO  6AD,0
6,LNG,Rajasthan(60),2025,EURO  6AD,0
7,LPG ONLY,Rajasthan(60),2025,EURO  6AD,0
8,NOT APPLICABLE,Rajasthan(60),2025,EURO  6AD,0
9,PETROL,Rajasthan(60),2025,EURO  6AD,0
10,PETROL/CNG,Rajasthan(60),2025,EURO  6AD,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,EURO  6AD,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,EURO  6AD,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,EURO  6AD,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,EURO  6AD,0
15,PETROL/ETHANOL,Rajasthan(60),2025,EURO  6AD,0
16,PETROL/HYBRID,Rajasthan(60),2025,EURO  6AD,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,EURO  6AD,0
18,PETROL/LPG,Rajasthan(60),2025,EURO  6AD,0
19,PURE EV,Rajasthan(60),2025,EURO  6AD,0
20,STRONG HYBRID EV,Rajasthan(60),2025,EURO  6AD,0
1,CNG ONLY,Rajasthan(60),2025,EURO 6B,0
2,DIESEL,Rajasthan(60),2025,EURO 6B,0
3,DIESEL/HYBRID,Rajasthan(60),2025,EURO 6B,0
4,ELECTRIC(BOV),Rajasthan(60),2025,EURO 6B,0
5,ETHANOL,Rajasthan(60),2025,EURO 6B,0
6,LNG,Rajasthan(60),2025,EURO 6B,0
7,LPG ONLY,Rajasthan(60),2025,EURO 6B,0
8,NOT APPLICABLE,Rajasthan(60),2025,EURO 6B,0
9,PETROL,Rajasthan(60),2025,EURO 6B,0
10,PETROL/CNG,Rajasthan(60),2025,EURO 6B,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,EURO 6B,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,EURO 6B,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,EURO 6B,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,EURO 6B,0
15,PETROL/ETHANOL,Rajasthan(60),2025,EURO 6B,0
16,PETROL/HYBRID,Rajasthan(60),2025,EURO 6B,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,EURO 6B,0
18,PETROL/LPG,Rajasthan(60),2025,EURO 6B,0
19,PURE EV,Rajasthan(60),2025,EURO 6B,0
20,STRONG HYBRID EV,Rajasthan(60),2025,EURO 6B,0
1,CNG ONLY,Rajasthan(60),2025,EURO 6C,0
2,DIESEL,Rajasthan(60),2025,EURO 6C,0
3,DIESEL/HYBRID,Rajasthan(60),2025,EURO 6C,0
4,ELECTRIC(BOV),Rajasthan(60),2025,EURO 6C,0
5,ETHANOL,Rajasthan(60),2025,EURO 6C,0
6,LNG,Rajasthan(60),2025,EURO 6C,0
7,LPG ONLY,Rajasthan(60),2025,EURO 6C,0
8,NOT APPLICABLE,Rajasthan(60),2025,EURO 6C,0
9,PETROL,Rajasthan(60),2025,EURO 6C,0
10,PETROL/CNG,Rajasthan(60),2025,EURO 6C,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,EURO 6C,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,EURO 6C,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,EURO 6C,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,EURO 6C,0
15,PETROL/ETHANOL,Rajasthan(60),2025,EURO 6C,0
16,PETROL/HYBRID,Rajasthan(60),2025,EURO 6C,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,EURO 6C,0
18,PETROL/LPG,Rajasthan(60),2025,EURO 6C,0
19,PURE EV,Rajasthan(60),2025,EURO 6C,0
20,STRONG HYBRID EV,Rajasthan(60),2025,EURO 6C,0
1,CNG ONLY,Rajasthan(60),2025,EURO 6D,0
2,DIESEL,Rajasthan(60),2025,EURO 6D,0
3,DIESEL/HYBRID,Rajasthan(60),2025,EURO 6D,0
4,ELECTRIC(BOV),Rajasthan(60),2025,EURO 6D,0
5,ETHANOL,Rajasthan(60),2025,EURO 6D,0
6,LNG,Rajasthan(60),2025,EURO 6D,0
7,LPG ONLY,Rajasthan(60),2025,EURO 6D,0
8,NOT APPLICABLE,Rajasthan(60),2025,EURO 6D,0
9,PETROL,Rajasthan(60),2025,EURO 6D,0
10,PETROL/CNG,Rajasthan(60),2025,EURO 6D,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,EURO 6D,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,EURO 6D,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,EURO 6D,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,EURO 6D,0
15,PETROL/ETHANOL,Rajasthan(60),2025,EURO 6D,0
16,PETROL/HYBRID,Rajasthan(60),2025,EURO 6D,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,EURO 6D,0
18,PETROL/LPG,Rajasthan(60),2025,EURO 6D,0
19,PURE EV,Rajasthan(60),2025,EURO 6D,0
20,STRONG HYBRID EV,Rajasthan(60),2025,EURO 6D,0
1,CNG ONLY,Rajasthan(60),2025,Not Applicable,0
2,DIESEL,Rajasthan(60),2025,Not Applicable,1
3,DIESEL/HYBRID,Rajasthan(60),2025,Not Applicable,0
4,ELECTRIC(BOV),Rajasthan(60),2025,Not Applicable,0
5,ETHANOL,Rajasthan(60),2025,Not Applicable,0
6,LNG,Rajasthan(60),2025,Not Applicable,0
7,LPG ONLY,Rajasthan(60),2025,Not Applicable,0
8,NOT APPLICABLE,Rajasthan(60),2025,Not Applicable,1
9,PETROL,Rajasthan(60),2025,Not Applicable,0
10,PETROL/CNG,Rajasthan(60),2025,Not Applicable,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,Not Applicable,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,Not Applicable,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,Not Applicable,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,Not Applicable,0
15,PETROL/ETHANOL,Rajasthan(60),2025,Not Applicable,0
16,PETROL/HYBRID,Rajasthan(60),2025,Not Applicable,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,Not Applicable,0
18,PETROL/LPG,Rajasthan(60),2025,Not Applicable,0
19,PURE EV,Rajasthan(60),2025,Not Applicable,0
20,STRONG HYBRID EV,Rajasthan(60),2025,Not Applicable,0
1,CNG ONLY,Rajasthan(60),2025,Not Available,0
2,DIESEL,Rajasthan(60),2025,Not Available,0
3,DIESEL/HYBRID,Rajasthan(60),2025,Not Available,0
4,ELECTRIC(BOV),Rajasthan(60),2025,Not Available,"25,643"
5,ETHANOL,Rajasthan(60),2025,Not Available,0
6,LNG,Rajasthan(60),2025,Not Available,0
7,LPG ONLY,Rajasthan(60),2025,Not Available,0
8,NOT APPLICABLE,Rajasthan(60),2025,Not Available,"1,993"
9,PETROL,Rajasthan(60),2025,Not Available,1
10,PETROL/CNG,Rajasthan(60),2025,Not Available,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,Not Available,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,Not Available,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,Not Available,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,Not Available,0
15,PETROL/ETHANOL,Rajasthan(60),2025,Not Available,0
16,PETROL/HYBRID,Rajasthan(60),2025,Not Available,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,Not Available,0
18,PETROL/LPG,Rajasthan(60),2025,Not Available,0
19,PURE EV,Rajasthan(60),2025,Not Available,"88,870"
20,STRONG HYBRID EV,Rajasthan(60),2025,Not Available,0
1,CNG ONLY,Rajasthan(60),2025,TREM STAGE IV,0
2,DIESEL,Rajasthan(60),2025,TREM STAGE IV,"1,589"
3,DIESEL/HYBRID,Rajasthan(60),2025,TREM STAGE IV,0
4,ELECTRIC(BOV),Rajasthan(60),2025,TREM STAGE IV,0
5,ETHANOL,Rajasthan(60),2025,TREM STAGE IV,0
6,LNG,Rajasthan(60),2025,TREM STAGE IV,0
7,LPG ONLY,Rajasthan(60),2025,TREM STAGE IV,0
8,NOT APPLICABLE,Rajasthan(60),2025,TREM STAGE IV,0
9,PETROL,Rajasthan(60),2025,TREM STAGE IV,0
10,PETROL/CNG,Rajasthan(60),2025,TREM STAGE IV,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,TREM STAGE IV,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,TREM STAGE IV,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,TREM STAGE IV,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,TREM STAGE IV,0
15,PETROL/ETHANOL,Rajasthan(60),2025,TREM STAGE IV,0
16,PETROL/HYBRID,Rajasthan(60),2025,TREM STAGE IV,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,TREM STAGE IV,0
18,PETROL/LPG,Rajasthan(60),2025,TREM STAGE IV,0
19,PURE EV,Rajasthan(60),2025,TREM STAGE IV,0
20,STRONG HYBRID EV,Rajasthan(60),2025,TREM STAGE IV,0
1,CNG ONLY,Rajasthan(60),2025,TREM STAGE V,0
2,DIESEL,Rajasthan(60),2025,TREM STAGE V,0
3,DIESEL/HYBRID,Rajasthan(60),2025,TREM STAGE V,0
4,ELECTRIC(BOV),Rajasthan(60),2025,TREM STAGE V,0
5,ETHANOL,Rajasthan(60),2025,TREM STAGE V,0
6,LNG,Rajasthan(60),2025,TREM STAGE V,0
7,LPG ONLY,Rajasthan(60),2025,TREM STAGE V,0
8,NOT APPLICABLE,Rajasthan(60),2025,TREM STAGE V,0
9,PETROL,Rajasthan(60),2025,TREM STAGE V,0
10,PETROL/CNG,Rajasthan(60),2025,TREM STAGE V,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,TREM STAGE V,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,TREM STAGE V,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,TREM STAGE V,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,TREM STAGE V,0
15,PETROL/ETHANOL,Rajasthan(60),2025,TREM STAGE V,0
16,PETROL/HYBRID,Rajasthan(60),2025,TREM STAGE V,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,TREM STAGE V,0
18,PETROL/LPG,Rajasthan(60),2025,TREM STAGE V,0
19,PURE EV,Rajasthan(60),2025,TREM STAGE V,0
20,STRONG HYBRID EV,Rajasthan(60),2025,TREM STAGE V,0
1,DIESEL,Sikkim(9),2025,BS I,0
2,DIESEL/HYBRID,Sikkim(9),2025,BS I,0
3,ELECTRIC(BOV),Sikkim(9),2025,BS I,0
4,PETROL,Sikkim(9),2025,BS I,1
5,PETROL/CNG,Sikkim(9),2025,BS I,0
6,PETROL(E20)/HYBRID,Sikkim(9),2025,BS I,0
7,PETROL/ETHANOL,Sikkim(9),2025,BS I,0
8,PETROL/HYBRID,Sikkim(9),2025,BS I,0
9,PURE EV,Sikkim(9),2025,BS I,0
10,STRONG HYBRID EV,Sikkim(9),2025,BS I,0
1,DIESEL,Sikkim(9),2025,BS II,0
2,DIESEL/HYBRID,Sikkim(9),2025,BS II,0
3,ELECTRIC(BOV),Sikkim(9),2025,BS II,0
4,PETROL,Sikkim(9),2025,BS II,0
5,PETROL/CNG,Sikkim(9),2025,BS II,0
6,PETROL(E20)/HYBRID,Sikkim(9),2025,BS II,0
7,PETROL/ETHANOL,Sikkim(9),2025,BS II,0
8,PETROL/HYBRID,Sikkim(9),2025,BS II,0
9,PURE EV,Sikkim(9),2025,BS II,0
10,STRONG HYBRID EV,Sikkim(9),2025,BS II,0
1,DIESEL,Sikkim(9),2025,BS III,1
2,DIESEL/HYBRID,Sikkim(9),2025,BS III,0
3,ELECTRIC(BOV),Sikkim(9),2025,BS III,0
4,PETROL,Sikkim(9),2025,BS III,1
5,PETROL/CNG,Sikkim(9),2025,BS III,0
6,PETROL(E20)/HYBRID,Sikkim(9),2025,BS III,0
7,PETROL/ETHANOL,Sikkim(9),2025,BS III,0
8,PETROL/HYBRID,Sikkim(9),2025,BS III,0
9,PURE EV,Sikkim(9),2025,BS III,0
10,STRONG HYBRID EV,Sikkim(9),2025,BS III,0
1,DIESEL,Sikkim(9),2025,BS III (CEV),4
2,DIESEL/HYBRID,Sikkim(9),2025,BS III (CEV),0
3,ELECTRIC(BOV),Sikkim(9),2025,BS III (CEV),0
4,PETROL,Sikkim(9),2025,BS III (CEV),0
5,PETROL/CNG,Sikkim(9),2025,BS III (CEV),0
6,PETROL(E20)/HYBRID,Sikkim(9),2025,BS III (CEV),0
7,PETROL/ETHANOL,Sikkim(9),2025,BS III (CEV),0
8,PETROL/HYBRID,Sikkim(9),2025,BS III (CEV),0
9,PURE EV,Sikkim(9),2025,BS III (CEV),0
10,STRONG HYBRID EV,Sikkim(9),2025,BS III (CEV),0
1,DIESEL,Sikkim(9),2025,BS III/IV,0
2,DIESEL/HYBRID,Sikkim(9),2025,BS III/IV,0
3,ELECTRIC(BOV),Sikkim(9),2025,BS III/IV,0
4,PETROL,Sikkim(9),2025,BS III/IV,0
5,PETROL/CNG,Sikkim(9),2025,BS III/IV,0
6,PETROL(E20)/HYBRID,Sikkim(9),2025,BS III/IV,0
7,PETROL/ETHANOL,Sikkim(9),2025,BS III/IV,0
8,PETROL/HYBRID,Sikkim(9),2025,BS III/IV,0
9,PURE EV,Sikkim(9),2025,BS III/IV,0
