state_code,state_name,maker,year,x_column,count
-1,All India,EULER MOTORS PVT LTD,2025,Vehicle Category Group,0
-1,All India,EVBHARAT RANGE PRIVATE LIMITED,2025,Vehicle Category Group,0
-1,All India,EVCO AUTOMOBILES PVT LTD,2025,Vehicle Category Group,0
-1,All India,EVEX AUTO INDIA PVT LTD,2025,Vehicle Category Group,0
-1,All India,EVGREEN PVT LTD,2025,Vehicle Category Group,0
-1,All India,EXDINDUS EV ENERGY PVT LTD,2025,Vehicle Category Group,0
-1,All India,EXIDE INDUSTRIES LTD,2025,Vehicle Category Group,0
-1,All India,EXTRA FAST SOLUTIONS,2025,Vehicle Category Group,0
-1,All India,EYAMAUTO MOBILITY PVT LTD,2025,Vehicle Category Group,0
-1,All India,FARMTECH AGRO INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,FEDE INDUSTRIES PVT LTD,2025,Vehicle Category Group,0
-1,All India,FERRARI SPA (IMPORTER:NAVNIT MOTORS PVT LTD),2025,Vehicle Category Group,0
-1,All India,FERRARI SPA (IMPORTER:SELECT CARS P LTD),2025,Vehicle Category Group,0
-1,All India,FIELDTRACK EARTHMOVERS PVT LTD,2025,Vehicle Category Group,0
-1,All India,FIORI CONCRETE MACHINES INDIA PVT LTD,2025,Vehicle Category Group,0
-1,All India,FIRST CHOICE ELECTRIC VEHICLES PVT LTD,2025,Vehicle Category Group,0
-1,All India,FITWEL MOBILITY PVT LTD,2025,Vehicle Category Group,0
-1,All India,FIVE ELEMENTS,2025,Vehicle Category Group,0
-1,All India,FLYRIDERS ELECTRIC SCOOTERS PVT LTD,2025,Vehicle Category Group,0
-1,All India,FORCE MOTORS LIMITED,2025,Vehicle Category Group,0
-1,All India,FORD INDIA PVT LTD,2025,Vehicle Category Group,0
-1,All India,FRIENDS ENGINEERING WORKS,2025,Vehicle Category Group,0
-1,All India,FRN MOTORS PVT LTD,2025,Vehicle Category Group,0
-1,All India,FUTURE AUTOMOTIVE,2025,Vehicle Category Group,0
-1,All India,FUTURE EV TECHNOLOGY,2025,Vehicle Category Group,0
-1,All India,GAGAN AUTOMOTIVES,2025,Vehicle Category Group,0
-1,All India,GAHIR AGRICULTURAL INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,GAHIR AGRO INDUSTRIES LIMITED,2025,Vehicle Category Group,0
-1,All India,GALAXY ELECTRIC VEHICLES,2025,Vehicle Category Group,0
-1,All India,GANESH AGRICULTURE WORKS,2025,Vehicle Category Group,0
-1,All India,GANESH ENGINEERING WORKS AP118063632,2025,Vehicle Category Group,0
-1,All India,GANPATI AGRO INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,GARGARIJI AUTOMOBILE PVT LTD,2025,Vehicle Category Group,0
-1,All India,GAURA ELECTRIC VEHICLES PVT LTD,2025,Vehicle Category Group,0
-1,All India,GAUTAM AGRO INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,GAYATRI AGRO INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,GAYATRI ELECTRIC VEHICLES PVT LTD,2025,Vehicle Category Group,0
-1,All India,GAYATRI ENGG WORKS,2025,Vehicle Category Group,0
-1,All India,GAYATRI WELDING WORKS,2025,Vehicle Category Group,0
-1,All India,GENERAL MOTORS INDIA PVT LTD,2025,Vehicle Category Group,0
-1,All India,G & G AUTOMOTIVE,2025,Vehicle Category Group,0
-1,All India,GIAN AGRO INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,GILL AGRICULTURE WORKS,2025,Vehicle Category Group,0
-1,All India,GILLPREETAGRO INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,GIRIRAJ TRACTOR,2025,Vehicle Category Group,0
-1,All India,G.K E-VEHICLS INDUSTRIES PVT LTD,2025,Vehicle Category Group,0
-1,All India,GKON ELECTRIC MOTOR VEHICLES PVT LTD,2025,Vehicle Category Group,0
