S No,Vehicle Class,State,Year,Month,Value
8,CASH VAN,Haryana(104),2026,JAN,1
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,JAN,167
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,JAN,64
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,JAN,36
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,JAN,49
13,E-RICKSHAW(P),Haryana(104),2026,JAN,807
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,JAN,429
15,EXCAVATOR (NT),Haryana(104),2026,JAN,0
16,FIRE TENDERS,Haryana(104),2026,JAN,0
17,FORK LIFT,Haryana(104),2026,JAN,10
18,GOODS CARRIER,Haryana(104),2026,JAN,"7,353"
19,HARVESTER,Haryana(104),2026,JAN,152
20,HEARSES,Haryana(104),2026,JAN,1
21,LUXURY CAB,Haryana(104),2026,JAN,0
22,MAXI CAB,Haryana(104),2026,JAN,12
23,M-CYCLE/SCOOTER,Haryana(104),2026,JAN,"53,821"
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,JAN,9
25,MOBILE CLINIC,Haryana(104),2026,JAN,0
26,MOPED,Haryana(104),2026,JAN,86
27,MOTOR CAB,Haryana(104),2026,JAN,985
28,MOTOR CAR,Haryana(104),2026,JAN,"32,415"
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,JAN,61
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,JAN,4
31,OMNI BUS,Haryana(104),2026,JAN,0
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,JAN,1
33,RECOVERY VEHICLE,Haryana(104),2026,JAN,2
34,THREE WHEELER (GOODS),Haryana(104),2026,JAN,570
35,THREE WHEELER (PASSENGER),Haryana(104),2026,JAN,"1,101"
36,TRAILER (COMMERCIAL),Haryana(104),2026,JAN,22
1,ADAPTED VEHICLE,Haryana(104),2026,FEB,0
2,AGRICULTURAL TRACTOR,Haryana(104),2026,FEB,"3,859"
3,AMBULANCE,Haryana(104),2026,FEB,41
4,ANIMAL AMBULANCE,Haryana(104),2026,FEB,2
5,ARTICULATED VEHICLE,Haryana(104),2026,FEB,54
6,BUS,Haryana(104),2026,FEB,241
7,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2026,FEB,36
8,CASH VAN,Haryana(104),2026,FEB,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,FEB,168
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,FEB,75
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,FEB,28
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,FEB,105
13,E-RICKSHAW(P),Haryana(104),2026,FEB,565
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,FEB,234
15,EXCAVATOR (NT),Haryana(104),2026,FEB,3
16,FIRE TENDERS,Haryana(104),2026,FEB,3
17,FORK LIFT,Haryana(104),2026,FEB,6
18,GOODS CARRIER,Haryana(104),2026,FEB,"5,032"
19,HARVESTER,Haryana(104),2026,FEB,184
20,HEARSES,Haryana(104),2026,FEB,1
21,LUXURY CAB,Haryana(104),2026,FEB,2
22,MAXI CAB,Haryana(104),2026,FEB,93
23,M-CYCLE/SCOOTER,Haryana(104),2026,FEB,"32,173"
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,FEB,8
25,MOBILE CLINIC,Haryana(104),2026,FEB,2
26,MOPED,Haryana(104),2026,FEB,115
27,MOTOR CAB,Haryana(104),2026,FEB,"3,137"
28,MOTOR CAR,Haryana(104),2026,FEB,"19,267"
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,FEB,1
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,FEB,4
31,OMNI BUS,Haryana(104),2026,FEB,3
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,FEB,1
33,RECOVERY VEHICLE,Haryana(104),2026,FEB,3
34,THREE WHEELER (GOODS),Haryana(104),2026,FEB,325
35,THREE WHEELER (PASSENGER),Haryana(104),2026,FEB,665
36,TRAILER (COMMERCIAL),Haryana(104),2026,FEB,17
1,ADAPTED VEHICLE,Jharkhand(25),2026,JAN,1
2,AMBULANCE,Jharkhand(25),2026,JAN,15
3,ARTICULATED VEHICLE,Jharkhand(25),2026,JAN,22
4,BUS,Jharkhand(25),2026,JAN,27
5,CASH VAN,Jharkhand(25),2026,JAN,0
6,CONSTRUCTION EQUIPMENT VEHICLE,Jharkhand(25),2026,JAN,4
7,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Jharkhand(25),2026,JAN,84
8,CRANE MOUNTED VEHICLE,Jharkhand(25),2026,JAN,1
9,EARTH MOVING EQUIPMENT,Jharkhand(25),2026,JAN,1
10,E-RICKSHAW(P),Jharkhand(25),2026,JAN,"1,138"
11,E-RICKSHAW WITH CART (G),Jharkhand(25),2026,JAN,45
12,EXCAVATOR (COMMERCIAL),Jharkhand(25),2026,JAN,0
13,FIRE FIGHTING VEHICLE,Jharkhand(25),2026,JAN,2
14,FIRE TENDERS,Jharkhand(25),2026,JAN,0
15,GOODS CARRIER,Jharkhand(25),2026,JAN,"1,581"
16,MAXI CAB,Jharkhand(25),2026,JAN,41
17,M-CYCLE/SCOOTER,Jharkhand(25),2026,JAN,"36,829"
18,M-CYCLE/SCOOTER-WITH SIDE CAR,Jharkhand(25),2026,JAN,4
19,MOPED,Jharkhand(25),2026,JAN,764
20,MOTOR CAB,Jharkhand(25),2026,JAN,162
21,MOTOR CAR,Jharkhand(25),2026,JAN,"7,503"
22,MOTORISED CYCLE (CC > 25CC),Jharkhand(25),2026,JAN,"6,570"
23,OMNI BUS,Jharkhand(25),2026,JAN,2
24,OMNI BUS (PRIVATE USE),Jharkhand(25),2026,JAN,10
25,THREE WHEELER (GOODS),Jharkhand(25),2026,JAN,367
26,THREE WHEELER (PASSENGER),Jharkhand(25),2026,JAN,"1,320"
27,TRACTOR (COMMERCIAL),Jharkhand(25),2026,JAN,"1,528"
28,TRACTOR-TROLLEY(COMMERCIAL),Jharkhand(25),2026,JAN,31
29,VEHICLE FITTED WITH RIG,Jharkhand(25),2026,JAN,1
1,ADAPTED VEHICLE,Jharkhand(25),2026,FEB,1
2,AMBULANCE,Jharkhand(25),2026,FEB,3
3,ARTICULATED VEHICLE,Jharkhand(25),2026,FEB,10
4,BUS,Jharkhand(25),2026,FEB,17
5,CASH VAN,Jharkhand(25),2026,FEB,3
6,CONSTRUCTION EQUIPMENT VEHICLE,Jharkhand(25),2026,FEB,3
7,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Jharkhand(25),2026,FEB,73
8,CRANE MOUNTED VEHICLE,Jharkhand(25),2026,FEB,0
9,EARTH MOVING EQUIPMENT,Jharkhand(25),2026,FEB,0
10,E-RICKSHAW(P),Jharkhand(25),2026,FEB,976
11,E-RICKSHAW WITH CART (G),Jharkhand(25),2026,FEB,37
12,EXCAVATOR (COMMERCIAL),Jharkhand(25),2026,FEB,1
13,FIRE FIGHTING VEHICLE,Jharkhand(25),2026,FEB,0
14,FIRE TENDERS,Jharkhand(25),2026,FEB,1
15,GOODS CARRIER,Jharkhand(25),2026,FEB,"1,247"
16,MAXI CAB,Jharkhand(25),2026,FEB,44
17,M-CYCLE/SCOOTER,Jharkhand(25),2026,FEB,"23,871"
18,M-CYCLE/SCOOTER-WITH SIDE CAR,Jharkhand(25),2026,FEB,6
19,MOPED,Jharkhand(25),2026,FEB,559
20,MOTOR CAB,Jharkhand(25),2026,FEB,111
21,MOTOR CAR,Jharkhand(25),2026,FEB,"4,397"
22,MOTORISED CYCLE (CC > 25CC),Jharkhand(25),2026,FEB,"4,465"
23,OMNI BUS,Jharkhand(25),2026,FEB,3
24,OMNI BUS (PRIVATE USE),Jharkhand(25),2026,FEB,4
25,THREE WHEELER (GOODS),Jharkhand(25),2026,FEB,312
26,THREE WHEELER (PASSENGER),Jharkhand(25),2026,FEB,"1,060"
27,TRACTOR (COMMERCIAL),Jharkhand(25),2026,FEB,"1,251"
28,TRACTOR-TROLLEY(COMMERCIAL),Jharkhand(25),2026,FEB,26
29,VEHICLE FITTED WITH RIG,Jharkhand(25),2026,FEB,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,JAN,1
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,JAN,351
3,AMBULANCE,Jammu and Kashmir(21),2026,JAN,38
4,BUS,Jammu and Kashmir(21),2026,JAN,42
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,JAN,27
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,JAN,1
7,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,JAN,17
8,E-RICKSHAW(P),Jammu and Kashmir(21),2026,JAN,20
9,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,JAN,3
10,GOODS CARRIER,Jammu and Kashmir(21),2026,JAN,954
11,MAXI CAB,Jammu and Kashmir(21),2026,JAN,76
12,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,JAN,"3,093"
13,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,JAN,0
14,MOPED,Jammu and Kashmir(21),2026,JAN,"1,859"
15,MOTOR CAB,Jammu and Kashmir(21),2026,JAN,152
16,MOTOR CAR,Jammu and Kashmir(21),2026,JAN,"6,775"
17,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,JAN,34
18,OMNI BUS,Jammu and Kashmir(21),2026,JAN,14
19,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,JAN,2
20,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,JAN,438
21,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,JAN,630
22,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,JAN,4
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,FEB,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,FEB,219
3,AMBULANCE,Jammu and Kashmir(21),2026,FEB,3
4,BUS,Jammu and Kashmir(21),2026,FEB,26
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,FEB,38
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,FEB,0
7,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,FEB,94
8,E-RICKSHAW(P),Jammu and Kashmir(21),2026,FEB,9
9,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,FEB,4
10,GOODS CARRIER,Jammu and Kashmir(21),2026,FEB,757
11,MAXI CAB,Jammu and Kashmir(21),2026,FEB,74
12,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,FEB,"3,425"
13,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,FEB,1
14,MOPED,Jammu and Kashmir(21),2026,FEB,"2,368"
15,MOTOR CAB,Jammu and Kashmir(21),2026,FEB,142
16,MOTOR CAR,Jammu and Kashmir(21),2026,FEB,"4,200"
17,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,FEB,28
18,OMNI BUS,Jammu and Kashmir(21),2026,FEB,10
19,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,FEB,7
20,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,FEB,398
21,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,FEB,535
22,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,FEB,1
1,ADAPTED VEHICLE,Karnataka(68),2026,JAN,402
2,AGRICULTURAL TRACTOR,Karnataka(68),2026,JAN,"6,312"
3,AMBULANCE,Karnataka(68),2026,JAN,72
4,ARTICULATED VEHICLE,Karnataka(68),2026,JAN,102
5,BUS,Karnataka(68),2026,JAN,289
6,CASH VAN,Karnataka(68),2026,JAN,17
7,CONSTRUCTION EQUIPMENT VEHICLE,Karnataka(68),2026,JAN,479
8,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Karnataka(68),2026,JAN,2
9,CRANE MOUNTED VEHICLE,Karnataka(68),2026,JAN,58
10,EARTH MOVING EQUIPMENT,Karnataka(68),2026,JAN,8
11,EDUCATIONAL INSTITUTION BUS,Karnataka(68),2026,JAN,81
12,E-RICKSHAW(P),Karnataka(68),2026,JAN,0
13,E-RICKSHAW WITH CART (G),Karnataka(68),2026,JAN,24
14,FIRE FIGHTING VEHICLE,Karnataka(68),2026,JAN,3
15,FORK LIFT,Karnataka(68),2026,JAN,1
16,GOODS CARRIER,Karnataka(68),2026,JAN,"7,438"
17,HARVESTER,Karnataka(68),2026,JAN,42
18,MAXI CAB,Karnataka(68),2026,JAN,401
19,M-CYCLE/SCOOTER,Karnataka(68),2026,JAN,"1,27,371"
20,M-CYCLE/SCOOTER-WITH SIDE CAR,Karnataka(68),2026,JAN,32
21,MOBILE CLINIC,Karnataka(68),2026,JAN,1
22,MOPED,Karnataka(68),2026,JAN,"3,678"
23,MOTOR CAB,Karnataka(68),2026,JAN,"4,742"
24,MOTOR CAR,Karnataka(68),2026,JAN,"34,858"
25,MOTOR CYCLE/SCOOTER-SIDECAR(T),Karnataka(68),2026,JAN,0
26,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Karnataka(68),2026,JAN,"1,151"
27,MOTORISED CYCLE (CC > 25CC),Karnataka(68),2026,JAN,248
28,OMNI BUS,Karnataka(68),2026,JAN,0
29,OMNI BUS (PRIVATE USE),Karnataka(68),2026,JAN,17
30,PRIVATE SERVICE VEHICLE,Karnataka(68),2026,JAN,143
31,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Karnataka(68),2026,JAN,50
32,QUADRICYCLE (COMMERCIAL),Karnataka(68),2026,JAN,1
33,QUADRICYCLE (PRIVATE),Karnataka(68),2026,JAN,2
34,THREE WHEELER (GOODS),Karnataka(68),2026,JAN,809
35,THREE WHEELER (PASSENGER),Karnataka(68),2026,JAN,"5,404"
36,THREE WHEELER (PERSONAL),Karnataka(68),2026,JAN,14
37,TRACTOR (COMMERCIAL),Karnataka(68),2026,JAN,284
38,TRAILER (AGRICULTURAL),Karnataka(68),2026,JAN,962
39,TRAILER (COMMERCIAL),Karnataka(68),2026,JAN,107
40,VEHICLE FITTED WITH GENERATOR,Karnataka(68),2026,JAN,7
41,VEHICLE FITTED WITH RIG,Karnataka(68),2026,JAN,19
1,ADAPTED VEHICLE,Karnataka(68),2026,FEB,302
2,AGRICULTURAL TRACTOR,Karnataka(68),2026,FEB,"4,443"
3,AMBULANCE,Karnataka(68),2026,FEB,39
4,ARTICULATED VEHICLE,Karnataka(68),2026,FEB,128
5,BUS,Karnataka(68),2026,FEB,366
6,CASH VAN,Karnataka(68),2026,FEB,0
7,CONSTRUCTION EQUIPMENT VEHICLE,Karnataka(68),2026,FEB,251
8,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Karnataka(68),2026,FEB,0
9,CRANE MOUNTED VEHICLE,Karnataka(68),2026,FEB,15
10,EARTH MOVING EQUIPMENT,Karnataka(68),2026,FEB,4
11,EDUCATIONAL INSTITUTION BUS,Karnataka(68),2026,FEB,36
12,E-RICKSHAW(P),Karnataka(68),2026,FEB,1
13,E-RICKSHAW WITH CART (G),Karnataka(68),2026,FEB,25
14,FIRE FIGHTING VEHICLE,Karnataka(68),2026,FEB,2
15,FORK LIFT,Karnataka(68),2026,FEB,3
16,GOODS CARRIER,Karnataka(68),2026,FEB,"4,827"
17,HARVESTER,Karnataka(68),2026,FEB,23
18,MAXI CAB,Karnataka(68),2026,FEB,241
19,M-CYCLE/SCOOTER,Karnataka(68),2026,FEB,"86,057"
20,M-CYCLE/SCOOTER-WITH SIDE CAR,Karnataka(68),2026,FEB,23
21,MOBILE CLINIC,Karnataka(68),2026,FEB,5
22,MOPED,Karnataka(68),2026,FEB,"2,439"
23,MOTOR CAB,Karnataka(68),2026,FEB,"2,412"
24,MOTOR CAR,Karnataka(68),2026,FEB,"16,587"
25,MOTOR CYCLE/SCOOTER-SIDECAR(T),Karnataka(68),2026,FEB,1
26,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Karnataka(68),2026,FEB,324
27,MOTORISED CYCLE (CC > 25CC),Karnataka(68),2026,FEB,110
28,OMNI BUS,Karnataka(68),2026,FEB,1
29,OMNI BUS (PRIVATE USE),Karnataka(68),2026,FEB,6
30,PRIVATE SERVICE VEHICLE,Karnataka(68),2026,FEB,51
31,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Karnataka(68),2026,FEB,29
32,QUADRICYCLE (COMMERCIAL),Karnataka(68),2026,FEB,0
33,QUADRICYCLE (PRIVATE),Karnataka(68),2026,FEB,1
34,THREE WHEELER (GOODS),Karnataka(68),2026,FEB,569
35,THREE WHEELER (PASSENGER),Karnataka(68),2026,FEB,"3,880"
36,THREE WHEELER (PERSONAL),Karnataka(68),2026,FEB,18
37,TRACTOR (COMMERCIAL),Karnataka(68),2026,FEB,232
38,TRAILER (AGRICULTURAL),Karnataka(68),2026,FEB,906
39,TRAILER (COMMERCIAL),Karnataka(68),2026,FEB,74
40,VEHICLE FITTED WITH GENERATOR,Karnataka(68),2026,FEB,1
41,VEHICLE FITTED WITH RIG,Karnataka(68),2026,FEB,17
1,ADAPTED VEHICLE,Kerala(87),2026,JAN,7
2,AGRICULTURAL TRACTOR,Kerala(87),2026,JAN,42
3,AMBULANCE,Kerala(87),2026,JAN,54
4,ARTICULATED VEHICLE,Kerala(87),2026,JAN,11
5,BREAKDOWN VAN,Kerala(87),2026,JAN,2
6,BUS,Kerala(87),2026,JAN,343
7,CONSTRUCTION EQUIPMENT VEHICLE,Kerala(87),2026,JAN,44
8,CRANE MOUNTED VEHICLE,Kerala(87),2026,JAN,3
9,EARTH MOVING EQUIPMENT,Kerala(87),2026,JAN,4
10,EDUCATIONAL INSTITUTION BUS,Kerala(87),2026,JAN,84
11,E-RICKSHAW(P),Kerala(87),2026,JAN,0
12,E-RICKSHAW WITH CART (G),Kerala(87),2026,JAN,2
13,EXCAVATOR (NT),Kerala(87),2026,JAN,15
14,FORK LIFT,Kerala(87),2026,JAN,0
15,GOODS CARRIER,Kerala(87),2026,JAN,"2,928"
16,HARVESTER,Kerala(87),2026,JAN,1
17,HEARSES,Kerala(87),2026,JAN,1
18,MAXI CAB,Kerala(87),2026,JAN,65
19,M-CYCLE/SCOOTER,Kerala(87),2026,JAN,"56,840"
20,M-CYCLE/SCOOTER-WITH SIDE CAR,Kerala(87),2026,JAN,17
21,MOBILE CANTEEN,Kerala(87),2026,JAN,1
22,MOBILE CLINIC,Kerala(87),2026,JAN,1
23,MOBILE WORKSHOP,Kerala(87),2026,JAN,1
24,MOPED,Kerala(87),2026,JAN,0
25,MOTOR CAB,Kerala(87),2026,JAN,915
26,MOTOR CAR,Kerala(87),2026,JAN,"24,534"
27,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Kerala(87),2026,JAN,62
28,MOTORISED CYCLE (CC > 25CC),Kerala(87),2026,JAN,114
29,PRIVATE SERVICE VEHICLE,Kerala(87),2026,JAN,28
30,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Kerala(87),2026,JAN,72
31,RECOVERY VEHICLE,Kerala(87),2026,JAN,1
32,ROAD ROLLER,Kerala(87),2026,JAN,0
33,THREE WHEELER (GOODS),Kerala(87),2026,JAN,349
34,THREE WHEELER (PASSENGER),Kerala(87),2026,JAN,"3,368"
35,THREE WHEELER (PERSONAL),Kerala(87),2026,JAN,56
36,VEHICLE FITTED WITH COMPRESSOR,Kerala(87),2026,JAN,1
1,ADAPTED VEHICLE,Kerala(87),2026,FEB,0
2,AGRICULTURAL TRACTOR,Kerala(87),2026,FEB,40
3,AMBULANCE,Kerala(87),2026,FEB,29
4,ARTICULATED VEHICLE,Kerala(87),2026,FEB,11
5,BREAKDOWN VAN,Kerala(87),2026,FEB,1
6,BUS,Kerala(87),2026,FEB,369
7,CONSTRUCTION EQUIPMENT VEHICLE,Kerala(87),2026,FEB,15
8,CRANE MOUNTED VEHICLE,Kerala(87),2026,FEB,1
9,EARTH MOVING EQUIPMENT,Kerala(87),2026,FEB,6
10,EDUCATIONAL INSTITUTION BUS,Kerala(87),2026,FEB,57
11,E-RICKSHAW(P),Kerala(87),2026,FEB,3
12,E-RICKSHAW WITH CART (G),Kerala(87),2026,FEB,3
13,EXCAVATOR (NT),Kerala(87),2026,FEB,11
14,FORK LIFT,Kerala(87),2026,FEB,1
15,GOODS CARRIER,Kerala(87),2026,FEB,"1,836"
16,HARVESTER,Kerala(87),2026,FEB,0
17,HEARSES,Kerala(87),2026,FEB,1
18,MAXI CAB,Kerala(87),2026,FEB,47
19,M-CYCLE/SCOOTER,Kerala(87),2026,FEB,"38,275"
20,M-CYCLE/SCOOTER-WITH SIDE CAR,Kerala(87),2026,FEB,3
21,MOBILE CANTEEN,Kerala(87),2026,FEB,0
22,MOBILE CLINIC,Kerala(87),2026,FEB,0
23,MOBILE WORKSHOP,Kerala(87),2026,FEB,0
24,MOPED,Kerala(87),2026,FEB,1
25,MOTOR CAB,Kerala(87),2026,FEB,719
26,MOTOR CAR,Kerala(87),2026,FEB,"9,855"
27,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Kerala(87),2026,FEB,59
28,MOTORISED CYCLE (CC > 25CC),Kerala(87),2026,FEB,77
29,PRIVATE SERVICE VEHICLE,Kerala(87),2026,FEB,9
30,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Kerala(87),2026,FEB,18
31,RECOVERY VEHICLE,Kerala(87),2026,FEB,1
32,ROAD ROLLER,Kerala(87),2026,FEB,3
33,THREE WHEELER (GOODS),Kerala(87),2026,FEB,263
34,THREE WHEELER (PASSENGER),Kerala(87),2026,FEB,"2,288"
35,THREE WHEELER (PERSONAL),Kerala(87),2026,FEB,35
36,VEHICLE FITTED WITH COMPRESSOR,Kerala(87),2026,FEB,0
1,AGRICULTURAL TRACTOR,Ladakh(3),2026,JAN,7
2,AMBULANCE,Ladakh(3),2026,JAN,1
3,CAMPER VAN / TRAILER (PRIVATE USE),Ladakh(3),2026,JAN,13
4,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Ladakh(3),2026,JAN,1
5,GOODS CARRIER,Ladakh(3),2026,JAN,37
6,MAXI CAB,Ladakh(3),2026,JAN,1
7,M-CYCLE/SCOOTER,Ladakh(3),2026,JAN,6
8,M-CYCLE/SCOOTER-WITH SIDE CAR,Ladakh(3),2026,JAN,0
9,MOPED,Ladakh(3),2026,JAN,12
10,MOTOR CAB,Ladakh(3),2026,JAN,1
11,MOTOR CAR,Ladakh(3),2026,JAN,219
1,AGRICULTURAL TRACTOR,Ladakh(3),2026,FEB,0
2,AMBULANCE,Ladakh(3),2026,FEB,0
3,CAMPER VAN / TRAILER (PRIVATE USE),Ladakh(3),2026,FEB,12
4,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Ladakh(3),2026,FEB,0
5,GOODS CARRIER,Ladakh(3),2026,FEB,28
6,MAXI CAB,Ladakh(3),2026,FEB,2
7,M-CYCLE/SCOOTER,Ladakh(3),2026,FEB,2
8,M-CYCLE/SCOOTER-WITH SIDE CAR,Ladakh(3),2026,FEB,6
9,MOPED,Ladakh(3),2026,FEB,12
10,MOTOR CAB,Ladakh(3),2026,FEB,0
11,MOTOR CAR,Ladakh(3),2026,FEB,39
1,AMBULANCE,Lakshadweep(9),2026,JAN,1
2,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2026,JAN,1
3,GOODS CARRIER,Lakshadweep(9),2026,JAN,1
4,M-CYCLE/SCOOTER,Lakshadweep(9),2026,JAN,88
5,MOTOR CAR,Lakshadweep(9),2026,JAN,2
6,THREE WHEELER (GOODS),Lakshadweep(9),2026,JAN,1
7,THREE WHEELER (PASSENGER),Lakshadweep(9),2026,JAN,0
1,AMBULANCE,Lakshadweep(9),2026,FEB,1
2,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2026,FEB,0
3,GOODS CARRIER,Lakshadweep(9),2026,FEB,1
4,M-CYCLE/SCOOTER,Lakshadweep(9),2026,FEB,101
5,MOTOR CAR,Lakshadweep(9),2026,FEB,2
6,THREE WHEELER (GOODS),Lakshadweep(9),2026,FEB,1
7,THREE WHEELER (PASSENGER),Lakshadweep(9),2026,FEB,1
1,ADAPTED VEHICLE,Maharashtra(59),2026,JAN,114
2,AGRICULTURAL TRACTOR,Maharashtra(59),2026,JAN,"13,664"
3,AMBULANCE,Maharashtra(59),2026,JAN,151
4,ANIMAL AMBULANCE,Maharashtra(59),2026,JAN,0
5,ARTICULATED VEHICLE,Maharashtra(59),2026,JAN,191
6,AUXILIARY TRAILER,Maharashtra(59),2026,JAN,5
7,BREAKDOWN VAN,Maharashtra(59),2026,JAN,1
8,BUS,Maharashtra(59),2026,JAN,778
9,CAMPER VAN / TRAILER (PRIVATE USE),Maharashtra(59),2026,JAN,1
10,CASH VAN,Maharashtra(59),2026,JAN,0
11,CONSTRUCTION EQUIPMENT VEHICLE,Maharashtra(59),2026,JAN,438
12,CRANE MOUNTED VEHICLE,Maharashtra(59),2026,JAN,234
13,DUMPER,Maharashtra(59),2026,JAN,82
14,EARTH MOVING EQUIPMENT,Maharashtra(59),2026,JAN,4
15,E-RICKSHAW(P),Maharashtra(59),2026,JAN,226
16,E-RICKSHAW WITH CART (G),Maharashtra(59),2026,JAN,115
17,EXCAVATOR (NT),Maharashtra(59),2026,JAN,220
18,FIRE FIGHTING VEHICLE,Maharashtra(59),2026,JAN,19
19,FIRE TENDERS,Maharashtra(59),2026,JAN,3
20,FORK LIFT,Maharashtra(59),2026,JAN,8
21,GOODS CARRIER,Maharashtra(59),2026,JAN,"15,932"
22,HARVESTER,Maharashtra(59),2026,JAN,386
23,HEARSES,Maharashtra(59),2026,JAN,5
24,M-CYCLE/SCOOTER,Maharashtra(59),2026,JAN,"2,31,354"
25,M-CYCLE/SCOOTER-WITH SIDE CAR,Maharashtra(59),2026,JAN,13
26,MOBILE CLINIC,Maharashtra(59),2026,JAN,5
27,MOBILE WORKSHOP,Maharashtra(59),2026,JAN,0
28,MOPED,Maharashtra(59),2026,JAN,"1,860"
29,MOTOR CAB,Maharashtra(59),2026,JAN,"6,297"
30,MOTOR CAR,Maharashtra(59),2026,JAN,"58,764"
31,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Maharashtra(59),2026,JAN,12
32,MOTORISED CYCLE (CC > 25CC),Maharashtra(59),2026,JAN,46
33,OMNI BUS (PRIVATE USE),Maharashtra(59),2026,JAN,202
34,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Maharashtra(59),2026,JAN,28
35,RECOVERY VEHICLE,Maharashtra(59),2026,JAN,6
36,ROAD ROLLER,Maharashtra(59),2026,JAN,0
37,SCHOOL BUS,Maharashtra(59),2026,JAN,0
38,SEMI-TRAILER (COMMERCIAL),Maharashtra(59),2026,JAN,10
39,THREE WHEELER (GOODS),Maharashtra(59),2026,JAN,"1,713"
40,THREE WHEELER (PASSENGER),Maharashtra(59),2026,JAN,"7,260"
41,THREE WHEELER (PERSONAL),Maharashtra(59),2026,JAN,2
42,TOWER WAGON,Maharashtra(59),2026,JAN,1
43,TOW TRUCK,Maharashtra(59),2026,JAN,10
44,TRACTOR (COMMERCIAL),Maharashtra(59),2026,JAN,4
45,TRAILER (AGRICULTURAL),Maharashtra(59),2026,JAN,"2,273"
46,TRAILER (COMMERCIAL),Maharashtra(59),2026,JAN,12
47,TRAILER FOR PERSONAL USE,Maharashtra(59),2026,JAN,0
