S No,Norms,State,Year,Fuel,Value
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,DUAL DIESEL/CNG,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,DUAL DIESEL/CNG,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,DUAL DIESEL/CNG,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,DUAL DIESEL/CNG,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,DUAL DIESEL/CNG,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,DUAL DIESEL/LNG,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,DUAL DIESEL/LNG,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,DUAL DIESEL/LNG,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,DUAL DIESEL/LNG,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,DUAL DIESEL/LNG,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,DUAL DIESEL/LNG,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,ELECTRIC(BOV),0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,ELECTRIC(BOV),0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,ELECTRIC(BOV),0
4,CEV STAGE V,Arunachal Pradesh(29),2026,ELECTRIC(BOV),0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,ELECTRIC(BOV),3
6,TREM STAGE IV,Arunachal Pradesh(29),2026,ELECTRIC(BOV),0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,ETHANOL,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,ETHANOL,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,ETHANOL,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,ETHANOL,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,ETHANOL,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,ETHANOL,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,FLEX-FUEL(BIO-DIESEL),0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,FLEX-FUEL(BIO-DIESEL),0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,FLEX-FUEL(BIO-DIESEL),0
4,CEV STAGE V,Arunachal Pradesh(29),2026,FLEX-FUEL(BIO-DIESEL),0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,FLEX-FUEL(BIO-DIESEL),0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,FLEX-FUEL(BIO-DIESEL),0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,FLEX-FUEL(ETHANOL),0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,FLEX-FUEL(ETHANOL),0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,FLEX-FUEL(ETHANOL),0
4,CEV STAGE V,Arunachal Pradesh(29),2026,FLEX-FUEL(ETHANOL),0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,FLEX-FUEL(ETHANOL),0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,FLEX-FUEL(ETHANOL),0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,FUEL CELL HYDROGEN,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,FUEL CELL HYDROGEN,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,FUEL CELL HYDROGEN,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,FUEL CELL HYDROGEN,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,FUEL CELL HYDROGEN,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,FUEL CELL HYDROGEN,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,HCNG,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,HCNG,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,HCNG,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,HCNG,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,HCNG,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,HCNG,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,HYDROGEN(ICE),0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,HYDROGEN(ICE),0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,HYDROGEN(ICE),0
4,CEV STAGE V,Arunachal Pradesh(29),2026,HYDROGEN(ICE),0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,HYDROGEN(ICE),0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,HYDROGEN(ICE),0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,LNG,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,LNG,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,LNG,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,LNG,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,LNG,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,LNG,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,LPG ONLY,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,LPG ONLY,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,LPG ONLY,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,LPG ONLY,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,LPG ONLY,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,LPG ONLY,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,METHANOL,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,METHANOL,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,METHANOL,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,METHANOL,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,METHANOL,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,METHANOL,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,NOT APPLICABLE,19
6,TREM STAGE IV,Arunachal Pradesh(29),2026,NOT APPLICABLE,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PETROL,1
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PETROL,778
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PETROL,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PETROL,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PETROL,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PETROL,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PETROL/CNG,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PETROL/CNG,3
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PETROL/CNG,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PETROL/CNG,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PETROL/CNG,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PETROL/CNG,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PETROL(E20)/CNG,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,242
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PETROL(E20)/HYBRID/CNG,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PETROL(E20)/LPG,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PETROL/ETHANOL,"3,155"
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PETROL/ETHANOL,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PETROL/HYBRID,56
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PETROL/HYBRID,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PETROL/HYBRID/CNG,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PETROL/LPG,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PETROL/LPG,1
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PETROL/LPG,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PETROL/LPG,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PETROL/LPG,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PETROL/LPG,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PETROL/METHANOL,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PLUG-IN HYBRID EV,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,PURE EV,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,PURE EV,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,PURE EV,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,PURE EV,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,PURE EV,13
6,TREM STAGE IV,Arunachal Pradesh(29),2026,PURE EV,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,SOLAR,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,SOLAR,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,SOLAR,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,SOLAR,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,SOLAR,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,SOLAR,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,STRONG HYBRID EV,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,STRONG HYBRID EV,24
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,STRONG HYBRID EV,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,STRONG HYBRID EV,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,STRONG HYBRID EV,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,STRONG HYBRID EV,0
1,BHARAT STAGE III,Assam(33),2026,BIO-CNG/BIO-GAS,0
2,BHARAT STAGE III (CEV),Assam(33),2026,BIO-CNG/BIO-GAS,0
3,BHARAT STAGE III/IV,Assam(33),2026,BIO-CNG/BIO-GAS,0
4,BHARAT STAGE IV,Assam(33),2026,BIO-CNG/BIO-GAS,0
5,BHARAT STAGE VI,Assam(33),2026,BIO-CNG/BIO-GAS,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,BIO-CNG/BIO-GAS,0
7,CEV STAGE V,Assam(33),2026,BIO-CNG/BIO-GAS,0
8,EURO 6,Assam(33),2026,BIO-CNG/BIO-GAS,0
9,NOT AVAILABLE,Assam(33),2026,BIO-CNG/BIO-GAS,0
10,TREM STAGE IV,Assam(33),2026,BIO-CNG/BIO-GAS,0
1,BHARAT STAGE III,Assam(33),2026,BIO-DIESEL(B100),0
2,BHARAT STAGE III (CEV),Assam(33),2026,BIO-DIESEL(B100),0
3,BHARAT STAGE III/IV,Assam(33),2026,BIO-DIESEL(B100),0
4,BHARAT STAGE IV,Assam(33),2026,BIO-DIESEL(B100),0
5,BHARAT STAGE VI,Assam(33),2026,BIO-DIESEL(B100),0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,BIO-DIESEL(B100),0
7,CEV STAGE V,Assam(33),2026,BIO-DIESEL(B100),0
8,EURO 6,Assam(33),2026,BIO-DIESEL(B100),0
9,NOT AVAILABLE,Assam(33),2026,BIO-DIESEL(B100),0
10,TREM STAGE IV,Assam(33),2026,BIO-DIESEL(B100),0
1,BHARAT STAGE III,Assam(33),2026,BIO-METHANE,0
2,BHARAT STAGE III (CEV),Assam(33),2026,BIO-METHANE,0
3,BHARAT STAGE III/IV,Assam(33),2026,BIO-METHANE,0
4,BHARAT STAGE IV,Assam(33),2026,BIO-METHANE,0
5,BHARAT STAGE VI,Assam(33),2026,BIO-METHANE,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,BIO-METHANE,0
7,CEV STAGE V,Assam(33),2026,BIO-METHANE,0
8,EURO 6,Assam(33),2026,BIO-METHANE,0
9,NOT AVAILABLE,Assam(33),2026,BIO-METHANE,0
10,TREM STAGE IV,Assam(33),2026,BIO-METHANE,0
1,BHARAT STAGE III,Assam(33),2026,CNG ONLY,0
2,BHARAT STAGE III (CEV),Assam(33),2026,CNG ONLY,0
3,BHARAT STAGE III/IV,Assam(33),2026,CNG ONLY,0
4,BHARAT STAGE IV,Assam(33),2026,CNG ONLY,0
5,BHARAT STAGE VI,Assam(33),2026,CNG ONLY,48
6,BHARAT (TREM) STAGE III A,Assam(33),2026,CNG ONLY,0
7,CEV STAGE V,Assam(33),2026,CNG ONLY,0
8,EURO 6,Assam(33),2026,CNG ONLY,0
9,NOT AVAILABLE,Assam(33),2026,CNG ONLY,0
10,TREM STAGE IV,Assam(33),2026,CNG ONLY,0
1,BHARAT STAGE III,Assam(33),2026,DIESEL,16
2,BHARAT STAGE III (CEV),Assam(33),2026,DIESEL,1
3,BHARAT STAGE III/IV,Assam(33),2026,DIESEL,1
4,BHARAT STAGE IV,Assam(33),2026,DIESEL,1
5,BHARAT STAGE VI,Assam(33),2026,DIESEL,"3,988"
6,BHARAT (TREM) STAGE III A,Assam(33),2026,DIESEL,"1,143"
7,CEV STAGE V,Assam(33),2026,DIESEL,162
8,EURO 6,Assam(33),2026,DIESEL,1
9,NOT AVAILABLE,Assam(33),2026,DIESEL,0
10,TREM STAGE IV,Assam(33),2026,DIESEL,32
1,BHARAT STAGE III,Assam(33),2026,DIESEL/HYBRID,0
2,BHARAT STAGE III (CEV),Assam(33),2026,DIESEL/HYBRID,0
3,BHARAT STAGE III/IV,Assam(33),2026,DIESEL/HYBRID,0
4,BHARAT STAGE IV,Assam(33),2026,DIESEL/HYBRID,0
5,BHARAT STAGE VI,Assam(33),2026,DIESEL/HYBRID,13
6,BHARAT (TREM) STAGE III A,Assam(33),2026,DIESEL/HYBRID,0
7,CEV STAGE V,Assam(33),2026,DIESEL/HYBRID,0
8,EURO 6,Assam(33),2026,DIESEL/HYBRID,0
9,NOT AVAILABLE,Assam(33),2026,DIESEL/HYBRID,0
10,TREM STAGE IV,Assam(33),2026,DIESEL/HYBRID,0
1,BHARAT STAGE III,Assam(33),2026,DI-METHYL ETHER,0
2,BHARAT STAGE III (CEV),Assam(33),2026,DI-METHYL ETHER,0
3,BHARAT STAGE III/IV,Assam(33),2026,DI-METHYL ETHER,0
4,BHARAT STAGE IV,Assam(33),2026,DI-METHYL ETHER,0
5,BHARAT STAGE VI,Assam(33),2026,DI-METHYL ETHER,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,DI-METHYL ETHER,0
7,CEV STAGE V,Assam(33),2026,DI-METHYL ETHER,0
8,EURO 6,Assam(33),2026,DI-METHYL ETHER,0
9,NOT AVAILABLE,Assam(33),2026,DI-METHYL ETHER,0
10,TREM STAGE IV,Assam(33),2026,DI-METHYL ETHER,0
1,BHARAT STAGE III,Assam(33),2026,DUAL DIESEL/BIO CNG,0
2,BHARAT STAGE III (CEV),Assam(33),2026,DUAL DIESEL/BIO CNG,0
3,BHARAT STAGE III/IV,Assam(33),2026,DUAL DIESEL/BIO CNG,0
4,BHARAT STAGE IV,Assam(33),2026,DUAL DIESEL/BIO CNG,0
5,BHARAT STAGE VI,Assam(33),2026,DUAL DIESEL/BIO CNG,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,DUAL DIESEL/BIO CNG,0
7,CEV STAGE V,Assam(33),2026,DUAL DIESEL/BIO CNG,0
8,EURO 6,Assam(33),2026,DUAL DIESEL/BIO CNG,0
9,NOT AVAILABLE,Assam(33),2026,DUAL DIESEL/BIO CNG,0
10,TREM STAGE IV,Assam(33),2026,DUAL DIESEL/BIO CNG,0
1,BHARAT STAGE III,Assam(33),2026,DUAL DIESEL/CNG,0
2,BHARAT STAGE III (CEV),Assam(33),2026,DUAL DIESEL/CNG,0
3,BHARAT STAGE III/IV,Assam(33),2026,DUAL DIESEL/CNG,0
4,BHARAT STAGE IV,Assam(33),2026,DUAL DIESEL/CNG,0
5,BHARAT STAGE VI,Assam(33),2026,DUAL DIESEL/CNG,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,DUAL DIESEL/CNG,0
7,CEV STAGE V,Assam(33),2026,DUAL DIESEL/CNG,0
8,EURO 6,Assam(33),2026,DUAL DIESEL/CNG,0
9,NOT AVAILABLE,Assam(33),2026,DUAL DIESEL/CNG,0
10,TREM STAGE IV,Assam(33),2026,DUAL DIESEL/CNG,0
1,BHARAT STAGE III,Assam(33),2026,DUAL DIESEL/LNG,0
2,BHARAT STAGE III (CEV),Assam(33),2026,DUAL DIESEL/LNG,0
3,BHARAT STAGE III/IV,Assam(33),2026,DUAL DIESEL/LNG,0
4,BHARAT STAGE IV,Assam(33),2026,DUAL DIESEL/LNG,0
5,BHARAT STAGE VI,Assam(33),2026,DUAL DIESEL/LNG,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,DUAL DIESEL/LNG,0
7,CEV STAGE V,Assam(33),2026,DUAL DIESEL/LNG,0
8,EURO 6,Assam(33),2026,DUAL DIESEL/LNG,0
9,NOT AVAILABLE,Assam(33),2026,DUAL DIESEL/LNG,0
10,TREM STAGE IV,Assam(33),2026,DUAL DIESEL/LNG,0
1,BHARAT STAGE III,Assam(33),2026,ELECTRIC(BOV),0
2,BHARAT STAGE III (CEV),Assam(33),2026,ELECTRIC(BOV),0
3,BHARAT STAGE III/IV,Assam(33),2026,ELECTRIC(BOV),0
4,BHARAT STAGE IV,Assam(33),2026,ELECTRIC(BOV),0
5,BHARAT STAGE VI,Assam(33),2026,ELECTRIC(BOV),0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,ELECTRIC(BOV),0
7,CEV STAGE V,Assam(33),2026,ELECTRIC(BOV),0
8,EURO 6,Assam(33),2026,ELECTRIC(BOV),0
9,NOT AVAILABLE,Assam(33),2026,ELECTRIC(BOV),"5,663"
10,TREM STAGE IV,Assam(33),2026,ELECTRIC(BOV),0
1,BHARAT STAGE III,Assam(33),2026,ETHANOL,0
2,BHARAT STAGE III (CEV),Assam(33),2026,ETHANOL,0
3,BHARAT STAGE III/IV,Assam(33),2026,ETHANOL,0
4,BHARAT STAGE IV,Assam(33),2026,ETHANOL,0
5,BHARAT STAGE VI,Assam(33),2026,ETHANOL,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,ETHANOL,0
7,CEV STAGE V,Assam(33),2026,ETHANOL,0
8,EURO 6,Assam(33),2026,ETHANOL,0
9,NOT AVAILABLE,Assam(33),2026,ETHANOL,0
10,TREM STAGE IV,Assam(33),2026,ETHANOL,0
1,BHARAT STAGE III,Assam(33),2026,FLEX-FUEL(BIO-DIESEL),0
2,BHARAT STAGE III (CEV),Assam(33),2026,FLEX-FUEL(BIO-DIESEL),0
3,BHARAT STAGE III/IV,Assam(33),2026,FLEX-FUEL(BIO-DIESEL),0
4,BHARAT STAGE IV,Assam(33),2026,FLEX-FUEL(BIO-DIESEL),0
5,BHARAT STAGE VI,Assam(33),2026,FLEX-FUEL(BIO-DIESEL),0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,FLEX-FUEL(BIO-DIESEL),0
7,CEV STAGE V,Assam(33),2026,FLEX-FUEL(BIO-DIESEL),0
8,EURO 6,Assam(33),2026,FLEX-FUEL(BIO-DIESEL),0
9,NOT AVAILABLE,Assam(33),2026,FLEX-FUEL(BIO-DIESEL),0
10,TREM STAGE IV,Assam(33),2026,FLEX-FUEL(BIO-DIESEL),0
1,BHARAT STAGE III,Assam(33),2026,FLEX-FUEL(ETHANOL),0
2,BHARAT STAGE III (CEV),Assam(33),2026,FLEX-FUEL(ETHANOL),0
3,BHARAT STAGE III/IV,Assam(33),2026,FLEX-FUEL(ETHANOL),0
4,BHARAT STAGE IV,Assam(33),2026,FLEX-FUEL(ETHANOL),0
5,BHARAT STAGE VI,Assam(33),2026,FLEX-FUEL(ETHANOL),0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,FLEX-FUEL(ETHANOL),0
7,CEV STAGE V,Assam(33),2026,FLEX-FUEL(ETHANOL),0
8,EURO 6,Assam(33),2026,FLEX-FUEL(ETHANOL),0
9,NOT AVAILABLE,Assam(33),2026,FLEX-FUEL(ETHANOL),0
10,TREM STAGE IV,Assam(33),2026,FLEX-FUEL(ETHANOL),0
1,BHARAT STAGE III,Assam(33),2026,FUEL CELL HYDROGEN,0
2,BHARAT STAGE III (CEV),Assam(33),2026,FUEL CELL HYDROGEN,0
3,BHARAT STAGE III/IV,Assam(33),2026,FUEL CELL HYDROGEN,0
4,BHARAT STAGE IV,Assam(33),2026,FUEL CELL HYDROGEN,0
5,BHARAT STAGE VI,Assam(33),2026,FUEL CELL HYDROGEN,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,FUEL CELL HYDROGEN,0
7,CEV STAGE V,Assam(33),2026,FUEL CELL HYDROGEN,0
8,EURO 6,Assam(33),2026,FUEL CELL HYDROGEN,0
9,NOT AVAILABLE,Assam(33),2026,FUEL CELL HYDROGEN,0
10,TREM STAGE IV,Assam(33),2026,FUEL CELL HYDROGEN,0
1,BHARAT STAGE III,Assam(33),2026,HCNG,0
2,BHARAT STAGE III (CEV),Assam(33),2026,HCNG,0
3,BHARAT STAGE III/IV,Assam(33),2026,HCNG,0
4,BHARAT STAGE IV,Assam(33),2026,HCNG,0
5,BHARAT STAGE VI,Assam(33),2026,HCNG,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,HCNG,0
7,CEV STAGE V,Assam(33),2026,HCNG,0
8,EURO 6,Assam(33),2026,HCNG,0
9,NOT AVAILABLE,Assam(33),2026,HCNG,0
10,TREM STAGE IV,Assam(33),2026,HCNG,0
1,BHARAT STAGE III,Assam(33),2026,HYDROGEN(ICE),0
2,BHARAT STAGE III (CEV),Assam(33),2026,HYDROGEN(ICE),0
3,BHARAT STAGE III/IV,Assam(33),2026,HYDROGEN(ICE),0
4,BHARAT STAGE IV,Assam(33),2026,HYDROGEN(ICE),0
5,BHARAT STAGE VI,Assam(33),2026,HYDROGEN(ICE),0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,HYDROGEN(ICE),0
7,CEV STAGE V,Assam(33),2026,HYDROGEN(ICE),0
8,EURO 6,Assam(33),2026,HYDROGEN(ICE),0
9,NOT AVAILABLE,Assam(33),2026,HYDROGEN(ICE),0
10,TREM STAGE IV,Assam(33),2026,HYDROGEN(ICE),0
1,BHARAT STAGE III,Assam(33),2026,LNG,0
2,BHARAT STAGE III (CEV),Assam(33),2026,LNG,0
3,BHARAT STAGE III/IV,Assam(33),2026,LNG,0
4,BHARAT STAGE IV,Assam(33),2026,LNG,0
5,BHARAT STAGE VI,Assam(33),2026,LNG,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,LNG,0
7,CEV STAGE V,Assam(33),2026,LNG,0
8,EURO 6,Assam(33),2026,LNG,0
9,NOT AVAILABLE,Assam(33),2026,LNG,0
10,TREM STAGE IV,Assam(33),2026,LNG,0
1,BHARAT STAGE III,Assam(33),2026,LPG ONLY,0
2,BHARAT STAGE III (CEV),Assam(33),2026,LPG ONLY,0
3,BHARAT STAGE III/IV,Assam(33),2026,LPG ONLY,0
4,BHARAT STAGE IV,Assam(33),2026,LPG ONLY,0
5,BHARAT STAGE VI,Assam(33),2026,LPG ONLY,0
